metrics;louvain_prob_pred_mean;louvain_prob_pred;grace,enc:gcn_bgrl,pred:mlp,sbm+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm+random;grace,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm_fix+random;grace,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm_fast+random;grace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fix+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random
Hits@10;33.87$\pm$0.92;"[0.34276944 0.34106412 0.32264666 0.33219645 0.32469304 0.34004093
 0.34652115 0.34924966 0.33663029 0.35095498]";60.66$\pm$4.17;"[0.59993179 0.56582538 0.526603   0.5893588  0.63437926 0.57742156
 0.64222374 0.67189632 0.64904502 0.60948158]";60.19$\pm$3.11;"[0.62892224 0.553206   0.59276944 0.56446112 0.57878581 0.59890859
 0.6558663  0.59515689 0.64085948 0.61050477]";59.75$\pm$9.18;"[0.33321965 0.64495225 0.60368349 0.56718963 0.63574352 0.6558663
 0.65961801 0.61834925 0.63744884 0.61903138]";60.18$\pm$3.79;"[0.5760573  0.56957708 0.54706685 0.54331514 0.62789905 0.61050477
 0.64699864 0.65040928 0.63130969 0.61527967]";59.53$\pm$7.19;"[0.58697135 0.59072306 0.56616644 0.41098226 0.64427012 0.6388131
 0.6388131  0.60607094 0.69542974 0.57435198]";62.36$\pm$3.74;"[0.60709413 0.53069577 0.61323329 0.60948158 0.62619372 0.66848568
 0.65006821 0.6377899  0.66643929 0.62619372]";60.27$\pm$4.84;"[0.62653479 0.60095498 0.49658936 0.56173261 0.6473397  0.65006821
 0.56036835 0.61766712 0.66302865 0.6026603 ]";61.13$\pm$2.82;"[0.57332879 0.57878581 0.60777626 0.5712824  0.59549795 0.62960437
 0.62994543 0.6377899  0.64836289 0.64017735]";66.62$\pm$4.13;"[0.64392906 0.59242838 0.66200546 0.63437926 0.6521146  0.69781719
 0.64938608 0.71589359 0.74454297 0.6691678 ]";66.13$\pm$3.99;"[0.64938608 0.66405184 0.63472033 0.59618008 0.66609823 0.74454297
 0.6340382  0.6691678  0.71316508 0.64188267]";66.9$\pm$3.38;"[0.64290587 0.59345157 0.64904502 0.6834925  0.7100955  0.66166439
 0.67155525 0.69338336 0.670191   0.71452933]";62.36$\pm$6.07;"[0.5085266  0.67974079 0.5095498  0.63028649 0.66268759 0.62517053
 0.67087312 0.63062756 0.63710778 0.68144611]";63.95$\pm$3.65;"[0.60982265 0.58560709 0.6159618  0.69747613 0.63813097 0.6122101
 0.64222374 0.68963165 0.68383356 0.62005457]";60.25$\pm$4.49;"[0.56139154 0.58117326 0.51705321 0.57810368 0.62278308 0.63983629
 0.64085948 0.57878581 0.67837653 0.62619372]";62.07$\pm$3.47;"[0.58492497 0.64324693 0.60061392 0.60709413 0.62789905 0.65040928
 0.5931105  0.59959072 0.70395634 0.59652115]";63.67$\pm$2.61;"[0.64665757 0.62517053 0.61425648 0.60948158 0.65552524 0.58492497
 0.65893588 0.64461119 0.67598909 0.65143247]"
Hits@20;34.75$\pm$0.97;"[0.34890859 0.35368349 0.32810368 0.34924966 0.33526603 0.34481583
 0.35641201 0.35436562 0.34208731 0.36186903]";70.35$\pm$2.12;"[0.69270123 0.71589359 0.67291951 0.66507503 0.7186221  0.7053206
 0.71793997 0.72748977 0.72851296 0.69065484]";69.81$\pm$2.23;"[0.70668486 0.69372442 0.68042292 0.67598909 0.65279673 0.73703956
 0.70804911 0.70190996 0.71350614 0.71043656]";69.92$\pm$1.93;"[0.696794   0.69884038 0.6691678  0.67326057 0.69372442 0.71623465
 0.73567531 0.71691678 0.70395634 0.6872442 ]";70.31$\pm$2.34;"[0.68417462 0.6834925  0.66030014 0.70122783 0.69918145 0.74079127
 0.71623465 0.73874488 0.70497954 0.70225102]";68.56$\pm$2.32;"[0.65279673 0.69065484 0.65757162 0.65757162 0.71248295 0.69338336
 0.70225102 0.6834925  0.72578445 0.68042292]";69.9$\pm$2.0;"[0.68758527 0.66814461 0.66609823 0.7053206  0.70566166 0.71145975
 0.7319236  0.69849932 0.72135061 0.69406548]";69.47$\pm$2.65;"[0.71282401 0.71282401 0.63608458 0.65518417 0.71691678 0.70293315
 0.69065484 0.7100955  0.71793997 0.69167804]";69.32$\pm$2.53;"[0.66746248 0.70225102 0.66882674 0.65347885 0.71589359 0.72305593
 0.71043656 0.68553888 0.73021828 0.67496589]";74.01$\pm$2.52;"[0.74897681 0.69645293 0.74420191 0.71316508 0.72885402 0.77967258
 0.73772169 0.76023192 0.77319236 0.71896317]";72.38$\pm$2.35;"[0.70088677 0.71589359 0.71145975 0.68656207 0.73124147 0.77080491
 0.70668486 0.74761255 0.73908595 0.72783083]";73.77$\pm$1.65;"[0.71589359 0.70497954 0.73431105 0.74761255 0.75136426 0.74965894
 0.72851296 0.74010914 0.74113233 0.76296044]";71.61$\pm$3.21;"[0.66336971 0.73772169 0.64631651 0.71896317 0.73806276 0.74488404
 0.73840382 0.72851296 0.71418827 0.73055935]";71.81$\pm$1.83;"[0.70429741 0.71145975 0.71828104 0.72510232 0.69372442 0.74795362
 0.70395634 0.74795362 0.72919509 0.69918145]";69.29$\pm$2.59;"[0.67598909 0.66882674 0.69133697 0.65484311 0.70088677 0.71214188
 0.74283765 0.68758527 0.72407913 0.67087312]";69.3$\pm$2.1;"[0.67633015 0.68860846 0.67905866 0.67462483 0.69474761 0.71350614
 0.69338336 0.70293315 0.74113233 0.66609823]";70.74$\pm$1.93;"[0.69747613 0.68008186 0.7005457  0.68587995 0.7414734  0.70429741
 0.69167804 0.72851296 0.7148704  0.72885402]"
Hits@50;36.44$\pm$1.02;"[0.35982265 0.38267394 0.35402456 0.35948158 0.35368349 0.35368349
 0.37312415 0.36869031 0.35982265 0.37892224]";79.1$\pm$1.19;"[0.78069577 0.80627558 0.77387449 0.77557981 0.79570259 0.80763984
 0.79195089 0.80491132 0.78888131 0.78478854]";77.07$\pm$1.42;"[0.77557981 0.76500682 0.7595498  0.76193724 0.74693042 0.80013643
 0.78444748 0.78035471 0.76603001 0.76671214]";78.55$\pm$1.03;"[0.77694407 0.78649386 0.78683492 0.79297408 0.7728513  0.79536153
 0.80457026 0.78888131 0.76875853 0.78103683]";78.19$\pm$1.69;"[0.74556617 0.78888131 0.78240109 0.76944065 0.76364256 0.80286494
 0.78103683 0.7994543  0.79126876 0.7946794 ]";77.73$\pm$1.84;"[0.74420191 0.80491132 0.76671214 0.75613915 0.77592087 0.80047749
 0.77728513 0.79399727 0.78581173 0.76773533]";77.8$\pm$1.0;"[0.7718281  0.78103683 0.77489768 0.7851296  0.77319236 0.77319236
 0.80013643 0.77796726 0.78240109 0.75989086]";77.67$\pm$1.67;"[0.77557981 0.78478854 0.75136426 0.7452251  0.79502046 0.7718281
 0.79638472 0.79195089 0.78478854 0.77046385]";77.81$\pm$1.38;"[0.76637108 0.77728513 0.79160982 0.74795362 0.78478854 0.7946794
 0.78854025 0.76773533 0.78888131 0.7728513 ]";80.78$\pm$1.28;"[0.80559345 0.78785812 0.80934516 0.79263302 0.80763984 0.81923602
 0.82060027 0.8175307  0.8260573  0.79126876]";80.19$\pm$0.78;"[0.79706685 0.79229195 0.81412005 0.79229195 0.7946794  0.81139154
 0.80491132 0.81173261 0.79979536 0.80081855]";80.46$\pm$0.73;"[0.80763984 0.78922237 0.80525239 0.81036835 0.79774898 0.80150068
 0.80286494 0.81514325 0.81377899 0.80286494]";80.65$\pm$0.88;"[0.81446112 0.81241473 0.79502046 0.79297408 0.79877217 0.80968622
 0.80763984 0.82025921 0.80013643 0.81412005]";79.44$\pm$0.85;"[0.79843111 0.79297408 0.80081855 0.79774898 0.7813779  0.80934516
 0.78206003 0.80184175 0.78683492 0.79297408]";76.93$\pm$1.04;"[0.75443383 0.75989086 0.78171896 0.76534789 0.76909959 0.77148704
 0.79195089 0.76909959 0.76978172 0.76057299]";77.33$\pm$1.03;"[0.76091405 0.78035471 0.78444748 0.77455662 0.76261937 0.77762619
 0.75375171 0.78717599 0.77762619 0.77387449]";79.05$\pm$0.97;"[0.78717599 0.79672578 0.79126876 0.77933151 0.80491132 0.79672578
 0.77046385 0.79638472 0.78478854 0.79706685]"
Hits@100;39.58$\pm$1.45;"[0.39358799 0.42360164 0.39017735 0.39085948 0.37414734 0.37789905
 0.41507503 0.40450205 0.39017735 0.39802183]";84.18$\pm$0.93;"[0.83321965 0.85504775 0.82776262 0.82946794 0.84686221 0.84720327
 0.83697135 0.85368349 0.84856753 0.83969986]";82.44$\pm$0.7;"[0.82639836 0.81957708 0.8165075  0.82366985 0.8127558  0.83697135
 0.83356071 0.82503411 0.82810368 0.82094134]";83.29$\pm$0.52;"[0.82673943 0.83663029 0.83185539 0.83526603 0.83390177 0.83287858
 0.84106412 0.83526603 0.83424284 0.8212824 ]";82.98$\pm$0.73;"[0.82094134 0.83015007 0.82094134 0.82162347 0.82810368 0.84276944
 0.82639836 0.83867667 0.8345839  0.83424284]";82.15$\pm$1.07;"[0.7994543  0.83117326 0.80457026 0.81991814 0.82264666 0.83526603
 0.82196453 0.82844475 0.82401091 0.82708049]";81.85$\pm$0.56;"[0.82230559 0.82162347 0.81446112 0.82298772 0.82401091 0.80900409
 0.82435198 0.81718963 0.81957708 0.80900409]";82.05$\pm$1.15;"[0.81718963 0.82060027 0.81139154 0.80150068 0.82810368 0.80661664
 0.83560709 0.83765348 0.82946794 0.8165075 ]";82.1$\pm$0.85;"[0.8079809  0.81480218 0.82946794 0.80695771 0.82810368 0.82298772
 0.829809   0.82060027 0.81821282 0.83151432]";84.2$\pm$0.67;"[0.83969986 0.83015007 0.8441337  0.83321965 0.83969986 0.84004093
 0.85129604 0.84481583 0.85300136 0.84379263]";83.62$\pm$0.85;"[0.83287858 0.82162347 0.85402456 0.82912688 0.83731241 0.83594816
 0.84345157 0.84242838 0.8345839  0.83015007]";83.72$\pm$0.79;"[0.83663029 0.8260573  0.8441337  0.84345157 0.84038199 0.82435198
 0.83117326 0.84856753 0.8441337  0.83321965]";84.18$\pm$0.71;"[0.8431105  0.84720327 0.829809   0.8345839  0.83765348 0.84822647
 0.83526603 0.85368349 0.84140518 0.84754434]";83.54$\pm$0.67;"[0.83594816 0.83594816 0.84515689 0.83765348 0.82742156 0.83697135
 0.82366985 0.84174625 0.84174625 0.82742156]";81.19$\pm$0.66;"[0.8079809  0.81343793 0.81582538 0.80729877 0.8042292  0.81241473
 0.82435198 0.8212824  0.80388813 0.80832196]";81.45$\pm$1.07;"[0.80934516 0.82230559 0.83117326 0.80627558 0.80559345 0.81991814
 0.79229195 0.82298772 0.81514325 0.81991814]";82.95$\pm$1.01;"[0.83117326 0.83321965 0.82844475 0.82708049 0.84242838 0.83731241
 0.80388813 0.83560709 0.82230559 0.83390177]"
ROCAUC;79.34$\pm$0.93;"[0.78989415 0.80066991 0.80378189 0.79525727 0.78504603 0.79969525
 0.80926661 0.78724662 0.78433763 0.77917093]";94.72$\pm$0.44;"[0.93563322 0.95154689 0.94929537 0.94469542 0.94767541 0.94726276
 0.95102437 0.94959175 0.95023088 0.94548792]";94.04$\pm$0.39;"[0.9342222  0.94152118 0.94545127 0.93877713 0.93733447 0.93849485
 0.9464968  0.93608859 0.9444524  0.94147783]";94.35$\pm$0.33;"[0.93643516 0.94533964 0.94859386 0.94486025 0.94191486 0.94195368
 0.94801582 0.94135233 0.94391561 0.94282841]";94.3$\pm$0.25;"[0.93796751 0.94408132 0.94180708 0.94302996 0.94303851 0.94621943
 0.9462415  0.94148894 0.94528289 0.94086919]";93.95$\pm$0.46;"[0.92890052 0.93995083 0.9356549  0.93754093 0.93803377 0.94410576
 0.94136711 0.94440335 0.94430554 0.94117831]";93.69$\pm$0.25;"[0.93611289 0.93554878 0.93758114 0.94177479 0.93759749 0.93309137
 0.93903738 0.93464282 0.93906007 0.93429838]";93.6$\pm$0.2;"[0.93548084 0.93654275 0.93551107 0.93424444 0.93619947 0.93275671
 0.93893876 0.93717974 0.93921379 0.93348773]";93.8$\pm$0.35;"[0.93293867 0.93555483 0.9395598  0.93215698 0.93892484 0.93590474
 0.94170294 0.94162451 0.94209485 0.93945291]";94.38$\pm$0.27;"[0.94141107 0.94108659 0.94573473 0.9413642  0.94105469 0.94269104
 0.94560789 0.94611356 0.94969962 0.94351031]";94.58$\pm$0.27;"[0.94136442 0.94589175 0.95028423 0.94640871 0.94470722 0.94454798
 0.94909999 0.94227254 0.9458824  0.94780718]";94.19$\pm$0.28;"[0.93908411 0.93937009 0.94479049 0.94562005 0.94091797 0.93775818
 0.945444   0.93923752 0.94269599 0.94424969]";94.39$\pm$0.28;"[0.94034658 0.9491577  0.94082799 0.94080565 0.94253663 0.94478178
 0.94385789 0.94398595 0.94708002 0.94591172]";94.56$\pm$0.33;"[0.94055463 0.95019451 0.94808826 0.94731898 0.94383535 0.94225394
 0.94606701 0.94568539 0.95022256 0.94176461]";93.9$\pm$0.26;"[0.93260773 0.93961826 0.94070796 0.93641394 0.93984083 0.93907047
 0.94298987 0.93866082 0.9393639  0.94044225]";93.67$\pm$0.34;"[0.93204425 0.93904556 0.93973696 0.93474411 0.93969288 0.93838741
 0.92975266 0.93786035 0.94006336 0.93554051]";94.17$\pm$0.21;"[0.93991572 0.94423002 0.94585552 0.94199164 0.94094108 0.94146973
 0.93876776 0.93935598 0.9412828  0.94355336]"
AP;82.45$\pm$0.68;"[0.82187645 0.83218884 0.82891595 0.82399305 0.81749744 0.82787585
 0.83757056 0.82208365 0.81607518 0.81660654]";96.12$\pm$0.32;"[0.95286181 0.96447454 0.96143023 0.95907072 0.96284553 0.96151102
 0.96270343 0.96293208 0.96381634 0.96058145]";95.61$\pm$0.28;"[0.9524371  0.95396763 0.95926485 0.95482775 0.95354266 0.95564036
 0.96147931 0.95405665 0.95869503 0.95667768]";95.79$\pm$0.3;"[0.95004572 0.95988148 0.96110401 0.95894477 0.95803158 0.9580669
 0.960857   0.95674297 0.95895881 0.9564572 ]";95.78$\pm$0.25;"[0.95188497 0.95928358 0.95637191 0.957794   0.9567717  0.96116148
 0.95864581 0.95721041 0.96087647 0.95841539]";95.52$\pm$0.4;"[0.94699521 0.95547356 0.95171548 0.95055508 0.95658508 0.95851727
 0.95789867 0.95936399 0.96008705 0.95520472]";95.42$\pm$0.16;"[0.95468704 0.95484157 0.95347916 0.95589974 0.95534466 0.95172602
 0.95436482 0.95186517 0.95681973 0.95288388]";95.36$\pm$0.19;"[0.95353338 0.95559249 0.95156339 0.95166312 0.95397006 0.95183589
 0.95482739 0.95479707 0.95688835 0.95110588]";95.49$\pm$0.26;"[0.95225734 0.95297691 0.95649457 0.94920684 0.95647869 0.95441877
 0.95534804 0.95745192 0.95786308 0.95641656]";95.94$\pm$0.27;"[0.95662151 0.9564104  0.9587961  0.95622149 0.95867582 0.9590236
 0.95981978 0.96260202 0.96531488 0.96033762]";96.08$\pm$0.18;"[0.9585182  0.95975366 0.96485677 0.96093839 0.96054886 0.96054659
 0.96207314 0.95861232 0.96165406 0.96002078]";95.9$\pm$0.17;"[0.95711488 0.95693607 0.96064247 0.9602295  0.95747018 0.95655442
 0.9604309  0.95899052 0.96028267 0.96089829]";95.92$\pm$0.3;"[0.95497699 0.96369866 0.95601686 0.95474106 0.95912029 0.95873792
 0.96059041 0.96072143 0.9619851  0.96187947]";96.0$\pm$0.26;"[0.95665263 0.96175959 0.9603147  0.96193634 0.95937059 0.95488669
 0.96061443 0.96215846 0.96392976 0.9586368 ]";95.5$\pm$0.23;"[0.95062369 0.95427682 0.95401919 0.95157251 0.9561812  0.9550155
 0.95904922 0.95615256 0.95601317 0.95664191]";95.4$\pm$0.23;"[0.95006298 0.95584995 0.95642395 0.95168578 0.9550125  0.95483242
 0.95075467 0.95459334 0.95701861 0.95367503]";95.75$\pm$0.16;"[0.95742861 0.95886051 0.95937903 0.95703979 0.9587807  0.95373779
 0.95570904 0.95783707 0.9579128  0.95852029]"
pretrain_time;nan$\pm$nan;[];17.05$\pm$1.17;"[16.68413568 16.21210265 15.70398259 18.85988522 16.52097368 17.58762741
 17.42810845 15.04390359 18.60432076 17.84174562]";17.39$\pm$1.11;"[17.48406339 16.17000937 16.15120816 18.82566905 16.76919913 18.15908742
 17.57029271 15.55500245 18.64168763 18.56507492]";2.56$\pm$0.09;"[2.54604101 2.54284096 2.55058432 2.51148701 2.48759484 2.50196624
 2.49191141 2.5122571  2.81833243 2.62986875]";2.94$\pm$0.06;"[2.93646526 2.94859385 2.96504331 3.00398445 2.98473215 3.02105045
 2.94044185 2.87448812 2.84602857 2.86372733]";16.84$\pm$1.19;"[16.14515328 15.6878686  15.4649694  18.37079692 16.4381988  17.63999152
 17.34685779 14.99397731 18.45780349 17.87719083]";17.21$\pm$1.22;"[16.38950276 16.07201076 15.85570717 18.80143952 16.80257702 18.23885083
 17.54292488 15.34322619 18.80798268 18.2798233 ]";2.72$\pm$0.03;"[2.78899121 2.7270999  2.73963189 2.74293637 2.69994831 2.68736982
 2.71794701 2.71115351 2.66234708 2.71338916]";3.04$\pm$0.1;"[2.98885798 3.0962851  3.02021742 3.27007818 3.1278913  2.97827125
 3.00234365 2.99389172 2.9448843  2.95402455]";17.76$\pm$1.13;"[17.27002311 16.65646529 16.58113623 19.30875754 17.31590366 18.57608414
 18.24424911 15.855793   19.10053897 18.73102498]";18.6$\pm$1.23;"[17.62912345 17.36339164 17.2643981  20.43141317 18.27208447 19.5338254
 19.43772268 16.71643758 19.7675097  19.59181094]";3.85$\pm$0.06;"[3.9524045  3.8650887  3.8610878  3.86264491 3.95586085 3.78936744
 3.7992177  3.83374119 3.76998329 3.79171062]";4.0$\pm$0.06;"[4.00604749 4.00474191 3.92370272 4.01713204 4.02663255 3.96839333
 4.03900409 4.14118385 3.98632812 3.89353442]";17.01$\pm$1.18;"[16.40664935 15.74319243 15.76840162 18.51330042 16.7809968  17.73766875
 17.47438574 15.05681968 18.62250209 17.9849503 ]";17.36$\pm$1.17;"[16.56827974 16.46179795 16.03192973 18.93769288 16.95108461 18.13560176
 17.62015963 15.48941755 18.9952867  18.39438939]";2.9$\pm$0.03;"[2.9206233  2.88290238 2.88442969 2.90474749 2.9583025  2.88349891
 2.90510225 2.8829298  2.88788462 2.85710788]";3.12$\pm$0.05;"[3.11571956 3.05524564 3.11966968 3.09588718 3.13814092 3.20703554
 3.1909833  3.1607666  3.14269543 3.02336168]"
