metrics;louvain_prob_pred_mean;louvain_prob_pred;grace,enc:gcn_bgrl,pred:mlp,sbm+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm+random;grace,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm_fix+random;grace,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm_fast+random;grace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fix+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random
Hits@10;13.69$\pm$2.43;"[0.16466827 0.16227018 0.13828937 0.15747402 0.08313349 0.15667466
 0.13509193 0.13269384 0.11031175 0.12869704]";28.42$\pm$6.19;"[0.20303757 0.30935252 0.32054357 0.3381295  0.20303757 0.36450839
 0.34372502 0.1902478  0.3117506  0.25739408]";23.06$\pm$0.84;"[0.23581135 0.23900879 0.21902478 0.2430056  0.22222222 0.24060751
 0.22701839 0.22541966 0.2206235  0.23341327]";23.69$\pm$0.94;"[0.23101519 0.23820943 0.23980815 0.24460432 0.23421263 0.254996
 0.22861711 0.22941647 0.22142286 0.24620304]";31.52$\pm$3.99;"[0.23261391 0.32454037 0.33733014 0.35891287 0.33013589 0.36450839
 0.31334932 0.32613909 0.31095124 0.25339728]";19.47$\pm$4.83;"[0.12709832 0.23341327 0.21742606 0.15747402 0.27657874 0.13589129
 0.24380496 0.16147082 0.22621902 0.16786571]";23.24$\pm$0.61;"[0.23900879 0.22222222 0.23181455 0.23820943 0.23741007 0.23900879
 0.22621902 0.22781775 0.23661071 0.22541966]";23.12$\pm$1.05;"[0.23261391 0.23101519 0.23261391 0.25019984 0.23980815 0.23021583
 0.21183054 0.22781775 0.23900879 0.2166267 ]";24.4$\pm$2.83;"[0.2509992  0.23101519 0.26938449 0.26139089 0.27258193 0.19184652
 0.26219025 0.22861711 0.27258193 0.19984013]";22.45$\pm$2.73;"[0.24380496 0.22861711 0.23341327 0.26139089 0.24380496 0.23261391
 0.2166267  0.21742606 0.15427658 0.2126299 ]";24.38$\pm$0.89;"[0.24540368 0.24620304 0.23900879 0.26778577 0.24380496 0.24460432
 0.23820943 0.23820943 0.23341327 0.24140687]";24.27$\pm$1.39;"[0.25819345 0.24460432 0.23820943 0.27258193 0.23980815 0.24860112
 0.23181455 0.24220624 0.22382094 0.22701839]";22.49$\pm$2.62;"[0.22302158 0.18944844 0.1902478  0.27018385 0.23900879 0.25179856
 0.20543565 0.25259792 0.20943245 0.21742606]";25.75$\pm$1.64;"[0.24460432 0.26219025 0.26858513 0.2773781  0.27178257 0.2470024
 0.22541966 0.25179856 0.27977618 0.24620304]";24.23$\pm$1.46;"[0.24140687 0.24140687 0.2470024  0.25339728 0.25819345 0.26858513
 0.22861711 0.23980815 0.21742606 0.22701839]";23.13$\pm$1.36;"[0.23261391 0.25819345 0.23421263 0.22861711 0.23661071 0.21982414
 0.23900879 0.20143885 0.23261391 0.22941647]";25.88$\pm$3.84;"[0.26858513 0.2206235  0.28856914 0.25899281 0.16466827 0.30215827
 0.28936851 0.25019984 0.28217426 0.26219025]"
Hits@20;18.9$\pm$1.81;"[0.20463629 0.20223821 0.1942446  0.2246203  0.17266187 0.19264588
 0.17985612 0.16546763 0.1638689  0.1902478 ]";39.24$\pm$3.32;"[0.4108713  0.38209432 0.42685851 0.41007194 0.31414868 0.3988809
 0.39088729 0.35651479 0.40207834 0.43165468]";24.72$\pm$0.71;"[0.24860112 0.25019984 0.2509992  0.25739408 0.23900879 0.25819345
 0.2430056  0.23581135 0.24060751 0.24780176]";24.96$\pm$0.9;"[0.24540368 0.24940048 0.25019984 0.26059153 0.24620304 0.26698641
 0.24780176 0.23741007 0.23661071 0.254996  ]";39.26$\pm$2.99;"[0.33573141 0.36290967 0.42845723 0.42605915 0.40927258 0.40127898
 0.38768985 0.40047962 0.41806555 0.35571543]";26.48$\pm$3.5;"[0.20783373 0.27018385 0.28856914 0.26938449 0.33493205 0.21023181
 0.28217426 0.25899281 0.27178257 0.25419664]";24.47$\pm$0.68;"[0.24780176 0.24540368 0.23980815 0.254996   0.25019984 0.254996
 0.23421263 0.23820943 0.24140687 0.23980815]";24.47$\pm$0.92;"[0.24940048 0.24940048 0.24460432 0.26059153 0.24780176 0.2509992
 0.23261391 0.23421263 0.24780176 0.22941647]";29.53$\pm$1.73;"[0.27897682 0.29016787 0.31015188 0.30935252 0.31494804 0.25419664
 0.30455635 0.29496403 0.30455635 0.29096723]";26.53$\pm$2.04;"[0.2853717  0.26858513 0.27657874 0.30695444 0.26458833 0.26778577
 0.24380496 0.24540368 0.23341327 0.26059153]";25.53$\pm$1.07;"[0.26139089 0.25259792 0.25259792 0.28297362 0.2509992  0.254996
 0.2470024  0.25739408 0.23980815 0.25339728]";25.47$\pm$1.54;"[0.27098321 0.25019984 0.24380496 0.28217426 0.24620304 0.25899281
 0.24140687 0.27418066 0.23261391 0.24620304]";26.8$\pm$2.54;"[0.30855316 0.24220624 0.2509992  0.3157474  0.27258193 0.27098321
 0.254996   0.27577938 0.25419664 0.23421263]";30.68$\pm$2.51;"[0.27977618 0.31414868 0.35411671 0.30855316 0.30855316 0.29736211
 0.27977618 0.31095124 0.3421263  0.27258193]";26.2$\pm$1.68;"[0.26378897 0.26778577 0.25419664 0.27657874 0.28057554 0.29176659
 0.2430056  0.25659472 0.23421263 0.25179856]";25.96$\pm$1.24;"[0.24780176 0.2773781  0.25339728 0.26139089 0.27178257 0.2773781
 0.26538769 0.24060751 0.25019984 0.25019984]";30.73$\pm$2.62;"[0.30215827 0.29416467 0.32054357 0.29656275 0.24620304 0.33253397
 0.33972822 0.29816147 0.33653078 0.30615508]"
Hits@50;21.91$\pm$1.42;"[0.22302158 0.22701839 0.22382094 0.2470024  0.22541966 0.22701839
 0.20063949 0.21342926 0.19584333 0.20783373]";49.61$\pm$1.03;"[0.49480416 0.48041567 0.50919265 0.50919265 0.49720224 0.48361311
 0.48361311 0.50679456 0.5019984  0.4940048 ]";27.15$\pm$1.01;"[0.27098321 0.27098321 0.27338129 0.28776978 0.2773781  0.28057554
 0.26538769 0.25259792 0.25739408 0.27817746]";26.95$\pm$1.22;"[0.25899281 0.27178257 0.2813749  0.28377298 0.27498002 0.28776978
 0.26618705 0.24780176 0.25659472 0.26618705]";50.3$\pm$2.2;"[0.47801759 0.4756195  0.53077538 0.51159073 0.5323741  0.52198241
 0.48521183 0.50519584 0.51638689 0.47322142]";35.17$\pm$2.14;"[0.33173461 0.35571543 0.34532374 0.35811351 0.40367706 0.31494804
 0.35331735 0.35331735 0.35491607 0.3461231 ]";25.66$\pm$0.69;"[0.25659472 0.26298961 0.25019984 0.27098321 0.25579536 0.26378897
 0.24940048 0.24940048 0.254996   0.25179856]";25.69$\pm$0.79;"[0.25739408 0.26378897 0.254996   0.27018385 0.25339728 0.26458833
 0.24780176 0.24620304 0.26298961 0.24780176]";37.35$\pm$1.58;"[0.3685052  0.35571543 0.37569944 0.40207834 0.39248601 0.34292566
 0.37010392 0.37809752 0.37410072 0.37569944]";32.29$\pm$2.92;"[0.34932054 0.3117506  0.32454037 0.39808153 0.31414868 0.32214229
 0.30055955 0.30695444 0.28936851 0.31254996]";27.83$\pm$1.46;"[0.29256595 0.27178257 0.27258193 0.30695444 0.2813749  0.26938449
 0.26618705 0.29576339 0.26059153 0.26538769]";27.17$\pm$2.12;"[0.30615508 0.26219025 0.25419664 0.29816147 0.25659472 0.28057554
 0.2509992  0.30055955 0.25259792 0.254996  ]";31.09$\pm$3.42;"[0.36290967 0.29496403 0.28457234 0.38209432 0.29976019 0.31015188
 0.29416467 0.32454037 0.28697042 0.26858513]";38.81$\pm$1.16;"[0.38369305 0.38689049 0.4108713  0.372502   0.38848921 0.38289369
 0.38609113 0.37490008 0.4068745  0.38768985]";29.74$\pm$1.5;"[0.30135891 0.31015188 0.28377298 0.30855316 0.31894484 0.3157474
 0.27657874 0.29736211 0.2813749  0.28057554]";29.92$\pm$0.97;"[0.30535572 0.30375699 0.2813749  0.31494804 0.29976019 0.30855316
 0.29736211 0.28457234 0.30055955 0.29576339]";39.35$\pm$2.19;"[0.3988809  0.37010392 0.37969624 0.36530775 0.372502   0.43165468
 0.40607514 0.38129496 0.40767386 0.42206235]"
Hits@100;25.2$\pm$1.57;"[0.26139089 0.26698641 0.2509992  0.28217426 0.24860112 0.26298961
 0.23661071 0.24140687 0.22541966 0.24380496]";57.87$\pm$1.29;"[0.58193445 0.56354916 0.58033573 0.56754596 0.57474021 0.56195044
 0.58832934 0.60351719 0.57154277 0.59392486]";28.77$\pm$1.12;"[0.28697042 0.2813749  0.29176659 0.30055955 0.29416467 0.30535572
 0.27338129 0.2813749  0.26778577 0.29416467]";28.41$\pm$1.43;"[0.27977618 0.28457234 0.29576339 0.3077538  0.28377298 0.30215827
 0.28057554 0.25819345 0.26618705 0.28217426]";56.76$\pm$0.93;"[0.56834532 0.55635492 0.58513189 0.57154277 0.56994404 0.57953637
 0.55315747 0.56354916 0.56754596 0.56115108]";41.41$\pm$1.67;"[0.41806555 0.39808153 0.40207834 0.43245404 0.45083933 0.39248601
 0.41326938 0.42126299 0.40207834 0.41007194]";26.72$\pm$0.78;"[0.26618705 0.26938449 0.26219025 0.2813749  0.26458833 0.2813749
 0.26139089 0.25579536 0.26378897 0.26618705]";26.84$\pm$0.97;"[0.26618705 0.27258193 0.26538769 0.28936851 0.26538769 0.27498002
 0.25979217 0.254996   0.27657874 0.25899281]";42.35$\pm$1.99;"[0.4372502  0.39728217 0.40927258 0.46043165 0.42845723 0.40527578
 0.40207834 0.44844125 0.41726619 0.42925659]";36.85$\pm$3.16;"[0.3988809  0.36051159 0.35891287 0.45083933 0.35571543 0.35491607
 0.34052758 0.36450839 0.3381295  0.36211031]";30.05$\pm$1.7;"[0.31894484 0.29576339 0.29416467 0.33173461 0.29576339 0.29016787
 0.28697042 0.32454037 0.27977618 0.28697042]";29.12$\pm$2.82;"[0.33972822 0.27577938 0.26938449 0.32853717 0.27098321 0.29416467
 0.27498002 0.32853717 0.26219025 0.26778577]";35.45$\pm$3.62;"[0.41646683 0.33573141 0.34932054 0.42046363 0.33253397 0.3461231
 0.33093525 0.37889688 0.32294165 0.3117506 ]";46.13$\pm$1.65;"[0.45963229 0.47322142 0.49240608 0.43165468 0.46922462 0.45563549
 0.45723421 0.44044764 0.45883293 0.47482014]";33.77$\pm$1.84;"[0.3421263  0.36051159 0.3077538  0.3461231  0.35491607 0.36131095
 0.31654676 0.34452438 0.31814548 0.32533973]";34.11$\pm$1.46;"[0.35891287 0.33972822 0.30295763 0.34852118 0.3381295  0.34292566
 0.34292566 0.33413269 0.35491607 0.34772182]";46.51$\pm$3.12;"[0.47961631 0.43165468 0.45803357 0.41726619 0.47082334 0.50279776
 0.46442846 0.42206235 0.49960032 0.50439648]"
ROCAUC;59.23$\pm$1.27;"[0.59104179 0.61701239 0.58360602 0.597137   0.61000919 0.59801943
 0.58833317 0.58432678 0.57630634 0.57711209]";77.93$\pm$0.69;"[0.77924743 0.78024167 0.788657   0.77737522 0.77102187 0.77986723
 0.77172411 0.78708831 0.76894232 0.7886701 ]";46.78$\pm$1.12;"[0.46120801 0.47013772 0.47163101 0.49116646 0.45711792 0.48304889
 0.45590322 0.46556009 0.45561313 0.46642526]";46.8$\pm$1.69;"[0.46746424 0.48492876 0.48148084 0.4856917  0.45400482 0.49737987
 0.45181217 0.45505913 0.44914284 0.4532783 ]";75.62$\pm$0.89;"[0.75643722 0.77055702 0.75971325 0.76303753 0.75601166 0.75735159
 0.73612733 0.76317459 0.74894074 0.7510353 ]";65.85$\pm$1.05;"[0.6631868  0.65309287 0.65594271 0.66601427 0.67309542 0.64050822
 0.65254783 0.66915548 0.66778424 0.6435424 ]";44.49$\pm$1.3;"[0.42471219 0.45183933 0.4443978  0.46183133 0.43915946 0.46318181
 0.45121824 0.42298599 0.45057224 0.43931857]";44.64$\pm$1.56;"[0.42098312 0.44503039 0.45118054 0.45847575 0.44307767 0.46955689
 0.44908022 0.42214286 0.46668596 0.43791538]";65.09$\pm$2.18;"[0.66519446 0.63061941 0.62577149 0.68443279 0.65096508 0.6205619
 0.63770566 0.68541681 0.64752802 0.66071779]";61.56$\pm$2.8;"[0.6313456  0.60010121 0.62099513 0.69215611 0.59923923 0.61036319
 0.59597278 0.61101047 0.5897124  0.60508268]";51.38$\pm$1.99;"[0.53163672 0.52841628 0.50883035 0.53817729 0.48596455 0.50907571
 0.502677   0.54638432 0.4945869  0.49261246]";49.01$\pm$3.86;"[0.55156195 0.46902654 0.46533964 0.5382003  0.45643549 0.50979584
 0.46665018 0.54091403 0.44461505 0.45853453]";58.69$\pm$3.82;"[0.65631396 0.57622647 0.57893573 0.64635709 0.54480892 0.60201623
 0.55672041 0.60548204 0.54013895 0.5617351 ]";73.63$\pm$1.81;"[0.72406152 0.7363056  0.7650289  0.70813693 0.74655991 0.73877077
 0.74294489 0.70537591 0.74004362 0.75595191]";61.91$\pm$1.52;"[0.62151909 0.63123027 0.59693412 0.60034275 0.63623026 0.64426093
 0.60291655 0.62445775 0.61008076 0.62281046]";61.93$\pm$2.44;"[0.65560469 0.61991845 0.56773638 0.60813699 0.60776894 0.63319289
 0.60524881 0.60817789 0.64458425 0.64270119]";75.54$\pm$2.39;"[0.76333913 0.71415545 0.75071581 0.73271007 0.76610878 0.78487362
 0.75886789 0.72196631 0.77560398 0.78523081]"
AP;65.19$\pm$1.22;"[0.65734966 0.67229195 0.64904828 0.66881564 0.65524819 0.65889694
 0.64500517 0.63964811 0.63347474 0.63918982]";83.08$\pm$0.46;"[0.82965154 0.83068535 0.8386955  0.83174346 0.82149478 0.83433714
 0.82856737 0.83279563 0.82554547 0.83467127]";61.93$\pm$0.88;"[0.61713564 0.62006227 0.62436055 0.63586482 0.6151262  0.63088603
 0.60805339 0.61635417 0.60577893 0.61893382]";61.97$\pm$1.16;"[0.61674349 0.62840621 0.63015417 0.63362197 0.61504643 0.63966705
 0.61122377 0.60822791 0.60342614 0.61089058]";82.04$\pm$0.65;"[0.81779238 0.82437497 0.8271763  0.82431703 0.82629387 0.82639224
 0.80886211 0.82246338 0.81703735 0.80946919]";73.42$\pm$1.15;"[0.73254256 0.73074608 0.7370318  0.73874958 0.75949407 0.71278625
 0.73433832 0.73623709 0.7385204  0.72136981]";60.08$\pm$0.73;"[0.59318554 0.6039611  0.59838541 0.61109331 0.59874412 0.61187054
 0.60426803 0.58653009 0.60205739 0.59743187]";60.23$\pm$0.94;"[0.59075241 0.60202405 0.60362819 0.61471304 0.60099709 0.61352642
 0.60070063 0.58544094 0.61427893 0.59662494]";73.69$\pm$1.44;"[0.74426877 0.722526   0.72334747 0.76208001 0.74060679 0.71294776
 0.72984694 0.75543157 0.737287   0.74071287]";70.84$\pm$2.19;"[0.7244375  0.69895923 0.71203978 0.76610857 0.6979754  0.7044684
 0.69047478 0.70450738 0.68487875 0.69974629]";64.54$\pm$1.31;"[0.65784244 0.65304968 0.64222947 0.66533162 0.63349271 0.63952084
 0.63772758 0.66515815 0.6299038  0.62982042]";63.12$\pm$2.63;"[0.67326439 0.61730326 0.61316045 0.66500088 0.60999297 0.64202125
 0.61491838 0.66647006 0.59978612 0.61028123]";69.2$\pm$2.75;"[0.74156584 0.67978627 0.68352989 0.73671503 0.66744378 0.70172707
 0.67028727 0.70820724 0.66104828 0.66958978]";78.94$\pm$1.14;"[0.78237453 0.79037137 0.81156871 0.77065994 0.7978536  0.78950521
 0.78946647 0.77293141 0.79535522 0.7942227 ]";70.27$\pm$1.21;"[0.70863629 0.71416051 0.6845699  0.69756189 0.71512467 0.7226026
 0.68779733 0.70656715 0.69021555 0.69968626]";70.24$\pm$1.7;"[0.73162885 0.70180052 0.66449576 0.70035676 0.69366669 0.70851756
 0.695903   0.69482089 0.71787087 0.71463232]";80.0$\pm$1.75;"[0.80484602 0.77169692 0.79908091 0.78276654 0.80039354 0.82341179
 0.80344499 0.77538962 0.81772579 0.82164983]"
pretrain_time;nan$\pm$nan;[];187.27$\pm$2.78;"[187.89004445 191.45804238 187.19428086 184.80777073 186.69978356
 185.00279355 189.58365989 181.61822367 190.38997149 188.04478717]";188.43$\pm$2.6;"[189.4674778  192.13964605 188.53930259 186.76328373 188.13028598
 184.46014762 191.21991897 183.79222584 190.50160146 189.27190471]";4.83$\pm$0.21;"[4.89519382 4.78073215 4.94475269 4.49440432 4.62955451 4.79991889
 4.56694055 5.1897738  5.10204029 4.86544752]";5.23$\pm$0.19;"[5.43803    5.24744654 5.1461165  4.92051482 5.24381185 5.2194674
 4.99320316 5.24379635 5.26750708 5.60267735]";187.87$\pm$2.48;"[189.30226731 191.48173499 187.21476579 186.42575788 187.13773727
 184.36667895 190.93626809 183.84591794 187.77076793 190.1852982 ]";189.12$\pm$2.84;"[190.68605828 192.38825774 189.89424086 188.01377821 188.53104138
 187.6752522  191.38701463 181.73865438 190.86041045 190.00292492]";5.02$\pm$0.18;"[4.90065646 4.94104171 4.94457173 4.8712368  4.9501729  5.32019401
 5.01579762 4.94123054 5.4105289  4.91870689]";5.14$\pm$0.19;"[5.08331037 5.01917744 5.00492692 4.95943093 5.03372288 5.01437736
 5.03923607 5.43912077 5.4536705  5.37786627]";186.82$\pm$3.03;"[188.96184611 190.21224594 186.15176916 185.3048799  187.26976609
 183.46948791 190.98882222 180.34763885 187.46237731 188.07022882]";187.37$\pm$3.12;"[188.9194808  191.97115397 188.23414493 185.75054026 187.3174212
 184.90084887 190.66948342 180.11904168 188.41673374 187.45091891]";5.38$\pm$0.2;"[5.11565852 5.50961924 5.49061298 5.11098957 5.49369168 5.47780466
 5.4322176  5.02117157 5.54474378 5.58408308]";5.9$\pm$0.24;"[5.59663796 6.42183542 6.0020647  5.56627703 5.95194626 5.9494009
 5.95910668 5.62929535 5.95264602 5.94072056]";185.03$\pm$2.8;"[185.81810689 189.14794087 185.58615589 183.83932829 184.79161119
 182.23144341 187.84994555 178.6690371  186.40589499 185.9715066 ]";185.8$\pm$2.8;"[186.89438128 189.52625322 185.8700192  184.30226183 185.34628391
 183.0042057  188.60672617 179.56656337 188.11117983 186.78004336]";4.99$\pm$0.13;"[4.94403768 4.96724892 4.94415951 4.84051609 4.89843512 5.27173114
 5.14161253 5.07994843 4.94057155 4.86982918]";5.41$\pm$0.06;"[5.35980582 5.39151978 5.41790533 5.35663295 5.4849093  5.45046496
 5.45400643 5.28282857 5.4402051  5.45972204]"
