metrics;louvain_prob_pred_mean;louvain_prob_pred;grace,enc:gcn_bgrl,pred:mlp,sbm+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm+random;grace,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm_fix+random;grace,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm_fast+random;grace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fix+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random
Hits@10;23.75$\pm$3.27;"[0.19336493 0.22180095 0.26635071 0.24834123 0.27677725 0.21137441
 0.3014218  0.22938389 0.20947867 0.21706161]";48.38$\pm$2.92;"[0.46919431 0.45402844 0.47772512 0.42274882 0.48530806 0.52227488
 0.492891   0.49952607 0.48720379 0.52701422]";34.35$\pm$3.08;"[0.31658768 0.33744076 0.33080569 0.36587678 0.39241706 0.37251185
 0.30236967 0.38293839 0.32701422 0.307109  ]";32.02$\pm$3.6;"[0.31090047 0.30805687 0.24170616 0.38009479 0.32701422 0.32890995
 0.36398104 0.29763033 0.307109   0.33649289]";52.59$\pm$6.58;"[0.46255924 0.50805687 0.61516588 0.59052133 0.41895735 0.58578199
 0.42938389 0.56303318 0.55924171 0.52606635]";48.33$\pm$5.98;"[0.46445498 0.53364929 0.46540284 0.51184834 0.38767773 0.53270142
 0.37440758 0.46919431 0.54218009 0.55165877]";45.06$\pm$4.08;"[0.44170616 0.49763033 0.4056872  0.48909953 0.46445498 0.44454976
 0.36587678 0.49763033 0.42464455 0.47488152]";42.74$\pm$3.82;"[0.37535545 0.46161137 0.45118483 0.48815166 0.41990521 0.43033175
 0.3535545  0.43507109 0.40853081 0.45023697]";47.81$\pm$5.51;"[0.37535545 0.43507109 0.46824645 0.54123223 0.46729858 0.52417062
 0.50331754 0.41611374 0.56208531 0.48815166]";47.55$\pm$2.92;"[0.44739336 0.49383886 0.42369668 0.50047393 0.44265403 0.50331754
 0.47772512 0.50805687 0.50331754 0.4549763 ]";49.94$\pm$3.48;"[0.50900474 0.47298578 0.53459716 0.49763033 0.50047393 0.52322275
 0.43981043 0.48436019 0.56682464 0.46540284]";46.68$\pm$3.72;"[0.45402844 0.45402844 0.46919431 0.48625592 0.47109005 0.492891
 0.38578199 0.54123223 0.44834123 0.46540284]";50.7$\pm$4.59;"[0.43886256 0.52701422 0.56113744 0.52037915 0.43791469 0.51848341
 0.45971564 0.48909953 0.5507109  0.56682464]";38.37$\pm$4.47;"[0.41421801 0.39241706 0.48341232 0.36872038 0.33175355 0.37725118
 0.34028436 0.42654028 0.34028436 0.36208531]";44.46$\pm$4.06;"[0.45402844 0.45781991 0.44739336 0.51279621 0.42180095 0.39241706
 0.43317536 0.48246445 0.36872038 0.47582938]";44.55$\pm$3.92;"[0.41706161 0.43507109 0.40094787 0.47393365 0.40663507 0.50995261
 0.3971564  0.50331754 0.46255924 0.44834123]";43.47$\pm$3.73;"[0.3943128  0.3971564  0.49668246 0.43127962 0.41137441 0.48151659
 0.41800948 0.48341232 0.43886256 0.3943128 ]"
Hits@20;36.09$\pm$2.93;"[0.32132701 0.32037915 0.38199052 0.33838863 0.37251185 0.32890995
 0.38483412 0.38578199 0.4056872  0.36966825]";57.64$\pm$2.55;"[0.54312796 0.54028436 0.60379147 0.54123223 0.57535545 0.60663507
 0.58199052 0.57725118 0.58483412 0.60947867]";46.14$\pm$3.91;"[0.40758294 0.4521327  0.52701422 0.50616114 0.46919431 0.45402844
 0.38767773 0.48151659 0.46255924 0.46635071]";44.22$\pm$3.06;"[0.39810427 0.42938389 0.44265403 0.51753555 0.42085308 0.43317536
 0.42369668 0.43791469 0.4521327  0.46635071]";62.83$\pm$3.54;"[0.61611374 0.57440758 0.65876777 0.66255924 0.60094787 0.6521327
 0.56398104 0.6436019  0.66540284 0.64549763]";58.55$\pm$2.48;"[0.55734597 0.58388626 0.56018957 0.58862559 0.56208531 0.60094787
 0.58957346 0.56208531 0.63601896 0.61421801]";55.22$\pm$3.25;"[0.52417062 0.53933649 0.57725118 0.58578199 0.54691943 0.5450237
 0.47582938 0.58862559 0.57156398 0.56777251]";55.2$\pm$2.78;"[0.53459716 0.57630332 0.57251185 0.58009479 0.56777251 0.49099526
 0.51753555 0.57156398 0.54976303 0.55924171]";58.21$\pm$2.5;"[0.56492891 0.57630332 0.5563981  0.6028436  0.57819905 0.60947867
 0.56492891 0.54691943 0.63222749 0.58862559]";57.23$\pm$2.29;"[0.5563981  0.57061611 0.57061611 0.57914692 0.60189573 0.58009479
 0.52796209 0.57535545 0.61137441 0.54976303]";59.79$\pm$2.2;"[0.62369668 0.56682464 0.62559242 0.61421801 0.58957346 0.61232227
 0.56303318 0.59052133 0.61421801 0.57914692]";58.94$\pm$2.9;"[0.58957346 0.5943128  0.58388626 0.59620853 0.56682464 0.60663507
 0.51469194 0.61042654 0.60853081 0.62274882]";59.34$\pm$3.42;"[0.52322275 0.58388626 0.6464455  0.59336493 0.59905213 0.57725118
 0.56682464 0.58388626 0.62274882 0.63696682]";52.46$\pm$2.7;"[0.56208531 0.47677725 0.54407583 0.5014218  0.52037915 0.51279621
 0.50331754 0.5507109  0.56018957 0.51469194]";55.65$\pm$2.81;"[0.55260664 0.56113744 0.60663507 0.54881517 0.53364929 0.5042654
 0.53459716 0.59052133 0.5563981  0.57630332]";54.28$\pm$3.54;"[0.54028436 0.51469194 0.51469194 0.52511848 0.52322275 0.55924171
 0.51563981 0.63412322 0.53080569 0.57061611]";52.8$\pm$3.8;"[0.50236967 0.50616114 0.58767773 0.52227488 0.46540284 0.52132701
 0.50331754 0.59620853 0.52511848 0.54976303]"
Hits@50;52.83$\pm$1.21;"[0.53649289 0.53744076 0.54597156 0.54597156 0.51943128 0.50900474
 0.51943128 0.53080569 0.51848341 0.52037915]";67.97$\pm$1.48;"[0.67393365 0.66161137 0.70521327 0.66824645 0.69194313 0.6957346
 0.65876777 0.67772512 0.67203791 0.69194313]";61.73$\pm$1.6;"[0.62843602 0.61137441 0.61800948 0.6436019  0.60853081 0.59526066
 0.58957346 0.63127962 0.61706161 0.63033175]";62.02$\pm$1.1;"[0.62180095 0.60473934 0.61611374 0.64265403 0.62274882 0.60379147
 0.63033175 0.62559242 0.61327014 0.62085308]";74.46$\pm$1.35;"[0.74407583 0.71658768 0.7535545  0.73838863 0.7450237  0.73649289
 0.73838863 0.7450237  0.76872038 0.76018957]";68.98$\pm$1.52;"[0.69099526 0.67582938 0.68625592 0.69099526 0.67582938 0.69478673
 0.70236967 0.66066351 0.71563981 0.7042654 ]";68.07$\pm$1.21;"[0.69668246 0.66540284 0.68625592 0.68909953 0.66350711 0.68341232
 0.67582938 0.69383886 0.66350711 0.68909953]";68.03$\pm$1.08;"[0.68341232 0.66635071 0.67962085 0.68720379 0.66350711 0.68625592
 0.67582938 0.69194313 0.67014218 0.6985782 ]";68.59$\pm$2.03;"[0.67867299 0.66350711 0.67203791 0.69478673 0.66161137 0.70805687
 0.71279621 0.65781991 0.70616114 0.70331754]";68.06$\pm$1.18;"[0.68056872 0.66161137 0.69099526 0.66919431 0.68625592 0.66919431
 0.68056872 0.67677725 0.68530806 0.70521327]";72.46$\pm$1.1;"[0.72701422 0.70900474 0.7450237  0.74218009 0.72037915 0.72606635
 0.72037915 0.71943128 0.71184834 0.72511848]";73.11$\pm$1.28;"[0.707109   0.74218009 0.7478673  0.72322275 0.72701422 0.72701422
 0.71658768 0.73270142 0.7478673  0.73933649]";69.89$\pm$2.23;"[0.66635071 0.69478673 0.72511848 0.70236967 0.71658768 0.68720379
 0.67488152 0.67109005 0.72417062 0.72606635]";65.55$\pm$1.53;"[0.67393365 0.64075829 0.65971564 0.63317536 0.65876777 0.6492891
 0.63222749 0.66350711 0.67772512 0.66635071]";68.6$\pm$2.07;"[0.70805687 0.67203791 0.71184834 0.6957346  0.6549763  0.68151659
 0.64834123 0.68530806 0.70331754 0.6985782 ]";69.9$\pm$2.09;"[0.66255924 0.70995261 0.7042654  0.692891   0.67867299 0.72890995
 0.67109005 0.71279621 0.707109   0.72132701]";66.35$\pm$2.69;"[0.66161137 0.66919431 0.71848341 0.65118483 0.60473934 0.67962085
 0.65781991 0.67014218 0.65023697 0.67203791]"
Hits@100;58.84$\pm$1.03;"[0.58578199 0.59526066 0.58388626 0.5943128  0.60663507 0.58009479
 0.57914692 0.58767773 0.57061611 0.60094787]";75.02$\pm$1.71;"[0.74691943 0.73744076 0.77061611 0.72890995 0.7563981  0.77914692
 0.73175355 0.74123223 0.73838863 0.77156398]";69.24$\pm$1.55;"[0.69383886 0.67867299 0.71658768 0.6957346  0.68530806 0.68151659
 0.67867299 0.71943128 0.67203791 0.70236967]";69.35$\pm$1.45;"[0.72417062 0.67677725 0.68056872 0.70616114 0.67867299 0.69383886
 0.70805687 0.68530806 0.68625592 0.69478673]";81.05$\pm$1.25;"[0.80663507 0.78578199 0.81895735 0.80947867 0.81516588 0.79905213
 0.81042654 0.80379147 0.83317536 0.82274882]";76.41$\pm$1.94;"[0.75734597 0.75450237 0.74597156 0.77440758 0.74597156 0.77630332
 0.79241706 0.72890995 0.78104265 0.78388626]";75.6$\pm$1.11;"[0.76018957 0.74597156 0.76777251 0.76587678 0.75450237 0.75829384
 0.75734597 0.75165877 0.72985782 0.76872038]";75.93$\pm$1.36;"[0.76777251 0.73649289 0.77819905 0.7450237  0.76682464 0.75450237
 0.76872038 0.76398104 0.74028436 0.77156398]";75.85$\pm$2.15;"[0.76018957 0.74312796 0.74976303 0.75924171 0.74881517 0.77630332
 0.78767773 0.70995261 0.78388626 0.76587678]";75.51$\pm$1.08;"[0.7535545  0.74218009 0.77440758 0.74597156 0.76113744 0.75260664
 0.75829384 0.73649289 0.76018957 0.76587678]";80.05$\pm$1.5;"[0.79052133 0.77725118 0.83127962 0.80947867 0.79146919 0.81232227
 0.78672986 0.79241706 0.80947867 0.80379147]";80.84$\pm$0.53;"[0.8        0.81137441 0.80758294 0.81516588 0.8056872  0.80947867
 0.81421801 0.80094787 0.80473934 0.81516588]";76.73$\pm$1.6;"[0.73080569 0.76587678 0.78009479 0.77440758 0.77535545 0.76398104
 0.76587678 0.74881517 0.78767773 0.78009479]";76.18$\pm$2.06;"[0.8        0.7450237  0.78578199 0.75260664 0.76398104 0.73744076
 0.73364929 0.75165877 0.76777251 0.78009479]";79.83$\pm$1.5;"[0.81327014 0.7971564  0.81042654 0.7943128  0.77440758 0.79526066
 0.78483412 0.78293839 0.8028436  0.82748815]";80.26$\pm$0.8;"[0.78957346 0.80189573 0.80379147 0.79241706 0.80473934 0.81421801
 0.79905213 0.8028436  0.81706161 0.8       ]";76.02$\pm$2.12;"[0.75734597 0.77819905 0.80189573 0.7535545  0.72132701 0.75924171
 0.78104265 0.7450237  0.74691943 0.75734597]"
ROCAUC;77.52$\pm$0.59;"[0.77690136 0.77236899 0.77667528 0.7731794  0.78288448 0.77681094
 0.76733586 0.7768334  0.7644235  0.78474068]";88.45$\pm$0.73;"[0.89208702 0.8812767  0.89141304 0.8701332  0.88548056 0.88906628
 0.87410705 0.88088947 0.8890006  0.89169291]";84.55$\pm$0.98;"[0.84791316 0.82788437 0.85466005 0.83439995 0.84916781 0.84257317
 0.83801622 0.8611316  0.84319181 0.8561398 ]";84.28$\pm$0.99;"[0.85793592 0.8249078  0.83537926 0.8466791  0.84281126 0.82804519
 0.85283754 0.84805283 0.84634028 0.8452847 ]";91.93$\pm$0.73;"[0.91404175 0.91007749 0.9268507  0.91849914 0.91381416 0.92189573
 0.91009456 0.9193612  0.93411783 0.92388131]";89.31$\pm$0.96;"[0.89142693 0.87913928 0.89053525 0.89082905 0.8889971  0.90234361
 0.9077487  0.87705308 0.90141461 0.90187732]";88.34$\pm$0.46;"[0.88417223 0.87780957 0.88020575 0.88334853 0.88830979 0.8784304
 0.88541093 0.88178073 0.88112179 0.89388379]";88.28$\pm$0.44;"[0.8836983  0.87629478 0.88423081 0.87986883 0.88651558 0.8776218
 0.88387278 0.88543609 0.87856957 0.89144179]";88.78$\pm$1.19;"[0.889515   0.87734507 0.88692707 0.88910357 0.87764336 0.89568878
 0.9031639  0.86204083 0.89574179 0.90053862]";88.96$\pm$0.85;"[0.88762197 0.87246198 0.90433458 0.88267469 0.89839132 0.88988118
 0.89035197 0.88242043 0.89401153 0.89393006]";91.78$\pm$0.69;"[0.913191   0.90915119 0.93140136 0.92354529 0.90830844 0.92320253
 0.91351048 0.91459761 0.92198081 0.91904629]";92.11$\pm$0.33;"[0.91776532 0.91974125 0.91809348 0.92021922 0.92207902 0.9256288
 0.91734148 0.92020215 0.92827235 0.92202421]";89.27$\pm$0.92;"[0.88380892 0.88945441 0.89919633 0.89399699 0.89773904 0.88709598
 0.88786146 0.87658319 0.91020801 0.90066171]";89.91$\pm$0.81;"[0.91205248 0.8930316  0.90548056 0.89098178 0.89797803 0.88708295
 0.89324364 0.89672469 0.91104346 0.90351609]";91.76$\pm$0.72;"[0.91890069 0.91406482 0.92536286 0.92738079 0.90718268 0.91509535
 0.91010939 0.91050515 0.91904278 0.92855956]";92.15$\pm$0.35;"[0.92239539 0.92011051 0.92308079 0.91856966 0.91557512 0.92908874
 0.91825296 0.92256239 0.92409418 0.92158801]";89.93$\pm$0.6;"[0.90249737 0.90054491 0.9082734  0.89292334 0.88659779 0.90210552
 0.90431122 0.90227264 0.89821398 0.89501134]"
AP;82.27$\pm$0.41;"[0.82112254 0.82016312 0.82495261 0.82457975 0.83103108 0.81945502
 0.818468   0.82303258 0.81687777 0.82737206]";90.99$\pm$0.57;"[0.91311404 0.90577936 0.91594281 0.89951752 0.91295786 0.91760711
 0.90258371 0.90731546 0.90981592 0.91425263]";87.65$\pm$0.68;"[0.87575547 0.86675099 0.88363227 0.87539251 0.88069963 0.87164778
 0.86695735 0.88874169 0.87399689 0.8816304 ]";87.6$\pm$0.63;"[0.8844491  0.8650657  0.8690993  0.88518516 0.87631176 0.86882829
 0.87956672 0.87736146 0.87668067 0.87771416]";93.51$\pm$0.59;"[0.9305441  0.92848472 0.94253676 0.93525098 0.93086291 0.93827339
 0.92676869 0.93437383 0.94590298 0.93800201]";91.62$\pm$0.7;"[0.91488101 0.91057526 0.91110339 0.91736772 0.91197144 0.92335098
 0.92491194 0.90248766 0.92371446 0.92203698]";90.89$\pm$0.31;"[0.90898784 0.90622454 0.90888422 0.91189306 0.91272409 0.90605823
 0.9041186  0.90890803 0.90698819 0.91458676]";90.77$\pm$0.34;"[0.90748512 0.90479235 0.91162888 0.90981604 0.91112035 0.90518239
 0.90362716 0.90707419 0.90322806 0.91346939]";91.15$\pm$0.92;"[0.91104903 0.90477413 0.90806166 0.91534487 0.90524412 0.92060555
 0.92093445 0.8905194  0.92017202 0.9185911 ]";91.26$\pm$0.45;"[0.91272362 0.90430473 0.92014158 0.90919395 0.91828885 0.91502621
 0.91185232 0.90851242 0.91546907 0.91057278]";93.14$\pm$0.52;"[0.92852245 0.92521113 0.94311447 0.93597258 0.92590491 0.93229725
 0.92690559 0.92977148 0.93519442 0.93114623]";93.19$\pm$0.25;"[0.92904776 0.93318942 0.9322507  0.93312321 0.93408706 0.92888314
 0.9273009  0.93388707 0.93557234 0.93130229]";91.68$\pm$0.69;"[0.90733654 0.91562068 0.92436656 0.91812523 0.91944105 0.91360384
 0.90974279 0.90797756 0.92905029 0.92293571]";91.29$\pm$0.61;"[0.92411992 0.90904631 0.91837176 0.90867358 0.90985474 0.9053952
 0.90503106 0.91591749 0.91994659 0.91236376]";92.81$\pm$0.55;"[0.92965155 0.92839206 0.93380608 0.93674395 0.92174845 0.92274522
 0.92122595 0.92462745 0.92643424 0.93603009]";93.02$\pm$0.38;"[0.92961801 0.9305093  0.92921417 0.93094188 0.92639586 0.93753786
 0.92332447 0.934729   0.93096064 0.92875045]";91.56$\pm$0.63;"[0.91643076 0.91204315 0.92661121 0.91338828 0.90161702 0.92000137
 0.91962704 0.91937517 0.9134836  0.91337136]"
pretrain_time;nan$\pm$nan;[];11.6$\pm$0.52;"[12.34074044 12.31931019 11.58555174 11.52776098 11.6391468  12.02836514
 11.71673059 11.37109494 10.75623655 10.75506139]";11.81$\pm$0.43;"[11.85286832 12.24201608 12.19393277 11.45577717 11.98546839 12.37758398
 12.05617785 11.66145968 11.10071254 11.12436557]";2.93$\pm$1.37;"[4.03083825 5.29488254 1.54443359 3.91573143 4.73204303 1.58177185
 1.51409078 1.60434198 2.68094492 2.40928125]";5.07$\pm$1.78;"[2.02478433 3.24870634 2.7019434  6.75009584 7.42627811 5.52696228
 5.1408031  5.85410523 7.09714341 4.9413898 ]";11.4$\pm$0.53;"[11.72403717 12.17863631 11.30695033 11.15259099 11.51900411 12.09056759
 11.74030471 11.15424871 10.65851068 10.51593161]";11.7$\pm$0.41;"[11.41925168 12.09117937 11.79619813 11.51188755 12.00386262 12.34289289
 12.02966022 11.65576196 11.02562737 11.08998418]";1.49$\pm$0.05;"[1.60635805 1.53928661 1.44735217 1.46132803 1.47058272 1.48555875
 1.47686481 1.48343134 1.47478247 1.45783472]";2.04$\pm$0.74;"[2.30386138 1.72701025 1.71423149 1.74454594 1.72338152 1.77545857
 1.75158191 4.21216106 1.72002578 1.71973968]";11.75$\pm$0.45;"[11.74230409 12.33377051 11.78275824 11.40627503 11.97186637 12.34012532
 12.10716224 11.71785331 11.04443932 11.01236582]";12.12$\pm$0.35;"[11.9117403  12.56013203 12.13698125 11.7942512  12.28293324 12.66363382
 12.35972238 12.05187726 11.42794704 12.02347946]";1.87$\pm$0.1;"[1.82449651 1.79605389 1.7919414  1.81028271 1.81468558 1.85714889
 2.1312542  1.97423339 1.83083439 1.82851124]";2.13$\pm$0.1;"[2.11141801 2.08525276 2.0423739  2.06928873 2.36895108 2.09517145
 2.20677328 2.22995806 2.05096316 2.06426907]";11.52$\pm$0.42;"[11.21707225 11.88427067 11.59143758 11.29002666 11.89109039 12.17537308
 11.8589406  11.46756077 10.77634692 11.01414275]";11.79$\pm$0.42;"[11.69505262 12.16716719 12.22555947 11.36446071 12.06720591 12.27007747
 12.15554762 11.58964968 11.16797948 11.17397261]";1.55$\pm$0.04;"[1.53744221 1.52748322 1.50797367 1.66427922 1.54415727 1.54782844
 1.54869008 1.5503006  1.54026747 1.53195143]";1.8$\pm$0.03;"[1.79316926 1.80143356 1.79706097 1.78344774 1.79672909 1.8187778
 1.79767656 1.79257703 1.77611303 1.89000463]"
