metrics;louvain_prob_pred_mean;louvain_prob_pred;grace,enc:gcn_bgrl,pred:mlp,sbm+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm+random;grace,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm_fix+random;grace,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm_fast+random;grace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fix+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random
Hits@10;78.76$\pm$1.04;"[0.76642336 0.79562044 0.79744526 0.80109489 0.78467153 0.7919708
 0.77919708 0.78284672 0.77919708 0.79744526]";85.07$\pm$2.81;"[0.85036496 0.87591241 0.8850365  0.87773723 0.83394161 0.80291971
 0.88686131 0.81569343 0.84124088 0.83759124]";79.27$\pm$1.16;"[0.76824818 0.80474453 0.79927007 0.79927007 0.78832117 0.79562044
 0.78832117 0.78467153 0.78649635 0.8120438 ]";79.27$\pm$1.06;"[0.76824818 0.79744526 0.79927007 0.79927007 0.7919708  0.79744526
 0.79014599 0.78467153 0.78832117 0.81021898]";84.76$\pm$2.45;"[0.87408759 0.83759124 0.86861314 0.85036496 0.82116788 0.83029197
 0.86313869 0.79744526 0.87773723 0.85583942]";84.4$\pm$1.28;"[0.84671533 0.85036496 0.84671533 0.85583942 0.83394161 0.8229927
 0.84306569 0.83029197 0.87043796 0.83941606]";79.49$\pm$1.22;"[0.77189781 0.80839416 0.79927007 0.80839416 0.78832117 0.79379562
 0.79379562 0.78467153 0.78649635 0.81386861]";79.36$\pm$1.2;"[0.76824818 0.80656934 0.79744526 0.80474453 0.78467153 0.79379562
 0.7919708  0.78649635 0.79014599 0.8120438 ]";79.62$\pm$1.44;"[0.78284672 0.80839416 0.79562044 0.81751825 0.77554745 0.77919708
 0.79562044 0.78467153 0.81021898 0.8120438 ]";82.14$\pm$1.34;"[0.80109489 0.83394161 0.83941606 0.81569343 0.83394161 0.80474453
 0.83759124 0.80839416 0.82116788 0.81751825]";79.18$\pm$1.12;"[0.77007299 0.80291971 0.79562044 0.80656934 0.78832117 0.79744526
 0.78467153 0.77919708 0.78832117 0.80474453]";79.22$\pm$1.07;"[0.77554745 0.79014599 0.79927007 0.81021898 0.79014599 0.79927007
 0.78467153 0.7810219  0.78467153 0.80656934]";79.6$\pm$1.05;"[0.79014599 0.79562044 0.79379562 0.80291971 0.80839416 0.77919708
 0.79014599 0.78649635 0.79562044 0.81751825]";79.49$\pm$1.86;"[0.76642336 0.79744526 0.82846715 0.8120438  0.80291971 0.80656934
 0.80109489 0.76824818 0.78284672 0.78284672]";78.98$\pm$1.24;"[0.76824818 0.79379562 0.79744526 0.80839416 0.78467153 0.78284672
 0.7810219  0.7810219  0.79014599 0.81021898]";79.01$\pm$1.05;"[0.76824818 0.79744526 0.79744526 0.80839416 0.78284672 0.7919708
 0.78284672 0.78467153 0.79014599 0.79744526]";77.39$\pm$1.41;"[0.74452555 0.77372263 0.77007299 0.78284672 0.77737226 0.76642336
 0.78284672 0.77007299 0.76824818 0.80291971]"
Hits@20;79.42$\pm$1.03;"[0.76824818 0.80474453 0.79927007 0.80109489 0.79014599 0.79562044
 0.79562044 0.78467153 0.80291971 0.79927007]";89.0$\pm$1.43;"[0.8850365  0.91788321 0.90875912 0.89233577 0.87956204 0.88138686
 0.8959854  0.88321168 0.89051095 0.8649635 ]";79.69$\pm$1.27;"[0.76824818 0.80656934 0.80839416 0.80656934 0.79379562 0.79744526
 0.7919708  0.78467153 0.79744526 0.81386861]";79.87$\pm$1.36;"[0.76824818 0.80839416 0.80839416 0.81569343 0.79379562 0.79927007
 0.79744526 0.78467153 0.79744526 0.81386861]";88.69$\pm$1.69;"[0.88686131 0.89051095 0.91058394 0.89233577 0.86678832 0.90145985
 0.89233577 0.8540146  0.90328467 0.87043796]";86.68$\pm$1.05;"[0.85218978 0.88321168 0.86131387 0.87591241 0.86131387 0.85766423
 0.86131387 0.86131387 0.8850365  0.86861314]";79.82$\pm$1.24;"[0.77372263 0.80839416 0.80656934 0.8120438  0.79014599 0.79927007
 0.79379562 0.78467153 0.79744526 0.81569343]";79.78$\pm$1.27;"[0.77007299 0.80839416 0.80474453 0.80839416 0.7919708  0.79927007
 0.79379562 0.78649635 0.79744526 0.81751825]";80.91$\pm$1.22;"[0.79379562 0.81751825 0.80109489 0.83029197 0.80109489 0.80291971
 0.8120438  0.7919708  0.81751825 0.8229927 ]";83.94$\pm$0.85;"[0.83029197 0.84306569 0.85766423 0.83576642 0.84124088 0.83759124
 0.84671533 0.82481752 0.83759124 0.83941606]";79.84$\pm$1.31;"[0.77372263 0.82116788 0.79927007 0.81021898 0.79379562 0.79927007
 0.7919708  0.78284672 0.80109489 0.81021898]";79.84$\pm$0.95;"[0.78284672 0.80656934 0.80291971 0.8120438  0.80474453 0.79927007
 0.79379562 0.78467153 0.79014599 0.80656934]";80.77$\pm$1.03;"[0.79927007 0.80656934 0.80656934 0.81751825 0.8120438  0.79562044
 0.80656934 0.79014599 0.81569343 0.82664234]";81.46$\pm$1.63;"[0.79014599 0.81021898 0.83576642 0.83211679 0.81934307 0.8229927
 0.83029197 0.78467153 0.81386861 0.80656934]";79.47$\pm$1.35;"[0.76824818 0.81021898 0.79744526 0.8120438  0.78832117 0.79562044
 0.78284672 0.78467153 0.79562044 0.8120438 ]";79.51$\pm$0.97;"[0.77189781 0.80656934 0.80109489 0.80839416 0.79562044 0.79379562
 0.7919708  0.78832117 0.79562044 0.79744526]";79.64$\pm$1.04;"[0.77372263 0.79014599 0.79562044 0.8120438  0.79014599 0.79562044
 0.79744526 0.80291971 0.79562044 0.81021898]"
Hits@50;80.71$\pm$0.99;"[0.78649635 0.82664234 0.80291971 0.8120438  0.80474453 0.8120438
 0.80474453 0.79927007 0.81021898 0.8120438 ]";91.48$\pm$1.26;"[0.91788321 0.92883212 0.92883212 0.92518248 0.91240876 0.91788321
 0.90875912 0.89781022 0.92153285 0.88868613]";80.27$\pm$1.28;"[0.77372263 0.8120438  0.8120438  0.81751825 0.80109489 0.79744526
 0.80291971 0.79379562 0.79744526 0.81934307]";80.69$\pm$1.5;"[0.77554745 0.81751825 0.81569343 0.82116788 0.79927007 0.80109489
 0.80656934 0.79562044 0.80474453 0.83211679]";90.77$\pm$1.15;"[0.89963504 0.91788321 0.92153285 0.90510949 0.89781022 0.92518248
 0.90510949 0.88686131 0.91605839 0.90145985]";88.5$\pm$1.03;"[0.86678832 0.89781022 0.8850365  0.89781022 0.87956204 0.88868613
 0.87773723 0.87591241 0.89963504 0.88138686]";80.6$\pm$1.07;"[0.79014599 0.81021898 0.8120438  0.8120438  0.8120438  0.80656934
 0.80109489 0.78649635 0.80474453 0.82481752]";80.78$\pm$1.07;"[0.79562044 0.81569343 0.80839416 0.81386861 0.81021898 0.80291971
 0.80474453 0.7919708  0.80291971 0.83211679]";82.96$\pm$1.02;"[0.81386861 0.83576642 0.8229927  0.84854015 0.82116788 0.82846715
 0.82481752 0.82116788 0.83941606 0.83941606]";86.35$\pm$1.46;"[0.84854015 0.88138686 0.87956204 0.88138686 0.86313869 0.86313869
 0.86131387 0.83211679 0.8649635  0.85948905]";81.11$\pm$1.3;"[0.78467153 0.82664234 0.80291971 0.8120438  0.8120438  0.81569343
 0.82116788 0.79744526 0.80839416 0.83029197]";80.78$\pm$1.0;"[0.80656934 0.81751825 0.80839416 0.81934307 0.80839416 0.81021898
 0.80839416 0.79014599 0.79014599 0.81934307]";82.63$\pm$1.18;"[0.81751825 0.83394161 0.81934307 0.84489051 0.83029197 0.81934307
 0.82116788 0.80291971 0.83941606 0.83394161]";84.78$\pm$1.83;"[0.83941606 0.84671533 0.86678832 0.86861314 0.86131387 0.83941606
 0.85218978 0.81021898 0.86678832 0.82664234]";80.53$\pm$1.54;"[0.77189781 0.82481752 0.8120438  0.82116788 0.80474453 0.80839416
 0.78832117 0.79379562 0.8120438  0.81569343]";80.31$\pm$1.15;"[0.77372263 0.8120438  0.81021898 0.81021898 0.80109489 0.80109489
 0.79562044 0.80109489 0.81021898 0.81569343]";82.39$\pm$0.9;"[0.79927007 0.82846715 0.81934307 0.83394161 0.8229927  0.83029197
 0.82664234 0.82664234 0.82481752 0.82664234]"
Hits@100;82.5$\pm$1.27;"[0.79927007 0.84854015 0.8229927  0.83576642 0.81386861 0.82116788
 0.83394161 0.81934307 0.83029197 0.82481752]";92.79$\pm$1.15;"[0.9270073  0.93978102 0.94160584 0.93978102 0.91970803 0.93978102
 0.91788321 0.90510949 0.92518248 0.92335766]";80.99$\pm$1.6;"[0.77919708 0.81934307 0.81569343 0.82664234 0.80474453 0.81021898
 0.80839416 0.79744526 0.79744526 0.83941606]";81.75$\pm$1.41;"[0.7919708  0.82481752 0.82846715 0.83029197 0.80839416 0.80474453
 0.81386861 0.80839416 0.82116788 0.84306569]";91.99$\pm$1.07;"[0.91605839 0.9270073  0.93613139 0.91788321 0.91423358 0.9270073
 0.90693431 0.90328467 0.93613139 0.91423358]";90.31$\pm$1.11;"[0.87591241 0.90510949 0.91240876 0.91605839 0.8959854  0.91058394
 0.8959854  0.90693431 0.91058394 0.90145985]";82.63$\pm$0.74;"[0.82481752 0.8229927  0.83029197 0.82481752 0.82846715 0.82846715
 0.82116788 0.8120438  0.82664234 0.84306569]";82.66$\pm$0.92;"[0.81751825 0.83029197 0.8229927  0.82664234 0.82481752 0.83029197
 0.83029197 0.8120438  0.8229927  0.84854015]";84.69$\pm$0.88;"[0.83211679 0.85583942 0.83394161 0.85218978 0.83759124 0.85036496
 0.85218978 0.84671533 0.85948905 0.84854015]";88.18$\pm$1.62;"[0.87591241 0.90328467 0.88868613 0.90875912 0.87956204 0.89416058
 0.86861314 0.85218978 0.87408759 0.87226277]";82.65$\pm$1.43;"[0.80656934 0.83576642 0.8120438  0.82481752 0.82846715 0.82664234
 0.83941606 0.80839416 0.82664234 0.85583942]";82.57$\pm$1.04;"[0.82116788 0.83759124 0.83394161 0.83394161 0.84306569 0.81751825
 0.81569343 0.81021898 0.81751825 0.82664234]";84.71$\pm$1.13;"[0.83759124 0.85948905 0.83576642 0.85583942 0.84124088 0.84124088
 0.85583942 0.82664234 0.85948905 0.85766423]";87.55$\pm$1.42;"[0.86131387 0.87043796 0.89781022 0.8959854  0.87956204 0.86861314
 0.86678832 0.85218978 0.88868613 0.87408759]";82.06$\pm$1.52;"[0.78649635 0.83394161 0.83029197 0.83759124 0.82116788 0.83576642
 0.80474453 0.81021898 0.8229927  0.8229927 ]";81.59$\pm$1.67;"[0.77737226 0.8229927  0.81569343 0.82664234 0.8229927  0.8120438
 0.80109489 0.81569343 0.84489051 0.81934307]";85.6$\pm$0.83;"[0.85036496 0.86678832 0.84854015 0.8649635  0.84671533 0.8540146
 0.86678832 0.85036496 0.8649635  0.84671533]"
ROCAUC;88.97$\pm$0.77;"[0.87299869 0.89924543 0.89418389 0.89541931 0.87905589 0.88989158
 0.8948732  0.88729754 0.89384091 0.89037109]";94.85$\pm$0.69;"[0.94708362 0.95726997 0.95506886 0.95412982 0.93922825 0.95387674
 0.94752318 0.93435319 0.9494712  0.9468372 ]";86.39$\pm$1.15;"[0.84077135 0.86988518 0.85818038 0.87554278 0.85735288 0.86525321
 0.86805371 0.85513346 0.86325856 0.88521964]";87.49$\pm$0.9;"[0.85550809 0.88879269 0.88006154 0.87192978 0.87436398 0.87918243
 0.86866975 0.87655842 0.86830345 0.88538614]";94.24$\pm$0.68;"[0.9369106  0.9479261  0.95070995 0.94301441 0.94359715 0.94158586
 0.94242501 0.92631134 0.95050016 0.94137607]";93.8$\pm$0.69;"[0.92346089 0.94272471 0.94691379 0.93985095 0.94027386 0.94521551
 0.93051375 0.94237839 0.93384038 0.93511242]";88.45$\pm$0.52;"[0.87250586 0.88546939 0.88538614 0.8801681  0.88840974 0.88854294
 0.88464689 0.88130694 0.88600551 0.89266543]";88.77$\pm$0.54;"[0.87643854 0.89388087 0.88630188 0.88120704 0.89463344 0.88824325
 0.89100045 0.88466354 0.89146998 0.88910571]";90.17$\pm$0.58;"[0.89228915 0.91064055 0.89313163 0.90477316 0.90388406 0.89788681
 0.90051082 0.90902885 0.90480646 0.9001978 ]";92.43$\pm$0.86;"[0.92150288 0.93169255 0.92874554 0.93415672 0.92502597 0.93575843
 0.9190154  0.90492634 0.92287149 0.91909199]";88.78$\pm$0.84;"[0.87349985 0.8945402  0.88474346 0.88896918 0.88712771 0.88784365
 0.89535271 0.87644187 0.8854927  0.90376752]";88.84$\pm$0.6;"[0.88237586 0.88956524 0.90081051 0.89023123 0.89737732 0.88498322
 0.886515   0.88185639 0.882892   0.88788361]";91.21$\pm$0.69;"[0.90314814 0.90916871 0.90746377 0.91287495 0.90422039 0.91646132
 0.92110994 0.90494632 0.92059546 0.92064042]";92.03$\pm$1.15;"[0.91094358 0.90757033 0.94306103 0.9360215  0.92725372 0.91836273
 0.91127657 0.9087125  0.9244066  0.9153924 ]";87.17$\pm$1.01;"[0.84831038 0.87596569 0.86713797 0.8776673  0.88916898 0.87935892
 0.86713464 0.87251585 0.87044462 0.86970537]";86.35$\pm$1.2;"[0.84241635 0.8672695  0.85193337 0.87489011 0.88589396 0.86298551
 0.85714143 0.8627624  0.87383784 0.85600258]";91.0$\pm$0.6;"[0.90424037 0.90692432 0.90868919 0.92129975 0.9099346  0.90543583
 0.91008112 0.91528917 0.91699744 0.90066399]"
AP;92.79$\pm$0.44;"[0.91818946 0.93330603 0.93009316 0.93178246 0.92181302 0.92716992
 0.93104235 0.92661053 0.92942507 0.92938908]";96.43$\pm$0.51;"[0.96514903 0.96961505 0.96958623 0.96977039 0.95969226 0.96194426
 0.96637775 0.95260078 0.96471746 0.96355873]";91.54$\pm$0.74;"[0.90090126 0.91656392 0.91628732 0.92263437 0.90695778 0.91666407
 0.91829119 0.91229511 0.91429576 0.92942156]";91.96$\pm$0.62;"[0.90518086 0.9202921  0.92629125 0.92200317 0.91480256 0.92136267
 0.91938409 0.92145236 0.91581144 0.92894415]";96.1$\pm$0.5;"[0.95970103 0.96304833 0.96686448 0.96225871 0.9622486  0.96097464
 0.96293914 0.94757706 0.9650078  0.95896183]";95.91$\pm$0.36;"[0.95081928 0.96231133 0.96435486 0.96132737 0.95951641 0.95910322
 0.95555094 0.96092313 0.96012354 0.9572138 ]";92.55$\pm$0.43;"[0.91659756 0.92172368 0.92810854 0.92555583 0.92392551 0.92895664
 0.92652623 0.92341646 0.9273391  0.93306999]";92.7$\pm$0.34;"[0.9191454  0.92515084 0.92796638 0.92489488 0.92792164 0.92888053
 0.93044149 0.92548965 0.92822743 0.93196883]";93.67$\pm$0.35;"[0.93059563 0.94179246 0.93179924 0.93983197 0.93653133 0.93429473
 0.93587848 0.9389237  0.93968404 0.93813955]";95.07$\pm$0.52;"[0.94794285 0.95626421 0.95464775 0.95663092 0.95130648 0.95510445
 0.94787688 0.93860942 0.95001286 0.94841981]";92.73$\pm$0.61;"[0.91579912 0.9322978  0.92581863 0.92828595 0.92229885 0.92790316
 0.93313179 0.9218946  0.926858   0.93861359]";92.78$\pm$0.32;"[0.92480054 0.92991291 0.93408039 0.93037448 0.92882979 0.92610961
 0.92718063 0.92333277 0.92397661 0.92955883]";94.02$\pm$0.37;"[0.93462908 0.94031673 0.93776037 0.94192758 0.937644   0.94124591
 0.94514198 0.93468412 0.94319641 0.94540547]";94.67$\pm$0.66;"[0.94057289 0.9417215  0.96000154 0.95519814 0.94977691 0.94544213
 0.94360928 0.93716431 0.949407   0.9438928 ]";92.05$\pm$0.53;"[0.90579712 0.92132057 0.92159522 0.92546298 0.92326707 0.92481525
 0.91776668 0.92089331 0.92176943 0.92230732]";91.7$\pm$0.6;"[0.90288504 0.9161205  0.91388859 0.92380694 0.92366436 0.91814361
 0.91401753 0.9177495  0.92347251 0.91601799]";94.0$\pm$0.33;"[0.9346755  0.93879313 0.93809715 0.94611093 0.93951548 0.93894119
 0.94164812 0.94207192 0.94370635 0.93629473]"
pretrain_time;nan$\pm$nan;[];27.62$\pm$0.52;"[27.68100834 26.94227648 27.20692015 27.18534923 28.64656234 27.96080041
 28.32627869 27.22519302 27.70072675 27.3466351 ]";28.12$\pm$0.69;"[27.96271849 27.21077013 27.14202142 27.83863735 29.5107255  28.32376075
 28.97181225 28.09224057 28.38299227 27.78139114]";2.58$\pm$0.12;"[2.45931172 2.62617636 2.60527515 2.38073826 2.42729807 2.78490448
 2.65371609 2.5971868  2.64790297 2.6079762 ]";2.56$\pm$0.06;"[2.70446253 2.52348137 2.5126617  2.49220634 2.53221798 2.55462885
 2.56212664 2.60223722 2.55694437 2.54589486]";27.73$\pm$0.7;"[27.88089657 26.69674158 27.28724384 27.52391243 28.86557055 28.40990806
 28.80305839 27.17002821 27.32996869 27.34667492]";28.02$\pm$0.55;"[28.05379891 27.10218596 27.60040855 27.73994637 28.66187358 28.33668184
 29.10176969 27.53657532 28.1249907  27.93494749]";2.53$\pm$0.04;"[2.54256868 2.44914532 2.45556879 2.54275393 2.56162214 2.57295513
 2.53109074 2.57245874 2.55841041 2.55151296]";2.68$\pm$0.06;"[2.68261409 2.64869213 2.63891768 2.68554735 2.83149767 2.66992474
 2.6725266  2.63295436 2.68335128 2.60736227]";27.66$\pm$0.59;"[27.61665273 27.11090827 27.06061697 27.06662083 28.61191893 27.99384308
 28.77942824 27.40229821 27.6028688  27.31620145]";27.95$\pm$0.53;"[28.13328743 27.21761394 27.32254744 27.78110647 28.88996482 27.8613739
 28.86616659 27.7434001  27.7360909  27.96176553]";3.18$\pm$0.13;"[3.27013063 3.22125721 3.2128551  3.24086118 3.46240854 3.0571444
 3.02115202 3.25214219 3.03525972 3.0363071 ]";3.18$\pm$0.09;"[3.37842131 3.11888742 3.15839148 3.09938264 3.28204131 3.19408655
 3.27220058 3.07142663 3.13520455 3.1397872 ]";27.1$\pm$0.51;"[26.97244668 26.47522283 26.72124887 26.64430118 27.79011512 27.32888937
 28.16478848 26.79116488 27.21277046 26.92078018]";27.46$\pm$0.55;"[27.42162085 26.8336904  26.86891222 26.97242522 28.32618284 27.43846202
 28.61122942 27.42208195 27.38436007 27.35823417]";2.63$\pm$0.12;"[2.84675026 2.60236335 2.80430889 2.73637629 2.58085918 2.54453444
 2.54052591 2.4845922  2.55816913 2.56962538]";2.65$\pm$0.03;"[2.66817546 2.62673068 2.64147401 2.60388756 2.66454005 2.67017317
 2.71314001 2.63960075 2.63921738 2.63779616]"
