metrics;louvain_prob_pred_mean;louvain_prob_pred;grace,enc:gcn_bgrl,pred:mlp,sbm+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm+random;grace,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm_fix+random;grace,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm_fast+random;grace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;grace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;bgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fix+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast+random;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;lgrace,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fix+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast+random;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random_mean;lbgrl,enc:gcn_bgrl,pred:mlp,sbm_fast_bug+random
Hits@10;16.73$\pm$4.75;"[0.15294118 0.10117647 0.20470588 0.13411765 0.21176471 0.16
 0.25882353 0.20235294 0.12705882 0.12      ]";72.4$\pm$5.33;"[0.75529412 0.78117647 0.66588235 0.72       0.71058824 0.76470588
 0.63529412 0.79529412 0.65411765 0.75764706]";72.66$\pm$1.72;"[0.72941176 0.74352941 0.72941176 0.72941176 0.71764706 0.72705882
 0.70117647 0.69411765 0.74352941 0.75058824]";76.24$\pm$3.44;"[0.75294118 0.75058824 0.77882353 0.74352941 0.76470588 0.72941176
 0.77647059 0.78588235 0.70352941 0.83764706]";76.49$\pm$3.77;"[0.74588235 0.80941176 0.73647059 0.78823529 0.75294118 0.75058824
 0.74823529 0.83764706 0.69882353 0.78117647]";72.47$\pm$6.17;"[0.73176471 0.69882353 0.69176471 0.81411765 0.64705882 0.76705882
 0.69176471 0.83058824 0.63529412 0.73882353]";71.27$\pm$5.55;"[0.78823529 0.71294118 0.72470588 0.75058824 0.68470588 0.68941176
 0.70352941 0.58352941 0.78588235 0.70352941]";75.46$\pm$2.59;"[0.79058824 0.78823529 0.74588235 0.77176471 0.72470588 0.76470588
 0.76705882 0.75529412 0.70823529 0.72941176]";76.82$\pm$4.92;"[0.82117647 0.77411765 0.70117647 0.82823529 0.74588235 0.79058824
 0.75294118 0.83764706 0.68705882 0.74352941]";77.98$\pm$2.67;"[0.81647059 0.78823529 0.72941176 0.8        0.75764706 0.77411765
 0.76470588 0.81647059 0.79294118 0.75764706]";76.92$\pm$3.25;"[0.75058824 0.82352941 0.72       0.78823529 0.75058824 0.74117647
 0.74588235 0.82117647 0.77176471 0.77882353]";78.24$\pm$2.9;"[0.81176471 0.79764706 0.72941176 0.79529412 0.76       0.74823529
 0.80235294 0.82823529 0.76941176 0.78117647]";79.22$\pm$3.05;"[0.81647059 0.80941176 0.73647059 0.79294118 0.77647059 0.78117647
 0.77411765 0.85647059 0.80470588 0.77411765]";70.73$\pm$5.6;"[0.62352941 0.76941176 0.67764706 0.69882353 0.67294118 0.74352941
 0.68       0.83058824 0.70117647 0.67529412]";72.82$\pm$6.07;"[0.80941176 0.76470588 0.70823529 0.76470588 0.68470588 0.66588235
 0.78352941 0.59764706 0.74352941 0.76      ]";75.06$\pm$3.8;"[0.82352941 0.74352941 0.76470588 0.67764706 0.74352941 0.73176471
 0.77647059 0.78823529 0.73176471 0.72470588]";78.49$\pm$1.76;"[0.81176471 0.78823529 0.76235294 0.77176471 0.77176471 0.78117647
 0.77411765 0.81882353 0.77411765 0.79529412]"
Hits@20;29.25$\pm$2.97;"[0.29176471 0.32941176 0.32       0.24705882 0.28705882 0.28470588
 0.29882353 0.33411765 0.29176471 0.24      ]";79.93$\pm$5.37;"[0.85411765 0.83529412 0.72470588 0.82117647 0.76470588 0.83764706
 0.72       0.86588235 0.73647059 0.83294118]";80.89$\pm$2.84;"[0.82352941 0.82588235 0.77647059 0.81176471 0.79294118 0.77647059
 0.77411765 0.83058824 0.80941176 0.86823529]";82.09$\pm$2.91;"[0.84235294 0.82117647 0.81411765 0.81176471 0.81411765 0.79764706
 0.81176471 0.86588235 0.76470588 0.86588235]";83.13$\pm$3.24;"[0.86352941 0.83058824 0.82117647 0.84470588 0.8        0.83764706
 0.80705882 0.89647059 0.77411765 0.83764706]";80.02$\pm$4.47;"[0.82588235 0.80941176 0.76705882 0.84470588 0.74117647 0.81647059
 0.76941176 0.87294118 0.72705882 0.82823529]";81.46$\pm$2.96;"[0.85647059 0.80235294 0.78352941 0.83294118 0.77882353 0.76705882
 0.82352941 0.83764706 0.81176471 0.85176471]";82.94$\pm$3.03;"[0.87058824 0.83529412 0.76941176 0.84941176 0.82588235 0.81176471
 0.81411765 0.86352941 0.79764706 0.85647059]";83.27$\pm$3.05;"[0.86823529 0.83529412 0.79764706 0.87764706 0.81176471 0.82117647
 0.8        0.87764706 0.8        0.83764706]";84.61$\pm$2.52;"[0.85411765 0.87058824 0.80235294 0.84941176 0.83294118 0.82588235
 0.83294118 0.89647059 0.83294118 0.86352941]";84.31$\pm$3.19;"[0.84705882 0.86823529 0.79764706 0.84941176 0.81647059 0.81882353
 0.81647059 0.91529412 0.84470588 0.85647059]";84.61$\pm$2.9;"[0.87529412 0.85176471 0.80705882 0.85176471 0.84470588 0.80705882
 0.84470588 0.89882353 0.81176471 0.86823529]";84.99$\pm$2.88;"[0.86823529 0.88470588 0.81176471 0.86823529 0.81411765 0.82352941
 0.82117647 0.89411765 0.86352941 0.84941176]";80.82$\pm$3.32;"[0.78823529 0.84470588 0.78823529 0.77882353 0.77411765 0.80941176
 0.83529412 0.88235294 0.79294118 0.78823529]";82.02$\pm$3.36;"[0.87529412 0.82117647 0.80470588 0.84       0.80235294 0.75529412
 0.81647059 0.82588235 0.79294118 0.86823529]";83.67$\pm$3.12;"[0.88705882 0.86352941 0.81647059 0.81882353 0.81647059 0.81176471
 0.82588235 0.87764706 0.78823529 0.86117647]";84.47$\pm$2.39;"[0.86352941 0.85176471 0.84470588 0.84941176 0.83058824 0.82117647
 0.82117647 0.89411765 0.80941176 0.86117647]"
Hits@50;47.41$\pm$4.42;"[0.44       0.48941176 0.53411765 0.41647059 0.43764706 0.42823529
 0.49647059 0.53411765 0.52470588 0.44      ]";89.6$\pm$2.17;"[0.90823529 0.92       0.88235294 0.90117647 0.85176471 0.89411765
 0.89411765 0.91058824 0.87058824 0.92705882]";89.76$\pm$2.15;"[0.91529412 0.92470588 0.87058824 0.91529412 0.87764706 0.87529412
 0.88941176 0.90823529 0.87294118 0.92705882]";89.98$\pm$1.95;"[0.90823529 0.90823529 0.88470588 0.90117647 0.87294118 0.89176471
 0.90588235 0.92941176 0.86823529 0.92705882]";90.26$\pm$2.44;"[0.93411765 0.90823529 0.88470588 0.91294118 0.87294118 0.89647059
 0.90117647 0.92705882 0.85647059 0.93176471]";88.71$\pm$2.61;"[0.92705882 0.88235294 0.89176471 0.88705882 0.84       0.89176471
 0.88235294 0.92470588 0.84941176 0.89411765]";90.05$\pm$1.85;"[0.92       0.92       0.88       0.90823529 0.88705882 0.87058824
 0.90352941 0.91058824 0.88       0.92470588]";90.75$\pm$1.99;"[0.93411765 0.92941176 0.88470588 0.91058824 0.91529412 0.87764706
 0.89882353 0.92235294 0.88       0.92235294]";89.95$\pm$1.47;"[0.92470588 0.90588235 0.88941176 0.91294118 0.89647059 0.88470588
 0.89647059 0.91529412 0.87294118 0.89647059]";91.18$\pm$1.74;"[0.93411765 0.92235294 0.89176471 0.90352941 0.88941176 0.88941176
 0.92       0.93176471 0.90352941 0.93176471]";91.22$\pm$1.79;"[0.93882353 0.93176471 0.88470588 0.90823529 0.89647059 0.89647059
 0.91529412 0.92941176 0.89411765 0.92705882]";91.44$\pm$2.31;"[0.94588235 0.92470588 0.88235294 0.92941176 0.89411765 0.89176471
 0.92       0.93882353 0.88235294 0.93411765]";91.51$\pm$1.68;"[0.93882353 0.92470588 0.90588235 0.92       0.90117647 0.88705882
 0.90823529 0.92470588 0.89882353 0.94117647]";89.34$\pm$2.3;"[0.88941176 0.91294118 0.88470588 0.87529412 0.86352941 0.88470588
 0.89647059 0.93176471 0.86588235 0.92941176]";90.78$\pm$2.09;"[0.92235294 0.92470588 0.88705882 0.91529412 0.88705882 0.88941176
 0.90588235 0.93882353 0.87529412 0.93176471]";90.92$\pm$2.04;"[0.92941176 0.91764706 0.89411765 0.91529412 0.89176471 0.88470588
 0.90352941 0.93647059 0.88       0.93882353]";91.22$\pm$1.44;"[0.93411765 0.90352941 0.90823529 0.91529412 0.89882353 0.89647059
 0.90352941 0.93647059 0.89882353 0.92705882]"
Hits@100;64.16$\pm$3.03;"[0.61882353 0.64470588 0.66117647 0.62352941 0.63529412 0.61176471
 0.67764706 0.70117647 0.64705882 0.59529412]";94.24$\pm$1.61;"[0.96       0.95058824 0.93647059 0.94588235 0.92       0.93647059
 0.92941176 0.97176471 0.92       0.95294118]";93.76$\pm$1.55;"[0.96       0.95529412 0.93176471 0.92941176 0.93411765 0.93411765
 0.93882353 0.94352941 0.90117647 0.94823529]";93.86$\pm$1.53;"[0.95764706 0.94352941 0.93882353 0.92235294 0.92       0.92470588
 0.94352941 0.95294118 0.92       0.96235294]";93.62$\pm$1.45;"[0.96       0.93411765 0.92470588 0.94117647 0.92235294 0.92705882
 0.94117647 0.94823529 0.91058824 0.95294118]";93.27$\pm$1.46;"[0.95764706 0.94352941 0.92470588 0.93176471 0.92       0.92
 0.94588235 0.94352941 0.90588235 0.93411765]";93.41$\pm$1.14;"[0.95058824 0.93882353 0.92235294 0.93647059 0.92941176 0.92235294
 0.92941176 0.94117647 0.91764706 0.95294118]";93.81$\pm$1.28;"[0.95294118 0.95529412 0.92       0.92941176 0.94588235 0.92235294
 0.94117647 0.94117647 0.92235294 0.95058824]";93.53$\pm$1.1;"[0.95529412 0.94117647 0.93647059 0.93176471 0.93176471 0.92
 0.94352941 0.94588235 0.91764706 0.92941176]";94.19$\pm$1.45;"[0.96       0.95764706 0.92941176 0.92941176 0.93176471 0.93411765
 0.96       0.94588235 0.91764706 0.95294118]";94.12$\pm$1.47;"[0.95529412 0.95529412 0.93647059 0.94352941 0.92705882 0.92235294
 0.94823529 0.94588235 0.91529412 0.96235294]";94.02$\pm$1.49;"[0.96       0.94823529 0.93411765 0.94117647 0.92235294 0.92
 0.95294118 0.95058824 0.91764706 0.95529412]";94.26$\pm$1.38;"[0.96470588 0.95294118 0.92470588 0.93176471 0.94117647 0.93411765
 0.94823529 0.93647059 0.92705882 0.96470588]";93.6$\pm$1.57;"[0.95529412 0.95058824 0.93882353 0.92       0.91529412 0.92470588
 0.94823529 0.93882353 0.91294118 0.95529412]";94.42$\pm$1.45;"[0.96235294 0.96       0.93647059 0.94823529 0.92470588 0.92941176
 0.94352941 0.96       0.92235294 0.95529412]";94.19$\pm$1.8;"[0.95764706 0.96       0.93882353 0.94352941 0.92       0.92941176
 0.95294118 0.95764706 0.90352941 0.95529412]";94.21$\pm$1.16;"[0.95529412 0.95764706 0.93882353 0.94117647 0.93647059 0.92470588
 0.93647059 0.95529412 0.92470588 0.95058824]"
ROCAUC;78.58$\pm$1.59;"[0.78656886 0.80111834 0.80531077 0.76814095 0.7781909  0.76452318
 0.79897891 0.80327751 0.79010657 0.76164146]";94.77$\pm$0.98;"[0.95502284 0.95481246 0.94263596 0.94397336 0.93604883 0.94923737
 0.94010544 0.96555848 0.93269481 0.95667787]";94.08$\pm$1.04;"[0.94834602 0.95560415 0.93962264 0.94021643 0.94032741 0.92803322
 0.9372919  0.93858547 0.92269619 0.95770868]";94.41$\pm$1.11;"[0.95525536 0.95243737 0.94297447 0.93501665 0.94104883 0.93407889
 0.9427081  0.95197785 0.92280692 0.96241457]";94.41$\pm$1.12;"[0.95386021 0.94791419 0.93463929 0.94663707 0.93639845 0.93556263
 0.94657048 0.9604872  0.92193772 0.9567563 ]";93.74$\pm$1.21;"[0.9538436  0.94509619 0.93147059 0.93548835 0.92568257 0.93318754
 0.93853496 0.95499516 0.91299654 0.94258824]";93.46$\pm$1.15;"[0.94731073 0.9505218  0.92120977 0.93427858 0.9295394  0.92188235
 0.93071032 0.9392     0.9200609  0.95173109]";93.83$\pm$1.17;"[0.95358893 0.95630173 0.92681465 0.93668147 0.9400111  0.92435156
 0.93293008 0.94235017 0.92037093 0.94930532]";94.06$\pm$0.96;"[0.95091488 0.94897716 0.93390122 0.94693119 0.94274695 0.92614533
 0.93687014 0.95214394 0.92355433 0.94413445]";94.87$\pm$1.01;"[0.95715433 0.96585744 0.93514428 0.94266371 0.94246393 0.94717232
 0.95282464 0.95728166 0.9320526  0.95422969]";94.53$\pm$1.0;"[0.95172872 0.96013287 0.9395172  0.94347947 0.93857936 0.93688028
 0.9436626  0.95043322 0.92764567 0.96114286]";94.64$\pm$1.01;"[0.9573481  0.95617993 0.9436626  0.94537736 0.94259156 0.92988235
 0.95097669 0.94899931 0.92922353 0.95967507]";94.85$\pm$1.04;"[0.95903114 0.96161661 0.92907325 0.94070477 0.95285794 0.93970381
 0.94856271 0.94921522 0.94077232 0.96304202]";94.17$\pm$1.01;"[0.95116955 0.95711003 0.93876804 0.9313374  0.92692564 0.93633218
 0.94335183 0.95211626 0.93005398 0.95033053]";94.79$\pm$0.96;"[0.95702699 0.95652318 0.94672586 0.9486182  0.9463263  0.93623253
 0.94830189 0.95252595 0.92661592 0.95984874]";94.69$\pm$0.85;"[0.95093702 0.95882076 0.94577137 0.94459489 0.94597114 0.9290519
 0.94803552 0.95551003 0.93645952 0.95431373]";94.7$\pm$0.97;"[0.95658408 0.95615779 0.94730855 0.94660377 0.94236959 0.9341564
 0.93923973 0.95859931 0.93065744 0.9579944 ]"
AP;77.37$\pm$1.81;"[0.76905168 0.77344156 0.79854029 0.75285041 0.77258538 0.75687388
 0.79479003 0.80019643 0.77272292 0.74615563]";95.73$\pm$0.87;"[0.96381563 0.96472188 0.94983981 0.95705481 0.94759488 0.95934605
 0.95017556 0.97169223 0.94351358 0.96515574]";95.34$\pm$0.72;"[0.95762629 0.96440002 0.95314231 0.95496166 0.95010223 0.94826857
 0.94820844 0.94431079 0.94642788 0.96698483]";95.76$\pm$0.68;"[0.96186437 0.96052977 0.95547504 0.95301157 0.95544035 0.95179407
 0.95730933 0.96370923 0.94553304 0.97158057]";95.77$\pm$0.83;"[0.96618268 0.96137686 0.95055756 0.95963403 0.95352041 0.95395527
 0.95928232 0.9664563  0.9389665  0.96667521]";95.15$\pm$1.0;"[0.96074121 0.95322163 0.94570824 0.95426185 0.93985438 0.95396333
 0.9524825  0.96741526 0.93054909 0.956639  ]";95.21$\pm$0.6;"[0.95965149 0.95853989 0.94442929 0.95313573 0.94769173 0.94522165
 0.95014669 0.95138891 0.9481853  0.96284883]";95.64$\pm$0.63;"[0.96461272 0.96461835 0.94823288 0.957894   0.95702916 0.94905123
 0.95309064 0.95811274 0.94771182 0.96381393]";95.63$\pm$0.64;"[0.9653981  0.95947557 0.94988097 0.96197904 0.95671172 0.9512313
 0.95161908 0.96278689 0.94446455 0.95933742]";96.24$\pm$0.65;"[0.96944758 0.97182718 0.95224783 0.95967443 0.9578023  0.96049924
 0.96216555 0.96916953 0.95359641 0.96715411]";95.96$\pm$0.62;"[0.95773551 0.96919512 0.95309959 0.95977566 0.95663837 0.95396244
 0.958672   0.96573097 0.95145246 0.96986779]";96.06$\pm$0.66;"[0.96934049 0.96417156 0.95655686 0.96177349 0.95713212 0.94990185
 0.96441806 0.96031069 0.95140932 0.97083267]";96.26$\pm$0.69;"[0.97127105 0.97070065 0.94991428 0.95622479 0.9642582  0.95702055
 0.96162386 0.96527517 0.95813211 0.97139174]";95.25$\pm$0.8;"[0.95649777 0.96466186 0.95310735 0.94707749 0.9446222  0.95131947
 0.94777518 0.96153567 0.93790599 0.96066399]";95.86$\pm$0.66;"[0.96675708 0.96444764 0.95700156 0.96311911 0.95774816 0.94911563
 0.95946554 0.95370161 0.94746137 0.96738561]";95.92$\pm$0.48;"[0.96217865 0.96463322 0.95891273 0.95856493 0.9584173  0.94943129
 0.96055231 0.96233552 0.95229217 0.96494295]";96.14$\pm$0.62;"[0.96873141 0.96608862 0.96106913 0.96244137 0.95843151 0.95225476
 0.95714109 0.96785451 0.95160313 0.9687907 ]"
pretrain_time;nan$\pm$nan;[];2.02$\pm$0.15;"[2.46084404 1.952703   2.03685355 1.96598005 1.93033791 1.96143198
 1.97083592 1.9395473  2.04259849 1.93102121]";2.09$\pm$0.08;"[2.07651639 2.08003068 2.06943798 2.06817532 2.32620859 2.07587719
 2.03987861 1.99980712 2.07219195 2.09658313]";2.06$\pm$0.09;"[1.90872049 2.10211015 2.13741875 2.08443475 2.10812974 2.10065413
 1.83719254 2.08262157 2.11017656 2.09219027]";2.12$\pm$0.03;"[2.10034013 2.08404994 2.09473515 2.1414628  2.0686996  2.15680265
 2.15677547 2.12631035 2.13879418 2.0850296 ]";2.03$\pm$0.09;"[1.99714565 2.01609755 2.03238678 1.96049213 1.98797417 2.04084182
 2.26973128 1.92513633 2.07116866 2.04642725]";2.09$\pm$0.03;"[2.10889602 2.07866669 2.07398844 2.07205367 2.09810519 2.10345697
 2.07258701 2.05403209 2.15103555 2.10670352]";2.08$\pm$0.05;"[1.95274591 2.11552525 2.12208438 2.12427592 2.03640938 2.10355568
 2.08159566 2.14136934 2.0831759  2.07007861]";2.1$\pm$0.05;"[2.11679196 1.97956467 2.08682275 2.09083271 2.1399672  2.15899634
 2.17457819 2.09113598 2.14267159 2.05178475]";2.5$\pm$0.03;"[2.49610853 2.46699405 2.51526499 2.49163365 2.44257617 2.49579096
 2.50482392 2.49302602 2.51058722 2.57017541]";2.63$\pm$0.14;"[2.61774206 2.60113883 3.01078868 2.5451684  2.53183198 2.5784328
 2.59306574 2.61573601 2.47525644 2.68533683]";2.65$\pm$0.05;"[2.66514683 2.66883254 2.69567513 2.52674556 2.64363289 2.5836103
 2.67009783 2.69560838 2.69750547 2.660393  ]";2.69$\pm$0.04;"[2.63717031 2.68424845 2.73151994 2.72724295 2.68838453 2.68586922
 2.64276385 2.6807785  2.73863554 2.63483882]";2.13$\pm$0.11;"[2.1174159  2.09840798 2.17098379 2.09815001 1.96092129 2.4057188
 2.08615136 2.06299186 2.17605877 2.16468358]";2.22$\pm$0.12;"[2.18710923 2.16561508 2.26841187 2.17121625 2.12967038 2.12223673
 2.19242287 2.13333726 2.24270487 2.55922484]";2.21$\pm$0.03;"[2.20626903 2.19480371 2.22149658 2.2034111  2.20358348 2.22315407
 2.17995238 2.28940845 2.2022047  2.22007608]";2.22$\pm$0.03;"[2.21065688 2.17172861 2.24789858 2.26083803 2.21603441 2.23087668
 2.2211957  2.19758654 2.25548196 2.19267845]"
