metrics;baseline_mean;baseline;bgrl_random_mean;bgrl_random;bgrl_sbm2_mean;bgrl_sbm2;lbgrl_random_mean;lbgrl_random;lbgrl_sbm2_mean;lbgrl_sbm2
Hits@10;1.16$\pm$0.58;"[0.00414938 0.00829876 0.01244813 0.02074689 0.01244813 0.02074689
 0.01659751 0.00829876 0.00829876 0.00414938]";19.71$\pm$5.55;"[0.24896266 0.14107884 0.24481328 0.18257261 0.2033195  0.23651452
 0.20746888 0.26970954 0.15767635 0.07883817]";20.41$\pm$8.86;"[0.15352697 0.20746888 0.08713693 0.28630705 0.18257261 0.32365145
 0.30290456 0.09128631 0.29875519 0.10788382]";51.24$\pm$11.57;"[0.27385892 0.58921162 0.5186722  0.63485477 0.38174274 0.54356846
 0.51037344 0.60165975 0.65560166 0.41493776]";19.67$\pm$19.94;"[0.14937759 0.06639004 0.65145228 0.0373444  0.00414938 0.01244813
 0.2780083  0.14937759 0.1659751  0.45228216]"
Hits@20;2.7$\pm$0.91;"[0.0373444  0.01244813 0.02074689 0.02904564 0.0373444  0.04149378
 0.02904564 0.01659751 0.02074689 0.02489627]";27.22$\pm$3.88;"[0.3153527  0.23236515 0.29875519 0.29045643 0.26556017 0.29045643
 0.28215768 0.31950207 0.23651452 0.19087137]";32.12$\pm$12.2;"[0.32365145 0.24896266 0.2033195  0.41078838 0.29045643 0.53941909
 0.38174274 0.14937759 0.47302905 0.19087137]";61.0$\pm$12.17;"[0.31950207 0.65975104 0.65145228 0.70539419 0.52282158 0.63485477
 0.65975104 0.74688797 0.70124481 0.49792531]";26.06$\pm$24.36;"[0.22406639 0.10373444 0.80082988 0.05394191 0.00414938 0.01659751
 0.37759336 0.22406639 0.23651452 0.56431535]"
Hits@50;6.27$\pm$1.1;"[0.08298755 0.05394191 0.04149378 0.06639004 0.06639004 0.06639004
 0.06224066 0.05394191 0.05809129 0.0746888 ]";43.73$\pm$6.7;"[0.51037344 0.33195021 0.53941909 0.41493776 0.41078838 0.48962656
 0.47717842 0.46473029 0.39834025 0.33609959]";48.92$\pm$15.73;"[0.54771784 0.45228216 0.30290456 0.67634855 0.48962656 0.66804979
 0.58506224 0.20746888 0.64315353 0.31950207]";76.68$\pm$10.6;"[0.4813278  0.77178423 0.84232365 0.79253112 0.73029046 0.76763485
 0.82987552 0.88381743 0.8340249  0.73443983]";31.78$\pm$28.14;"[0.32365145 0.12863071 0.8879668  0.06224066 0.00829876 0.02904564
 0.51037344 0.25311203 0.2780083  0.69709544]"
Hits@100;9.29$\pm$1.35;"[0.10788382 0.07053942 0.09128631 0.09543568 0.10373444 0.08298755
 0.09958506 0.08298755 0.07883817 0.11618257]";56.93$\pm$6.43;"[0.66390041 0.47302905 0.65975104 0.51452282 0.55186722 0.61825726
 0.56846473 0.61410788 0.53941909 0.48962656]";60.29$\pm$15.49;"[0.66804979 0.57261411 0.39004149 0.78838174 0.62655602 0.73443983
 0.71784232 0.30705394 0.74688797 0.47717842]";83.36$\pm$7.84;"[0.63900415 0.82987552 0.87966805 0.84232365 0.76348548 0.82572614
 0.8879668  0.93360996 0.89211618 0.84232365]";38.34$\pm$29.87;"[0.43568465 0.18257261 0.94605809 0.10788382 0.02489627 0.04149378
 0.63070539 0.34024896 0.35684647 0.76763485]"
ROCAUC;12.7$\pm$1.2;"[0.14257675 0.1157091  0.11945387 0.1322787  0.14335153 0.12697784
 0.13166096 0.12150273 0.10232538 0.13392504]";59.19$\pm$4.86;"[0.65727174 0.52957077 0.66097347 0.57681535 0.57591984 0.62371516
 0.60997572 0.62013395 0.5547545  0.51021849]";60.77$\pm$12.3;"[0.64141458 0.57633305 0.45028495 0.73737898 0.6182917  0.73402662
 0.70866548 0.37506241 0.73404219 0.50176478]";81.83$\pm$7.12;"[0.63373565 0.81589504 0.86145211 0.82928769 0.76983867 0.82550232
 0.85854238 0.90558014 0.87251037 0.81047158]";41.79$\pm$27.08;"[0.46739898 0.23685887 0.91584167 0.17289073 0.08639658 0.08345242
 0.63993389 0.40459014 0.40923237 0.76250409]"
AP;39.06$\pm$2.18;"[0.42011581 0.38316178 0.35475367 0.39502467 0.39767887 0.42324932
 0.39904173 0.40090888 0.36167857 0.37053376]";65.81$\pm$4.72;"[0.71188751 0.59812049 0.71786387 0.65212174 0.65551349 0.68830627
 0.67930246 0.68275239 0.63561436 0.55959425]";67.39$\pm$10.01;"[0.68200088 0.65632329 0.54716605 0.76958065 0.67874917 0.78590324
 0.75818348 0.49132526 0.78843474 0.58130025]";85.12$\pm$5.88;"[0.70264796 0.86367182 0.88805969 0.87673939 0.80135843 0.85956512
 0.86607484 0.91607358 0.90604168 0.83171815]";55.82$\pm$19.88;"[0.57697813 0.42084705 0.92308677 0.37258241 0.31856234 0.32394345
 0.71434988 0.54465459 0.56092705 0.82575163]"
pretrain_time;nan$\pm$nan;[];0.13$\pm$0.0;"[0.13415098 0.13461757 0.13443398 0.13431907 0.1341238  0.13424015
 0.13431144 0.1342051  0.13424659 0.1344173 ]";2.09$\pm$0.11;"[2.13978624 2.11091948 2.19435596 2.04870224 2.13184738 2.05232716
 1.95764303 2.30581355 1.90867591 2.08670735]";0.15$\pm$0.0;"[0.14833927 0.15035367 0.14810109 0.15006828 0.14790225 0.14808798
 0.14808655 0.14822197 0.14819908 0.14792991]";2.5$\pm$0.31;"[2.48893976 2.93419051 2.65730882 2.34895539 2.17282081 2.49571657
 2.0193305  3.0599854  2.29620624 2.56128764]"
