metrics;grace_rjc_mean;grace_rjc;grace_raa_mean;grace_raa;grace_rra_mean;grace_rra;grace_raa+scom_mean;grace_raa+scom;grace_raa+deg_mean;grace_raa+deg;grace_sbm+raa_mean;grace_sbm+raa;bgrl_rjc_mean;bgrl_rjc;bgrl_raa_mean;bgrl_raa;bgrl_rra_mean;bgrl_rra;bgrl_raa+scom_mean;bgrl_raa+scom;bgrl_raa+deg_mean;bgrl_raa+deg;bgrl_sbm+raa_mean;bgrl_sbm+raa
Hits@10;89.31$\pm$2.4;"[0.92116869 0.90848953 0.83517089 0.90077178 0.87375965 0.90352811
 0.89966924 0.91786108 0.88037486 0.88974642]";89.27$\pm$1.97;"[0.90352811 0.92833517 0.85722161 0.90738699 0.87045204 0.90463065
 0.89250276 0.87431092 0.89746417 0.89140022]";88.43$\pm$2.65;"[0.91179713 0.92392503 0.84729879 0.90904079 0.86824697 0.89415656
 0.89801544 0.87100331 0.88037486 0.83958104]";87.8$\pm$3.25;"[0.91510474 0.92337376 0.80540243 0.89966924 0.85777288 0.87872106
 0.8693495  0.85722161 0.89911797 0.87431092]";82.61$\pm$4.26;"[0.80154355 0.85997795 0.823043   0.87100331 0.82910695 0.81146637
 0.79603087 0.83076075 0.90022051 0.73814774]";80.12$\pm$4.38;"[0.86328556 0.84399118 0.71334068 0.78390298 0.77342889 0.78114664
 0.78500551 0.78280044 0.85501654 0.82965821]";89.94$\pm$2.44;"[0.90959206 0.91014333 0.83627343 0.89581036 0.89911797 0.92116869
 0.90407938 0.92557883 0.9123484  0.87982359]";90.68$\pm$1.23;"[0.91620728 0.90518192 0.88037486 0.9123484  0.89581036 0.91841235
 0.89966924 0.92006615 0.92006615 0.90022051]";89.73$\pm$1.41;"[0.89360529 0.89911797 0.86659316 0.90683572 0.89801544 0.91179713
 0.8814774  0.91730981 0.90518192 0.89305402]";89.67$\pm$2.12;"[0.91510474 0.90628445 0.84564498 0.90573319 0.88974642 0.90022051
 0.88533627 0.9261301  0.90959206 0.88368247]";90.45$\pm$2.0;"[0.9106946  0.92116869 0.8522602  0.91510474 0.8985667  0.91896362
 0.89636163 0.91455347 0.92282249 0.89470783]";90.37$\pm$1.29;"[0.92061742 0.91124587 0.88699008 0.91565601 0.88092613 0.91510474
 0.89581036 0.90518192 0.9123484  0.89360529]"
Hits@20;92.64$\pm$1.19;"[0.92998897 0.93825799 0.89966924 0.93770673 0.91951488 0.92943771
 0.92006615 0.94211687 0.92888644 0.91841235]";92.59$\pm$1.18;"[0.92557883 0.93770673 0.89581036 0.93164278 0.92282249 0.93054024
 0.91841235 0.94046307 0.93054024 0.92502756]";92.57$\pm$1.19;"[0.92392503 0.93825799 0.89581036 0.92888644 0.92061742 0.9277839
 0.92502756 0.94377067 0.92723264 0.9261301 ]";92.16$\pm$1.33;"[0.93164278 0.93164278 0.89029768 0.93274531 0.91620728 0.92943771
 0.91014333 0.93660419 0.91841235 0.91896362]";90.68$\pm$1.75;"[0.89581036 0.9123484  0.90463065 0.9277839  0.90683572 0.9106946
 0.89250276 0.93054024 0.91951488 0.8676957 ]";88.85$\pm$4.03;"[0.92282249 0.91014333 0.78886439 0.8985667  0.88809261 0.91400221
 0.85446527 0.91786108 0.92557883 0.86493936]";92.56$\pm$0.91;"[0.9277839  0.93054024 0.90187431 0.93054024 0.92227122 0.93550165
 0.92116869 0.93495039 0.92723264 0.9244763 ]";92.91$\pm$0.88;"[0.92557883 0.93936053 0.91400221 0.93495039 0.9277839  0.93605292
 0.91675854 0.94046307 0.93329658 0.92282249]";92.28$\pm$0.94;"[0.92723264 0.93054024 0.90904079 0.92943771 0.92502756 0.92888644
 0.90518192 0.93495039 0.91455347 0.92282249]";92.65$\pm$0.91;"[0.92392503 0.93880926 0.91289967 0.93439912 0.91896362 0.93329658
 0.91786108 0.93880926 0.92888644 0.91675854]";93.3$\pm$0.88;"[0.93329658 0.94266814 0.91179713 0.93770673 0.93274531 0.93660419
 0.9277839  0.94542448 0.93109151 0.93054024]";93.36$\pm$0.71;"[0.93384785 0.93936053 0.92116869 0.9415656  0.92502756 0.9399118
 0.9244763  0.94046307 0.93439912 0.93605292]"
Hits@50;94.2$\pm$0.31;"[0.94046307 0.94377067 0.9399118  0.94377067 0.94377067 0.9415656
 0.93936053 0.94928335 0.93880926 0.93936053]";94.25$\pm$0.29;"[0.93660419 0.9432194  0.94266814 0.9432194  0.94487321 0.94211687
 0.93880926 0.94762955 0.94211687 0.94377067]";94.18$\pm$0.3;"[0.93825799 0.94377067 0.94101433 0.9415656  0.94432194 0.9415656
 0.93770673 0.94818082 0.93936053 0.94266814]";94.22$\pm$0.29;"[0.94101433 0.94266814 0.9415656  0.94211687 0.94707828 0.9399118
 0.93880926 0.94818082 0.9399118  0.94046307]";93.94$\pm$0.64;"[0.93164278 0.94046307 0.94266814 0.94652701 0.94762955 0.93825799
 0.92833517 0.94707828 0.93715546 0.93439912]";94.79$\pm$0.45;"[0.94487321 0.95038589 0.9399118  0.95093716 0.94983462 0.94928335
 0.9415656  0.95259096 0.95424476 0.94487321]";93.61$\pm$0.62;"[0.93219405 0.93880926 0.92557883 0.94101433 0.9399118  0.9432194
 0.92833517 0.94542448 0.93274531 0.93329658]";94.08$\pm$0.48;"[0.93770673 0.94487321 0.93605292 0.94377067 0.94487321 0.94266814
 0.93329658 0.94928335 0.93660419 0.93880926]";93.45$\pm$0.47;"[0.93384785 0.93715546 0.92943771 0.93880926 0.93439912 0.94046307
 0.92668137 0.9415656  0.92943771 0.93329658]";93.73$\pm$0.61;"[0.93109151 0.94487321 0.92888644 0.9432194  0.94101433 0.94101433
 0.93109151 0.94487321 0.93605292 0.93054024]";94.29$\pm$0.6;"[0.94211687 0.94762955 0.92998897 0.94487321 0.95038589 0.94818082
 0.94046307 0.94873208 0.93660419 0.94046307]";94.61$\pm$0.45;"[0.93825799 0.95148842 0.94211687 0.94762955 0.94707828 0.95093716
 0.93936053 0.95038589 0.94542448 0.94873208]"
Hits@100;94.57$\pm$0.31;"[0.94211687 0.94707828 0.94432194 0.94818082 0.94928335 0.94597574
 0.94101433 0.95093716 0.94211687 0.94597574]";94.59$\pm$0.2;"[0.9415656  0.94707828 0.94597574 0.94597574 0.94818082 0.94652701
 0.94377067 0.94873208 0.94432194 0.94652701]";94.51$\pm$0.3;"[0.9415656  0.94762955 0.94597574 0.94762955 0.94818082 0.94542448
 0.9399118  0.94818082 0.94101433 0.94542448]";94.56$\pm$0.27;"[0.94266814 0.94487321 0.94487321 0.94487321 0.94983462 0.94707828
 0.94211687 0.95093716 0.94487321 0.94377067]";94.86$\pm$0.45;"[0.94487321 0.94707828 0.94652701 0.95314223 0.95810364 0.95038589
 0.9432194  0.95203969 0.94377067 0.94652701]";95.78$\pm$0.39;"[0.95479603 0.95755237 0.95755237 0.95975744 0.96251378 0.9570011
 0.95093716 0.95865491 0.96527012 0.95424476]";94.01$\pm$0.5;"[0.93660419 0.94101433 0.93384785 0.94432194 0.94377067 0.94597574
 0.93329658 0.94818082 0.93715546 0.93715546]";94.37$\pm$0.49;"[0.94046307 0.94762955 0.94211687 0.94487321 0.94873208 0.94762955
 0.93550165 0.95148842 0.93880926 0.9399118 ]";93.95$\pm$0.49;"[0.93660419 0.9415656  0.93936053 0.9415656  0.94101433 0.94432194
 0.92888644 0.94762955 0.93495039 0.93880926]";94.25$\pm$0.5;"[0.93936053 0.94873208 0.93825799 0.94597574 0.94928335 0.94377067
 0.93495039 0.94818082 0.93880926 0.93770673]";94.59$\pm$0.48;"[0.94377067 0.95038589 0.93770673 0.94597574 0.95259096 0.95038589
 0.94211687 0.95093716 0.94046307 0.94487321]";95.06$\pm$0.4;"[0.94487321 0.95479603 0.94707828 0.95314223 0.95259096 0.9536935
 0.94266814 0.9536935  0.95038589 0.95259096]"
ROCAUC;96.59$\pm$0.19;"[0.96476672 0.96766011 0.96314892 0.96449032 0.96736056 0.96850019
 0.96285035 0.96671169 0.96670427 0.96691481]";96.79$\pm$0.26;"[0.96403326 0.96996866 0.96881082 0.96629638 0.96904158 0.9713362
 0.96322384 0.96862972 0.9670336  0.97065456]";96.55$\pm$0.28;"[0.96174386 0.97211523 0.96397476 0.96449671 0.96507066 0.96603879
 0.96410407 0.96584936 0.96342967 0.96852607]";96.72$\pm$0.28;"[0.96360538 0.9690939  0.96478845 0.96518533 0.9684742  0.97170959
 0.96302448 0.97049592 0.96715271 0.96876219]";97.72$\pm$0.67;"[0.9752984  0.98170438 0.96515707 0.98098004 0.98494154 0.9835623
 0.97396657 0.98025226 0.9655456  0.98043819]";97.57$\pm$0.17;"[0.97625141 0.97547374 0.97461752 0.97465748 0.97689874 0.97682425
 0.97182638 0.97588286 0.97837308 0.97610372]";95.85$\pm$0.2;"[0.96015251 0.9583188  0.95803101 0.95952101 0.96139604 0.95945399
 0.95621614 0.96047047 0.95467586 0.95718678]";96.03$\pm$0.27;"[0.9571804  0.96134074 0.95985925 0.96140122 0.96233074 0.96333992
 0.95577549 0.96458932 0.95755982 0.95946509]";95.92$\pm$0.24;"[0.96064847 0.95987171 0.95937636 0.9603549  0.96184925 0.95905232
 0.95450551 0.96248307 0.95576714 0.95814436]";95.88$\pm$0.21;"[0.9564819  0.96187682 0.95855143 0.95804347 0.96233971 0.95884586
 0.95652277 0.96094253 0.9567743  0.95755176]";96.77$\pm$0.48;"[0.97046067 0.96952832 0.96070621 0.96983586 0.96978456 0.97514277
 0.96527346 0.96849685 0.95797556 0.97028532]";96.96$\pm$0.29;"[0.96957694 0.97023396 0.96868181 0.96632996 0.96904675 0.97268244
 0.96334296 0.97195953 0.97129756 0.97309363]"
AP;97.86$\pm$0.1;"[0.97837686 0.97954785 0.97704476 0.97907482 0.97744385 0.97996199
 0.97715227 0.97971734 0.97869831 0.97918081]";97.94$\pm$0.14;"[0.97667067 0.98077765 0.97855222 0.97931714 0.98015166 0.98164112
 0.97798012 0.97889752 0.97893977 0.98109568]";97.82$\pm$0.19;"[0.97570314 0.9822789  0.97743229 0.97881983 0.97560916 0.97912901
 0.9776894  0.97872124 0.97685915 0.97987435]";97.86$\pm$0.2;"[0.97560491 0.98040351 0.97543683 0.97870789 0.97986791 0.98166354
 0.97676622 0.97984867 0.97904149 0.97892606]";98.33$\pm$0.36;"[0.98279239 0.98558707 0.97732959 0.98605535 0.98854508 0.9872673
 0.98022949 0.98485579 0.97833022 0.98211111]";98.24$\pm$0.17;"[0.98436022 0.98326779 0.97853496 0.98170119 0.98187073 0.98418809
 0.98050056 0.9827266  0.98375399 0.98274661]";97.49$\pm$0.14;"[0.97638509 0.97254271 0.97370664 0.97662874 0.97497722 0.97556473
 0.9739511  0.97707966 0.97358426 0.97462104]";97.63$\pm$0.15;"[0.97521336 0.97658154 0.97633124 0.97728115 0.97491947 0.9787029
 0.97396248 0.97897488 0.97515539 0.97611471]";97.49$\pm$0.18;"[0.97646579 0.97397681 0.97464862 0.9767078  0.97198531 0.97527703
 0.97226699 0.97793256 0.9740586  0.97520106]";97.55$\pm$0.12;"[0.9750042  0.97705579 0.97560664 0.97598784 0.97484205 0.97592442
 0.97316276 0.97754709 0.97486429 0.97502376]";97.98$\pm$0.26;"[0.98103774 0.98110326 0.97634885 0.98101907 0.9803078  0.98396577
 0.97853398 0.98056209 0.97439649 0.98083924]";98.07$\pm$0.15;"[0.9810848  0.98042042 0.97875588 0.98020312 0.98015133 0.98181547
 0.97792765 0.98214075 0.98185671 0.9830653 ]"
pretrain_time;11.28$\pm$0.48;"[11.09805393 10.88858843 11.00816536 12.05142474 10.9288547  10.96645451
 11.04631615 11.48943424 11.03146267 12.29346561]";11.4$\pm$0.56;"[10.93876028 10.92632818 11.98310018 12.19671249 10.86768985 10.92371631
 10.9711051  11.97264862 11.02071548 12.16611218]";11.21$\pm$0.49;"[10.83662009 11.04763794 11.12015629 11.90155244 10.85919261 10.87831855
 11.94695997 10.73085499 10.82916188 11.97817111]";13.58$\pm$0.13;"[13.61123085 13.69775414 13.5715096  13.73547554 13.48569798 13.58260798
 13.61846566 13.25696516 13.67670441 13.52598977]";16.02$\pm$3.84;"[12.03515172 14.73850083 12.40807462 19.69253826 19.84332466 13.97703242
 12.72186756 20.67561555 12.08467221 22.0633626 ]";207.55$\pm$5.79;"[212.46529341 202.10086608 218.86806417 206.66173577 204.36706042
 209.15240526 201.36286211 206.42026997 214.12799263 200.01432323]";12.85$\pm$0.04;"[12.80777216 12.75495529 12.84304905 12.87872601 12.87868595 12.86185551
 12.84633565 12.85118318 12.91667128 12.85726643]";14.31$\pm$4.33;"[12.83841872 12.78737974 12.93167853 12.82587433 12.85785413 12.86503649
 12.92147994 12.9047761  27.29944849 12.90336013]";12.94$\pm$0.06;"[12.95040178 12.83739305 12.99501324 12.96597457 13.02035236 12.99442196
 12.9026897  12.92910671 12.93550253 12.84869409]";14.92$\pm$0.07;"[14.88490367 14.77618217 15.06133366 14.9499929  14.92055726 14.90141273
 14.9688735  14.92813468 14.92088223 14.91267562]";15.34$\pm$0.9;"[14.9821732  15.92267895 14.35292268 15.06979656 15.1133945  15.48114538
 15.27542734 17.59417987 14.15992761 15.48826194]";240.06$\pm$10.75;"[249.46655679 246.76386356 249.50415134 244.90909696 236.25048733
 221.31308866 230.5276916  233.72335887 257.83844137 230.28461218]"
