metrics;baseline_mean;baseline;grace_random_mean;grace_random;grace_deg_mean;grace_deg;grace_pr_mean;grace_pr;grace_evc_mean;grace_evc;grace_scom_mean;grace_scom;grace_random+scom_mean;grace_random+scom;grace_random+deg_mean;grace_random+deg;grace_deg+scom_mean;grace_deg+scom;bgrl_random_mean;bgrl_random;bgrl_deg_mean;bgrl_deg;bgrl_pr_mean;bgrl_pr;bgrl_evc_mean;bgrl_evc;bgrl_scom_mean;bgrl_scom;bgrl_random+scom_mean;bgrl_random+scom;bgrl_random+deg_mean;bgrl_random+deg;bgrl_deg+scom_mean;bgrl_deg+scom;csgcl_random_mean;csgcl_random;csgcl_deg_mean;csgcl_deg;csgcl_pr_mean;csgcl_pr;csgcl_evc_mean;csgcl_evc;csgcl_scom_mean;csgcl_scom;csgcl_random+scom_mean;csgcl_random+scom;csgcl_random+deg_mean;csgcl_random+deg;csgcl_deg+scom_mean;csgcl_deg+scom
Hits@10;6.32$\pm$6.86;"[0.18857071 0.12630165 0.         0.10157037 0.         0.
 0.         0.14565838 0.00705408 0.06268895]";5.28$\pm$3.67;"[0.06117736 0.09602788 0.09359254 0.         0.09896708 0.00726402
 0.06352872 0.         0.05525697 0.05227578]";5.14$\pm$5.1;"[0.10673497 0.02166611 0.10673497 0.         0.11055593 0.
 0.         0.0470692  0.         0.12130501]";3.93$\pm$5.32;"[0.         0.         0.08267551 0.         0.         0.15754115
 0.09989083 0.04530568 0.00793584 0.        ]";2.74$\pm$3.48;"[0.08170977 0.00592039 0.         0.         0.07452973 0.
 0.07956836 0.         0.         0.03275109]";6.43$\pm$3.31;"[0.         0.06466241 0.05710447 0.06667786 0.0584481  0.12075915
 0.09863117 0.09460027 0.05483708 0.02725059]";3.45$\pm$4.14;"[0.01969264 0.         0.         0.08536278 0.02578099 0.
 0.1183658  0.08019819 0.         0.01511589]";5.05$\pm$3.85;"[0.02347162 0.10749076 0.08754619 0.07146456 0.040435   0.
 0.07222036 0.01016124 0.         0.09174505]";1.83$\pm$3.2;"[0.         0.         0.         0.         0.10127645 0.04392005
 0.         0.         0.03778972 0.        ]";14.19$\pm$5.72;"[0.10610514 0.1415435  0.08981357 0.18223043 0.13045852 0.18155862
 0.19885791 0.19432314 0.00936345 0.18521162]";13.81$\pm$5.2;"[0.19344138 0.13230601 0.11420894 0.1930215  0.0169214  0.13957004
 0.18042492 0.13814243 0.09271078 0.18017299]";13.42$\pm$4.97;"[0.14322304 0.18957843 0.13864629 0.15838092 0.04056097 0.14935338
 0.05114209 0.12550386 0.1415435  0.2044004 ]";15.24$\pm$3.54;"[0.10425764 0.12638562 0.13977998 0.19810212 0.1750084  0.21300806
 0.1852956  0.13495129 0.12130501 0.12554585]";15.14$\pm$5.49;"[0.1797951  0.09380249 0.22686429 0.19957172 0.08028216 0.20805341
 0.13553913 0.14049379 0.06184918 0.18773094]";14.35$\pm$4.59;"[0.14024185 0.15397212 0.17324488 0.15905274 0.15649143 0.03023178
 0.20301478 0.12214478 0.11089184 0.18537958]";13.72$\pm$3.66;"[0.11635035 0.1488915  0.07180047 0.14259321 0.10971616 0.19533087
 0.15518979 0.1742526  0.09304669 0.16480517]";15.81$\pm$2.16;"[0.17160732 0.14687605 0.19457508 0.16333557 0.14628821 0.15796103
 0.16245381 0.18206248 0.11278132 0.14284515]";2.84$\pm$2.66;"[0.         0.0558868  0.07201041 0.05429123 0.04148472 0.
 0.         0.01725731 0.         0.04303829]";4.66$\pm$3.0;"[0.06898724 0.05953981 0.05437521 0.         0.08637051 0.
 0.08838596 0.02422741 0.04862277 0.03598421]";2.18$\pm$3.35;"[0.02183406 0.11706416 0.         0.02124622 0.01944071 0.0297699
 0.00864965 0.         0.         0.        ]";2.79$\pm$2.75;"[0.         0.04828687 0.06793752 0.         0.         0.01234464
 0.05777628 0.06394861 0.         0.02914007]";4.48$\pm$3.51;"[0.10056265 0.05517299 0.         0.09124118 0.03102956 0.05340947
 0.07091871 0.         0.         0.04526369]";3.12$\pm$4.11;"[0.         0.         0.         0.0419046  0.07285018 0.
 0.09208095 0.10547531 0.         0.        ]";1.89$\pm$2.57;"[0.01923077 0.         0.04807692 0.06886127 0.         0.
 0.         0.         0.05248572 0.        ]";1.87$\pm$2.98;"[0.06226906 0.         0.08099597 0.         0.         0.04421397
 0.         0.         0.         0.        ]"
Hits@20;10.12$\pm$10.85;"[0.28279308 0.19222372 0.         0.19587672 0.         0.
 0.         0.23719348 0.01205072 0.09216493]";9.82$\pm$6.0;"[0.12445415 0.15455996 0.14750588 0.         0.14578435 0.0275865
 0.10732281 0.         0.13742862 0.13738663]";9.94$\pm$6.55;"[0.19461706 0.07385791 0.12638562 0.09439033 0.17693987 0.0029392
 0.05828015 0.0933826  0.         0.17320289]";9.32$\pm$6.93;"[0.05105811 0.03006382 0.15565166 0.03249916 0.         0.23207088
 0.16648472 0.10522338 0.05874202 0.10047867]";7.07$\pm$6.17;"[0.17156533 0.03443063 0.         0.         0.14981525 0.
 0.11941552 0.03875546 0.07805677 0.11454484]";12.37$\pm$3.72;"[0.0411908  0.12701545 0.10421565 0.15670138 0.13280988 0.15653342
 0.16677864 0.1540561  0.11244541 0.08557272]";9.13$\pm$5.56;"[0.11378905 0.01645952 0.04828687 0.11878569 0.08708431 0.
 0.18143265 0.16711454 0.09149311 0.08825999]";12.09$\pm$4.1;"[0.10673497 0.17945919 0.15372019 0.16774437 0.08985556 0.07129661
 0.13461538 0.07856063 0.06680383 0.16069029]";5.06$\pm$5.51;"[0.05131004 0.         0.         0.04392005 0.14935338 0.1448606
 0.         0.03262513 0.08414511 0.        ]";20.96$\pm$7.72;"[0.1955828  0.19276957 0.13327175 0.2694827  0.21330198 0.27708263
 0.26578771 0.26700537 0.02007054 0.26150487]";22.85$\pm$7.08;"[0.29207256 0.24088848 0.18659725 0.28623614 0.03459859 0.24487739
 0.25890158 0.25457676 0.22064998 0.2654518 ]";21.7$\pm$7.32;"[0.28426268 0.26482197 0.2246389  0.25545852 0.07583137 0.20385455
 0.09107323 0.2485304  0.2143517  0.30760833]";24.78$\pm$3.47;"[0.26809708 0.17849345 0.28703393 0.24840443 0.23509405 0.3047951
 0.26935673 0.22879577 0.24164427 0.21649311]";22.98$\pm$5.21;"[0.28657205 0.17379073 0.25361102 0.26675344 0.14968928 0.28283507
 0.19440712 0.23912496 0.16127813 0.2900571 ]";21.0$\pm$6.17;"[0.20419046 0.23219684 0.24811051 0.22211958 0.19524689 0.04601948
 0.26683742 0.26902083 0.1757222  0.24063655]";22.66$\pm$4.68;"[0.25390494 0.23169298 0.10039469 0.23723547 0.23076923 0.2702385
 0.23463218 0.2455912  0.19381928 0.26759321]";25.07$\pm$2.53;"[0.28443063 0.28480853 0.27834229 0.25487068 0.23270071 0.22300134
 0.24470944 0.24298791 0.2047783  0.25646624]";8.34$\pm$3.25;"[0.08221364 0.09581794 0.1150907  0.12898892 0.08284347 0.09544004
 0.         0.07377393 0.08763016 0.07238831]";10.29$\pm$3.93;"[0.10858247 0.14616224 0.11105979 0.04656533 0.1290309  0.03119751
 0.16749244 0.09690964 0.1047615  0.0867484 ]";8.62$\pm$3.75;"[0.08544676 0.17534431 0.02300974 0.0834733  0.07583137 0.09590191
 0.06159725 0.0602956  0.08939368 0.11185757]";7.66$\pm$4.69;"[0.02103628 0.09350857 0.13549714 0.01834901 0.00335909 0.09010749
 0.09476822 0.13629493 0.05387135 0.11937353]";9.66$\pm$4.87;"[0.13998992 0.13486732 0.02447934 0.14276117 0.05563487 0.11685422
 0.1283171  0.10316594 0.         0.11979342]";6.97$\pm$5.81;"[0.         0.         0.         0.11278132 0.11164763 0.02074236
 0.1382264  0.14654014 0.1165603  0.05068021]";6.91$\pm$4.99;"[0.12323648 0.01990259 0.10816258 0.14893349 0.02649479 0.
 0.08359926 0.01927276 0.11278132 0.04866476]";6.91$\pm$6.16;"[0.18185254 0.         0.13654686 0.06449446 0.         0.10933826
 0.11954148 0.05387135 0.02561303 0.        ]"
Hits@50;16.41$\pm$16.66;"[0.38226402 0.33851192 0.         0.33855391 0.         0.
 0.         0.37571381 0.03510245 0.17038965]";22.54$\pm$7.0;"[0.28900739 0.30172993 0.25285522 0.11966745 0.24928619 0.21913839
 0.23962882 0.06928116 0.2540309  0.25948942]";21.3$\pm$8.02;"[0.32452973 0.24093047 0.23274269 0.20007558 0.27494122 0.09707759
 0.21997817 0.20066342 0.04841283 0.29026705]";23.74$\pm$5.38;"[0.25415687 0.18105475 0.27628485 0.22564662 0.1584649  0.35018475
 0.28585825 0.21897044 0.191174   0.23265872]";18.94$\pm$8.59;"[0.30500504 0.19751428 0.07045684 0.11941552 0.28753779 0.03451461
 0.26280652 0.23110514 0.17538629 0.21023682]";25.96$\pm$4.65;"[0.18642929 0.26368828 0.23060128 0.25923749 0.26792912 0.30580282
 0.30206584 0.34451629 0.23710951 0.19877393]";21.08$\pm$9.43;"[0.23475815 0.0577343  0.22027209 0.24832046 0.21640914 0.01923077
 0.32578939 0.31894525 0.25398892 0.21246221]";24.58$\pm$5.23;"[0.3238999  0.29702721 0.24038462 0.30063823 0.16572892 0.22031407
 0.27401747 0.20498824 0.16980181 0.2613789 ]";15.63$\pm$9.45;"[0.20864125 0.         0.14939536 0.19423917 0.29001512 0.27237991
 0.06739167 0.15518979 0.20670977 0.01935673]";35.99$\pm$11.71;"[0.37680551 0.3518223  0.30727242 0.463218   0.38008062 0.46535942
 0.39658213 0.44041821 0.03812563 0.37898892]";39.23$\pm$10.85;"[0.45154518 0.42442056 0.40951461 0.45645784 0.07335405 0.39376889
 0.42185925 0.45532415 0.39838764 0.43794088]";35.51$\pm$10.72;"[0.426478   0.40670138 0.4051478  0.43987235 0.11576251 0.36131172
 0.17887135 0.38919214 0.39066174 0.43735304]";41.13$\pm$3.45;"[0.43554753 0.33763016 0.40741518 0.44184582 0.4216913  0.45230097
 0.43164259 0.4187521  0.40598757 0.36001008]";38.38$\pm$4.96;"[0.43260833 0.33784011 0.38562311 0.43928451 0.28522842 0.42811555
 0.3584565  0.41451125 0.33544676 0.42110346]";36.14$\pm$9.57;"[0.36899563 0.39238327 0.41522506 0.38482533 0.32423581 0.09245885
 0.43571549 0.44759825 0.3783171  0.37378233]";38.49$\pm$8.2;"[0.41098421 0.38772254 0.14645616 0.40985052 0.39931139 0.46195835
 0.41228586 0.4275697  0.39355895 0.39918542]";41.42$\pm$2.87;"[0.43915855 0.38852032 0.41350353 0.43966241 0.41161404 0.36105979
 0.40380417 0.44877393 0.38532919 0.45095734]";20.85$\pm$4.43;"[0.1926436  0.25214142 0.22837588 0.27489923 0.20095734 0.21363789
 0.09703561 0.19806013 0.21388982 0.21292408]";23.56$\pm$4.03;"[0.22724219 0.28182734 0.19604468 0.16459523 0.26343635 0.23845314
 0.29303829 0.22098589 0.27489923 0.19562479]";23.06$\pm$4.14;"[0.21846658 0.30962378 0.19243366 0.20192308 0.23480013 0.28153342
 0.17379073 0.19281156 0.23496809 0.26536782]";20.02$\pm$5.57;"[0.17416863 0.24496137 0.23979678 0.12290057 0.11958347 0.20108331
 0.19033423 0.29593551 0.15686933 0.25621431]";20.42$\pm$7.54;"[0.30534095 0.24739671 0.17030568 0.27922405 0.17009573 0.21166443
 0.22098589 0.19184582 0.01524185 0.23018139]";18.05$\pm$11.29;"[0.12491602 0.00944743 0.         0.3062647  0.22694827 0.08250756
 0.28799966 0.30357743 0.27007054 0.19331542]";21.42$\pm$6.49;"[0.27288378 0.14712798 0.23118912 0.33351528 0.13003863 0.13289385
 0.25071381 0.19428116 0.26956668 0.18025697]";17.94$\pm$9.75;"[0.32028888 0.         0.24739671 0.2080954  0.07112865 0.27107827
 0.2566342  0.20570205 0.09909305 0.11416695]"
Hits@100;24.09$\pm$24.24;"[0.52691468 0.50314914 0.         0.52733456 0.         0.
 0.         0.53904938 0.05731441 0.25558448]";37.07$\pm$4.65;"[0.41509909 0.42286698 0.38423749 0.31105139 0.38008062 0.37865301
 0.41535102 0.2661656  0.36202553 0.37180887]";36.09$\pm$5.48;"[0.44293752 0.39842963 0.36231945 0.30315754 0.38398556 0.2827091
 0.37143097 0.35891837 0.27628485 0.42870339]";37.97$\pm$3.92;"[0.38222204 0.34199698 0.40510581 0.36555257 0.34313067 0.46918038
 0.41711454 0.37189285 0.33406114 0.36647632]";33.56$\pm$9.93;"[0.40359422 0.37865301 0.17362277 0.33296943 0.42639402 0.14956332
 0.44234968 0.42752771 0.27955996 0.34182902]";39.79$\pm$5.25;"[0.34850521 0.40733121 0.34573396 0.40472791 0.41077427 0.41904602
 0.4584733  0.50230937 0.35824656 0.32343802]";34.47$\pm$10.61;"[0.39389486 0.22438697 0.34056937 0.38100437 0.34707759 0.08779812
 0.45704568 0.45981693 0.39003191 0.3650907 ]";38.47$\pm$5.35;"[0.44134195 0.42761169 0.38079442 0.45607995 0.31088344 0.36979342
 0.41488915 0.3863789  0.275739   0.3838176 ]";30.63$\pm$8.85;"[0.36626638 0.10975815 0.30542492 0.37067518 0.40120087 0.40527377
 0.22547867 0.29757306 0.34581794 0.23526201]";49.05$\pm$14.99;"[0.51637555 0.49332382 0.4735472  0.60925428 0.53241518 0.57209439
 0.53875546 0.57486564 0.05534095 0.53892341]";52.02$\pm$13.75;"[0.57423581 0.55613873 0.54064494 0.61261337 0.11404098 0.52267383
 0.55424924 0.58918374 0.57616728 0.56239503]";48.54$\pm$14.03;"[0.57482365 0.54803493 0.53837756 0.58128989 0.15775109 0.4757306
 0.27460531 0.56797951 0.54736312 0.5878821 ]";55.9$\pm$3.58;"[0.59867316 0.47308532 0.54014108 0.57217837 0.55811219 0.58284347
 0.59103124 0.58313739 0.5657961  0.5253611 ]";52.46$\pm$5.08;"[0.55563487 0.50050386 0.54295432 0.59195499 0.41169802 0.56881928
 0.51293248 0.54308028 0.46577931 0.55261169]";49.34$\pm$11.9;"[0.53081962 0.5106651  0.54862277 0.53296103 0.48341451 0.14612026
 0.5753695  0.57633524 0.52040645 0.50923749]";51.59$\pm$10.71;"[0.56403258 0.52901411 0.19868996 0.55315754 0.51788713 0.55836412
 0.56537622 0.57835069 0.55189788 0.5426604 ]";54.62$\pm$4.1;"[0.5816258  0.52015452 0.57201041 0.55710447 0.5507222  0.44638058
 0.56109338 0.59464226 0.51247061 0.56621599]";34.56$\pm$4.45;"[0.37189285 0.38608498 0.33754619 0.42740175 0.33964562 0.29732113
 0.25730601 0.36525865 0.33687437 0.33637051]";38.17$\pm$4.58;"[0.33813403 0.43621935 0.3220524  0.32667115 0.38768055 0.41148808
 0.43882264 0.37982869 0.43894861 0.33670642]";37.85$\pm$3.32;"[0.37819113 0.45343467 0.33867988 0.3584565  0.38532919 0.40712126
 0.34703561 0.34585993 0.37126302 0.39973127]";34.85$\pm$5.83;"[0.36945751 0.37697346 0.33943567 0.28144945 0.28170138 0.34258482
 0.33107995 0.45784347 0.27695667 0.4279476 ]";34.14$\pm$8.36;"[0.43617736 0.38448942 0.31331878 0.43957843 0.32486564 0.35119248
 0.36273933 0.31357071 0.12541989 0.36236144]";30.95$\pm$12.95;"[0.32759489 0.14947934 0.04547363 0.43441384 0.34124118 0.18899059
 0.43533759 0.42454652 0.41661068 0.3312479 ]";36.93$\pm$5.87;"[0.45872523 0.3540477  0.35266208 0.45952301 0.26293248 0.34800134
 0.37197682 0.38558112 0.40002519 0.29979845]";34.44$\pm$6.57;"[0.41862613 0.23282667 0.39091367 0.35165435 0.28262513 0.38810044
 0.40334229 0.40355223 0.32738495 0.24458347]"
ROCAUC;76.85$\pm$22.69;"[0.98773404 0.98689154 0.5        0.98660286 0.5        0.5
 0.5        0.98707332 0.7807405  0.95595785]";97.94$\pm$0.16;"[0.9814955  0.98162914 0.97941948 0.97974951 0.97960231 0.97877002
 0.98028514 0.97546994 0.97882281 0.97911317]";97.9$\pm$0.27;"[0.98226912 0.98091663 0.97905853 0.97564674 0.97887504 0.97522929
 0.98176875 0.9795677  0.97501933 0.98202569]";98.05$\pm$0.19;"[0.98200967 0.97881783 0.98166435 0.98085247 0.97818847 0.9833754
 0.98282985 0.97988607 0.97736239 0.97988491]";97.82$\pm$0.48;"[0.98070598 0.98108613 0.96877652 0.97922001 0.98287717 0.97169682
 0.98230259 0.98220959 0.97315255 0.97976819]";97.98$\pm$0.28;"[0.97906916 0.98094478 0.97431788 0.98088711 0.98160347 0.9816724
 0.98224155 0.98315005 0.97528348 0.97901576]";97.83$\pm$0.43;"[0.98177014 0.97459868 0.97849315 0.97857477 0.97835637 0.96729144
 0.98220799 0.98214512 0.97942079 0.98022121]";97.99$\pm$0.22;"[0.98169827 0.98027676 0.98082842 0.98378895 0.97544372 0.97905736
 0.98103328 0.97835392 0.97737978 0.98072654]";97.86$\pm$0.17;"[0.98160344 0.97569743 0.9786015  0.98011778 0.97986672 0.97902408
 0.97619196 0.97735639 0.97846722 0.97910277]";96.3$\pm$7.37;"[0.98684702 0.98622216 0.98649541 0.98948652 0.98727292 0.98859661
 0.9875847  0.98812707 0.7417839  0.98759152]";97.23$\pm$4.85;"[0.98863185 0.98831914 0.98857389 0.9900908  0.82675465 0.98765968
 0.98775536 0.9875642  0.98884714 0.98902111]";97.83$\pm$2.07;"[0.98869197 0.98852536 0.98882945 0.98949955 0.92649764 0.98476104
 0.95029347 0.98825358 0.98836641 0.98937803]";98.85$\pm$0.11;"[0.98901046 0.98556105 0.98881502 0.98951605 0.98840251 0.98943215
 0.98905239 0.98857152 0.98855008 0.98797911]";98.66$\pm$0.33;"[0.98808518 0.98716044 0.98837219 0.98952377 0.9781458  0.98922975
 0.98663563 0.98656289 0.98306469 0.98878452]";97.52$\pm$3.75;"[0.98753146 0.98784497 0.98834758 0.98779092 0.9860339  0.86268643
 0.98865551 0.98760973 0.9877959  0.98750954]";98.26$\pm$1.72;"[0.98729954 0.98835198 0.93101748 0.98912882 0.98757848 0.98929806
 0.98822037 0.98826576 0.98869054 0.98834437]";98.75$\pm$0.28;"[0.98892204 0.98771222 0.98879906 0.98900964 0.98849899 0.97917496
 0.98828222 0.98757587 0.98811098 0.98869342]";97.82$\pm$0.17;"[0.97973337 0.97859127 0.97873606 0.98093647 0.97670557 0.97522965
 0.9763594  0.97877234 0.98005048 0.9772142 ]";98.04$\pm$0.17;"[0.97897452 0.98229946 0.97892042 0.97911292 0.97939222 0.98200852
 0.98266315 0.98073548 0.98230564 0.97801382]";98.04$\pm$0.18;"[0.98162141 0.98390895 0.97890115 0.97951677 0.98024807 0.9807897
 0.97846306 0.97757525 0.98094559 0.9817588 ]";97.88$\pm$0.21;"[0.97972433 0.98094363 0.97873759 0.97787289 0.97581072 0.97708169
 0.97665146 0.98210628 0.97715655 0.98149523]";97.84$\pm$0.27;"[0.98152077 0.98059775 0.9784881  0.98091845 0.97877148 0.97824025
 0.97887991 0.97571905 0.97195186 0.97902097]";97.73$\pm$0.46;"[0.97960236 0.97213654 0.96886415 0.98202686 0.97792638 0.97060682
 0.98139726 0.98137372 0.98019716 0.97892054]";97.97$\pm$0.21;"[0.98296412 0.9788448  0.97868803 0.98271972 0.97558156 0.97931738
 0.9808215  0.98036628 0.9798514  0.97808905]";97.95$\pm$0.25;"[0.98274023 0.97877796 0.98029227 0.9798859  0.97840608 0.98062753
 0.98115812 0.9798105  0.98014864 0.97295991]"
AP;76.77$\pm$22.55;"[0.98585959 0.98419053 0.50005249 0.98393392 0.50003149 0.50005249
 0.50007349 0.98514921 0.78810801 0.94960848]";97.38$\pm$0.37;"[0.97762195 0.97802122 0.97502686 0.97088454 0.97539883 0.97222426
 0.97563    0.96461308 0.97433549 0.97429198]";97.32$\pm$0.52;"[0.97962242 0.97559306 0.97462228 0.969705   0.97492584 0.96487486
 0.97600344 0.97458925 0.96315867 0.97866479]";97.51$\pm$0.35;"[0.97661745 0.97199653 0.97776001 0.97421273 0.96994334 0.98092362
 0.97925809 0.97509933 0.97040932 0.9746973 ]";97.09$\pm$0.81;"[0.97713826 0.97429484 0.95550504 0.97071987 0.97916565 0.95788303
 0.9787268  0.97608422 0.96570005 0.97400608]";97.54$\pm$0.38;"[0.97245208 0.97667261 0.96868373 0.97706951 0.97754385 0.97787076
 0.97943637 0.98073635 0.97061783 0.97325838]";97.17$\pm$0.86;"[0.97699335 0.96366619 0.97219421 0.97435454 0.97271761 0.94906771
 0.97922912 0.97940672 0.97458409 0.97433956]";97.51$\pm$0.36;"[0.97756131 0.97713994 0.9771066  0.98044493 0.96843907 0.97306151
 0.97752316 0.97274654 0.96992151 0.97685527]";97.0$\pm$0.58;"[0.97539175 0.95667756 0.97041921 0.97363126 0.97627534 0.97441374
 0.96392252 0.96933658 0.97315512 0.96666213]";96.13$\pm$7.34;"[0.98477589 0.98374607 0.98330866 0.98809248 0.98549803 0.98738172
 0.98619116 0.98702874 0.74099345 0.98592856]";97.14$\pm$4.69;"[0.98767638 0.98649497 0.9867857  0.98897086 0.83056818 0.9859038
 0.98632663 0.98626758 0.98719268 0.98759168]";97.56$\pm$2.32;"[0.98742194 0.98703876 0.98711145 0.987931   0.91631246 0.98241802
 0.9463615  0.98672783 0.9865276  0.9883474 ]";98.69$\pm$0.15;"[0.98773377 0.98295449 0.98731972 0.9880421  0.98675121 0.98833244
 0.9879318  0.98727829 0.9869577  0.98592908]";98.46$\pm$0.4;"[0.98681141 0.98462592 0.98691416 0.98818742 0.97478517 0.98798368
 0.9842866  0.98504475 0.98001457 0.98742929]";97.43$\pm$3.48;"[0.98561703 0.98579385 0.98689797 0.98604475 0.98362754 0.87009343
 0.98742691 0.98626366 0.98573616 0.98558573]";98.03$\pm$1.9;"[0.98578265 0.98637451 0.92328824 0.98749429 0.98531535 0.98787519
 0.98666939 0.98696144 0.98664912 0.9867374 ]";98.6$\pm$0.3;"[0.98787978 0.98594891 0.98745505 0.98746642 0.986832   0.9772408
 0.98695251 0.98658071 0.98616552 0.98721069]";97.24$\pm$0.3;"[0.97409272 0.97397618 0.97389485 0.9769813  0.97104057 0.96869086
 0.96622146 0.97351315 0.9742204  0.97134718]";97.55$\pm$0.26;"[0.97412562 0.97854548 0.97316516 0.97177554 0.97551605 0.97616225
 0.97942296 0.97577452 0.97810486 0.97198354]";97.48$\pm$0.28;"[0.97609783 0.98104857 0.97141454 0.97339337 0.97479287 0.97578589
 0.97225634 0.97115828 0.97538868 0.97652695]";97.23$\pm$0.39;"[0.97253475 0.97604205 0.97358762 0.96893956 0.9653321  0.97058318
 0.97087591 0.97879389 0.96968662 0.9768203 ]";97.23$\pm$0.6;"[0.97853462 0.97607515 0.97085215 0.97751207 0.97251365 0.9733255
 0.97434773 0.96953063 0.9562957  0.97420936]";96.88$\pm$1.04;"[0.97148512 0.95663221 0.94647494 0.97803485 0.97273536 0.95911883
 0.97777795 0.97841367 0.97573865 0.97190323]";97.36$\pm$0.37;"[0.97861542 0.9712716  0.97344062 0.97936678 0.96666839 0.97077743
 0.97551541 0.97334681 0.97579133 0.97077243]";97.26$\pm$0.48;"[0.97947365 0.96728654 0.97615647 0.97360392 0.96758405 0.97569206
 0.97664842 0.97400599 0.97242652 0.96301703]"
pretrain_time;nan$\pm$nan;[];118.62$\pm$33.7;"[146.301898   112.00211883  86.0375545  136.40842223  87.8106761
  87.83516121 127.22006917  84.59999657 121.7192142  196.2673595 ]";106.33$\pm$13.62;"[ 82.05528498 109.84266376 118.03649735 105.59014344  97.38557172
 103.53142047 105.48840809 107.41404295  96.96356511 136.978827  ]";174.14$\pm$29.82;"[179.88326907 197.19063139 197.12195206 197.22166896 173.75784135
 104.86107373 196.77808785 140.02200437 196.88925028 157.63416934]";158.46$\pm$32.44;"[110.51918626 189.05393624 189.6359756  166.38658333 136.33293414
 198.06163049 112.85274982 197.98709011 143.23137832 140.51094246]";124.68$\pm$32.71;"[104.69151807 172.52429605 158.68602777 107.26418328 176.18409705
  80.40205503 107.27410817 109.24627233  90.58132267 139.91970944]";97.62$\pm$28.87;"[ 96.37303495  94.33207917  92.35635519  86.09974051  88.29821849
 182.41379547  87.18771958  73.44564223  86.72415209  88.97133088]";96.68$\pm$17.24;"[ 86.93174434  93.73507786  93.7584362   78.9813664   86.35350657
 100.76741362 104.12041068  79.11147618 101.23602152 141.83228707]";122.89$\pm$36.68;"[ 93.58909535 180.03905964 122.43497062 116.9251821   85.77249408
  88.50910115 116.98854303 202.53351974 117.14058399 104.98198581]";66.57$\pm$13.65;"[47.2735486  52.13557267 79.52979469 73.2720201  70.77737522 59.92048216
 81.40830779 73.40032721 44.89273906 83.05762672]";75.85$\pm$19.94;"[ 48.71774316  49.431669    88.67348433  87.31361032  44.80992556
  87.24231863  84.54974461  70.36976504  97.35914946 100.04288888]";74.02$\pm$19.61;"[69.51396704 63.43765736 90.53104639 97.36671472 45.20101357 74.56779981
 47.74344158 57.13633251 97.35057116 97.37689352]";84.99$\pm$18.87;"[98.58816528 47.40554214 98.61341262 98.69253564 98.57926416 89.15357828
 80.17170668 89.03349137 98.72196603 50.9590435 ]";76.01$\pm$20.7;"[ 93.20753884  62.49437332  89.90370131 100.2100544   45.41935205
  94.3845191  100.16156292  61.69559312  46.49599028  66.16370106]";74.18$\pm$24.24;"[ 57.84573793  50.81283569 102.39818454 102.52176404  49.70577383
  48.60789347 102.66647696  49.72278881 102.49122739  75.05627537]";68.8$\pm$19.29;"[51.42192268 92.3242085  48.57998228 58.03029561 53.12466097 55.6905849
 99.59507656 64.46869802 99.53659368 65.20091581]";94.41$\pm$17.52;"[102.92889738 102.96422744 103.11882377 103.26407194 103.0561533
  53.69810367 103.2100997   65.89304423 102.97035742 102.95678329]";102.16$\pm$15.0;"[117.70745182 121.01322317 126.23733306  88.03800821  95.7413168
 107.57170677  87.98167276  85.09792733 107.01023531  85.16611934]";131.82$\pm$45.01;"[102.36426687  97.22722769 156.68717551 212.79294205 100.90543342
  92.43706632  90.23026896 116.95701671 135.83786917 212.74524307]";148.54$\pm$44.97;"[212.56718445 121.28098273 102.06983471 187.1801827  100.6063447
  97.24874401 177.32370853 214.99171066 111.10326481 161.05119944]";151.12$\pm$42.2;"[213.32461286 154.95569229 127.39446163 198.79368067 116.73316622
  97.63107371 122.12575531 100.49654555 172.09362626 207.68484902]";135.17$\pm$44.91;"[ 95.03341055 122.89985895 172.29211426 129.3214736   90.78704119
  97.97839594 112.75306511 215.73508358 210.60408902 104.27956748]";99.98$\pm$8.01;"[104.62294817  95.36938858 111.04898357  94.69360423 104.68549109
 111.74967527  84.3752594  101.98092055  94.47889781  96.80967307]";106.29$\pm$23.25;"[103.37731814 138.38492537 105.46730447  86.23334074 125.37356091
  89.92891169  83.52238607  88.36840963  89.07569313 153.13903975]";140.3$\pm$44.54;"[115.72040915 133.08523202 124.99862862 218.3396709  109.82151055
  95.56818509 174.88093352 106.5580864  104.33440328 219.66392207]"
