metrics;baseline_mean;baseline;grace_random_mean;grace_random;grace_deg_mean;grace_deg;grace_pr_mean;grace_pr;grace_evc_mean;grace_evc;grace_scom_mean;grace_scom;grace_random+scom_mean;grace_random+scom;grace_random+deg_mean;grace_random+deg;grace_deg+scom_mean;grace_deg+scom;bgrl_random_mean;bgrl_random;bgrl_deg_mean;bgrl_deg;bgrl_pr_mean;bgrl_pr;bgrl_evc_mean;bgrl_evc;bgrl_scom_mean;bgrl_scom;bgrl_random+scom_mean;bgrl_random+scom;bgrl_random+deg_mean;bgrl_random+deg;bgrl_deg+scom_mean;bgrl_deg+scom
Hits@10;29.65$\pm$4.54;"[0.26382953 0.28385639 0.34149469 0.33502259 0.22359262 0.31407986
 0.23977287 0.32836732 0.36811577 0.26718769]";30.33$\pm$5.31;"[0.27506411 0.27836122 0.33294664 0.41232141 0.36610087 0.32366589
 0.25143485 0.27011845 0.29551838 0.22743925]";30.69$\pm$5.34;"[0.31011112 0.23751374 0.35816339 0.3501038  0.34558554 0.32745146
 0.21064843 0.24587862 0.37238979 0.31096593]";32.68$\pm$6.31;"[0.36054463 0.29356454 0.3667725  0.42935645 0.37287825 0.31108804
 0.26352424 0.23085847 0.38966907 0.24990841]";31.84$\pm$3.04;"[0.32677983 0.32024667 0.31426304 0.32213946 0.37996092 0.32586396
 0.2891684  0.25778483 0.34259372 0.30498229]";32.13$\pm$6.05;"[0.29728905 0.27860545 0.38966907 0.36457443 0.43686653 0.27158383
 0.29393088 0.23201856 0.36384174 0.28446697]";29.55$\pm$3.87;"[0.31462938 0.31432409 0.38368543 0.31908658 0.25979973 0.29771645
 0.29313714 0.24410795 0.26218097 0.2660276 ]";30.69$\pm$5.68;"[0.32433753 0.26095982 0.39247771 0.34558554 0.35651484 0.31487361
 0.24423006 0.22395897 0.36506289 0.24117719]";30.28$\pm$6.14;"[0.28574918 0.26413481 0.30418855 0.40536085 0.37196239 0.31163756
 0.17053364 0.26321895 0.34027354 0.31053853]";34.66$\pm$4.84;"[0.27659055 0.37794603 0.30516547 0.36286482 0.3452192  0.42105263
 0.35352302 0.39290512 0.26132617 0.36988643]";24.12$\pm$8.32;"[0.16222982 0.33129808 0.20136769 0.36121627 0.09897423 0.21492246
 0.30962266 0.25778483 0.15673464 0.31798754]";34.0$\pm$9.29;"[0.42355599 0.15575772 0.3740994  0.25735743 0.49328367 0.35126389
 0.40127    0.2591281  0.38319697 0.30070827]";32.42$\pm$10.73;"[0.31975821 0.14391257 0.37458786 0.4350348  0.12553425 0.26150934
 0.35511051 0.41799976 0.43418    0.37446575]";31.43$\pm$8.86;"[0.25631945 0.24966418 0.35950666 0.37947246 0.3196361  0.38429601
 0.25833435 0.14550006 0.48180486 0.30815728]";33.39$\pm$10.17;"[0.32104042 0.43961412 0.39027964 0.17419709 0.34796678 0.38405178
 0.33477836 0.16052021 0.50183173 0.28483331]";30.98$\pm$11.83;"[0.39840029 0.38857003 0.22347051 0.38044938 0.45115399 0.25656368
 0.121016   0.23543778 0.4784467  0.16461106]";33.72$\pm$11.02;"[0.43124924 0.45841983 0.39656857 0.46837221 0.23281231 0.38441812
 0.32036879 0.09280742 0.28385639 0.30302845]"
Hits@20;41.75$\pm$4.96;"[0.32220051 0.3963854  0.43534009 0.49731347 0.44132373 0.40017096
 0.40939065 0.39748443 0.49328367 0.38197582]";42.56$\pm$5.09;"[0.43338625 0.39443155 0.43185981 0.50549518 0.45268042 0.4439492
 0.32104042 0.37275614 0.4853462  0.41482476]";42.66$\pm$3.74;"[0.40194163 0.44614727 0.43094395 0.42001465 0.51227256 0.43167664
 0.42178532 0.3582855  0.44199536 0.40133105]";43.03$\pm$5.15;"[0.42856271 0.39693491 0.44541458 0.51990475 0.48272072 0.42752473
 0.4016974  0.32171205 0.46782269 0.41055074]";42.75$\pm$4.6;"[0.50946392 0.45420686 0.41055074 0.39443155 0.49737453 0.43137135
 0.41342044 0.3554158  0.42624252 0.38246428]";42.09$\pm$5.89;"[0.35907925 0.39363781 0.48565148 0.46825009 0.53187202 0.42618146
 0.39107339 0.33062645 0.44327757 0.378984  ]";40.68$\pm$2.12;"[0.42630358 0.40725363 0.43112712 0.43753816 0.40059836 0.41342044
 0.37006961 0.37684699 0.3919282  0.41244352]";41.78$\pm$3.65;"[0.43534009 0.42489926 0.46959336 0.41195506 0.44535352 0.38942484
 0.39485896 0.38124313 0.47099768 0.35449994]";43.32$\pm$4.92;"[0.4049945  0.40713152 0.3903407  0.50012212 0.45811454 0.43814874
 0.36426914 0.37745757 0.4902308  0.50134327]";47.53$\pm$5.64;"[0.4443766  0.49248993 0.52332397 0.51660764 0.39608011 0.55910368
 0.46855538 0.50079375 0.36371962 0.48766638]";36.06$\pm$13.38;"[0.28819148 0.43979729 0.26065454 0.54078642 0.15545244 0.27604103
 0.59085358 0.42422762 0.22963732 0.40041519]";46.05$\pm$11.1;"[0.53632922 0.22432531 0.51202833 0.35468311 0.56111857 0.56478202
 0.57210893 0.35077543 0.49804616 0.43033337]";45.0$\pm$12.14;"[0.51025766 0.24899255 0.55049457 0.53376481 0.21785322 0.37202345
 0.52570521 0.48101111 0.5885334  0.47166931]";41.07$\pm$9.99;"[0.34137257 0.3963854  0.49279521 0.458603   0.48839907 0.49078032
 0.28361216 0.2128465  0.54451093 0.39797289]";43.49$\pm$10.25;"[0.43961412 0.53120039 0.52265234 0.28489437 0.42105263 0.46849432
 0.48247649 0.23006472 0.57125412 0.39760655]";42.05$\pm$12.22;"[0.5024423  0.50677738 0.28123092 0.48113323 0.56930028 0.44419343
 0.22914886 0.4037123  0.55324215 0.23391134]";44.76$\pm$12.55;"[0.54786909 0.579619   0.52863598 0.5215533  0.30937843 0.48345341
 0.54432776 0.15984858 0.37873977 0.42288436]"
Hits@50;59.85$\pm$3.93;"[0.57033826 0.62901453 0.58560264 0.64531689 0.63145683 0.55122726
 0.58902186 0.5507388  0.66650385 0.56588106]";60.04$\pm$2.19;"[0.61283429 0.58328245 0.5983026  0.62687752 0.60697277 0.5531811
 0.61607034 0.5950055  0.62852607 0.58267188]";60.35$\pm$2.55;"[0.56343876 0.57436805 0.60538527 0.60947613 0.6559409  0.61588717
 0.59573819 0.62419099 0.61075833 0.5800464 ]";60.31$\pm$3.69;"[0.61460496 0.54982293 0.62761021 0.62767127 0.64635487 0.63450971
 0.60617902 0.55183783 0.6267554  0.54518256]";60.03$\pm$3.67;"[0.63518134 0.56356087 0.60538527 0.60605691 0.65661253 0.58340457
 0.6267554  0.53010136 0.62742704 0.56844548]";59.57$\pm$2.75;"[0.58719013 0.55098303 0.61967273 0.62016119 0.62529002 0.58126755
 0.61442179 0.55330321 0.62455733 0.57992429]";58.35$\pm$1.3;"[0.60282086 0.58425937 0.58151178 0.60471364 0.5836488  0.56142386
 0.58224447 0.58682379 0.56459885 0.58340457]";59.52$\pm$2.51;"[0.60257663 0.60996459 0.62620589 0.59470021 0.57980217 0.58999878
 0.59219685 0.54970082 0.63945537 0.56777384]";59.18$\pm$2.04;"[0.58877763 0.56746856 0.56014165 0.6198559  0.62394676 0.56991086
 0.60526316 0.59079253 0.59958481 0.59238002]";64.42$\pm$4.93;"[0.58816705 0.69727683 0.69544511 0.6799365  0.60111125 0.67761631
 0.6750519  0.63933325 0.54188546 0.64586641]";51.73$\pm$14.51;"[0.44590304 0.61729149 0.37190133 0.68958359 0.30192942 0.43265356
 0.71473928 0.66607644 0.35486628 0.57803151]";62.37$\pm$10.33;"[0.66564904 0.39375992 0.69788741 0.46660154 0.69971914 0.69367444
 0.71547197 0.60043961 0.63432654 0.6690072 ]";62.42$\pm$11.47;"[0.68561485 0.42978386 0.71675418 0.69233118 0.37941141 0.59952375
 0.70490902 0.6795091  0.70100134 0.65288802]";58.24$\pm$8.68;"[0.51703505 0.57400171 0.67438027 0.64024911 0.61674197 0.65123947
 0.44083527 0.45701551 0.70893882 0.54322872]";60.88$\pm$12.16;"[0.65844425 0.69697155 0.71229698 0.40627671 0.58346562 0.68659177
 0.70094029 0.36017829 0.69996337 0.58273293]";58.96$\pm$13.69;"[0.68476004 0.66766394 0.39095128 0.67267066 0.70380999 0.68048602
 0.35315667 0.62126023 0.71223593 0.40896324]";60.95$\pm$14.29;"[0.70332153 0.70454268 0.73812431 0.69245329 0.44590304 0.71138112
 0.69245329 0.27140066 0.54475516 0.59036512]"
Hits@100;72.33$\pm$1.96;"[0.70136769 0.72762242 0.73482721 0.74801563 0.73623153 0.70313836
 0.74252045 0.69098791 0.74148248 0.70698498]";70.88$\pm$1.34;"[0.71186958 0.68665283 0.72487483 0.72212724 0.71015997 0.68793503
 0.72487483 0.70802296 0.71449505 0.69691049]";71.41$\pm$1.94;"[0.68219563 0.6759067  0.71357919 0.7188912  0.74581756 0.71968494
 0.72072292 0.719746   0.72609598 0.71846379]";71.96$\pm$2.46;"[0.72982049 0.67676151 0.74423006 0.72548541 0.7457565  0.73549884
 0.73751374 0.68744657 0.72768348 0.68628648]";71.78$\pm$1.56;"[0.71510563 0.68695811 0.71657101 0.72688973 0.74300891 0.72804982
 0.72249359 0.70191721 0.73226279 0.70521431]";71.01$\pm$1.99;"[0.71351813 0.6616803  0.72371474 0.71339602 0.70582489 0.69996337
 0.73653682 0.72383685 0.72511906 0.69697155]";70.24$\pm$1.14;"[0.70454268 0.69746001 0.70362682 0.72920992 0.69556722 0.69446819
 0.70606912 0.7128465  0.68714129 0.69281964]";71.56$\pm$1.39;"[0.72676762 0.71217487 0.74239834 0.71345708 0.69532299 0.69422396
 0.72511906 0.7157162  0.72304311 0.70826719]";71.21$\pm$1.61;"[0.69984125 0.68073025 0.71034314 0.72078398 0.71107583 0.71522774
 0.72469166 0.70191721 0.74514593 0.71101478]";73.96$\pm$3.98;"[0.71058737 0.76541702 0.78092563 0.77024057 0.68610331 0.76926365
 0.76083771 0.74471852 0.65441446 0.75344975]";63.72$\pm$12.48;"[0.59402857 0.73348394 0.50616681 0.78397851 0.42868482 0.58187813
 0.78733667 0.75802906 0.50079375 0.69776529]";72.31$\pm$8.48;"[0.76547808 0.51935523 0.79313714 0.60856026 0.77549151 0.77616315
 0.78092563 0.72383685 0.72371474 0.76456222]";71.42$\pm$9.9;"[0.77469777 0.55714984 0.77365979 0.77903285 0.48974234 0.70417633
 0.77872756 0.77201123 0.76914153 0.74386372]";70.7$\pm$6.22;"[0.67132739 0.69794847 0.78055929 0.75900598 0.7266455  0.75882281
 0.61777995 0.58877763 0.77127854 0.69752106]";71.81$\pm$8.57;"[0.75228966 0.7640127  0.78507754 0.55122726 0.72267676 0.77500305
 0.78019294 0.55269264 0.77616315 0.72206619]";69.12$\pm$11.81;"[0.76767615 0.76767615 0.52772011 0.7668824  0.77597997 0.76785932
 0.47032605 0.75418244 0.77359873 0.54029796]";70.6$\pm$11.31;"[0.77072903 0.78129198 0.79973135 0.76785932 0.56643058 0.78202467
 0.77799487 0.43570644 0.66302357 0.71553303]"
ROCAUC;97.8$\pm$0.11;"[0.97609334 0.97816096 0.97744146 0.9780763  0.97838733 0.97930076
 0.97843257 0.97746957 0.97973748 0.97659629]";96.7$\pm$0.15;"[0.96472831 0.96710343 0.96760089 0.96613552 0.96752484 0.96927026
 0.96820309 0.96785786 0.9672332  0.96389351]";96.77$\pm$0.17;"[0.96477491 0.97081685 0.96761066 0.96749871 0.96744486 0.96792901
 0.96819965 0.9693921  0.96837165 0.96497762]";96.77$\pm$0.16;"[0.96502743 0.97055648 0.96716108 0.96559289 0.96677904 0.96847349
 0.9687886  0.96913334 0.96846185 0.96724151]";96.76$\pm$0.12;"[0.96520918 0.96908587 0.96779218 0.96617718 0.96673501 0.96884744
 0.96794774 0.96905034 0.96823139 0.96697047]";96.63$\pm$0.1;"[0.96485497 0.96836025 0.96651631 0.96611125 0.96537116 0.96531631
 0.96643454 0.96527544 0.96731233 0.96695182]";96.56$\pm$0.19;"[0.96381923 0.96566546 0.96552416 0.96531314 0.96700123 0.96976971
 0.96711141 0.96543386 0.964323   0.96229758]";96.79$\pm$0.16;"[0.96730128 0.96785219 0.96703212 0.96765841 0.96702436 0.97087782
 0.96766694 0.96981709 0.96918552 0.96498903]";96.67$\pm$0.21;"[0.96501595 0.96845775 0.96928229 0.96652941 0.96533971 0.9688773
 0.96531511 0.96824779 0.96760406 0.96206802]";96.42$\pm$0.54;"[0.96433483 0.96247701 0.96062532 0.96236287 0.97233009 0.96314644
 0.96318848 0.96057278 0.97611165 0.95723451]";97.09$\pm$0.43;"[0.97674663 0.96943329 0.97442863 0.9673835  0.96414294 0.97721342
 0.96975514 0.96688484 0.97435077 0.96834743]";97.0$\pm$0.32;"[0.96805443 0.97492664 0.96860495 0.97638736 0.96960073 0.9703904
 0.96935973 0.96682703 0.97042351 0.965617  ]";96.95$\pm$0.28;"[0.96704861 0.97402511 0.96754434 0.96721394 0.97313019 0.97210795
 0.97036998 0.96598858 0.97054088 0.96701978]";96.94$\pm$0.51;"[0.97349036 0.97132072 0.96407095 0.96261369 0.97488588 0.96409879
 0.9765423  0.97484217 0.96522376 0.96666163]";96.63$\pm$0.48;"[0.96020313 0.9617921  0.9635182  0.97508499 0.96888266 0.96408753
 0.96480442 0.97470137 0.96521572 0.96497816]";96.8$\pm$0.48;"[0.96470304 0.96396234 0.97590828 0.9639255  0.96461062 0.9665813
 0.97547184 0.9640789  0.96678671 0.97433982]";96.93$\pm$0.35;"[0.96478222 0.96703316 0.96814877 0.96509738 0.97474327 0.96832869
 0.96739373 0.96973176 0.97572125 0.97170511]"
AP;98.08$\pm$0.09;"[0.97906883 0.98084265 0.98068021 0.98102931 0.98111717 0.98132712
 0.98105433 0.98038365 0.98257323 0.9798243 ]";97.41$\pm$0.09;"[0.97284733 0.97378613 0.97457019 0.97404356 0.97485672 0.97498636
 0.974438   0.97448053 0.97473338 0.97192058]";97.46$\pm$0.11;"[0.97245648 0.97560936 0.97445507 0.97485053 0.97528877 0.97488046
 0.97468518 0.97559607 0.97567019 0.97253065]";97.46$\pm$0.08;"[0.97318334 0.97551699 0.97466607 0.97393478 0.97459006 0.97516789
 0.97528133 0.97463577 0.97557828 0.97375961]";97.46$\pm$0.07;"[0.9733406  0.97472077 0.97453445 0.97400282 0.97455609 0.97553532
 0.97474114 0.97516891 0.97537662 0.97360025]";97.35$\pm$0.06;"[0.97262998 0.97433553 0.97394478 0.97375849 0.97343652 0.97286405
 0.97363892 0.97273751 0.97470177 0.97339293]";97.31$\pm$0.12;"[0.97230548 0.972845   0.97321312 0.97319566 0.97414226 0.97524226
 0.97388592 0.97305225 0.97212322 0.97068932]";97.48$\pm$0.1;"[0.9746567  0.97432728 0.97483017 0.97481667 0.97446135 0.97622654
 0.97448753 0.9755294  0.97602577 0.97230244]";97.4$\pm$0.13;"[0.97303666 0.97419663 0.97560308 0.97442184 0.97360061 0.97530163
 0.97272221 0.97482763 0.97508504 0.97101662]";97.31$\pm$0.27;"[0.97257947 0.9726073  0.97155535 0.97242665 0.97733679 0.97313532
 0.97242301 0.97095772 0.97889923 0.96932921]";97.44$\pm$0.41;"[0.97735385 0.97605129 0.9746473  0.97557181 0.96255004 0.9773141
 0.97678132 0.97481426 0.97342903 0.97513437]";97.62$\pm$0.15;"[0.97604568 0.97416732 0.97665622 0.97799055 0.97739045 0.977678
 0.97679404 0.97408479 0.97685078 0.97393192]";97.55$\pm$0.15;"[0.9754424  0.97486774 0.97597178 0.97573825 0.97241122 0.97697556
 0.97722336 0.97465664 0.97780655 0.97437823]";97.54$\pm$0.21;"[0.97717048 0.97621616 0.97381927 0.9722764  0.97941437 0.97355075
 0.97740855 0.97542084 0.9746625  0.97377511]";97.38$\pm$0.14;"[0.97107131 0.97227322 0.97367991 0.97572751 0.97579006 0.97380221
 0.97376945 0.97478331 0.97456086 0.97295051]";97.43$\pm$0.1;"[0.97412383 0.97320265 0.97617257 0.97340364 0.97409821 0.974944
 0.97391468 0.97304353 0.97587639 0.97467152]";97.5$\pm$0.3;"[0.97413361 0.9757444  0.97648103 0.97406019 0.9760962  0.9763727
 0.97542538 0.96677082 0.9785589  0.97684637]"
pretrain_time;nan$\pm$nan;[];315.08$\pm$45.69;"[336.92340899 336.4190712  335.93553209 336.48182893 336.72677684
 218.68154836 341.20190215 229.0646944  339.6737659  339.69881535]";310.2$\pm$58.85;"[339.48993516 186.9336493  339.98171902 339.71491981 339.68112898
 339.40155816 339.5075314  198.28773427 339.5207839  339.43753481]";297.26$\pm$64.37;"[339.47798538 192.6661582  339.84047365 339.27250004 339.25262141
 339.09168983 339.3254199  198.26271248 339.18995309 206.18690705]";300.72$\pm$59.61;"[339.58345246 210.7344408  340.29640818 339.68761683 339.747684
 339.41135573 339.40069437 208.7999723  340.05196857 209.49195886]";321.55$\pm$42.04;"[342.4744277  240.88888788 342.49777341 342.56775522 342.37308526
 342.46806622 342.51255345 342.69378901 342.82634091 234.16355228]";331.44$\pm$45.18;"[348.32667494 348.27753878 344.77777147 348.37609076 348.25054693
 196.45330858 334.74641562 348.28983259 348.35500097 348.49704218]";316.01$\pm$57.96;"[345.56171799 344.91093612 344.73842883 345.05002093 344.85911465
 204.72146273 344.93841553 195.59501576 344.99551582 344.76604509]";289.24$\pm$67.36;"[319.11965108 199.97196245 200.12192845 348.49506831 348.35355568
 206.71280622 348.35903525 224.22976136 348.39593053 348.64613414]";92.6$\pm$28.37;"[ 56.30417299 110.90134406 111.01893187 111.13608766  45.45462179
 111.18391156 111.12306309 111.02226591  46.60527873 111.25179601]";66.75$\pm$29.26;"[ 46.69791126  47.2119441   47.6339438  111.34904242  47.90000868
  48.19531345 111.36742997 111.59454536  47.7417295   47.80557394]";84.38$\pm$30.6;"[111.22389054  46.73661494 111.58483434  46.28126335  98.60918832
 111.18037891 111.25600243  47.13732123  48.56370068 111.24193287]";91.2$\pm$29.12;"[111.14834428  47.43406677 109.04040742 105.52385449  47.46519399
  45.53009582 111.5818336  111.60148191 111.25313449 111.45568514]";73.55$\pm$31.52;"[ 48.3651638   50.34188771 114.47515607 114.32784677  45.55120516
 114.53336859  48.06907821  47.60777783 104.63729215  47.58109164]";90.84$\pm$33.17;"[120.32333159 104.06677079 120.14582205  50.90025711  48.91174126
 120.65999603 120.3084693   51.96449018 120.3246367   50.77115679]";96.51$\pm$30.72;"[117.34232569 117.21700644  50.0322752  112.98866224 117.27280426
 117.085922    49.82764649 117.31112909 116.9781754   49.0222249 ]";94.97$\pm$30.35;"[120.02072239 114.83668709 120.14092374 116.15010786  52.11688948
 120.51861739 120.26935458  51.20620227  51.04736829  83.42071295]"
