metrics;baseline_mean;baseline;bgrl_random_mean;bgrl_random;bgrl_sbm2_mean;bgrl_sbm2;lbgrl_random_mean;lbgrl_random;lbgrl_sbm2_mean;lbgrl_sbm2
Hits@10;16.25$\pm$3.68;[0.17314488 0.1130742  0.20141343];11.78$\pm$3.18;[0.09893993 0.09187279 0.16254417];16.14$\pm$1.33;[0.15194346 0.15194346 0.18021201];12.01$\pm$1.5;[0.13074205 0.09893993 0.13074205];12.01$\pm$5.03;[0.07773852 0.19081272 0.09187279]
Hits@20;22.73$\pm$2.42;[0.20848057 0.21201413 0.2614841 ];16.37$\pm$3.42;[0.14134276 0.13780919 0.21201413];25.44$\pm$1.15;[0.26855124 0.24028269 0.25441696];16.25$\pm$2.02;[0.19081272 0.14487633 0.15194346];15.55$\pm$4.36;[0.10600707 0.21201413 0.14840989]
Hits@50;34.75$\pm$2.05;[0.32508834 0.34275618 0.3745583 ];29.33$\pm$2.08;[0.30035336 0.26501767 0.31448763];36.63$\pm$1.69;[0.38162544 0.34275618 0.3745583 ];24.38$\pm$2.5;[0.2614841  0.2614841  0.20848057];28.86$\pm$2.03;[0.26501767 0.31448763 0.28621908]
Hits@100;53.71$\pm$2.84;[0.50883392 0.52650177 0.57597173];44.41$\pm$0.6;[0.44169611 0.43816254 0.45229682];55.01$\pm$0.6;[0.54770318 0.55830389 0.54416961];40.28$\pm$2.78;[0.41696113 0.42756184 0.3639576 ];45.23$\pm$3.82;[0.41696113 0.50530035 0.43462898]
ROCAUC;62.96$\pm$1.29;[0.62031615 0.6205846  0.64791669];55.98$\pm$0.6;[0.5668319  0.55214824 0.56056387];63.81$\pm$0.92;[0.6273271  0.64982707 0.63726604];55.21$\pm$2.23;[0.57372423 0.56121315 0.52149484];56.53$\pm$3.81;[0.53798899 0.61919864 0.53877561]
AP;65.78$\pm$2.24;[0.64191539 0.64205214 0.68940137];59.91$\pm$1.44;[0.59455215 0.58427181 0.61856031];67.26$\pm$0.03;[0.6722851  0.6728996  0.67252499];58.55$\pm$1.13;[0.59663101 0.58981329 0.56992889];59.77$\pm$4.14;[0.56304478 0.65587137 0.57429769]
pretrain_time;nan$\pm$nan;[];0.14$\pm$0.0;[0.13514423 0.13538837 0.13653469];3.46$\pm$0.11;[3.43373656 3.60322452 3.33877373];0.15$\pm$0.0;[0.14981532 0.15346742 0.14884067];3.43$\pm$0.13;[3.29158521 3.6040473  3.3819747 ]
