metrics;grace_rjc_mean;grace_rjc;grace_raa_mean;grace_raa;grace_rra_mean;grace_rra;grace_raa+scom_mean;grace_raa+scom;grace_raa+deg_mean;grace_raa+deg;grace_sbm+raa_mean;grace_sbm+raa;bgrl_rjc_mean;bgrl_rjc;bgrl_raa_mean;bgrl_raa;bgrl_rra_mean;bgrl_rra;bgrl_raa+scom_mean;bgrl_raa+scom;bgrl_raa+deg_mean;bgrl_raa+deg;bgrl_sbm+raa_mean;bgrl_sbm+raa
Hits@10;20.32$\pm$1.53;"[0.18021201 0.18021201 0.2155477  0.204947   0.22614841 0.204947
 0.19081272 0.19787986 0.22261484 0.20848057]";21.02$\pm$1.48;"[0.18727915 0.21201413 0.20848057 0.20141343 0.22614841 0.21201413
 0.22261484 0.21908127 0.22968198 0.18374558]";20.57$\pm$2.03;"[0.18727915 0.20848057 0.23674912 0.18727915 0.22261484 0.21201413
 0.21908127 0.204947   0.2155477  0.16254417]";21.24$\pm$2.56;"[0.16961131 0.2155477  0.22261484 0.20848057 0.23674912 0.19081272
 0.204947   0.22261484 0.26501767 0.18727915]";20.32$\pm$4.42;"[0.13074205 0.17314488 0.26855124 0.18374558 0.19434629 0.19787986
 0.204947   0.29328622 0.204947   0.18021201]";52.08$\pm$4.82;"[0.51943463 0.51943463 0.49116608 0.4664311  0.48763251 0.59010601
 0.50883392 0.51590106 0.62897527 0.48056537]";14.63$\pm$2.09;"[0.16961131 0.11660777 0.16254417 0.14134276 0.16607774 0.12014134
 0.16607774 0.16254417 0.14134276 0.11660777]";14.63$\pm$1.94;"[0.16607774 0.14840989 0.15547703 0.14840989 0.16254417 0.12367491
 0.15547703 0.14487633 0.1590106  0.09893993]";14.17$\pm$1.54;"[0.15547703 0.13074205 0.15547703 0.15194346 0.15194346 0.1130742
 0.12014134 0.1590106  0.14487633 0.13427562]";13.89$\pm$1.67;"[0.12367491 0.13427562 0.15194346 0.15194346 0.14487633 0.12367491
 0.14840989 0.14840989 0.1590106  0.1024735 ]";18.02$\pm$3.15;"[0.14840989 0.1130742  0.21201413 0.17314488 0.19081272 0.19434629
 0.1590106  0.20141343 0.22614841 0.18374558]";27.88$\pm$3.74;"[0.33922261 0.24734982 0.30742049 0.30035336 0.30742049 0.20848057
 0.30742049 0.25795053 0.25441696 0.25795053]"
Hits@20;24.31$\pm$2.55;"[0.20848057 0.22261484 0.26501767 0.22614841 0.25088339 0.21908127
 0.22968198 0.2614841  0.29681979 0.25088339]";25.37$\pm$2.61;"[0.23321555 0.23321555 0.23674912 0.22614841 0.27208481 0.30035336
 0.28268551 0.26501767 0.26855124 0.21908127]";25.76$\pm$2.93;"[0.2155477  0.23674912 0.28621908 0.22968198 0.25441696 0.28975265
 0.30035336 0.24028269 0.28975265 0.23321555]";25.76$\pm$2.66;"[0.2155477  0.24734982 0.28268551 0.26501767 0.26855124 0.22968198
 0.25441696 0.27561837 0.30742049 0.22968198]";26.89$\pm$4.28;"[0.22614841 0.25088339 0.32508834 0.26501767 0.23674912 0.27208481
 0.24028269 0.37102473 0.25441696 0.24734982]";63.29$\pm$5.1;"[0.60777385 0.63957597 0.55477032 0.59010601 0.66431095 0.64664311
 0.64664311 0.56537102 0.68904594 0.72438163]";16.57$\pm$2.37;"[0.19787986 0.13427562 0.17667845 0.16607774 0.18727915 0.13780919
 0.17667845 0.17667845 0.18021201 0.12367491]";17.49$\pm$0.95;"[0.18021201 0.17667845 0.16607774 0.16607774 0.17667845 0.16254417
 0.18374558 0.18374558 0.19081272 0.16254417]";17.24$\pm$1.46;"[0.17667845 0.1590106  0.16607774 0.17667845 0.20141343 0.15547703
 0.1590106  0.17314488 0.19434629 0.16254417]";17.53$\pm$1.93;"[0.18374558 0.16961131 0.19434629 0.20141343 0.18021201 0.14134276
 0.16961131 0.18374558 0.18727915 0.14134276]";23.04$\pm$3.21;"[0.21201413 0.16254417 0.24381625 0.27208481 0.22614841 0.24381625
 0.20141343 0.22614841 0.23674912 0.27915194]";31.87$\pm$4.3;"[0.37809187 0.27915194 0.34982332 0.3639576  0.34275618 0.24028269
 0.35689046 0.29328622 0.28621908 0.29681979]"
Hits@50;33.18$\pm$2.71;"[0.3180212  0.3180212  0.33922261 0.32508834 0.33215548 0.30742049
 0.30742049 0.32508834 0.40636042 0.33922261]";34.17$\pm$2.92;"[0.28975265 0.31448763 0.33215548 0.33215548 0.35335689 0.38515901
 0.37102473 0.33568905 0.38162544 0.32155477]";35.12$\pm$4.68;"[0.2614841  0.31448763 0.38515901 0.30742049 0.33568905 0.3639576
 0.36749117 0.34628975 0.39929329 0.43109541]";36.93$\pm$2.17;"[0.36749117 0.32155477 0.37809187 0.39222615 0.38162544 0.34982332
 0.35689046 0.39575972 0.38869258 0.36042403]";38.69$\pm$4.89;"[0.32155477 0.36042403 0.42402827 0.40636042 0.33215548 0.3745583
 0.33922261 0.47349823 0.45229682 0.38515901]";73.99$\pm$3.01;"[0.72084806 0.72791519 0.67491166 0.75265018 0.75971731 0.74204947
 0.75265018 0.71378092 0.7844523  0.77031802]";23.71$\pm$3.5;"[0.30388693 0.24028269 0.23321555 0.26855124 0.25088339 0.18021201
 0.22968198 0.22614841 0.25441696 0.18374558]";24.35$\pm$1.04;"[0.24734982 0.21908127 0.23321555 0.23674912 0.25088339 0.25441696
 0.24381625 0.24734982 0.25441696 0.24734982]";25.02$\pm$1.76;"[0.25088339 0.21908127 0.22614841 0.25795053 0.26501767 0.23674912
 0.25795053 0.24381625 0.26855124 0.27561837]";26.33$\pm$2.5;"[0.24028269 0.2614841  0.27915194 0.25795053 0.27915194 0.28621908
 0.30035336 0.24028269 0.27561837 0.21201413]";33.92$\pm$4.61;"[0.33568905 0.25441696 0.34628975 0.3745583  0.36749117 0.33922261
 0.27208481 0.31095406 0.38515901 0.40636042]";42.51$\pm$4.53;"[0.48763251 0.3639576  0.45583039 0.46996466 0.44876325 0.35689046
 0.41342756 0.40636042 0.37809187 0.46996466]"
Hits@100;47.17$\pm$2.72;"[0.46289753 0.42756184 0.44876325 0.4664311  0.50883392 0.48409894
 0.43462898 0.48056537 0.50176678 0.50176678]";48.3$\pm$3.56;"[0.40636042 0.44876325 0.50176678 0.44169611 0.51236749 0.50530035
 0.5229682  0.49469965 0.50176678 0.49469965]";48.52$\pm$3.73;"[0.40636042 0.44169611 0.51590106 0.45936396 0.4770318  0.49116608
 0.50530035 0.50176678 0.52650177 0.52650177]";50.71$\pm$2.79;"[0.49823322 0.4770318  0.5335689  0.54063604 0.50883392 0.44876325
 0.5335689  0.50176678 0.5335689  0.49469965]";54.03$\pm$4.29;"[0.48763251 0.50176678 0.53710247 0.59010601 0.48763251 0.54416961
 0.50176678 0.61130742 0.58657244 0.55477032]";82.65$\pm$2.36;"[0.83745583 0.79858657 0.77738516 0.83038869 0.83392226 0.81978799
 0.83038869 0.81978799 0.85512367 0.86219081]";35.44$\pm$2.49;"[0.38162544 0.36042403 0.33215548 0.39929329 0.33568905 0.30742049
 0.35689046 0.37102473 0.35335689 0.34628975]";36.11$\pm$2.34;"[0.34982332 0.31095406 0.36749117 0.38869258 0.3745583  0.35335689
 0.36042403 0.38515901 0.33568905 0.38515901]";36.93$\pm$3.06;"[0.3639576  0.31095406 0.34275618 0.38515901 0.3745583  0.43109541
 0.34275618 0.38515901 0.37809187 0.37809187]";38.16$\pm$2.97;"[0.32508834 0.3745583  0.40282686 0.41342756 0.37809187 0.39575972
 0.39929329 0.34982332 0.42402827 0.35335689]";48.9$\pm$5.57;"[0.49116608 0.40636042 0.50883392 0.47349823 0.52650177 0.52650177
 0.37809187 0.47349823 0.54770318 0.55830389]";54.7$\pm$4.8;"[0.5795053  0.46996466 0.50883392 0.60777385 0.61130742 0.49116608
 0.53710247 0.5229682  0.54063604 0.60070671]"
ROCAUC;58.97$\pm$2.18;"[0.57286269 0.55302226 0.57424865 0.59844673 0.60553884 0.58332605
 0.57211352 0.59332742 0.62898775 0.61512193]";60.0$\pm$2.28;"[0.5597273  0.56780582 0.60103135 0.574386   0.61852439 0.61652661
 0.621571   0.60040705 0.61829964 0.62203923]";59.66$\pm$2.38;"[0.54829003 0.56488407 0.61235625 0.5799548  0.59456355 0.6137547
 0.60915981 0.60719949 0.60441509 0.63099177]";61.4$\pm$1.97;"[0.59688596 0.58325113 0.62532932 0.63103547 0.6044026  0.58242705
 0.64087453 0.62163343 0.62972443 0.62479866]";63.33$\pm$3.45;"[0.59638028 0.59287792 0.64754211 0.65220567 0.59804717 0.62393088
 0.60004495 0.69871018 0.66596536 0.65680056]";84.37$\pm$1.61;"[0.84850604 0.82470751 0.81117257 0.84374883 0.85452434 0.84920526
 0.84779433 0.83161233 0.85473661 0.87050032]";48.43$\pm$2.13;"[0.50505063 0.47803069 0.48176404 0.52969821 0.45740364 0.45103572
 0.48614666 0.48858145 0.49086641 0.47425364]";49.36$\pm$1.44;"[0.4882693  0.45729126 0.49538638 0.49829565 0.48432369 0.49243966
 0.50185419 0.50844685 0.49855785 0.51071308]";49.5$\pm$1.92;"[0.47527126 0.45017418 0.48507286 0.51848568 0.4983331  0.51021988
 0.49755897 0.51121877 0.50643659 0.49677858]";50.63$\pm$1.69;"[0.47715666 0.48354955 0.53448039 0.52492852 0.50508809 0.51093159
 0.51115634 0.49483699 0.51842325 0.50284683]";60.57$\pm$5.85;"[0.61269338 0.49472462 0.63794029 0.60326637 0.6507011  0.64099939
 0.49459976 0.61028356 0.65003933 0.66223202]";63.41$\pm$3.18;"[0.66825656 0.57162657 0.62069697 0.67236449 0.66452322 0.59100501
 0.63267115 0.6301989  0.63091061 0.65837381]"
AP;64.7$\pm$1.71;"[0.62684487 0.63015599 0.64546941 0.64370554 0.6641737  0.64335782
 0.6296911  0.65969291 0.68488568 0.64230267]";65.59$\pm$2.02;"[0.62050831 0.63976969 0.65897273 0.63270464 0.67305396 0.67509659
 0.67749393 0.66561191 0.67818824 0.63802001]";65.47$\pm$2.04;"[0.60896729 0.63862204 0.67737505 0.63476839 0.65709767 0.66919551
 0.67090289 0.66630399 0.67168629 0.65229777]";66.5$\pm$1.67;"[0.6465094  0.64955041 0.6817204  0.67438198 0.67151422 0.64370863
 0.6699882  0.68355673 0.68666475 0.64242204]";67.5$\pm$3.4;"[0.62321341 0.65372628 0.70436442 0.68384076 0.64225807 0.66831554
 0.6539732  0.74590708 0.7042959  0.67029866]";86.85$\pm$1.07;"[0.8632037  0.86181025 0.84907088 0.86485021 0.86536223 0.86732585
 0.87738919 0.86577593 0.88901445 0.8811475 ]";56.53$\pm$1.77;"[0.58091867 0.55540273 0.56971465 0.58629373 0.56301258 0.53968124
 0.57557595 0.57943359 0.57380374 0.52948567]";57.21$\pm$1.21;"[0.56398204 0.54871625 0.57239138 0.57430488 0.57265734 0.57537165
 0.58174719 0.59291746 0.58109756 0.55732613]";57.21$\pm$1.43;"[0.55709058 0.543714   0.56673041 0.58439829 0.58094603 0.57906269
 0.57097581 0.59283598 0.58464293 0.56093014]";57.87$\pm$2.02;"[0.54910585 0.56891591 0.60535306 0.58645593 0.58589146 0.58113192
 0.59278659 0.58007476 0.59915147 0.5380693 ]";64.91$\pm$3.73;"[0.6373583  0.57477862 0.67631662 0.65782126 0.67044433 0.67104231
 0.58296794 0.65976504 0.68625455 0.6747269 ]";70.0$\pm$2.3;"[0.72274117 0.65988317 0.71082627 0.72978387 0.71785593 0.65979501
 0.71091486 0.69923395 0.69124728 0.69740128]"
pretrain_time;14.64$\pm$6.33;"[10.72966194  9.21085405 26.4771359  10.39340806 12.83427644 17.25491142
  9.78855824 26.63437915 10.67246938 12.43009043]";17.3$\pm$5.93;"[11.27929354  9.2515986  19.978544   26.6277504  19.39462996 11.64115834
 11.86725593 18.68895149 26.710109   17.52701545]";16.17$\pm$7.24;"[26.69954658 17.86625361 10.05195427 26.71109724 10.50474381 10.95268798
 12.11780405 26.68514681  9.78907919 10.32257819]";19.0$\pm$7.71;"[14.35795927 18.04359365 16.9677422  12.92523003 34.25106907 24.34460402
 12.02681255 12.20556641 31.15144706 13.76692629]";12.32$\pm$2.12;"[11.10765052 10.91337657 13.71242833 12.3123436  11.79994059 11.68828082
 18.15709734 10.77335286 10.78376484 11.93824053]";206.57$\pm$66.69;"[240.94312334 147.12910056 147.70761085 233.46040535 198.69557238
 332.81304717 170.93111277 307.22081304 133.68365431 153.06814194]";12.06$\pm$3.28;"[13.89429474  9.76833153  9.8033185   9.88419843 10.42445421 10.49325943
  9.63828254 20.50683641 11.61099911 14.60658932]";11.4$\pm$2.21;"[11.26223779  9.78429008  9.15037322 11.2571671  13.65248132 12.34144139
  9.43969607  9.08401346 11.55220723 16.4774611 ]";11.4$\pm$2.12;"[13.46530867  9.77035809  9.16437984 11.53342128 10.05233574 13.01812124
 10.40008402  9.06521487 11.43066788 16.10034394]";14.48$\pm$4.37;"[16.97854805 12.54997039 12.65906882 12.0630002  12.762959   13.04994655
 12.23626828 11.66893744 13.92494464 26.86124492]";13.74$\pm$6.03;"[31.67963648 11.34011436 12.01365972 11.81677413 11.82520318 11.41063952
 11.30608845 11.21111727 10.89190626 13.88682127]";196.21$\pm$52.58;"[147.14524031 158.80040693 134.16028523 190.06388688 190.61156845
 189.67640257 143.79699898 243.28460002 289.28928113 275.26774287]"
