metrics;baseline_mean;baseline;bgrl_random_mean;bgrl_random;bgrl_sbm2_mean;bgrl_sbm2;lbgrl_random_mean;lbgrl_random;lbgrl_sbm2_mean;lbgrl_sbm2
Hits@10;22.58$\pm$1.11;[0.24127466 0.22078907 0.215478  ];13.45$\pm$0.94;[0.13960546 0.14264036 0.12139605];5.46$\pm$0.71;[0.04628225 0.0538695  0.06373293];13.83$\pm$2.26;[0.16691958 0.13657056 0.11153263];4.83$\pm$0.72;[0.04400607 0.05842185 0.04248862]
Hits@20;27.77$\pm$0.6;[0.28300455 0.2693475  0.28072838];16.84$\pm$0.51;[0.17526555 0.16691958 0.16312595];9.26$\pm$1.06;[0.08877086 0.08194234 0.10698027];16.89$\pm$1.37;[0.18740516 0.1646434  0.15477997];7.11$\pm$0.83;[0.06676783 0.08270106 0.06373293]
Hits@50;32.78$\pm$1.0;[0.33156297 0.31411229 0.33763278];23.34$\pm$0.25;[0.23520486 0.23520486 0.22989378];16.41$\pm$2.08;[0.14871017 0.15022762 0.19347496];22.66$\pm$0.22;[0.22913505 0.22685888 0.22382398];12.29$\pm$0.59;[0.11836115 0.11911988 0.13125948]
Hits@100;37.0$\pm$0.69;[0.37101669 0.36115326 0.37784522];28.38$\pm$1.02;[0.27693475 0.29817906 0.27617602];25.54$\pm$1.54;[0.24203338 0.24734446 0.27693475];27.14$\pm$0.79;[0.26024279 0.27693475 0.27693475];18.34$\pm$0.28;[0.18664643 0.17981791 0.18361153]
ROCAUC;68.0$\pm$1.73;[0.6656842  0.67013869 0.70430839];62.32$\pm$1.39;[0.62103454 0.64122999 0.60735474];65.77$\pm$0.82;[0.64618588 0.66226332 0.66453172];62.04$\pm$0.68;[0.61594394 0.62996798 0.61533834];59.83$\pm$0.52;[0.6014821  0.60248175 0.59102142]
AP;74.12$\pm$0.89;[0.73505582 0.73463136 0.75377102];68.49$\pm$0.95;[0.6842647  0.69688187 0.6736171 ];67.79$\pm$0.76;[0.66925222 0.67682072 0.6877428 ];67.85$\pm$0.51;[0.67465825 0.68567138 0.67522627];62.09$\pm$0.18;[0.61978071 0.62352321 0.6195311 ]
pretrain_time;nan$\pm$nan;[];0.08$\pm$0.0;[0.08451605 0.08439851 0.08438826];10.48$\pm$0.41;[ 9.9018712  10.67098618 10.85603786];0.11$\pm$0.01;[0.09304547 0.11610389 0.11615157];10.61$\pm$0.33;[10.14770079 10.87396312 10.81027722]
