metrics;baseline_mean;baseline;bgrl_random_mean;bgrl_random;bgrl_sbm2_mean;bgrl_sbm2;lbgrl_random_mean;lbgrl_random;lbgrl_sbm2_mean;lbgrl_sbm2
Hits@10;86.82$\pm$2.26;[0.89924433 0.84634761 0.85894207];84.72$\pm$3.0;[0.85894207 0.80604534 0.87657431];73.13$\pm$2.61;[0.71284635 0.71284635 0.76826196];77.75$\pm$4.08;[0.81360202 0.72040302 0.79848866];63.06$\pm$4.91;[0.58186398 0.61209068 0.697733  ]
Hits@20;92.28$\pm$0.52;[0.92191436 0.91687657 0.92947103];91.6$\pm$1.46;[0.91939547 0.89672544 0.93198992];81.7$\pm$4.62;[0.80352645 0.76826196 0.8790932 ];88.16$\pm$1.44;[0.86397985 0.88161209 0.89924433];72.12$\pm$5.77;[0.63979849 0.76574307 0.7581864 ]
Hits@50;95.8$\pm$1.04;[0.9697733  0.95969773 0.94458438];95.05$\pm$0.47;[0.94710327 0.95717884 0.94710327];91.44$\pm$1.35;[0.89672544 0.91687657 0.92947103];94.71$\pm$0.21;[0.94962217 0.94710327 0.94458438];86.15$\pm$1.68;[0.84382872 0.88413098 0.85642317]
Hits@100;96.73$\pm$1.23;[0.98236776 0.96725441 0.95214106];96.64$\pm$0.86;[0.97481108 0.9697733  0.95465995];95.3$\pm$0.24;[0.95465995 0.94962217 0.95465995];96.81$\pm$0.52;[0.97481108 0.96725441 0.96221662];92.11$\pm$0.63;[0.91435768 0.92947103 0.91939547]
ROCAUC;96.75$\pm$0.82;[0.9768668  0.96879303 0.95689967];96.74$\pm$0.39;[0.97193688 0.96775565 0.9623689 ];94.99$\pm$0.27;[0.95235044 0.94617059 0.95129085];96.68$\pm$0.13;[0.96862489 0.9654842  0.9664042 ];92.67$\pm$0.67;[0.91869754 0.93506716 0.92647628]
AP;97.22$\pm$0.68;[0.97936596 0.97420775 0.96298007];97.26$\pm$0.3;[0.97477191 0.97465921 0.96835296];95.78$\pm$0.1;[0.95841778 0.95638541 0.95871904];97.13$\pm$0.14;[0.97250393 0.96933034 0.97196295];93.12$\pm$1.09;[0.91595884 0.94131634 0.93619595]
pretrain_time;nan$\pm$nan;[];0.14$\pm$0.01;[0.14981174 0.13489318 0.13413477];0.86$\pm$0.1;[0.79198623 1.00486112 0.77762771];0.15$\pm$0.0;[0.15244484 0.15094328 0.15027404];0.82$\pm$0.01;[0.80548954 0.82989311 0.83717108]
