metrics;baseline_mean;baseline;bgrl_random_mean;bgrl_random;bgrl_sbm2_mean;bgrl_sbm2;lbgrl_random_mean;lbgrl_random;lbgrl_sbm2_mean;lbgrl_sbm2
Hits@10;6.29$\pm$1.43;"[0.08366534 0.07171315 0.05976096 0.06374502 0.05179283 0.0438247
 0.05577689 0.09163347 0.05577689 0.05179283]";17.29$\pm$3.32;"[0.13545817 0.16334661 0.19123506 0.15936255 0.20717131 0.25099602
 0.17131474 0.14741036 0.14342629 0.15936255]";11.2$\pm$3.24;"[0.11155378 0.05976096 0.12350598 0.09960159 0.13545817 0.11155378
 0.06374502 0.1752988  0.10358566 0.13545817]";38.29$\pm$6.17;"[0.39043825 0.41035857 0.48207171 0.30677291 0.40239044 0.43426295
 0.31474104 0.43027888 0.38247012 0.2749004 ]";12.63$\pm$11.92;"[0.07569721 0.27888446 0.21115538 0.0876494  0.02788845 0.03585657
 0.09561753 0.39043825 0.0438247  0.01593625]"
Hits@20;10.08$\pm$1.72;"[0.11952191 0.11952191 0.07968127 0.11553785 0.0876494  0.09163347
 0.09960159 0.12749004 0.0876494  0.07968127]";29.32$\pm$3.77;"[0.2749004  0.25498008 0.33864542 0.24701195 0.34262948 0.34262948
 0.32669323 0.28286853 0.26294821 0.25896414]";18.76$\pm$4.29;"[0.17928287 0.12749004 0.19521912 0.1314741  0.2310757  0.16733068
 0.14342629 0.21115538 0.25099602 0.23904382]";49.0$\pm$3.66;"[0.42231076 0.5059761  0.53386454 0.5059761  0.49800797 0.52988048
 0.42629482 0.47410359 0.4940239  0.50996016]";15.1$\pm$13.69;"[0.08366534 0.33466135 0.22310757 0.11155378 0.04780876 0.03984064
 0.10756972 0.46215139 0.05976096 0.03984064]"
Hits@50;16.22$\pm$2.22;"[0.15139442 0.19123506 0.1314741  0.18326693 0.12749004 0.19123506
 0.16334661 0.17928287 0.15139442 0.15139442]";47.05$\pm$2.43;"[0.47011952 0.41434263 0.48207171 0.44621514 0.47808765 0.5059761
 0.45816733 0.47808765 0.48605578 0.48605578]";31.91$\pm$4.49;"[0.36653386 0.27091633 0.27888446 0.2749004  0.39442231 0.38247012
 0.31474104 0.2749004  0.33067729 0.30278884]";64.1$\pm$2.59;"[0.62549801 0.70119522 0.62948207 0.65737052 0.61354582 0.66533865
 0.61752988 0.61752988 0.64143426 0.64143426]";23.19$\pm$18.25;"[0.12350598 0.52589641 0.34262948 0.17131474 0.07968127 0.05976096
 0.25099602 0.58565737 0.0876494  0.09163347]"
Hits@100;23.07$\pm$2.04;"[0.21513944 0.27091633 0.21513944 0.24701195 0.20717131 0.25896414
 0.2310757  0.22310757 0.21115538 0.22709163]";62.03$\pm$3.77;"[0.55378486 0.58964143 0.65737052 0.63346614 0.62549801 0.69721116
 0.5936255  0.62948207 0.62549801 0.59760956]";46.41$\pm$6.23;"[0.5059761  0.35856574 0.41832669 0.42629482 0.53386454 0.56175299
 0.48605578 0.41832669 0.51792829 0.41434263]";76.18$\pm$3.54;"[0.70517928 0.82868526 0.76494024 0.80876494 0.73705179 0.78884462
 0.75697211 0.73306773 0.74501992 0.74900398]";32.11$\pm$21.9;"[0.15936255 0.67729084 0.47011952 0.26693227 0.11553785 0.13944223
 0.37450199 0.72111554 0.14741036 0.13944223]"
ROCAUC;27.28$\pm$1.64;"[0.26552753 0.29213822 0.23591689 0.27593213 0.26439263 0.28397962
 0.29640799 0.27727338 0.26183711 0.27502789]";63.41$\pm$2.05;"[0.61481564 0.6044031  0.65725941 0.63522801 0.63872002 0.67984635
 0.62567261 0.63506928 0.63100586 0.61915538]";52.29$\pm$3.78;"[0.55803876 0.43894541 0.49726195 0.51959493 0.56854653 0.56383232
 0.53427723 0.50303963 0.54578499 0.49979283]";75.88$\pm$2.63;"[0.71678227 0.80739988 0.75011508 0.80071745 0.74803575 0.7735909
 0.74624212 0.74727385 0.75587689 0.74154582]";38.55$\pm$18.46;"[0.2691862  0.68346534 0.4965318  0.35280392 0.22780591 0.21921874
 0.44026285 0.72340122 0.24805955 0.1945498 ]"
AP;46.95$\pm$1.35;"[0.48122955 0.49167463 0.44905428 0.47584689 0.46450835 0.46588997
 0.47764032 0.47222082 0.47258449 0.44466612]";66.94$\pm$1.92;"[0.64913226 0.6536866  0.68370861 0.65552383 0.69445363 0.71038295
 0.65433769 0.66519407 0.66020281 0.6669347 ]";58.11$\pm$3.25;"[0.61166095 0.5102891  0.56973794 0.55307685 0.62062222 0.60920258
 0.55791829 0.57886766 0.60690199 0.59287078]";80.06$\pm$1.71;"[0.77926309 0.83069012 0.811518   0.80527694 0.79949842 0.81992316
 0.78176151 0.79501455 0.80723443 0.77588331]";50.58$\pm$14.8;"[0.4155512  0.7443744  0.6087982  0.47579183 0.37510935 0.37642829
 0.51620331 0.78336514 0.39429431 0.36763679]"
pretrain_time;nan$\pm$nan;[];0.14$\pm$0.0;"[0.13688111 0.13706017 0.13789082 0.1366725  0.13714385 0.13836884
 0.13665986 0.13656688 0.13650799 0.13659382]";2.76$\pm$0.35;"[2.30836749 2.50279498 2.50793695 2.65344167 3.49603081 2.95680046
 2.85350418 2.68321562 2.43178391 3.20324707]";0.16$\pm$0.0;"[0.15940118 0.15829468 0.16010833 0.15793228 0.15803194 0.15748596
 0.1578083  0.1575675  0.15754318 0.15254068]";2.89$\pm$0.25;"[3.20967984 3.32971621 2.53721023 2.58289981 2.79612613 3.04481626
 2.82265306 2.9124651  3.00613999 2.70137811]"
