metrics;baseline_mean;baseline;bgrl_random_mean;bgrl_random;bgrl_sbm2_mean;bgrl_sbm2;lbgrl_random_mean;lbgrl_random;lbgrl_sbm2_mean;lbgrl_sbm2
Hits@10;8.01$\pm$1.7;[0.07022175 0.10401267 0.06599789];6.65$\pm$0.46;[0.06019007 0.07074974 0.0686378 ];9.2$\pm$1.55;[0.08500528 0.11351637 0.07761352];9.03$\pm$0.71;[0.0813094  0.09873284 0.09081309];10.59$\pm$1.76;[0.08975713 0.09767687 0.13041183]
Hits@20;12.04$\pm$1.38;[0.10718057 0.13938754 0.11457233];9.08$\pm$1.31;[0.07338965 0.09398099 0.10506864];14.78$\pm$2.39;[0.16367476 0.16578669 0.11404435];12.3$\pm$0.85;[0.11193242 0.13252376 0.12460401];15.47$\pm$0.96;[0.14149947 0.16420275 0.15839493]
Hits@50;18.44$\pm$1.41;[0.16948258 0.2032735  0.18057022];13.97$\pm$0.7;[0.12988384 0.1436114  0.14572334];20.49$\pm$2.24;[0.2217529  0.21964097 0.17317846];19.1$\pm$0.39;[0.18796199 0.19640971 0.18848997];23.81$\pm$0.93;[0.2312566  0.25131996 0.23178458]
Hits@100;23.74$\pm$1.98;[0.21647307 0.26399155 0.23178458];18.87$\pm$1.11;[0.17423442 0.20116156 0.1906019 ];26.98$\pm$1.93;[0.28722281 0.27930306 0.24287223];24.96$\pm$1.38;[0.24498416 0.26821542 0.23548046];33.35$\pm$1.76;[0.34002112 0.35110876 0.3093981 ]
ROCAUC;64.32$\pm$1.36;[0.63634564 0.66215214 0.63111571];58.72$\pm$0.86;[0.58450908 0.59888407 0.57833273];64.38$\pm$2.4;[0.65221942 0.66798616 0.61112567];63.97$\pm$0.44;[0.63354809 0.64187664 0.64359635];73.24$\pm$0.09;[0.73169426 0.73364144 0.73173134]
AP;68.07$\pm$1.39;[0.67046342 0.70035513 0.67132403];63.66$\pm$0.74;[0.62968138 0.64696038 0.63327414];69.92$\pm$2.1;[0.70915708 0.71849599 0.66997687];68.68$\pm$0.54;[0.68104236 0.69411139 0.68533508];76.16$\pm$0.38;[0.7597049  0.76687785 0.75823843]
pretrain_time;nan$\pm$nan;[];0.35$\pm$0.0;[0.34823537 0.34796071 0.348171  ];92.57$\pm$1.1;[93.49709725 91.02037191 93.19835591];0.47$\pm$0.05;[0.50477886 0.50412726 0.39186144];91.79$\pm$1.0;[92.52314329 90.37438011 92.47695756]
