metrics;baseline_mean;baseline;bgrl_random_mean;bgrl_random;bgrl_sbm2_mean;bgrl_sbm2;lbgrl_random_mean;lbgrl_random;lbgrl_sbm2_mean;lbgrl_sbm2
Hits@10;42.2$\pm$4.29;[0.45853818 0.36184857 0.44575549];40.41$\pm$4.42;[0.4473943  0.34349394 0.42150115];28.97$\pm$3.03;[0.27204195 0.2648312  0.33235005];28.48$\pm$9.06;[0.35627663 0.15699771 0.34119961];16.14$\pm$2.49;[0.13176008 0.1596198  0.1927237 ]
Hits@20;55.97$\pm$3.83;[0.61324156 0.52605703 0.53982301];53.22$\pm$1.84;[0.52277942 0.51589643 0.55784989];40.15$\pm$2.32;[0.37430351 0.43100623 0.39921337];40.98$\pm$1.63;[0.42248443 0.38675844 0.4201901 ];29.82$\pm$1.49;[0.29465749 0.31792855 0.2818748 ]
Hits@50;76.1$\pm$0.69;[0.76630613 0.75122911 0.76532284];72.96$\pm$2.06;[0.70140937 0.73746313 0.74991806];56.86$\pm$1.16;[0.55227794 0.57882661 0.57456572];58.13$\pm$1.84;[0.58275975 0.55817765 0.60308096];46.29$\pm$2.43;[0.43198951 0.46542117 0.49131432]
Hits@100;85.68$\pm$0.37;[0.8548017  0.86201245 0.85349066];84.58$\pm$1.31;[0.82726975 0.85512947 0.85512947];72.52$\pm$1.61;[0.70468699 0.74401835 0.72697476];72.71$\pm$4.74;[0.69288758 0.69419862 0.79416585];61.63$\pm$4.93;[0.58046542 0.58243199 0.68600459]
ROCAUC;96.88$\pm$0.17;[0.96750226 0.96773028 0.97111314];96.59$\pm$0.19;[0.96360989 0.9658158  0.96828583];95.45$\pm$0.33;[0.95028469 0.95497532 0.95822875];95.9$\pm$0.25;[0.9583222  0.96234351 0.95627331];94.27$\pm$0.55;[0.93576145 0.94316264 0.94912023]
AP;97.26$\pm$0.12;[0.972919   0.97097617 0.97385822];97.04$\pm$0.12;[0.96926694 0.9699423  0.97213788];95.56$\pm$0.3;[0.95163871 0.95618283 0.95887341];95.76$\pm$0.22;[0.95691959 0.95525158 0.96056838];93.69$\pm$0.69;[0.92881939 0.93629055 0.94568451]
pretrain_time;nan$\pm$nan;[];0.15$\pm$0.0;[0.15297532 0.15287352 0.15328622];9.56$\pm$0.96;[ 9.65083361 10.69320393  8.34756303];0.28$\pm$0.02;[0.26766467 0.26628947 0.3024261 ];9.65$\pm$0.94;[ 9.76938868 10.74472809  8.4492588 ]
