metrics;grace_rjc_mean;grace_rjc;grace_raa_mean;grace_raa;grace_rra_mean;grace_rra;grace_raa+scom_mean;grace_raa+scom;grace_raa+deg_mean;grace_raa+deg;grace_sbm+raa_mean;grace_sbm+raa;bgrl_rjc_mean;bgrl_rjc;bgrl_raa_mean;bgrl_raa;bgrl_rra_mean;bgrl_rra;bgrl_raa+scom_mean;bgrl_raa+scom;bgrl_raa+deg_mean;bgrl_raa+deg;bgrl_sbm+raa_mean;bgrl_sbm+raa
Hits@10;47.78$\pm$4.44;"[0.4436019  0.44739336 0.48341232 0.53933649 0.52322275 0.45876777
 0.38957346 0.52890995 0.50331754 0.46066351]";44.18$\pm$6.04;"[0.45971564 0.39052133 0.48436019 0.51469194 0.45023697 0.4028436
 0.2957346  0.48815166 0.45592417 0.47582938]";46.64$\pm$3.65;"[0.46635071 0.43981043 0.46919431 0.51374408 0.46350711 0.38957346
 0.43127962 0.50616114 0.50521327 0.47867299]";44.44$\pm$7.08;"[0.43791469 0.42843602 0.50236967 0.53175355 0.47772512 0.34218009
 0.29478673 0.492891   0.49478673 0.44075829]";44.65$\pm$3.57;"[0.4436019  0.35924171 0.47488152 0.45118483 0.47772512 0.44075829
 0.42938389 0.48151659 0.48246445 0.42464455]";46.08$\pm$3.77;"[0.47393365 0.43127962 0.52037915 0.43981043 0.49763033 0.44739336
 0.37819905 0.47962085 0.45781991 0.48151659]";43.13$\pm$2.23;"[0.44075829 0.44265403 0.45592417 0.43791469 0.43981043 0.39620853
 0.38483412 0.41990521 0.44834123 0.4464455 ]";39.9$\pm$3.27;"[0.39810427 0.34407583 0.44170616 0.42180095 0.42748815 0.34881517
 0.37156398 0.43317536 0.40758294 0.39526066]";40.48$\pm$2.31;"[0.40947867 0.38388626 0.43696682 0.37819905 0.43601896 0.37725118
 0.37440758 0.41990521 0.41800948 0.41421801]";41.58$\pm$3.8;"[0.40947867 0.36398104 0.48056872 0.4492891  0.44170616 0.39620853
 0.3507109  0.42938389 0.43981043 0.3971564 ]";49.12$\pm$3.66;"[0.51279621 0.42938389 0.52701422 0.49952607 0.49004739 0.47677725
 0.43981043 0.52037915 0.54976303 0.46635071]";44.84$\pm$3.71;"[0.41895735 0.36208531 0.47772512 0.46729858 0.5014218  0.44075829
 0.42938389 0.46635071 0.47393365 0.4464455 ]"
Hits@20;55.28$\pm$2.03;"[0.56587678 0.53649289 0.54218009 0.58767773 0.56208531 0.53838863
 0.51279621 0.56398104 0.57061611 0.5478673 ]";54.45$\pm$2.02;"[0.56018957 0.53175355 0.54218009 0.56872038 0.54976303 0.52037915
 0.50236967 0.56872038 0.55450237 0.54597156]";53.95$\pm$2.38;"[0.55260664 0.53459716 0.50616114 0.57630332 0.54312796 0.5042654
 0.51279621 0.56966825 0.54691943 0.54881517]";54.99$\pm$1.98;"[0.54881517 0.5535545  0.56398104 0.59052133 0.53270142 0.52796209
 0.52132701 0.56872038 0.55165877 0.53933649]";54.12$\pm$2.62;"[0.52796209 0.52227488 0.52890995 0.59620853 0.56113744 0.52322275
 0.5014218  0.56587678 0.5535545  0.53175355]";53.4$\pm$2.52;"[0.55165877 0.52511848 0.57156398 0.51943128 0.5535545  0.50995261
 0.48815166 0.5507109  0.51279621 0.55734597]";47.53$\pm$1.51;"[0.48436019 0.49004739 0.48530806 0.48056872 0.48056872 0.46540284
 0.45023697 0.4464455  0.49099526 0.47867299]";45.43$\pm$2.33;"[0.45592417 0.4549763  0.46066351 0.47488152 0.46919431 0.41232227
 0.40758294 0.46919431 0.46066351 0.47772512]";45.66$\pm$2.42;"[0.44075829 0.46919431 0.46350711 0.45687204 0.49763033 0.41232227
 0.42369668 0.45876777 0.46066351 0.48246445]";46.35$\pm$1.79;"[0.45118483 0.44170616 0.4985782  0.47867299 0.47298578 0.43981043
 0.45023697 0.45687204 0.46540284 0.47962085]";56.91$\pm$1.74;"[0.58009479 0.54218009 0.57440758 0.59336493 0.58009479 0.55260664
 0.55734597 0.5535545  0.59620853 0.56113744]";50.97$\pm$1.24;"[0.51090047 0.49668246 0.51374408 0.4957346  0.54123223 0.50331754
 0.51469194 0.50047393 0.50900474 0.51090047]"
Hits@50;61.8$\pm$1.35;"[0.63696682 0.61895735 0.61516588 0.63127962 0.61895735 0.58767773
 0.60473934 0.62654028 0.62654028 0.61327014]";60.19$\pm$1.28;"[0.60758294 0.6        0.59810427 0.62274882 0.61800948 0.58388626
 0.58009479 0.61042654 0.60094787 0.5971564 ]";59.58$\pm$1.3;"[0.60947867 0.57725118 0.58293839 0.61800948 0.60473934 0.58104265
 0.58388626 0.59905213 0.60094787 0.60094787]";60.78$\pm$1.49;"[0.6        0.61042654 0.61232227 0.62369668 0.61516588 0.58104265
 0.58104265 0.61042654 0.61990521 0.62369668]";62.8$\pm$1.5;"[0.63033175 0.61990521 0.63886256 0.64454976 0.64075829 0.59620853
 0.61232227 0.64549763 0.62085308 0.63033175]";59.97$\pm$1.41;"[0.61706161 0.59526066 0.60947867 0.59905213 0.60379147 0.58483412
 0.56777251 0.60189573 0.60094787 0.61706161]";53.53$\pm$1.13;"[0.54881517 0.53459716 0.54028436 0.53649289 0.5478673  0.51658768
 0.51848341 0.52322275 0.54218009 0.54407583]";51.2$\pm$2.16;"[0.52227488 0.51184834 0.50805687 0.52322275 0.53175355 0.46445498
 0.48436019 0.54123223 0.50995261 0.52322275]";51.68$\pm$1.33;"[0.52227488 0.51090047 0.51753555 0.52417062 0.53080569 0.49668246
 0.492891   0.51090047 0.53554502 0.52606635]";52.2$\pm$1.26;"[0.53175355 0.51658768 0.52701422 0.52701422 0.53364929 0.50047393
 0.51184834 0.50236967 0.53459716 0.53459716]";63.62$\pm$1.47;"[0.64170616 0.61516588 0.63507109 0.66255924 0.64454976 0.62748815
 0.61516588 0.62464455 0.6492891  0.6464455 ]";55.5$\pm$1.57;"[0.56208531 0.53554502 0.56587678 0.5563981  0.57630332 0.53364929
 0.54881517 0.53459716 0.55829384 0.57819905]"
Hits@100;65.36$\pm$1.26;"[0.66255924 0.65687204 0.6464455  0.67677725 0.6436019  0.63317536
 0.6464455  0.66540284 0.66255924 0.64265403]";63.59$\pm$1.52;"[0.63981043 0.62748815 0.6492891  0.65876777 0.6436019  0.61327014
 0.60853081 0.63317536 0.65023697 0.63507109]";63.28$\pm$1.26;"[0.63507109 0.60473934 0.63981043 0.65023697 0.64265403 0.62180095
 0.62085308 0.63601896 0.63886256 0.63791469]";64.65$\pm$1.59;"[0.63222749 0.64739336 0.6464455  0.66350711 0.65687204 0.61516588
 0.62654028 0.65308057 0.66540284 0.65876777]";68.18$\pm$1.95;"[0.68530806 0.66919431 0.68720379 0.707109   0.69763033 0.63791469
 0.67203791 0.70047393 0.66729858 0.69383886]";64.57$\pm$1.38;"[0.67203791 0.6436019  0.65023697 0.63601896 0.65971564 0.62748815
 0.62559242 0.64549763 0.63981043 0.65687204]";58.23$\pm$0.89;"[0.59526066 0.57535545 0.58767773 0.58009479 0.59810427 0.57251185
 0.56872038 0.58199052 0.57914692 0.58388626]";56.24$\pm$1.7;"[0.57440758 0.55545024 0.55450237 0.56587678 0.5563981  0.53459716
 0.53838863 0.58862559 0.57156398 0.58388626]";56.38$\pm$1.8;"[0.56398104 0.5478673  0.57345972 0.58957346 0.57440758 0.53554502
 0.53838863 0.55450237 0.58578199 0.57440758]";57.07$\pm$1.16;"[0.57914692 0.56777251 0.56872038 0.57345972 0.57535545 0.54881517
 0.56587678 0.55545024 0.58862559 0.58388626]";67.16$\pm$1.09;"[0.67867299 0.66066351 0.67677725 0.68530806 0.67582938 0.66540284
 0.6464455  0.67014218 0.68151659 0.67488152]";59.63$\pm$1.76;"[0.6        0.58578199 0.58957346 0.60473934 0.61611374 0.57725118
 0.57345972 0.58104265 0.6028436  0.63222749]"
ROCAUC;78.88$\pm$0.9;"[0.7798223  0.78087644 0.7909436  0.79997484 0.80099998 0.77033849
 0.78957346 0.7938483  0.78961393 0.79231733]";77.67$\pm$0.72;"[0.77698049 0.76436917 0.78094023 0.78431122 0.77896813 0.76403675
 0.77121898 0.78412345 0.77944909 0.78269042]";77.51$\pm$0.59;"[0.77688697 0.76338896 0.78013342 0.78022057 0.78358438 0.76687496
 0.77669414 0.77239685 0.77440129 0.77667168]";78.58$\pm$0.84;"[0.78102287 0.77193324 0.79167314 0.79608634 0.79706386 0.77296287
 0.78246176 0.78414142 0.78888549 0.79147189]";81.54$\pm$1.2;"[0.81324181 0.81195391 0.81740662 0.83252083 0.81590575 0.78658071
 0.81377507 0.82379416 0.80953668 0.82908785]";81.43$\pm$1.23;"[0.83770066 0.80295501 0.82292311 0.80602951 0.82270928 0.80437636
 0.79303744 0.81749826 0.81279891 0.82260956]";76.78$\pm$0.73;"[0.76236409 0.76010961 0.75866939 0.77595292 0.7714975  0.75915276
 0.7637753  0.7763141  0.77288686 0.77705173]";75.69$\pm$1.05;"[0.76191894 0.74418634 0.7580288  0.75807462 0.7617996  0.73827991
 0.74465713 0.77188653 0.76148367 0.76901058]";75.68$\pm$1.2;"[0.75544484 0.73546955 0.76025067 0.76106826 0.76519755 0.73496822
 0.75156937 0.76775364 0.76497388 0.77092338]";75.77$\pm$0.96;"[0.76087394 0.75432178 0.76606905 0.7623234  0.76118865 0.73957279
 0.74611307 0.7490299  0.76511417 0.77217942]";79.56$\pm$1.01;"[0.7941743  0.77871476 0.79047012 0.81304643 0.79695964 0.78579996
 0.79273422 0.80374205 0.79066072 0.81015341]";77.7$\pm$1.28;"[0.77579971 0.76189484 0.78493385 0.77692954 0.78949979 0.7680699
 0.75598706 0.78187552 0.77289405 0.8018571 ]"
AP;85.41$\pm$0.62;"[0.85249394 0.84945342 0.8557705  0.86369305 0.86133911 0.8428379
 0.84687361 0.86014457 0.85549289 0.85294464]";84.47$\pm$0.81;"[0.8437771  0.8353687  0.85183182 0.85527305 0.84873926 0.83456241
 0.83015417 0.8519334  0.8485698  0.84724174]";84.3$\pm$0.72;"[0.84375796 0.82898647 0.84821868 0.85234225 0.85003273 0.83599486
 0.83388745 0.8454311  0.84519081 0.84583277]";84.98$\pm$0.74;"[0.84482691 0.84343409 0.85625941 0.85916869 0.85648146 0.83734896
 0.83967839 0.85418002 0.85211901 0.85495615]";86.87$\pm$0.74;"[0.86591411 0.86456315 0.87266818 0.87649195 0.87138661 0.85040641
 0.86606156 0.87575894 0.86819349 0.87543707]";86.31$\pm$1.04;"[0.87905942 0.85687743 0.87148432 0.85461859 0.87201923 0.85595586
 0.84173181 0.8651125  0.86285452 0.87086769]";83.12$\pm$0.49;"[0.82915439 0.82548227 0.82946718 0.8360862  0.83579283 0.82374029
 0.82568673 0.83319591 0.83544229 0.8378507 ]";82.05$\pm$0.95;"[0.82288449 0.80980547 0.82287601 0.82455771 0.82584978 0.80489579
 0.80578657 0.83233169 0.82438971 0.8312224 ]";82.1$\pm$1.0;"[0.81629642 0.80446769 0.82667725 0.82791705 0.83037935 0.80513318
 0.81230744 0.82483112 0.83093099 0.8307322 ]";82.33$\pm$0.79;"[0.82580795 0.81770666 0.83099925 0.82801946 0.8281633  0.81062713
 0.81104752 0.81750724 0.83106683 0.83248655]";86.11$\pm$0.57;"[0.86185416 0.85080427 0.8600695  0.86994348 0.8651617  0.85638847
 0.85356881 0.86524567 0.86137009 0.86635188]";83.83$\pm$0.94;"[0.83677842 0.82627982 0.84428087 0.84084533 0.8504796  0.83326315
 0.82114021 0.83821366 0.83803863 0.85342745]"
pretrain_time;30.21$\pm$10.1;"[17.25911903 18.76876092 34.24878311 15.88906407 43.94699073 34.71519494
 43.77276802 23.36852264 32.53741789 37.62061906]";17.34$\pm$2.55;"[16.92679477 15.02202034 16.62178874 15.46371627 16.05273914 22.72341895
 21.81468201 15.82103705 15.80915689 17.13669562]";18.12$\pm$4.11;"[17.85451603 28.40951777 23.22588515 15.75129938 15.33166599 15.72815871
 17.63313127 15.30045271 16.21099353 15.73793936]";23.54$\pm$7.49;"[23.90882802 21.28141403 34.51765394 17.363837   24.0195384  23.53054619
 39.90390277 17.0253768  16.84470415 17.03121662]";35.58$\pm$7.74;"[46.10878778 25.97495699 46.01858807 29.44009495 29.73162627 27.29085326
 37.13776445 37.91243029 30.14487934 46.02241659]";421.23$\pm$170.1;"[889.73659563 337.87900472 388.96421528 346.86336279 354.19586158
 350.85306525 343.50817418 320.14561319 317.79999113 562.37688684]";15.03$\pm$2.15;"[19.67768693 15.56268048 18.48802137 13.14985442 14.00731897 13.73582458
 14.14144564 14.14402986 14.37443352 13.02211022]";13.03$\pm$0.1;"[13.0109098  13.01250911 13.12881327 13.14334512 13.02366948 12.77790475
 13.15743279 13.03974557 13.00739384 13.02708387]";13.04$\pm$0.11;"[13.02166176 13.03249097 13.14653516 13.16410017 13.15463519 12.80707836
 13.14082909 12.98784637 12.96431708 12.98987651]";14.83$\pm$0.08;"[14.75743985 14.79992652 14.92715383 14.92716098 14.76115084 14.91739345
 14.92404008 14.76135373 14.74736977 14.77981687]";28.05$\pm$5.41;"[29.2567656  27.03003454 37.96951389 31.34125137 25.93951845 18.16369987
 26.18706131 32.62099981 21.20984221 30.80507946]";438.27$\pm$172.41;"[891.00479293 350.07126045 349.77443552 328.96183467 507.51150751
 374.55962682 581.37739801 365.45325446 334.96182132 298.98160577]"
