metrics;grace_rjc_mean;grace_rjc;grace_raa_mean;grace_raa;grace_rra_mean;grace_rra;grace_raa+scom_mean;grace_raa+scom;grace_raa+deg_mean;grace_raa+deg;grace_sbm+raa_mean;grace_sbm+raa;bgrl_rjc_mean;bgrl_rjc;bgrl_raa_mean;bgrl_raa;bgrl_rra_mean;bgrl_rra;bgrl_raa+scom_mean;bgrl_raa+scom;bgrl_raa+deg_mean;bgrl_raa+deg;bgrl_sbm+raa_mean;bgrl_sbm+raa
Hits@10;47.54$\pm$3.14;"[0.49450549 0.41868132 0.47032967 0.53076923 0.47802198 0.47362637
 0.44835165 0.51098901 0.48571429 0.44285714]";46.92$\pm$2.44;"[0.49340659 0.42527473 0.48461538 0.5032967  0.48131868 0.44725275
 0.45494505 0.4956044  0.45604396 0.45054945]";47.12$\pm$2.76;"[0.49010989 0.42307692 0.47912088 0.52417582 0.46153846 0.45384615
 0.47032967 0.5032967  0.45494505 0.45164835]";47.11$\pm$2.54;"[0.49230769 0.45054945 0.46703297 0.50769231 0.49120879 0.45714286
 0.46373626 0.50549451 0.44725275 0.42857143]";45.43$\pm$2.65;"[0.47142857 0.42747253 0.44505495 0.48901099 0.47582418 0.45274725
 0.39230769 0.46703297 0.46923077 0.45274725]";42.98$\pm$2.43;"[0.46043956 0.38241758 0.44175824 0.43736264 0.43956044 0.43076923
 0.4021978  0.44615385 0.45494505 0.4021978 ]";45.7$\pm$2.68;"[0.49120879 0.41978022 0.46923077 0.48571429 0.46923077 0.43516484
 0.43076923 0.49340659 0.44945055 0.42637363]";44.09$\pm$2.39;"[0.48021978 0.4032967  0.45164835 0.45274725 0.43736264 0.43516484
 0.43076923 0.47252747 0.44065934 0.4043956 ]";43.7$\pm$2.38;"[0.47912088 0.40549451 0.45274725 0.46153846 0.44835165 0.41428571
 0.40549451 0.44945055 0.43076923 0.42307692]";45.25$\pm$2.0;"[0.49010989 0.42417582 0.45054945 0.47802198 0.44725275 0.44175824
 0.44505495 0.46483516 0.45824176 0.42527473]";48.08$\pm$2.6;"[0.5043956  0.44175824 0.49120879 0.51428571 0.44175824 0.47582418
 0.47582418 0.51428571 0.49230769 0.45604396]";45.9$\pm$1.98;"[0.4956044  0.42087912 0.46593407 0.46593407 0.45934066 0.45604396
 0.45714286 0.46703297 0.47142857 0.43076923]"
Hits@20;50.01$\pm$2.38;"[0.52087912 0.46263736 0.4967033  0.53846154 0.5032967  0.49120879
 0.49230769 0.52967033 0.5021978  0.46373626]";49.9$\pm$1.89;"[0.52197802 0.46373626 0.4989011  0.52637363 0.4989011  0.48901099
 0.4967033  0.52307692 0.48351648 0.48791209]";50.12$\pm$1.96;"[0.51428571 0.46373626 0.4978022  0.53186813 0.51208791 0.48901099
 0.5043956  0.52087912 0.5021978  0.47582418]";50.04$\pm$1.79;"[0.50549451 0.46923077 0.4989011  0.52637363 0.51428571 0.49450549
 0.5        0.52197802 0.5021978  0.47142857]";49.74$\pm$1.93;"[0.51648352 0.46373626 0.49450549 0.52967033 0.50659341 0.49450549
 0.47252747 0.50549451 0.50879121 0.48131868]";45.92$\pm$2.0;"[0.48241758 0.43406593 0.47362637 0.46593407 0.47142857 0.44835165
 0.43296703 0.47802198 0.47692308 0.42857143]";47.68$\pm$2.28;"[0.51208791 0.44725275 0.47142857 0.50549451 0.48461538 0.45714286
 0.45934066 0.50549451 0.47362637 0.45164835]";46.1$\pm$2.46;"[0.50659341 0.42197802 0.46703297 0.47472527 0.45164835 0.45824176
 0.44945055 0.48901099 0.46483516 0.42637363]";45.77$\pm$1.94;"[0.49010989 0.42417582 0.46813187 0.47472527 0.46373626 0.44505495
 0.44615385 0.47582418 0.45384615 0.43516484]";47.1$\pm$1.85;"[0.50989011 0.44505495 0.46153846 0.48461538 0.47142857 0.45714286
 0.47032967 0.48791209 0.47252747 0.44945055]";50.58$\pm$2.63;"[0.53626374 0.47252747 0.50989011 0.53626374 0.46813187 0.5010989
 0.51428571 0.53846154 0.51208791 0.46923077]";47.66$\pm$1.64;"[0.50549451 0.44285714 0.47912088 0.48021978 0.47472527 0.47472527
 0.47692308 0.48681319 0.48901099 0.45604396]"
Hits@50;53.09$\pm$1.94;"[0.55274725 0.5010989  0.51648352 0.56043956 0.52857143 0.50989011
 0.54175824 0.55054945 0.53516484 0.51208791]";52.93$\pm$1.98;"[0.54175824 0.48571429 0.51428571 0.54835165 0.53406593 0.52857143
 0.54065934 0.55824176 0.52967033 0.51208791]";52.84$\pm$1.94;"[0.53406593 0.49120879 0.51208791 0.55054945 0.52747253 0.52307692
 0.55274725 0.54505495 0.54175824 0.50549451]";52.62$\pm$1.76;"[0.54175824 0.48791209 0.51758242 0.54615385 0.53186813 0.52087912
 0.53626374 0.54395604 0.52967033 0.50549451]";54.49$\pm$2.14;"[0.54945055 0.52087912 0.55934066 0.57582418 0.52967033 0.52967033
 0.55164835 0.56923077 0.55824176 0.50549451]";50.09$\pm$1.95;"[0.51758242 0.47252747 0.50549451 0.50769231 0.50769231 0.4967033
 0.48681319 0.53076923 0.51758242 0.46593407]";50.13$\pm$1.81;"[0.52307692 0.47252747 0.49450549 0.52857143 0.50659341 0.48461538
 0.4956044  0.52637363 0.49230769 0.48901099]";49.33$\pm$2.31;"[0.53516484 0.44945055 0.49010989 0.50879121 0.48461538 0.49120879
 0.5021978  0.50989011 0.4989011  0.46263736]";49.11$\pm$1.63;"[0.50549451 0.46043956 0.47912088 0.50989011 0.50879121 0.48461538
 0.49450549 0.5032967  0.4956044  0.46923077]";49.68$\pm$1.82;"[0.52967033 0.46813187 0.48791209 0.51868132 0.49230769 0.48021978
 0.49230769 0.51648352 0.4978022  0.48461538]";53.0$\pm$2.17;"[0.55934066 0.4989011  0.52527473 0.55054945 0.4989011  0.53296703
 0.54175824 0.55714286 0.52967033 0.50549451]";50.58$\pm$1.81;"[0.54065934 0.47142857 0.49450549 0.50659341 0.50879121 0.50549451
 0.51208791 0.51868132 0.51538462 0.48461538]"
Hits@100;55.74$\pm$1.88;"[0.57802198 0.52417582 0.55604396 0.57692308 0.55494505 0.53846154
 0.57362637 0.58131868 0.55274725 0.53736264]";55.54$\pm$2.01;"[0.56483516 0.50769231 0.54065934 0.57252747 0.56373626 0.55384615
 0.56153846 0.58461538 0.56153846 0.54285714]";55.2$\pm$2.02;"[0.55934066 0.51098901 0.53626374 0.56373626 0.55274725 0.54065934
 0.58021978 0.57032967 0.57142857 0.53406593]";54.89$\pm$1.61;"[0.56813187 0.50879121 0.54395604 0.55824176 0.55714286 0.55054945
 0.55934066 0.56153846 0.54505495 0.53626374]";59.57$\pm$2.27;"[0.63186813 0.58571429 0.5978022  0.62417582 0.54945055 0.58021978
 0.59230769 0.60769231 0.60769231 0.58021978]";54.33$\pm$1.41;"[0.56153846 0.51208791 0.54395604 0.54725275 0.54505495 0.53076923
 0.54285714 0.56373626 0.54945055 0.53626374]";52.64$\pm$1.86;"[0.54395604 0.4967033  0.51758242 0.55494505 0.53626374 0.5032967
 0.52307692 0.54725275 0.53076923 0.50989011]";52.12$\pm$1.77;"[0.55054945 0.48681319 0.51318681 0.53186813 0.52087912 0.52637363
 0.52967033 0.53626374 0.51978022 0.4967033 ]";52.26$\pm$1.7;"[0.54395604 0.49230769 0.50769231 0.54395604 0.53846154 0.52417582
 0.52637363 0.53186813 0.51538462 0.5021978 ]";52.64$\pm$1.54;"[0.55934066 0.5043956  0.52307692 0.53956044 0.51978022 0.50769231
 0.52857143 0.53736264 0.52747253 0.51648352]";55.37$\pm$2.18;"[0.57802198 0.52417582 0.54615385 0.58021978 0.52087912 0.55604396
 0.57142857 0.57582418 0.55604396 0.52857143]";53.81$\pm$1.88;"[0.56923077 0.5010989  0.52417582 0.54615385 0.54175824 0.52857143
 0.55824176 0.54835165 0.54285714 0.52087912]"
ROCAUC;73.29$\pm$1.25;"[0.74841082 0.70974882 0.739772   0.73214467 0.73462505 0.72908224
 0.7292042  0.75559353 0.73110168 0.71954957]";73.58$\pm$1.34;"[0.73924103 0.70503562 0.7349158  0.73935032 0.73650525 0.74750634
 0.74346878 0.75682104 0.73322272 0.72240007]";73.01$\pm$1.23;"[0.71873566 0.70143461 0.7314027  0.72808115 0.73814032 0.73991668
 0.73451817 0.73666586 0.74759487 0.72454655]";72.92$\pm$1.12;"[0.73999517 0.70454897 0.73188566 0.73922835 0.73213923 0.72723222
 0.72801654 0.74466731 0.72795488 0.71614781]";76.56$\pm$1.51;"[0.77832387 0.76623113 0.75106807 0.76944813 0.72824659 0.76067745
 0.77992634 0.76928813 0.77185169 0.78073361]";74.11$\pm$1.13;"[0.75216037 0.72064968 0.74029667 0.74646903 0.73864751 0.73086705
 0.74451093 0.73825263 0.73485052 0.76435455]";68.88$\pm$1.47;"[0.71081753 0.67681198 0.66934803 0.70406714 0.68085618 0.68411665
 0.69096607 0.71129332 0.68862172 0.67077044]";68.99$\pm$1.29;"[0.70079459 0.6645067  0.67987766 0.69529405 0.68219116 0.70705108
 0.69445236 0.70540756 0.69186765 0.67763314]";69.23$\pm$1.26;"[0.70890593 0.67396933 0.67156397 0.70223161 0.6947295  0.69983577
 0.69006762 0.70515155 0.69798474 0.67903514]";69.89$\pm$1.2;"[0.72018416 0.68807511 0.6765737  0.7060355  0.70518778 0.70068591
 0.70344342 0.70704987 0.69741051 0.68480981]";71.23$\pm$1.2;"[0.71194542 0.70320493 0.71468345 0.71997826 0.70930504 0.69255162
 0.73635793 0.71942761 0.71861846 0.69731856]";71.76$\pm$1.21;"[0.71579761 0.6914491  0.71376951 0.72537012 0.72641951 0.71923198
 0.72880328 0.73289458 0.72016344 0.70184458]"
AP;81.01$\pm$1.05;"[0.82174587 0.78972474 0.81090565 0.81732036 0.8105309  0.80638998
 0.80918234 0.82832583 0.80948873 0.79782788]";81.07$\pm$1.03;"[0.8168904  0.78678976 0.80898066 0.81845005 0.81091037 0.81627061
 0.81311983 0.82605786 0.80988151 0.80006058]";80.8$\pm$0.89;"[0.80370545 0.78521094 0.80829827 0.8120074  0.81212447 0.81229949
 0.81430729 0.81454452 0.81658585 0.80063092]";80.72$\pm$0.93;"[0.81707367 0.78780532 0.80745871 0.81703222 0.81186135 0.8040712
 0.8077628  0.81806752 0.80525129 0.79565604]";82.26$\pm$0.71;"[0.83321893 0.81549642 0.81934092 0.83030542 0.8087633  0.82109538
 0.82430901 0.83058625 0.81980675 0.82334898]";80.91$\pm$0.65;"[0.81948132 0.7938078  0.81147743 0.81176008 0.80934634 0.80318957
 0.80803605 0.81005389 0.80938391 0.81493509]";78.62$\pm$1.13;"[0.80386682 0.77365997 0.7762873  0.79947267 0.78489115 0.7798597
 0.78538839 0.80203622 0.78656914 0.77039423]";78.41$\pm$1.01;"[0.79732077 0.76348896 0.77929499 0.78877203 0.77888847 0.79348699
 0.78719701 0.79464793 0.78512966 0.77236556]";78.5$\pm$0.91;"[0.79801192 0.76910213 0.77461243 0.79317397 0.78866095 0.78768789
 0.78486725 0.79381764 0.78663981 0.77384316]";78.93$\pm$0.96;"[0.80883083 0.77710354 0.77798974 0.79799942 0.79160851 0.7869613
 0.79078735 0.79634598 0.78711106 0.77828285]";80.23$\pm$0.97;"[0.80751981 0.79124644 0.80312383 0.81344528 0.79203106 0.79282917
 0.81563933 0.81187293 0.80621879 0.78869737]";80.01$\pm$0.95;"[0.80783522 0.78010598 0.79609182 0.80488117 0.80545656 0.8005089
 0.80741308 0.80897162 0.80466706 0.78500313]"
pretrain_time;29.65$\pm$8.58;"[27.041682   24.08101535 34.43279767 24.558079   23.45530748 23.72001624
 35.98273182 24.41880584 52.01974368 26.77732134]";25.22$\pm$5.15;"[22.98395514 22.23172045 29.04027963 22.43328261 22.25439572 22.57147312
 38.37345529 22.79019094 20.66460466 28.82838464]";23.15$\pm$1.5;"[20.63782263 23.26371717 23.70680189 24.84126759 22.88785291 22.22230053
 25.39879251 24.92681456 22.16347742 21.43161726]";24.68$\pm$1.33;"[24.22758508 23.07823038 26.64597416 22.78837514 24.36319208 25.02239466
 27.22119403 25.10703683 23.95085287 24.37831235]";25.08$\pm$4.61;"[21.57085848 22.40329385 22.12726188 21.77901244 24.19013953 23.61319542
 24.61665726 27.24454212 37.94485092 25.26634574]";1406.2$\pm$503.38;"[1183.45618796 1258.48372555 1174.3866961  1142.65865541 1246.71771407
 1181.33292937 1462.91505194 1226.78631186 1290.92417026 2894.35949087]";22.27$\pm$8.03;"[16.03743005 42.73014069 20.64767623 18.2320807  16.33916831 20.7247808
 16.19893932 31.21083879 22.0376749  18.56754518]";16.24$\pm$0.32;"[15.96894312 17.13387156 15.96393847 16.14541149 16.3554523  16.10635018
 16.18474078 16.22234821 16.16010952 16.16451478]";18.31$\pm$6.22;"[36.9557898  17.17262578 16.04762554 16.10544729 16.36700511 15.97957277
 15.99965763 15.95586014 16.26120949 16.24496198]";20.55$\pm$4.65;"[18.11449575 32.85612392 18.15198708 18.31876636 18.38702083 18.14927053
 18.20704603 25.6837213  18.40762091 19.26995826]";37.75$\pm$11.08;"[49.52025867 40.13168621 49.61394024 26.11357045 17.32510662 36.78812957
 40.71136427 23.67067719 49.82794952 43.77569914]";1571.34$\pm$378.96;"[1280.86852288 2050.01453662 1297.75006366 1695.9286139  1473.33876038
 1189.39211726 1179.16761732 2015.26632571 2240.27762318 1291.37897801]"
