metrics;baseline_mean;baseline;grace_random_mean;grace_random;grace_deg_mean;grace_deg;grace_pr_mean;grace_pr;grace_evc_mean;grace_evc;grace_scom_mean;grace_scom;grace_random+scom_mean;grace_random+scom;grace_random+deg_mean;grace_random+deg;grace_deg+scom_mean;grace_deg+scom;bgrl_random_mean;bgrl_random;bgrl_deg_mean;bgrl_deg;bgrl_pr_mean;bgrl_pr;bgrl_evc_mean;bgrl_evc;bgrl_scom_mean;bgrl_scom;bgrl_random+scom_mean;bgrl_random+scom;bgrl_random+deg_mean;bgrl_random+deg;bgrl_deg+scom_mean;bgrl_deg+scom
Hits@10;7.88$\pm$4.27;"[0.10320914 0.         0.07839828 0.         0.11162857 0.08803791
 0.06517937 0.10367689 0.12171561 0.11577727]";9.82$\pm$3.09;"[0.09444399 0.1033515  0.13625641 0.11236069 0.16354836 0.05503132
 0.08136744 0.06467095 0.08287237 0.08822094]";6.9$\pm$3.37;"[0.06953144 0.0755918  0.15236313 0.0619865  0.04118197 0.03532498
 0.04858456 0.0336777  0.07770683 0.09452534]";11.1$\pm$2.73;"[0.12045473 0.10475474 0.12452209 0.13765964 0.14329293 0.0399821
 0.12118685 0.09497275 0.11244204 0.11059139]";11.6$\pm$3.87;"[0.14939396 0.1263524  0.12413569 0.18146506 0.09651834 0.06485398
 0.07727975 0.07833727 0.0915155  0.1697104 ]";11.65$\pm$3.51;"[0.09784023 0.1379647  0.20346945 0.10463272 0.12008867 0.06192549
 0.08826161 0.11652973 0.11518751 0.11862442]";10.68$\pm$2.79;"[0.10322948 0.16249085 0.13479216 0.09952819 0.12061742 0.05287562
 0.10438868 0.08303506 0.11179126 0.09539982]";9.84$\pm$3.31;"[0.09662003 0.14406573 0.1592573  0.10922883 0.12440007 0.06611486
 0.07571382 0.06009518 0.08246563 0.06568779]";9.65$\pm$3.87;"[0.07937444 0.0869804  0.19989018 0.11105914 0.10030098 0.06316603
 0.09857236 0.09060034 0.04663223 0.08874969]";8.1$\pm$2.55;"[0.05301798 0.08496705 0.0791304  0.0982063  0.06164077 0.06379647
 0.12614903 0.04264622 0.11589929 0.084662  ]";9.21$\pm$2.37;"[0.09828764 0.11976328 0.10597495 0.07795087 0.04793378 0.07626291
 0.12124786 0.0856585  0.06837224 0.1198853 ]";9.72$\pm$2.79;"[0.10107378 0.08268934 0.15626779 0.10670707 0.07441227 0.06424388
 0.11417067 0.08826161 0.12354592 0.06111201]";9.3$\pm$2.17;"[0.05875295 0.1106524  0.12594566 0.09454568 0.09531847 0.05537704
 0.08350281 0.08647198 0.11085577 0.10870007]";7.35$\pm$2.77;"[0.08216058 0.03636216 0.10255837 0.09338648 0.0695111  0.0285325
 0.05826487 0.06290165 0.07748312 0.12415602]";7.09$\pm$1.89;"[0.04661189 0.0561295  0.10064671 0.0872041  0.06593183 0.05608883
 0.06176279 0.05539738 0.1029651  0.07664931]";10.81$\pm$2.16;"[0.08693972 0.1258033  0.08783454 0.14666884 0.08783454 0.086594
 0.13499553 0.12236639 0.0941186  0.10811031]";9.55$\pm$3.89;"[0.0952778  0.12153258 0.171256   0.05265192 0.05718702 0.09662003
 0.13625641 0.07969983 0.10658505 0.03770438]"
Hits@20;15.82$\pm$5.95;"[0.19883267 0.13816806 0.13584967 0.         0.18526804 0.22167087
 0.15636948 0.17900431 0.20981453 0.15714228]";18.48$\pm$2.53;"[0.15909461 0.20249329 0.20961116 0.20582852 0.21111608 0.14571301
 0.16281624 0.15708127 0.17957374 0.214553  ]";13.96$\pm$3.81;"[0.15258684 0.20910274 0.20887904 0.124034   0.10817132 0.09952819
 0.12564061 0.10249736 0.12285447 0.14245912]";18.07$\pm$3.01;"[0.17385911 0.19622956 0.20237127 0.18669161 0.20660132 0.09637599
 0.20125275 0.1747946  0.18282763 0.18604084]";19.12$\pm$3.71;"[0.17802815 0.1799398  0.21788823 0.28024079 0.15201741 0.15600342
 0.18427154 0.20641829 0.15150899 0.20552347]";19.18$\pm$4.24;"[0.13865615 0.21937281 0.29648987 0.16442284 0.17796714 0.14372
 0.18821687 0.19118604 0.19295534 0.20513707]";18.73$\pm$4.05;"[0.17160172 0.23704547 0.25583666 0.19403319 0.17680794 0.10794761
 0.17544538 0.15899292 0.22354185 0.17188644]";16.75$\pm$3.36;"[0.18480029 0.20536077 0.22173188 0.18534939 0.17526234 0.14461482
 0.16942569 0.09962987 0.1509599  0.13820874]";17.16$\pm$4.75;"[0.16430082 0.15281054 0.27961035 0.19915806 0.19883267 0.13676483
 0.20235093 0.13194501 0.10392093 0.14591638]";14.37$\pm$2.85;"[0.11284878 0.1639551  0.19126739 0.15923696 0.11126251 0.1285691
 0.17243553 0.10955422 0.16635484 0.12183763]";16.94$\pm$3.58;"[0.15289189 0.1803262  0.16995445 0.206703   0.11819735 0.15224111
 0.18953876 0.2423127  0.1208818  0.16076222]";16.08$\pm$3.95;"[0.16291792 0.16285691 0.25750427 0.15996909 0.15319694 0.0883633
 0.16706662 0.13584967 0.1722525  0.14805174]";15.82$\pm$2.16;"[0.13509721 0.14788904 0.19421622 0.13900187 0.17347271 0.16332466
 0.13086716 0.13845278 0.18315301 0.17654356]";13.93$\pm$2.53;"[0.15421378 0.13940861 0.16696494 0.14245912 0.13344993 0.11693647
 0.10756121 0.11315383 0.1251932  0.1940942 ]";14.24$\pm$3.08;"[0.1021923  0.11616367 0.19086065 0.15240381 0.16297893 0.10941186
 0.12206134 0.12189864 0.15738632 0.18868462]";17.03$\pm$3.33;"[0.12625071 0.23049703 0.1342634  0.19452127 0.14862117 0.14784837
 0.19690068 0.20875702 0.16611079 0.14931262]";15.76$\pm$4.5;"[0.16891727 0.18646791 0.23177825 0.08866835 0.14223542 0.17416416
 0.21020093 0.13530058 0.15386805 0.08488571]"
Hits@50;27.64$\pm$10.23;"[0.32953713 0.21286505 0.2366184  0.         0.3295168  0.35133816
 0.33293338 0.35501912 0.312983   0.30283495]";33.79$\pm$2.32;"[0.30356707 0.35339217 0.38414138 0.35941186 0.35131782 0.31275929
 0.3271374  0.33155048 0.31818921 0.33789555]";26.42$\pm$4.12;"[0.28707394 0.33384853 0.32429025 0.23549988 0.20082567 0.2169324
 0.26513056 0.25986334 0.2391605  0.2797527 ]";33.59$\pm$2.6;"[0.33388921 0.35101277 0.35577158 0.34403726 0.34053933 0.27855283
 0.34694542 0.37533556 0.32882535 0.3039128 ]";33.47$\pm$1.75;"[0.3210567  0.31621655 0.35420565 0.37486781 0.32705605 0.33663467
 0.32054828 0.32772716 0.32329374 0.34535915]";32.0$\pm$3.37;"[0.31680631 0.33545514 0.40004474 0.28650451 0.32957781 0.31166111
 0.30346539 0.32652729 0.26443911 0.32599854]";33.71$\pm$2.51;"[0.3460506  0.3456642  0.38312454 0.33763117 0.30261124 0.29827951
 0.3485927  0.31369479 0.36217766 0.33338079]";28.62$\pm$2.87;"[0.29171073 0.30956642 0.35190759 0.30360774 0.27127227 0.27011307
 0.27956967 0.24103148 0.27582771 0.26742862]";27.66$\pm$4.76;"[0.27239079 0.23914016 0.39083218 0.30580412 0.29164972 0.26004637
 0.28943301 0.25728057 0.19864964 0.26075816]";30.52$\pm$3.62;"[0.27088587 0.37572196 0.3460506  0.33706174 0.26563898 0.26789636
 0.31186448 0.27733263 0.31424388 0.28550801]";31.39$\pm$4.16;"[0.31125437 0.33576019 0.31540307 0.36099813 0.27180102 0.32532742
 0.32589685 0.37663711 0.22364354 0.29274791]";31.72$\pm$1.92;"[0.31253559 0.3244326  0.34155617 0.33153014 0.2869926  0.27967136
 0.33757016 0.32233792 0.3220532  0.31308468]";30.61$\pm$2.54;"[0.28744001 0.31568779 0.35263971 0.29258521 0.32217522 0.28076954
 0.30454324 0.26228341 0.3354348  0.30753274]";28.24$\pm$2.71;"[0.28343366 0.29640853 0.31827056 0.30429919 0.26425608 0.2692996
 0.25473847 0.24715285 0.25697551 0.32949646]";26.92$\pm$3.29;"[0.22191491 0.30633287 0.29762873 0.28809078 0.25789067 0.2373912
 0.2497763  0.24841373 0.25364028 0.33108273]";28.97$\pm$4.76;"[0.20269666 0.36777028 0.25512487 0.31664362 0.29834052 0.27883755
 0.31430489 0.35245668 0.25823639 0.25284715]";26.95$\pm$6.21;"[0.27363133 0.29280892 0.35345318 0.16360937 0.29476125 0.30025218
 0.34424062 0.21556984 0.28451151 0.17231351]"
Hits@100;39.98$\pm$8.45;"[0.44726674 0.30525502 0.34879606 0.20043927 0.44494834 0.47366387
 0.45857399 0.47706012 0.41753437 0.42461157]";47.17$\pm$1.71;"[0.47081672 0.49182462 0.48726918 0.484239   0.48525584 0.43715936
 0.45074433 0.46894574 0.45818759 0.4828561 ]";38.8$\pm$3.71;"[0.4224152  0.45340844 0.42387944 0.36516717 0.32929309 0.35115513
 0.40136663 0.37765395 0.35314813 0.40211909]";47.7$\pm$2.34;"[0.452778   0.51421541 0.50026438 0.48726918 0.4714675  0.42863825
 0.47661271 0.4913162  0.48552021 0.4620109 ]";47.63$\pm$1.78;"[0.44637192 0.48997397 0.47551452 0.50079313 0.44604653 0.46752217
 0.49725454 0.48084276 0.476389   0.48257138]";45.25$\pm$3.26;"[0.44230456 0.48672008 0.51911657 0.42937037 0.45983487 0.44023021
 0.45605222 0.4419385  0.38953063 0.46007891]";47.56$\pm$2.24;"[0.4753925  0.48932319 0.52588872 0.48509314 0.45503539 0.43835923
 0.48263239 0.4584723  0.47720247 0.46868136]";41.3$\pm$3.04;"[0.40767103 0.4458635  0.46833564 0.42331001 0.40775238 0.38908322
 0.42392012 0.34989425 0.41670056 0.39723827]";40.18$\pm$3.89;"[0.4031766  0.37063776 0.49202798 0.42682828 0.4313227  0.3830432
 0.41157569 0.37600667 0.37179696 0.35160254]";44.92$\pm$3.36;"[0.44246726 0.48340519 0.4580859  0.48450338 0.3901814  0.39646547
 0.49757992 0.44275197 0.45615391 0.44075897]";44.14$\pm$5.28;"[0.45462865 0.47785325 0.44319938 0.51445945 0.37716587 0.46851867
 0.46247865 0.48987229 0.33907508 0.38711055]";45.98$\pm$2.26;"[0.45361181 0.47325714 0.47567721 0.48515415 0.44557878 0.41535833
 0.4765517  0.46778655 0.47811763 0.42642154]";44.5$\pm$2.1;"[0.44435858 0.45391686 0.47490442 0.44175547 0.46642398 0.42182543
 0.45170015 0.40124461 0.46184821 0.43203449]";42.99$\pm$3.56;"[0.44321972 0.44313837 0.45422191 0.45501505 0.37494916 0.4269503
 0.4401692  0.38406003 0.38523957 0.49225169]";40.48$\pm$3.05;"[0.36463841 0.4627837  0.43351908 0.43315301 0.39701456 0.37277312
 0.38955096 0.37771496 0.39050679 0.42587245]";41.61$\pm$4.53;"[0.33842431 0.49025868 0.37012934 0.45391686 0.41287725 0.41263321
 0.4430977  0.46542748 0.37047507 0.40413243]";39.59$\pm$7.65;"[0.44067762 0.46571219 0.47901245 0.26421541 0.39514358 0.44787684
 0.46483771 0.31501668 0.40626779 0.2803018 ]"
ROCAUC;98.43$\pm$0.37;"[0.98744711 0.98170078 0.98065745 0.97618496 0.98567868 0.98770083
 0.98681483 0.98816932 0.9859008  0.9828674 ]";98.62$\pm$0.04;"[0.98622893 0.98667929 0.9865022  0.98642013 0.98647227 0.9860982
 0.98605195 0.98525752 0.98631389 0.98575667]";98.47$\pm$0.13;"[0.98643859 0.98698728 0.98611831 0.98341998 0.98357449 0.98289831
 0.98388325 0.98477873 0.98447196 0.98474197]";98.66$\pm$0.05;"[0.9859668  0.98698042 0.98727633 0.98695735 0.98679134 0.986234
 0.98636696 0.9869354  0.98678145 0.98576526]";98.68$\pm$0.04;"[0.98638548 0.98760273 0.98651067 0.98736429 0.98628131 0.98707773
 0.98673308 0.98705427 0.9868527  0.98624169]";98.5$\pm$0.16;"[0.98538067 0.98569783 0.9862744  0.98572291 0.9854692  0.98554968
 0.98559886 0.98494769 0.98031702 0.98552084]";98.55$\pm$0.05;"[0.98568923 0.98618099 0.98619904 0.98594944 0.98514104 0.98540472
 0.98568735 0.98482689 0.98477312 0.9851035 ]";98.41$\pm$0.14;"[0.9826182  0.98305574 0.98578013 0.98534071 0.98405988 0.9831842
 0.98510925 0.98132867 0.98516175 0.9849547 ]";98.37$\pm$0.11;"[0.98339114 0.98333876 0.98496864 0.98537408 0.98517325 0.98162325
 0.98361041 0.98330181 0.98410143 0.982428  ]";97.83$\pm$0.08;"[0.9782508  0.97949131 0.97858548 0.97942816 0.97749372 0.97719876
 0.97877362 0.97859845 0.97761767 0.97778955]";98.53$\pm$0.18;"[0.98602798 0.98675382 0.98562326 0.98643113 0.98304193 0.98693237
 0.98623374 0.98667007 0.98161668 0.9832267 ]";98.0$\pm$0.07;"[0.98105613 0.97992028 0.97942197 0.98033316 0.97912095 0.97929504
 0.98026006 0.97984171 0.98114879 0.9798167 ]";97.95$\pm$0.04;"[0.97936801 0.9793027  0.97934293 0.97922153 0.98025367 0.97979787
 0.97963492 0.97967938 0.97867164 0.97923842]";97.8$\pm$0.29;"[0.97979387 0.97638199 0.97832677 0.97614218 0.97478964 0.98056857
 0.97848136 0.97531672 0.97536751 0.98441786]";97.63$\pm$0.16;"[0.97753121 0.97852334 0.9748069  0.97605053 0.97524041 0.97376794
 0.97689747 0.97512427 0.97613287 0.97907936]";98.46$\pm$0.21;"[0.98177466 0.98718512 0.98066067 0.98637233 0.98502426 0.9861567
 0.98502658 0.98701293 0.98292505 0.98403557]";98.31$\pm$0.49;"[0.98526351 0.98673294 0.98617668 0.9696968  0.98402557 0.98679207
 0.98595656 0.98160856 0.98470769 0.98031203]"
AP;98.37$\pm$0.45;"[0.98744708 0.9796671  0.98034853 0.9731989  0.98570742 0.98753708
 0.98620099 0.98798842 0.98576259 0.98311998]";98.67$\pm$0.05;"[0.98676866 0.98737031 0.98717557 0.98720192 0.98722457 0.98593273
 0.98646114 0.98577196 0.98681686 0.98638383]";98.38$\pm$0.18;"[0.98606892 0.98680745 0.98584843 0.9822722  0.98177935 0.98150451
 0.98310435 0.9837951  0.98329408 0.98400372]";98.7$\pm$0.06;"[0.98659986 0.98762    0.98769696 0.98745928 0.98723185 0.98581254
 0.98673158 0.98720846 0.98719528 0.98616713]";98.7$\pm$0.05;"[0.98678529 0.9877444  0.98694791 0.98790194 0.98619802 0.98696559
 0.98695419 0.98720766 0.986984   0.9867804 ]";98.55$\pm$0.14;"[0.98556784 0.98634567 0.98708797 0.98583683 0.98624609 0.98543666
 0.9859096  0.98518852 0.98172702 0.98613099]";98.62$\pm$0.06;"[0.98649444 0.98707567 0.98706915 0.98678082 0.98590265 0.98534737
 0.98628747 0.98529926 0.98560908 0.98582659]";98.39$\pm$0.16;"[0.98275009 0.98366578 0.98608546 0.98505605 0.98397351 0.98260349
 0.98485751 0.98020247 0.98498302 0.98453068]";98.35$\pm$0.15;"[0.98341367 0.98274769 0.98604513 0.9854714  0.98501479 0.98118343
 0.98355693 0.98278764 0.98301699 0.9817583 ]";98.12$\pm$0.08;"[0.98105032 0.98241089 0.98155355 0.98242027 0.98022502 0.97984083
 0.98159737 0.98104413 0.98091161 0.98073928]";98.5$\pm$0.22;"[0.98596787 0.98672828 0.98544325 0.98674007 0.98208312 0.98664484
 0.98620683 0.98700799 0.98044049 0.98310344]";98.25$\pm$0.07;"[0.98353588 0.98261428 0.9823614  0.98309042 0.98167671 0.98130762
 0.98287892 0.98216797 0.98365584 0.98218583]";98.19$\pm$0.03;"[0.98172719 0.98188661 0.9821712  0.9818491  0.9825494  0.98184939
 0.98186043 0.98160791 0.98166374 0.98174493]";98.06$\pm$0.24;"[0.9824249  0.97921202 0.98127714 0.97953049 0.97798946 0.98220869
 0.98089005 0.97816393 0.97839089 0.98597631]";97.94$\pm$0.14;"[0.97997735 0.98130837 0.97835533 0.9795591  0.97862438 0.97697261
 0.97947936 0.97812617 0.97932872 0.98185591]";98.44$\pm$0.25;"[0.98105414 0.98753137 0.97992888 0.98647779 0.98479021 0.98559065
 0.98501235 0.98725441 0.9821692  0.98382586]";98.26$\pm$0.55;"[0.98508019 0.98676436 0.98648515 0.96831301 0.98354985 0.98659216
 0.98598825 0.98028453 0.98434702 0.97826571]"
pretrain_time;nan$\pm$nan;[];92.08$\pm$4.25;"[92.0996635  92.92963648 86.91278172 92.00772476 99.68569374 99.73407626
 88.44125891 87.68395519 90.99998879 90.28257442]";123.82$\pm$50.44;"[172.6195941  255.98637056 127.33339047  89.81855011  91.50507355
  89.92786574  92.57174015 120.69531345  97.56086206 100.18524003]";91.71$\pm$7.83;"[ 86.74331713 112.43541622  86.68835139  93.60571408  86.70206928
  86.7787559   97.07574224  93.59574485  86.77406073  86.73817587]";137.79$\pm$62.68;"[ 86.85676694 108.35630894  86.99880767 159.08552408 257.34473181
 257.1791141  108.21147966 104.05631208 110.99916148  98.81218529]";102.13$\pm$24.98;"[ 88.32969093  88.23829556  89.2865088   90.07580829 158.32650542
  88.29383659  90.13336134  89.29821706  94.43054223 144.90728664]";92.8$\pm$1.64;"[91.10145402 95.83334422 92.16878939 92.12005115 91.32730055 91.35299945
 92.19965029 92.04973364 94.92927003 94.88557625]";197.48$\pm$69.91;"[134.88470721 136.53724527 265.46141553 265.3035717  162.94121099
 124.20147204 265.35906219  89.5369401  265.35486245 265.21261954]";169.34$\pm$66.71;"[130.52671623  99.22566128 270.08639884 269.77497482 203.38166618
  91.94679713 105.76090598 140.65175891 240.48137546 141.56903434]";68.06$\pm$10.81;"[63.47706747 71.41575146 68.29255795 61.93702579 61.92709088 98.94704556
 61.85977626 68.39244103 62.46903062 61.92052984]";140.65$\pm$36.62;"[158.9729085  158.75879288 158.5944159  158.75311065  56.77404451
 158.98539448 158.81936169 158.53159261  79.48092985 158.86771345]";62.15$\pm$0.84;"[62.68068957 61.74828267 61.7056191  61.21183133 62.80269885 61.30422997
 61.3068831  63.4042151  63.54851532 61.77787614]";62.12$\pm$1.18;"[64.0809989  60.94792318 60.32198739 61.53621602 63.63605094 60.84734654
 62.11318469 62.02640867 63.16066623 62.51408911]";87.81$\pm$28.62;"[ 63.02699566 144.7592988   72.31788111  61.97031999 127.15143442
  84.01311278  62.40274382  89.57215571 111.04596233  61.81637454]";73.26$\pm$10.87;"[67.1115036  65.49697876 65.85406423 66.44076777 66.08748245 95.18166995
 66.47154474 91.56522465 68.35918641 79.98716569]";86.9$\pm$27.73;"[ 77.21967483  74.48651934 168.75463772  70.45372987  86.40545583
  84.5020256   73.36226869  73.83619809  77.14126468  82.87961602]";76.0$\pm$3.44;"[78.78520346 72.47214532 77.12412047 74.17194295 73.21784115 74.40941143
 78.3258853  71.37923622 83.50247478 76.65083528]"
