metrics;a2grace_random_mean;a2grace_random;a2grace_deg_mean;a2grace_deg;a2grace_raa_mean;a2grace_raa;a2grace_sbm+random_mean;a2grace_sbm+random;a2grace_sbm+deg_mean;a2grace_sbm+deg;a2grace_sbm+raa_mean;a2grace_sbm+raa;a2bgrl_random_mean;a2bgrl_random;a2bgrl_deg_mean;a2bgrl_deg;a2bgrl_raa_mean;a2bgrl_raa;a2bgrl_sbm+random_mean;a2bgrl_sbm+random;a2bgrl_sbm+deg_mean;a2bgrl_sbm+deg;a2bgrl_sbm+raa_mean;a2bgrl_sbm+raa
Hits@10;89.63$\pm$2.04;"[0.90904079 0.92723264 0.86273429 0.91179713 0.88037486 0.92282249
 0.89911797 0.89360529 0.88202867 0.87375965]";83.71$\pm$3.97;"[0.85005513 0.84895259 0.85942668 0.87431092 0.82249173 0.82524807
 0.78721058 0.84895259 0.89911797 0.75523705]";87.93$\pm$2.44;"[0.90463065 0.90573319 0.82690187 0.90463065 0.87320838 0.88588754
 0.89029768 0.84729879 0.87651599 0.87761852]";83.41$\pm$3.75;"[0.89305402 0.85667034 0.81256891 0.85942668 0.75523705 0.84233738
 0.82800441 0.81918412 0.87210584 0.80264609]";86.1$\pm$2.79;"[0.89911797 0.85336273 0.87320838 0.8952591  0.87816979 0.86990077
 0.8246968  0.82745314 0.87265711 0.81642778]";84.39$\pm$4.52;"[0.91675854 0.87155458 0.78831312 0.87596472 0.8213892  0.87706725
 0.85997795 0.79162073 0.86493936 0.77177508]";88.86$\pm$1.89;"[0.87761852 0.89911797 0.84509372 0.90463065 0.89305402 0.90848953
 0.89470783 0.88478501 0.90848953 0.87045204]";89.42$\pm$2.34;"[0.91896362 0.92557883 0.84619625 0.90463065 0.89360529 0.90904079
 0.85997795 0.90022051 0.89470783 0.88864388]";86.36$\pm$3.64;"[0.87431092 0.87375965 0.77949283 0.89305402 0.88478501 0.89029768
 0.85170893 0.91014333 0.82524807 0.85281147]";89.21$\pm$2.21;"[0.90683572 0.89195149 0.84178611 0.91620728 0.89636163 0.90407938
 0.87045204 0.88092613 0.92006615 0.89195149]";90.32$\pm$1.68;"[0.91014333 0.90077178 0.86659316 0.92502756 0.8985667  0.90132304
 0.89305402 0.92171996 0.92227122 0.89250276]";89.35$\pm$2.27;"[0.89470783 0.89305402 0.83572216 0.92392503 0.88864388 0.9123484
 0.88257993 0.90628445 0.90793826 0.88974642]"
Hits@20;92.6$\pm$1.15;"[0.93054024 0.9399118  0.90407938 0.93054024 0.92006615 0.93329658
 0.92061742 0.9415656  0.92888644 0.9106946 ]";89.82$\pm$2.7;"[0.90628445 0.9106946  0.90573319 0.92061742 0.89911797 0.8831312
 0.84785006 0.93109151 0.92392503 0.85336273]";92.45$\pm$1.01;"[0.92557883 0.93605292 0.90297685 0.93109151 0.92282249 0.93109151
 0.91896362 0.93880926 0.92282249 0.91510474]";90.96$\pm$1.24;"[0.92502756 0.92116869 0.88533627 0.91400221 0.9123484  0.91345094
 0.89581036 0.92006615 0.91455347 0.89470783]";91.6$\pm$1.64;"[0.93384785 0.92006615 0.90848953 0.93054024 0.90904079 0.90959206
 0.8985667  0.93329658 0.93384785 0.8831312 ]";92.06$\pm$1.96;"[0.92943771 0.92998897 0.88092613 0.9432194  0.92282249 0.93274531
 0.90463065 0.93384785 0.93550165 0.89250276]";92.52$\pm$1.61;"[0.92227122 0.93880926 0.88478501 0.93219405 0.92282249 0.93825799
 0.92833517 0.94542448 0.92557883 0.91400221]";92.99$\pm$1.38;"[0.92668137 0.9415656  0.89195149 0.93715546 0.93495039 0.93825799
 0.92282249 0.9399118  0.93439912 0.93109151]";91.47$\pm$2.0;"[0.91951488 0.9399118  0.8693495  0.91565601 0.92502756 0.92392503
 0.89581036 0.94046307 0.90904079 0.90848953]";93.08$\pm$1.21;"[0.92888644 0.94432194 0.91124587 0.94101433 0.9399118  0.92833517
 0.91014333 0.94597574 0.93384785 0.9244763 ]";93.27$\pm$0.98;"[0.93274531 0.94377067 0.91014333 0.94046307 0.93605292 0.93660419
 0.92502756 0.94432194 0.93109151 0.92668137]";92.81$\pm$1.41;"[0.92833517 0.94266814 0.89360529 0.93495039 0.93605292 0.93384785
 0.91786108 0.9432194  0.93219405 0.91841235]"
Hits@50;94.23$\pm$0.3;"[0.9399118  0.94432194 0.94211687 0.94266814 0.94762955 0.9415656
 0.93660419 0.94597574 0.9399118  0.94211687]";93.91$\pm$0.44;"[0.93274531 0.9432194  0.94211687 0.93936053 0.94266814 0.93660419
 0.93384785 0.94542448 0.9415656  0.93329658]";94.13$\pm$0.34;"[0.93825799 0.9432194  0.9415656  0.9399118  0.94597574 0.9415656
 0.93495039 0.94707828 0.94101433 0.93936053]";94.9$\pm$0.44;"[0.94266814 0.95203969 0.9432194  0.95479603 0.9553473  0.94873208
 0.94377067 0.94983462 0.95203969 0.94762955]";94.87$\pm$0.66;"[0.94597574 0.95148842 0.95038589 0.95755237 0.94707828 0.94652701
 0.9415656  0.95644983 0.95479603 0.93495039]";95.23$\pm$0.63;"[0.9415656  0.95589857 0.94211687 0.9536935  0.95920617 0.95479603
 0.94652701 0.95810364 0.95920617 0.95203969]";94.31$\pm$0.42;"[0.9415656  0.94762955 0.93880926 0.94487321 0.94652701 0.94597574
 0.93936053 0.94983462 0.93605292 0.94046307]";94.58$\pm$0.45;"[0.94377067 0.95038589 0.94046307 0.94818082 0.95203969 0.95038589
 0.94101433 0.94928335 0.93936053 0.9432194 ]";94.28$\pm$0.38;"[0.9399118  0.94873208 0.93770673 0.9432194  0.94652701 0.94597574
 0.94046307 0.94652701 0.9415656  0.93715546]";94.54$\pm$0.36;"[0.94266814 0.94818082 0.94487321 0.94762955 0.94928335 0.94873208
 0.94101433 0.94983462 0.93936053 0.94266814]";94.52$\pm$0.39;"[0.94046307 0.94818082 0.94487321 0.94873208 0.94873208 0.94707828
 0.93880926 0.95093716 0.9415656  0.94266814]";94.46$\pm$0.36;"[0.93880926 0.94983462 0.94432194 0.94432194 0.94928335 0.94597574
 0.9399118  0.94818082 0.94266814 0.94266814]"
Hits@100;94.57$\pm$0.32;"[0.9415656  0.94873208 0.94652701 0.94542448 0.95093716 0.94762955
 0.94101433 0.94818082 0.94211687 0.94487321]";94.61$\pm$0.3;"[0.94211687 0.95093716 0.94487321 0.94762955 0.94818082 0.94542448
 0.94266814 0.95093716 0.94432194 0.94377067]";94.5$\pm$0.23;"[0.9415656  0.94652701 0.94487321 0.94542448 0.94873208 0.94432194
 0.9415656  0.94818082 0.9432194  0.94542448]";95.87$\pm$0.35;"[0.95203969 0.9553473  0.95975744 0.96030871 0.96582139 0.95920617
 0.95810364 0.95920617 0.96085998 0.95589857]";95.92$\pm$0.63;"[0.95038589 0.96527012 0.95865491 0.96196251 0.96692393 0.95424476
 0.95203969 0.96471885 0.96637266 0.95148842]";95.94$\pm$0.37;"[0.95424476 0.95755237 0.9570011  0.96030871 0.96637266 0.95920617
 0.9553473  0.96196251 0.96471885 0.95755237]";94.66$\pm$0.34;"[0.94432194 0.95038589 0.94597574 0.94818082 0.95038589 0.94873208
 0.94377067 0.95038589 0.9399118  0.94377067]";94.92$\pm$0.44;"[0.94762955 0.9553473  0.94762955 0.94983462 0.9536935  0.95589857
 0.94377067 0.95038589 0.94266814 0.94542448]";94.76$\pm$0.3;"[0.94542448 0.95038589 0.95038589 0.94983462 0.94873208 0.95038589
 0.94377067 0.94983462 0.9432194  0.94377067]";94.8$\pm$0.37;"[0.94377067 0.95203969 0.95038589 0.94983462 0.95038589 0.95314223
 0.94377067 0.94983462 0.94266814 0.94432194]";94.8$\pm$0.37;"[0.9432194  0.95093716 0.94983462 0.94873208 0.95203969 0.94983462
 0.94101433 0.95203969 0.94432194 0.94762955]";94.76$\pm$0.31;"[0.94266814 0.95093716 0.95038589 0.94762955 0.95148842 0.95038589
 0.94377067 0.94928335 0.94432194 0.94542448]"
ROCAUC;96.51$\pm$0.24;"[0.96388359 0.96572141 0.96362437 0.96248901 0.9690098  0.96954328
 0.96346346 0.96627901 0.96426768 0.96227902]";97.72$\pm$0.61;"[0.97680405 0.98256182 0.96361966 0.98257291 0.98064557 0.98198786
 0.97663265 0.97959913 0.96790903 0.9792843 ]";96.62$\pm$0.23;"[0.9662002  0.968076   0.96360872 0.96426362 0.96788142 0.96733563
 0.96324875 0.96827777 0.96318157 0.96969029]";97.56$\pm$0.2;"[0.97396642 0.97473938 0.97610463 0.97551143 0.97849538 0.97695363
 0.97117331 0.97506083 0.97750511 0.97684325]";98.1$\pm$0.27;"[0.9813277  0.98209701 0.9755248  0.98432077 0.98409989 0.9843211
 0.97855966 0.97982034 0.97933475 0.98031633]";97.66$\pm$0.19;"[0.97548468 0.97519629 0.9755324  0.97623379 0.97880887 0.97824301
 0.97484772 0.97565603 0.98074609 0.97555762]";97.08$\pm$0.21;"[0.97237005 0.97431043 0.96950005 0.97118668 0.96919863 0.97263181
 0.97204367 0.97057604 0.96662228 0.9690983 ]";96.92$\pm$0.37;"[0.96664677 0.97382723 0.97014583 0.97326837 0.97051644 0.97459972
 0.96610979 0.96747884 0.96257189 0.96693547]";96.98$\pm$0.26;"[0.96973421 0.97436361 0.9701279  0.97362651 0.967562   0.97166945
 0.96832519 0.968329   0.96581272 0.96878985]";96.3$\pm$0.26;"[0.96272377 0.964941   0.96363303 0.96357955 0.96314107 0.96726174
 0.95819238 0.96518894 0.95906303 0.96266786]";96.48$\pm$0.41;"[0.9646447  0.96928702 0.9623205  0.96647811 0.96695631 0.96722434
 0.95939581 0.96672385 0.95597843 0.96893298]";96.21$\pm$0.24;"[0.96142219 0.96484801 0.96246941 0.96408888 0.96370465 0.96538992
 0.95885396 0.96225077 0.95805998 0.9602101 ]"
AP;97.83$\pm$0.1;"[0.97761772 0.97874195 0.97792532 0.97781328 0.97887745 0.98055781
 0.97744072 0.97906709 0.97722599 0.97734458]";98.33$\pm$0.29;"[0.9829342  0.98652993 0.97764266 0.98666063 0.98459298 0.98611324
 0.98159947 0.98496895 0.97929004 0.98258183]";97.84$\pm$0.1;"[0.97878523 0.9792482  0.97736434 0.97825655 0.97863723 0.9790818
 0.97699703 0.97829523 0.97740225 0.98032645]";98.27$\pm$0.19;"[0.9827792  0.98262581 0.98332759 0.98431832 0.97864888 0.98465809
 0.97954653 0.98326479 0.98430967 0.98345604]";98.59$\pm$0.2;"[0.98431009 0.98680617 0.98348705 0.98920729 0.98862049 0.98780879
 0.98344963 0.98572581 0.98612056 0.98372442]";98.3$\pm$0.3;"[0.98391034 0.98296514 0.98329722 0.983876   0.98381382 0.98428605
 0.98152953 0.98402602 0.98715076 0.97507319]";98.04$\pm$0.12;"[0.98158051 0.98002149 0.98021404 0.98080674 0.97877249 0.98192797
 0.98126101 0.98104152 0.97791569 0.98010244]";98.08$\pm$0.2;"[0.97986851 0.98325058 0.98073183 0.98268265 0.98132578 0.98397678
 0.97890297 0.9801152  0.97721949 0.9796689 ]";98.0$\pm$0.16;"[0.97990694 0.98254817 0.97993925 0.98198039 0.9781935  0.98126441
 0.97952136 0.98013309 0.97694245 0.97947379]";97.78$\pm$0.14;"[0.97790906 0.97759655 0.9781498  0.97827903 0.97689909 0.9804704
 0.97534479 0.97927059 0.9761895  0.97773299]";97.87$\pm$0.19;"[0.97891548 0.98003233 0.97699217 0.98014806 0.97876274 0.98036957
 0.97618316 0.98001692 0.97504858 0.9809457 ]";97.74$\pm$0.13;"[0.97724963 0.97889931 0.97720383 0.97877391 0.97622671 0.97949164
 0.97573182 0.97759405 0.97576536 0.97669981]"
pretrain_time;19.7$\pm$1.29;"[18.83029151 20.45642471 21.20528126 21.43331885 18.17413926 18.51310205
 20.14824605 18.53214383 18.34275317 21.40473437]";26.14$\pm$9.59;"[31.43854237 40.21202779 19.62521505 43.44326091 19.20035529 18.17184401
 33.98624134 18.29659343 18.48364854 18.52541399]";20.33$\pm$0.94;"[20.42736745 20.46503162 21.0529089  21.64659047 18.71350455 20.67387819
 20.73742485 19.62378001 18.77647734 21.20341468]";266.38$\pm$27.92;"[253.59331894 324.86226153 261.18639398 316.80897212 249.44757891
 254.87163568 245.59716964 248.39677429 264.12927318 244.87931824]";386.47$\pm$133.07;"[261.39334583 728.8973434  357.71483016 260.19064069 405.2046001
 454.01865482 395.57993007 426.76534915 263.07395339 311.89874244]";258.66$\pm$14.4;"[256.88475943 297.31374002 265.78709698 253.3358953  247.68127799
 253.83186007 244.1303525  253.52988052 264.52644134 249.56877232]";25.61$\pm$2.59;"[24.85301042 26.72982717 23.84237099 25.21813655 25.76050639 27.93510127
 22.50891972 24.94654226 31.70413685 22.5633769 ]";24.58$\pm$2.23;"[21.45761323 25.89558053 23.95509076 23.38372397 23.95399952 21.65828323
 25.81930256 26.21570301 29.38887525 24.06909776]";26.75$\pm$2.79;"[24.76824617 24.24301791 21.49407268 25.6568718  26.50958967 30.04273987
 28.3226192  26.30827665 31.28471589 28.87581086]";341.51$\pm$36.53;"[367.28690577 435.12458229 347.11335516 334.83831835 334.24947858
 325.7978704  294.72028565 313.45170236 344.59902239 317.93826938]";341.45$\pm$36.54;"[328.5685463  317.26559782 381.25128102 338.20645761 332.43193889
 324.69879556 323.73989892 324.64573526 435.86971998 307.82837152]";401.84$\pm$35.56;"[359.07378054 381.0454464  392.24581313 378.8198967  370.12279487
 460.49348211 442.75586271 456.20725513 375.61381149 402.02547526]"
