metrics;lgrace_random_mean;lgrace_random;lgrace_deg_mean;lgrace_deg;lgrace_raa_mean;lgrace_raa;lgrace_sbm+random_mean;lgrace_sbm+random;lgrace_sbm+deg_mean;lgrace_sbm+deg;lgrace_sbm+raa_mean;lgrace_sbm+raa;lbgrl_random_mean;lbgrl_random;lbgrl_deg_mean;lbgrl_deg;lbgrl_raa_mean;lbgrl_raa;lbgrl_sbm+random_mean;lbgrl_sbm+random;lbgrl_sbm+deg_mean;lbgrl_sbm+deg;lbgrl_sbm+raa_mean;lbgrl_sbm+raa
Hits@10;55.61$\pm$3.83;"[0.50805687 0.49763033 0.5535545  0.59052133 0.56872038 0.58483412
 0.4985782  0.58388626 0.60663507 0.56872038]";55.54$\pm$2.5;"[0.53270142 0.56587678 0.5563981  0.60758294 0.55260664 0.55545024
 0.50900474 0.54312796 0.57914692 0.55165877]";52.19$\pm$5.34;"[0.47298578 0.50616114 0.4985782  0.6056872  0.56018957 0.52985782
 0.40473934 0.55924171 0.56208531 0.51943128]";27.96$\pm$5.35;"[0.3563981  0.24549763 0.31374408 0.30236967 0.25687204 0.3507109
 0.292891   0.28625592 0.2        0.19146919]";27.55$\pm$7.71;"[0.24834123 0.34597156 0.32606635 0.22180095 0.12037915 0.41611374
 0.27014218 0.22180095 0.26919431 0.31469194]";32.98$\pm$4.87;"[0.29194313 0.37535545 0.29004739 0.39810427 0.28246445 0.34691943
 0.27772512 0.41042654 0.28436019 0.34028436]";57.08$\pm$5.15;"[0.45687204 0.58293839 0.59241706 0.6492891  0.58388626 0.55165877
 0.53933649 0.58767773 0.53364929 0.63033175]";48.22$\pm$7.54;"[0.38578199 0.45687204 0.50331754 0.58009479 0.49099526 0.5478673
 0.33364929 0.58104265 0.48625592 0.45592417]";57.12$\pm$4.27;"[0.47488152 0.56303318 0.56398104 0.59146919 0.57725118 0.55450237
 0.53459716 0.61327014 0.63222749 0.60663507]";38.4$\pm$3.91;"[0.32606635 0.37914692 0.33649289 0.3943128  0.4464455  0.43412322
 0.38104265 0.42464455 0.36777251 0.34976303]";30.07$\pm$5.28;"[0.292891   0.35734597 0.29763033 0.2436019  0.23317536 0.31090047
 0.23886256 0.38388626 0.27488152 0.37345972]";43.94$\pm$3.72;"[0.41232227 0.42464455 0.51943128 0.40094787 0.43222749 0.47867299
 0.45308057 0.39905213 0.40853081 0.46540284]"
Hits@20;63.56$\pm$3.29;"[0.66350711 0.59526066 0.62654028 0.67677725 0.64265403 0.65023697
 0.57725118 0.63601896 0.68151659 0.60663507]";64.37$\pm$2.22;"[0.63791469 0.64075829 0.65118483 0.66919431 0.65971564 0.62843602
 0.58767773 0.66255924 0.65687204 0.64265403]";63.42$\pm$2.72;"[0.62559242 0.63507109 0.64265403 0.68341232 0.63127962 0.60758294
 0.57535545 0.64549763 0.65687204 0.63886256]";38.41$\pm$4.08;"[0.47677725 0.39146919 0.38672986 0.36018957 0.38767773 0.42654028
 0.36018957 0.38293839 0.34028436 0.32796209]";37.22$\pm$7.08;"[0.37630332 0.41327014 0.41895735 0.37819905 0.21421801 0.49668246
 0.34407583 0.32417062 0.34218009 0.41421801]";44.63$\pm$3.48;"[0.4056872  0.46350711 0.48909953 0.49952607 0.39905213 0.47014218
 0.41327014 0.47203791 0.42085308 0.42938389]";67.63$\pm$2.79;"[0.62464455 0.67109005 0.69099526 0.70995261 0.68056872 0.67014218
 0.65023697 0.65876777 0.67867299 0.72796209]";60.12$\pm$4.91;"[0.58104265 0.58104265 0.59146919 0.66161137 0.62464455 0.61137441
 0.50616114 0.63696682 0.67393365 0.54407583]";67.09$\pm$3.08;"[0.64170616 0.66161137 0.63696682 0.68909953 0.71848341 0.71279621
 0.61706161 0.68056872 0.67962085 0.67109005]";51.47$\pm$4.03;"[0.44170616 0.53080569 0.4957346  0.58009479 0.54312796 0.56777251
 0.47109005 0.51563981 0.492891   0.50805687]";43.13$\pm$5.12;"[0.41895735 0.42843602 0.45971564 0.36777251 0.39336493 0.45876777
 0.34218009 0.52985782 0.45402844 0.45971564]";56.39$\pm$3.52;"[0.50805687 0.52322275 0.61042654 0.58293839 0.56208531 0.61232227
 0.58767773 0.52606635 0.58199052 0.54407583]"
Hits@50;73.27$\pm$1.36;"[0.73744076 0.70616114 0.74123223 0.74028436 0.73933649 0.74312796
 0.72417062 0.72037915 0.75450237 0.72037915]";74.21$\pm$1.84;"[0.72890995 0.72511848 0.75829384 0.77725118 0.74407583 0.72701422
 0.72037915 0.76492891 0.72890995 0.74597156]";73.46$\pm$1.19;"[0.72511848 0.72985782 0.73554502 0.76018957 0.73554502 0.73459716
 0.71848341 0.72037915 0.74691943 0.73933649]";53.68$\pm$3.8;"[0.6056872  0.53175355 0.56303318 0.51469194 0.49952607 0.59146919
 0.49763033 0.51563981 0.49383886 0.55450237]";53.31$\pm$5.71;"[0.54218009 0.5450237  0.59241706 0.5478673  0.38483412 0.6
 0.55829384 0.52511848 0.4957346  0.53933649]";61.68$\pm$3.16;"[0.55545024 0.61421801 0.66824645 0.62938389 0.62274882 0.60473934
 0.58672986 0.60947867 0.66445498 0.61232227]";78.29$\pm$1.43;"[0.77251185 0.76872038 0.78483412 0.78767773 0.80379147 0.76018957
 0.76682464 0.78862559 0.79620853 0.8       ]";72.64$\pm$2.23;"[0.69668246 0.72511848 0.74218009 0.7563981  0.72417062 0.72985782
 0.68246445 0.74123223 0.75165877 0.71469194]";77.23$\pm$1.65;"[0.7507109  0.75545024 0.79146919 0.79052133 0.7943128  0.76872038
 0.74691943 0.77725118 0.76682464 0.78104265]";67.0$\pm$2.05;"[0.63886256 0.68341232 0.7042654  0.67677725 0.68815166 0.67772512
 0.65592417 0.67772512 0.66066351 0.63696682]";62.23$\pm$3.06;"[0.59620853 0.59336493 0.64075829 0.62654028 0.61990521 0.64549763
 0.5563981  0.66635071 0.63222749 0.64549763]";70.35$\pm$2.33;"[0.66255924 0.67867299 0.74407583 0.69004739 0.707109   0.73554502
 0.70616114 0.70236967 0.71563981 0.692891  ]"
Hits@100;79.28$\pm$1.76;"[0.78293839 0.7563981  0.79810427 0.8056872  0.80094787 0.81611374
 0.78862559 0.7971564  0.81137441 0.77061611]";80.7$\pm$1.36;"[0.79905213 0.79336493 0.81327014 0.83696682 0.78767773 0.80663507
 0.79810427 0.81327014 0.8028436  0.81895735]";79.26$\pm$1.74;"[0.79052133 0.77725118 0.79336493 0.81137441 0.8028436  0.78767773
 0.77345972 0.76492891 0.79810427 0.82654028]";66.0$\pm$2.74;"[0.68530806 0.65971564 0.67677725 0.63317536 0.5971564  0.68625592
 0.67772512 0.64549763 0.65308057 0.68530806]";66.28$\pm$5.23;"[0.65876777 0.67677725 0.72701422 0.65687204 0.52796209 0.71658768
 0.6957346  0.65023697 0.64075829 0.67772512]";72.38$\pm$2.04;"[0.68246445 0.72417062 0.7563981  0.72890995 0.72701422 0.707109
 0.70236967 0.73080569 0.74597156 0.73270142]";84.64$\pm$1.19;"[0.83222749 0.82938389 0.86729858 0.84834123 0.85781991 0.84075829
 0.83507109 0.8464455  0.86066351 0.8464455 ]";80.48$\pm$1.32;"[0.78862559 0.78767773 0.81990521 0.81990521 0.79620853 0.80189573
 0.79526066 0.80189573 0.82748815 0.80947867]";84.06$\pm$1.18;"[0.83033175 0.82180095 0.86255924 0.84834123 0.84454976 0.84454976
 0.82748815 0.83317536 0.8521327  0.84075829]";76.07$\pm$1.64;"[0.73270142 0.77535545 0.77914692 0.78009479 0.77725118 0.7563981
 0.74597156 0.75165877 0.76587678 0.74218009]";74.46$\pm$1.91;"[0.74218009 0.72322275 0.76872038 0.75260664 0.74976303 0.74312796
 0.6985782  0.75924171 0.75450237 0.75450237]";79.56$\pm$1.16;"[0.78104265 0.79336493 0.81421801 0.77630332 0.79526066 0.81042654
 0.80379147 0.79052133 0.8028436  0.78862559]"
ROCAUC;90.61$\pm$0.89;"[0.90016367 0.88451922 0.90664361 0.91686889 0.91102626 0.9142517
 0.90117293 0.90862739 0.91309118 0.90484221]";92.22$\pm$0.65;"[0.91590331 0.91697311 0.92594326 0.93229577 0.91285371 0.91597224
 0.91853912 0.92730711 0.92902237 0.92765392]";90.62$\pm$0.91;"[0.90002068 0.89307697 0.91535051 0.9096687  0.90793648 0.90453584
 0.89801891 0.89691382 0.91197874 0.9245848 ]";85.79$\pm$1.22;"[0.87727457 0.84720918 0.86591856 0.84800341 0.83399385 0.86193482
 0.86949529 0.86178747 0.84953101 0.8636859 ]";86.59$\pm$0.88;"[0.86657824 0.86636329 0.87546461 0.86603895 0.84421554 0.87559309
 0.86208576 0.86300398 0.87512793 0.86472361]";87.85$\pm$1.1;"[0.86685432 0.85832034 0.8862694  0.87735046 0.88357    0.87067676
 0.87387795 0.88278071 0.89895681 0.88604703]";93.39$\pm$0.64;"[0.92709246 0.92404214 0.9386923  0.93629793 0.93917387 0.92792076
 0.92875991 0.93276431 0.9439868  0.94010557]";92.2$\pm$0.67;"[0.91307859 0.91148177 0.92777251 0.92591092 0.92006783 0.9261562
 0.91348352 0.92221469 0.92913568 0.93028908]";92.99$\pm$0.76;"[0.92306717 0.91711237 0.93751488 0.93174187 0.93777858 0.92718313
 0.92407448 0.92303767 0.93846866 0.93864379]";89.92$\pm$0.62;"[0.89167244 0.90348555 0.90615844 0.90344961 0.90790503 0.89649559
 0.89186676 0.89736978 0.90330944 0.88993059]";89.24$\pm$0.8;"[0.90099193 0.87761012 0.90185845 0.89482357 0.89003751 0.88823207
 0.88179601 0.89478224 0.89153484 0.9027596 ]";91.05$\pm$0.68;"[0.90477351 0.90553761 0.92364322 0.89732935 0.90871813 0.91590396
 0.91073336 0.91015566 0.91412268 0.91415467]"
AP;92.76$\pm$0.67;"[0.92368925 0.91284347 0.92850896 0.93438461 0.93056628 0.93454912
 0.92124145 0.92970535 0.93511905 0.92491947]";93.67$\pm$0.5;"[0.93052012 0.93323512 0.94058637 0.94435215 0.93195932 0.9327686
 0.93083379 0.94180618 0.94125298 0.93948476]";92.59$\pm$0.67;"[0.92235676 0.91852963 0.93197057 0.93043577 0.92962049 0.92717057
 0.91506749 0.91695079 0.93180933 0.93462496]";87.55$\pm$1.0;"[0.89466663 0.86987493 0.88147624 0.8697331  0.85874    0.88484145
 0.88173944 0.87457952 0.86439197 0.87465278]";87.8$\pm$1.5;"[0.87655171 0.88613629 0.89049741 0.87873637 0.83841611 0.89810078
 0.87828494 0.87289162 0.87823635 0.88179284]";89.67$\pm$0.76;"[0.88361437 0.88860576 0.90366929 0.90116905 0.89694146 0.89113012
 0.89102555 0.90497627 0.9082114  0.8975618 ]";94.65$\pm$0.48;"[0.93981922 0.94048446 0.94922355 0.94963506 0.95112711 0.9425406
 0.94104289 0.94716485 0.95333376 0.95077536]";93.27$\pm$0.64;"[0.92633089 0.92739971 0.93670473 0.93798865 0.93208125 0.9352138
 0.91831391 0.93672623 0.93976342 0.93640188]";94.34$\pm$0.57;"[0.93517153 0.93583441 0.94727376 0.94712342 0.95056596 0.94358041
 0.93553987 0.94128584 0.94924037 0.94797514]";91.28$\pm$0.78;"[0.89912093 0.91909587 0.91790327 0.91898722 0.92148096 0.91513011
 0.90320119 0.91417923 0.91674471 0.90181911]";90.29$\pm$0.82;"[0.90494297 0.89785078 0.91216273 0.90172037 0.89948797 0.90096344
 0.88357587 0.9118928  0.9039954  0.91214848]";92.54$\pm$0.59;"[0.9187854  0.92116325 0.93657853 0.91655736 0.9250416  0.9334293
 0.92631208 0.92234632 0.92850852 0.92504584]"
pretrain_time;53.99$\pm$17.92;"[63.78150487 61.52905941 84.66840506 47.38730621 50.4660728  35.40044999
 44.02431917 33.72601247 35.4921031  83.38272977]";74.94$\pm$12.55;"[86.077878   85.61172676 53.52755022 63.28543067 86.76923609 56.50923491
 85.82606101 86.50674129 72.5017879  72.75988579]";143.95$\pm$50.27;"[217.12400436  93.93912506  94.57368112 218.78586102 163.1175766
 114.25145125 161.51351571 190.48953485 107.45412707  78.24889636]";599.99$\pm$143.15;"[490.7334609  453.50916529 542.89676237 796.70319819 660.93863511
 732.41176343 836.37530661 385.21458721 577.21002674 523.94268847]";719.02$\pm$140.69;"[803.88410878 617.3915484  818.40533566 431.85913873 773.43963242
 851.62758493 832.12484598 501.54639339 782.88684678 777.06010008]";432.4$\pm$98.23;"[649.89861703 419.01172113 464.68330574 346.66898084 497.40086031
 459.80867958 467.29188895 411.00320339 281.18302321 327.08799767]";28.53$\pm$6.91;"[36.28488016 36.98609471 27.49751425 25.06177759 24.89474559 23.95115042
 42.52061009 23.83955479 22.01375246 22.2836225 ]";33.23$\pm$4.38;"[39.86286831 30.97527957 40.47299314 29.84376287 26.26023507 35.43357801
 32.12892389 29.23804092 35.90193176 32.20008659]";37.08$\pm$7.11;"[48.33853412 40.01753616 28.32573819 36.62714219 44.67467809 30.44106054
 38.54572225 31.980479   44.89557695 26.98489118]";270.44$\pm$9.28;"[265.53121781 279.12400436 270.3915956  265.70631361 273.61291385
 285.07403684 280.58282781 272.09158349 256.8991859  255.3994298 ]";281.78$\pm$8.76;"[277.26669526 293.43084168 283.74649572 275.65383506 286.76027942
 294.35041666 289.01297331 279.60230923 268.10045934 269.82663131]";657.27$\pm$202.64;"[819.90465903 670.84019279 827.17146492 273.2902391  844.64120817
 769.95255256 718.22905898 639.79916239 738.06587934 270.85494423]"
