metrics;baseline_mean;baseline;grace_random_mean;grace_random;grace_deg_mean;grace_deg;grace_pr_mean;grace_pr;grace_evc_mean;grace_evc;grace_scom_mean;grace_scom;grace_random+scom_mean;grace_random+scom;grace_random+deg_mean;grace_random+deg;grace_deg+scom_mean;grace_deg+scom;bgrl_random_mean;bgrl_random;bgrl_deg_mean;bgrl_deg;bgrl_pr_mean;bgrl_pr;bgrl_evc_mean;bgrl_evc;bgrl_scom_mean;bgrl_scom;bgrl_random+scom_mean;bgrl_random+scom;bgrl_random+deg_mean;bgrl_random+deg;bgrl_deg+scom_mean;bgrl_deg+scom
Hits@10;32.28$\pm$3.04;"[0.27933814 0.26474539 0.34326536 0.32659665 0.36994749 0.33899133
 0.30559287 0.34137257 0.31542313 0.34247161]";34.18$\pm$6.07;"[0.37959458 0.28483331 0.32513127 0.33514471 0.35846868 0.44309439
 0.29887654 0.22285993 0.41335938 0.35651484]";24.13$\pm$5.68;"[0.12858713 0.24484064 0.31548419 0.23507144 0.33801441 0.25253389
 0.21498351 0.26541702 0.23391134 0.1843937 ]";33.21$\pm$5.05;"[0.33325192 0.30345586 0.37593113 0.34821101 0.39009647 0.35602638
 0.34271584 0.20008548 0.35791916 0.31322506]";21.84$\pm$4.57;"[0.15038466 0.21003786 0.27897179 0.19929173 0.25302235 0.22719502
 0.23409452 0.13676884 0.2811088  0.21357919]";31.38$\pm$2.85;"[0.29960923 0.34491391 0.33135914 0.36774942 0.31322506 0.25827329
 0.32189523 0.30351691 0.30034192 0.29661741]";31.29$\pm$5.07;"[0.3554158  0.29234339 0.40035413 0.3383197  0.34558554 0.34216632
 0.25674686 0.23403346 0.25076322 0.31310294]";23.47$\pm$7.24;"[0.18384418 0.26309684 0.39406521 0.17608988 0.32635242 0.24716083
 0.14470631 0.2213335  0.18353889 0.20649652]";27.48$\pm$4.97;"[0.18946147 0.31059958 0.35920137 0.25186225 0.30718036 0.28232995
 0.19294175 0.29118329 0.26914153 0.29441934]";42.05$\pm$5.1;"[0.44687996 0.40804738 0.44248382 0.52875809 0.40389547 0.42050311
 0.37703016 0.32042984 0.44645256 0.41073391]";37.79$\pm$3.63;"[0.35181341 0.42245695 0.41696178 0.31725485 0.40078154 0.40987911
 0.33636586 0.34992063 0.36329222 0.40994016]";41.04$\pm$3.8;"[0.40444499 0.40670412 0.45036024 0.46330443 0.44046892 0.39949933
 0.34723409 0.3452192  0.4370497  0.40963488]";29.93$\pm$9.0;"[0.23647576 0.28770302 0.38960801 0.36023935 0.4090243  0.34094517
 0.08554158 0.25436561 0.35370619 0.27506411]";39.18$\pm$5.45;"[0.32952741 0.44535352 0.4459641  0.42874588 0.33563317 0.43839297
 0.36988643 0.29325925 0.38411283 0.44700208]";41.67$\pm$3.92;"[0.44370497 0.39394309 0.43686653 0.45017707 0.41372573 0.45225302
 0.34546343 0.35761387 0.46770057 0.40505556]";37.66$\pm$6.27;"[0.30351691 0.40224692 0.43766028 0.47978996 0.35217975 0.378984
 0.38478447 0.33459519 0.4317377  0.26034925]";39.96$\pm$4.69;"[0.40749786 0.39748443 0.43943094 0.39913298 0.36365857 0.42178532
 0.40328489 0.27836122 0.44907803 0.43637807]"
Hits@20;46.45$\pm$3.32;"[0.40450604 0.48339236 0.49102455 0.52295763 0.47771401 0.47991208
 0.43295885 0.42612041 0.45823666 0.46818903]";46.53$\pm$4.82;"[0.48241544 0.41293198 0.47655391 0.45750397 0.45884723 0.55141043
 0.42630358 0.39656857 0.54292343 0.44791794]";36.06$\pm$8.76;"[0.23653682 0.44517035 0.51471486 0.29637318 0.45609965 0.36616192
 0.26669923 0.40438393 0.3363048  0.28403957]";43.4$\pm$4.64;"[0.41494688 0.39229454 0.52796434 0.44730736 0.45298571 0.43485163
 0.45780926 0.36573452 0.47075345 0.37538161]";30.95$\pm$4.12;"[0.25699109 0.30028086 0.37880083 0.32464281 0.37257296 0.30119673
 0.2949078  0.24264257 0.32549762 0.29783856]";42.91$\pm$3.21;"[0.38759311 0.47319575 0.40328489 0.4735621  0.45634388 0.40603248
 0.43631701 0.4106118  0.4548785  0.38869215]";44.27$\pm$4.87;"[0.45500061 0.47142508 0.51166199 0.48070582 0.46892172 0.47881304
 0.4094517  0.34265478 0.41842716 0.38979118]";35.21$\pm$9.12;"[0.28519966 0.46074002 0.5215533  0.26572231 0.42465503 0.31041641
 0.25680791 0.41873245 0.25534253 0.32226157]";37.95$\pm$6.36;"[0.33679326 0.48675052 0.44431555 0.34088411 0.46049579 0.36750519
 0.26431799 0.38740994 0.35492734 0.35175235]";53.81$\pm$3.74;"[0.50293076 0.54560996 0.59286848 0.58560264 0.49071926 0.54432776
 0.57052143 0.49578703 0.55818781 0.49456588]";48.7$\pm$4.71;"[0.47063133 0.5600806  0.57858102 0.44065209 0.47777506 0.50518989
 0.42093052 0.45903041 0.49175724 0.4650751 ]";53.08$\pm$2.78;"[0.54444987 0.51117353 0.57302479 0.57021614 0.48809378 0.53614605
 0.5495787  0.49377213 0.52588839 0.51544755]";40.85$\pm$10.36;"[0.31078276 0.43149347 0.46971547 0.45225302 0.50989132 0.47820247
 0.14281353 0.43161558 0.47606545 0.38264745]";52.24$\pm$3.01;"[0.51288314 0.52442301 0.53559653 0.56930028 0.49566492 0.50989132
 0.55995848 0.45744291 0.52814751 0.53065087]";54.2$\pm$2.76;"[0.541397   0.54103065 0.54640371 0.55305898 0.49303944 0.55898156
 0.59005984 0.49426059 0.5462816  0.55580657]";49.49$\pm$5.84;"[0.42953963 0.53956527 0.5442667  0.58138967 0.47722555 0.49242887
 0.52906338 0.45469532 0.52387349 0.37648064]";52.4$\pm$2.06;"[0.53639028 0.54744169 0.54878496 0.52552204 0.5040298  0.53474173
 0.50097692 0.49670289 0.54658688 0.49926731]"
Hits@50;60.84$\pm$2.32;"[0.55916473 0.63261693 0.63915008 0.63328856 0.59970692 0.6047747
 0.6052021  0.58395408 0.61924533 0.60672854]";61.51$\pm$2.28;"[0.62150446 0.58767859 0.59512761 0.59708145 0.61509342 0.64134815
 0.63493711 0.62400782 0.65264379 0.58169496]";52.7$\pm$6.78;"[0.43790451 0.59952375 0.63133472 0.46202222 0.60007327 0.51343265
 0.43631701 0.57888631 0.51648553 0.49444377]";60.06$\pm$3.52;"[0.58090121 0.54414458 0.62577848 0.61399438 0.6169862  0.64910245
 0.63402125 0.58908292 0.61375015 0.5377946 ]";48.89$\pm$2.81;"[0.4272805  0.49523751 0.52503358 0.50390768 0.52100379 0.47917939
 0.48204909 0.4642203  0.47765295 0.51392111]";59.5$\pm$1.91;"[0.55830993 0.59354011 0.59781414 0.62235926 0.61491025 0.60092807
 0.6149713  0.58786177 0.58889974 0.56991086]";59.29$\pm$3.23;"[0.58975455 0.55953108 0.62296984 0.57162047 0.62828184 0.62260349
 0.63047991 0.5629503  0.60538527 0.53504701]";51.1$\pm$9.9;"[0.43729393 0.59347906 0.6636952  0.37703016 0.63011357 0.4813164
 0.41525217 0.60733911 0.406582   0.4979851 ]";54.53$\pm$5.67;"[0.49456588 0.61045305 0.6031872  0.46544145 0.6067896  0.54896813
 0.46183905 0.60917084 0.52332397 0.52942972]";65.79$\pm$0.96;"[0.66180242 0.66058127 0.67157162 0.66216876 0.65514715 0.66467212
 0.66833557 0.64104286 0.64855294 0.64550006]";63.34$\pm$2.88;"[0.6031872  0.6685798  0.67670045 0.58395408 0.65020149 0.64782025
 0.60050067 0.64061546 0.62217609 0.64018806]";66.57$\pm$1.2;"[0.67468555 0.66387837 0.67480767 0.68079131 0.65874954 0.66760288
 0.68311149 0.64782025 0.64873611 0.65716205]";54.05$\pm$11.79;"[0.40407864 0.58261082 0.60587373 0.56276713 0.64085969 0.62339724
 0.24209305 0.61869581 0.58157284 0.5426792 ]";65.34$\pm$1.58;"[0.6360972  0.66277934 0.65490292 0.67676151 0.65050678 0.65820002
 0.68060813 0.63084626 0.64391257 0.63939431]";66.11$\pm$1.23;"[0.65874954 0.66986201 0.65355965 0.65606301 0.65166687 0.67456344
 0.68268409 0.63695201 0.66137502 0.66534375]";63.73$\pm$4.61;"[0.58657956 0.67902064 0.66522164 0.66839663 0.64836976 0.64971303
 0.67688362 0.63133472 0.64507266 0.52216388]";64.95$\pm$1.05;"[0.63603615 0.64672121 0.66210771 0.63658566 0.65319331 0.6474539
 0.65948223 0.6409818  0.66845769 0.6441568 ]"
Hits@100;70.03$\pm$1.66;"[0.65948223 0.71174747 0.70973257 0.71217487 0.70747344 0.70777873
 0.71119795 0.70094029 0.70399316 0.67822689]";71.25$\pm$2.24;"[0.70460374 0.7035047  0.7030773  0.6632678  0.70570277 0.73720845
 0.73836854 0.73165222 0.73610942 0.70142875]";64.85$\pm$5.76;"[0.56032483 0.71113689 0.70735132 0.62535108 0.71498351 0.61674197
 0.59909635 0.72982049 0.61246794 0.60776652]";70.39$\pm$1.89;"[0.68964465 0.67523507 0.72811088 0.69959702 0.70582489 0.72853828
 0.72298205 0.71101478 0.70460374 0.67370863]";60.86$\pm$1.9;"[0.57687141 0.60837709 0.63792893 0.60013433 0.634815   0.59396752
 0.60599585 0.62095494 0.58700696 0.62022225]";69.88$\pm$1.56;"[0.6685798  0.68451581 0.70893882 0.69697155 0.70417633 0.71626572
 0.71101478 0.7188912  0.69855904 0.68054708]";69.9$\pm$1.56;"[0.70442056 0.70203932 0.71449505 0.67633411 0.7128465  0.70002442
 0.71907437 0.69471242 0.69880327 0.66699231]";62.94$\pm$7.84;"[0.54567102 0.7010624  0.72762242 0.52594944 0.71480034 0.62626694
 0.58297716 0.72615704 0.53010136 0.61387227]";65.93$\pm$4.32;"[0.60440835 0.7014898  0.70808402 0.588106   0.69306387 0.65911589
 0.62443522 0.71742582 0.66271828 0.63383808]";72.14$\pm$0.78;"[0.7148614  0.72682867 0.73091953 0.71852485 0.72035658 0.71840274
 0.73214068 0.70466479 0.72725608 0.72053975]";71.24$\pm$1.55;"[0.68866772 0.72200513 0.72389791 0.68878984 0.72285993 0.72157773
 0.6892783  0.72243253 0.72701185 0.7177311 ]";72.4$\pm$0.79;"[0.72859934 0.72206619 0.71956283 0.73336183 0.71962389 0.72011235
 0.74178776 0.71302967 0.7226157  0.71895225]";64.05$\pm$12.2;"[0.49792404 0.70094029 0.70142875 0.67444132 0.71956283 0.7221883
 0.32793992 0.72530223 0.68646965 0.64855294]";71.68$\pm$0.87;"[0.71254121 0.72108927 0.71724264 0.72005129 0.71828062 0.71913543
 0.72139455 0.72359262 0.72267676 0.69220906]";71.96$\pm$0.43;"[0.71272439 0.72640127 0.71864697 0.71760899 0.71663207 0.72444743
 0.72634021 0.71748687 0.71821956 0.71712053]";71.97$\pm$3.03;"[0.70600806 0.72450849 0.71999023 0.7428868  0.71937966 0.74703871
 0.75131274 0.71260227 0.7339724  0.63951642]";72.16$\pm$1.03;"[0.71028209 0.719746   0.71009891 0.71418977 0.73091953 0.73580413
 0.7306753  0.70741238 0.73421663 0.72298205]"
ROCAUC;95.11$\pm$0.21;"[0.94850345 0.95125853 0.94969806 0.94983911 0.9531743  0.95416829
 0.95334647 0.95209299 0.9518667  0.94727976]";94.1$\pm$0.26;"[0.93810962 0.94234582 0.93843277 0.93726364 0.93910958 0.94474305
 0.94473971 0.9426231  0.9425665  0.93972441]";95.12$\pm$0.67;"[0.95335565 0.94164177 0.94161948 0.9551147  0.94313344 0.95820453
 0.95734633 0.94646539 0.95783389 0.95701913]";94.74$\pm$0.53;"[0.94852485 0.93905898 0.94191474 0.94627253 0.94506934 0.95609571
 0.95673456 0.94398623 0.94811295 0.94870523]";95.59$\pm$0.13;"[0.95315301 0.95615358 0.95588095 0.95464431 0.95850035 0.95636726
 0.95557217 0.95682593 0.95626376 0.95594349]";94.88$\pm$0.3;"[0.94532851 0.95258469 0.94899705 0.94583658 0.9507516  0.94895558
 0.94843089 0.95475668 0.9464208  0.94557143]";93.97$\pm$0.28;"[0.93711885 0.94159617 0.9399654  0.93411754 0.94160769 0.94194565
 0.94400991 0.94089585 0.93843027 0.93748999]";94.84$\pm$0.45;"[0.94676297 0.94284614 0.94292391 0.94899275 0.94350734 0.9549329
 0.95298724 0.94613869 0.94971008 0.95497567]";94.95$\pm$0.64;"[0.95414265 0.94203936 0.93966117 0.95187298 0.94243164 0.95826859
 0.9549232  0.94388564 0.95442296 0.9535255 ]";91.89$\pm$0.11;"[0.91884077 0.92057335 0.91787945 0.91772509 0.91917589 0.91889996
 0.91889419 0.92064459 0.91955285 0.91731103]";93.42$\pm$1.13;"[0.94206369 0.92009975 0.91908356 0.94094866 0.92019416 0.94535745
 0.94705241 0.92266838 0.94270235 0.94206903]";92.35$\pm$0.26;"[0.92473581 0.92036388 0.9190777  0.92415993 0.92065526 0.92526772
 0.92792775 0.92278884 0.92563799 0.92441434]";94.25$\pm$0.79;"[0.93986169 0.94545407 0.94661306 0.94374115 0.94543027 0.94573239
 0.91962766 0.94569826 0.94512828 0.94727746]";92.29$\pm$0.2;"[0.92234552 0.92138211 0.91984239 0.92241432 0.92290703 0.92725897
 0.9238408  0.92265339 0.92490666 0.92123902]";91.91$\pm$0.21;"[0.915911   0.92118698 0.91744013 0.91711693 0.9180112  0.92184505
 0.92200519 0.92077577 0.91823901 0.91832256]";93.23$\pm$1.03;"[0.93674689 0.92139293 0.91789192 0.93807102 0.92064442 0.94343617
 0.94210805 0.92035703 0.93762949 0.94443208]";93.03$\pm$0.83;"[0.93765289 0.92072271 0.91664998 0.93358479 0.92314421 0.93794929
 0.94100529 0.92181936 0.93379369 0.93619671]"
AP;96.38$\pm$0.13;"[0.96168767 0.9639818  0.96320961 0.96331055 0.96539246 0.9653493
 0.96489664 0.96472022 0.96435829 0.96150446]";95.95$\pm$0.15;"[0.95804358 0.95967056 0.95819821 0.95739835 0.9586794  0.96210298
 0.9613982  0.96013448 0.96063874 0.95897245]";96.34$\pm$0.26;"[0.96238729 0.95934599 0.96010246 0.96511379 0.96064148 0.96682566
 0.96579718 0.96191136 0.9663353  0.9650689 ]";96.21$\pm$0.26;"[0.96237963 0.95782822 0.96019927 0.9609691  0.96164127 0.96688816
 0.9666352  0.96042663 0.96266392 0.96180679]";96.53$\pm$0.12;"[0.9624752  0.96555246 0.96649824 0.96448966 0.96744311 0.96521354
 0.96569763 0.96542597 0.96534963 0.96522926]";96.24$\pm$0.15;"[0.96021333 0.96369013 0.96267308 0.96141747 0.96345511 0.96240473
 0.96232952 0.96548167 0.96179988 0.96050704]";95.84$\pm$0.16;"[0.95722193 0.95897394 0.95932048 0.9553948  0.96013053 0.95961256
 0.96050168 0.95852499 0.95785997 0.95649434]";96.08$\pm$0.22;"[0.95750319 0.95979932 0.96048861 0.95816815 0.96092918 0.96506233
 0.96157097 0.96172785 0.95956363 0.96365682]";96.26$\pm$0.27;"[0.96354869 0.95969945 0.95883178 0.96197383 0.9601946  0.96748201
 0.96403885 0.9604327  0.96559281 0.96439326]";94.49$\pm$0.06;"[0.94477331 0.94604706 0.94460316 0.94445673 0.94525329 0.94493766
 0.94447218 0.94533461 0.94573284 0.94382517]";95.48$\pm$0.74;"[0.9598411  0.94567745 0.94512704 0.95882289 0.94566256 0.96246442
 0.9622118  0.94689423 0.96100258 0.96006026]";94.79$\pm$0.19;"[0.94902203 0.94573742 0.94490154 0.94918491 0.94594308 0.94899031
 0.95089516 0.94656951 0.94954233 0.94843233]";95.69$\pm$1.11;"[0.95142934 0.961096   0.96229681 0.96014031 0.96212498 0.96218936
 0.9247873  0.96168395 0.96141956 0.96156329]";94.67$\pm$0.11;"[0.94572501 0.94665616 0.94599358 0.94610541 0.94735467 0.94912125
 0.9464074  0.94690688 0.94773638 0.94504035]";94.5$\pm$0.11;"[0.94296151 0.94633984 0.94421575 0.94412732 0.94457495 0.94674995
 0.94631308 0.94575259 0.94476178 0.94460444]";95.37$\pm$0.68;"[0.95681009 0.94651157 0.94465518 0.95887797 0.9456967  0.96150265
 0.96074217 0.94516042 0.95858505 0.95872871]";95.28$\pm$0.58;"[0.95759823 0.94631623 0.94337435 0.95556848 0.94749929 0.95833854
 0.95948631 0.94619313 0.95663319 0.95698192]"
pretrain_time;nan$\pm$nan;[];280.78$\pm$107.81;"[208.70759106 397.50964117 152.8592186  152.0214169  218.0624404
 413.80819345 414.1674726  232.00533271 411.89403462 206.75196385]";370.99$\pm$78.56;"[410.82372522 412.68815684 211.13231921 413.21732664 218.96284723
 414.72175527 415.24933863 416.11008096 414.64531612 382.33997917]";244.85$\pm$85.65;"[197.69523096 204.89957356 225.75856471 182.82094669 209.2019341
 415.11411381 414.77619267 200.68190026 199.40639091 198.17504454]";413.34$\pm$3.36;"[414.1569643  414.83782554 403.30605936 413.97970796 414.25317073
 414.53042603 414.46969485 414.84838486 414.34991527 414.68896246]";315.27$\pm$107.72;"[186.04516625 422.60388899 195.91710806 231.11469865 202.84182501
 422.27549362 422.13224483 422.21589994 225.33452511 422.26741719]";232.21$\pm$104.59;"[202.55052805 436.50447249 166.01683068 158.94571018 169.08972478
 231.77989817 436.66317058 198.08902454 162.66242075 159.76059031]";328.37$\pm$110.51;"[352.21325183 428.46062207 428.92999005 161.9217639  228.22947001
 428.04110169 196.66147923 428.83191466 201.22681761 429.16219401]";329.17$\pm$113.27;"[436.90870452 235.36503148 213.31617141 186.08785105 163.42416024
 436.74222159 310.17585826 436.94271231 436.47967482 436.26579857]";115.83$\pm$17.13;"[113.85105824 108.65109849 101.44028735 106.01587629 130.15192199
 158.89850855 103.49627042 126.11925983 101.99318194 107.65075088]";163.89$\pm$51.4;"[219.57632661 131.75196815 102.31478238 220.29622579 114.18734646
 201.93689871 119.75940013  99.31416178 208.96554279 220.83423591]";153.25$\pm$36.92;"[166.0771904  125.83060431  98.59354472 195.63263297 126.42885947
 119.82428479 224.47987628 176.9322536  134.67255664 164.01732564]";175.26$\pm$45.17;"[106.21927619 193.74770522 219.10483336 219.46490955 219.86769581
 199.49559832 104.94034266 172.73916793 199.27647233 117.72633958]";119.63$\pm$18.0;"[108.05284929  98.84642076 135.56421828 108.74268961 130.74022365
 114.05263972 114.1005249  163.55932808 106.44267774 116.22666144]";117.43$\pm$9.02;"[111.94967508 113.00951982 117.92462564 107.87687492 133.34772801
 114.53434229 119.65517879 111.30885124 134.97263336 109.68363404]";136.58$\pm$23.88;"[131.84026051 121.59396124 134.64806199 138.14096808 115.06678224
 134.03279138 128.37429476 135.6648252  121.45287514 205.00251317]";127.1$\pm$10.8;"[137.50323582 126.30085897 111.34237051 136.02311921 114.83889294
 120.73972559 147.93083143 127.984097   117.59596562 130.73074484]"
