metrics;a2grace_random_mean;a2grace_random;a2grace_deg_mean;a2grace_deg;a2grace_raa_mean;a2grace_raa;a2grace_sbm+random_mean;a2grace_sbm+random;a2grace_sbm+deg_mean;a2grace_sbm+deg;a2grace_sbm+raa_mean;a2grace_sbm+raa;a2bgrl_random_mean;a2bgrl_random;a2bgrl_deg_mean;a2bgrl_deg;a2bgrl_raa_mean;a2bgrl_raa;a2bgrl_sbm+random_mean;a2bgrl_sbm+random;a2bgrl_sbm+deg_mean;a2bgrl_sbm+deg;a2bgrl_sbm+raa_mean;a2bgrl_sbm+raa
Hits@10;28.79$\pm$2.7;"[0.30424886 0.29514416 0.30804249 0.25189681 0.31714719 0.29210926
 0.29742033 0.31866464 0.24506829 0.24886191]";23.32$\pm$4.19;"[0.25948407 0.27617602 0.29135053 0.22306525 0.23141123 0.17450683
 0.27465857 0.2124431  0.23292868 0.15629742]";27.79$\pm$2.81;"[0.30728376 0.27617602 0.28907436 0.25872534 0.29742033 0.2875569
 0.28300455 0.31487102 0.24962064 0.215478  ]";32.25$\pm$1.97;"[0.34977238 0.35811836 0.31638847 0.32549317 0.30197269 0.33990895
 0.30273141 0.323217   0.30197269 0.30576631]";29.0$\pm$4.79;"[0.34597876 0.33459788 0.35128983 0.29969651 0.28907436 0.26100152
 0.27010622 0.32094082 0.20637329 0.22078907]";34.16$\pm$3.09;"[0.38998483 0.35963581 0.34825493 0.33383915 0.31714719 0.33459788
 0.33687405 0.39301973 0.31107739 0.29135053]";25.97$\pm$0.96;"[0.26100152 0.25872534 0.26100152 0.24886191 0.25948407 0.26024279
 0.26631259 0.27010622 0.27314112 0.23823976]";24.45$\pm$5.01;"[0.26176024 0.284522   0.26555387 0.27010622 0.27921093 0.26176024
 0.23444613 0.14643399 0.29059181 0.15098634]";29.36$\pm$1.7;"[0.29969651 0.29742033 0.28983308 0.28072838 0.30121396 0.30804249
 0.30576631 0.31487102 0.28679818 0.25189681]";22.51$\pm$7.2;"[0.01441578 0.27162367 0.21927162 0.25493171 0.25417299 0.23672231
 0.24962064 0.27162367 0.24810319 0.2306525 ]";26.24$\pm$2.4;"[0.25948407 0.29362671 0.26024279 0.25265554 0.27314112 0.24810319
 0.24734446 0.30500759 0.2693475  0.21471927]";29.63$\pm$1.92;"[0.30500759 0.30880121 0.24734446 0.29438543 0.30121396 0.31183612
 0.30804249 0.31107739 0.29969651 0.2754173 ]"
Hits@20;32.57$\pm$1.47;"[0.3323217  0.32549317 0.32776935 0.30728376 0.33990895 0.31790592
 0.34446131 0.34597876 0.31562974 0.30045524]";29.68$\pm$2.84;"[0.33080425 0.3262519  0.3353566  0.26555387 0.27921093 0.26631259
 0.32018209 0.26100152 0.30728376 0.27617602]";32.55$\pm$1.3;"[0.33383915 0.32549317 0.3292868  0.31335357 0.33156297 0.34218513
 0.32245827 0.34066768 0.32018209 0.29590288]";43.63$\pm$3.91;"[0.44688923 0.50834598 0.42109256 0.45751138 0.40743551 0.48558422
 0.40288316 0.44385432 0.42109256 0.36798179]";39.92$\pm$5.36;"[0.42943854 0.51441578 0.47420334 0.37860395 0.37329287 0.37556904
 0.34977238 0.38694992 0.37481032 0.3353566 ]";45.5$\pm$3.5;"[0.4491654  0.46889226 0.45447648 0.44461305 0.48861912 0.51669196
 0.4370258  0.47420334 0.43930197 0.37708649]";27.69$\pm$0.85;"[0.28300455 0.26858877 0.27769347 0.27314112 0.2814871  0.27693475
 0.2754173  0.28300455 0.29135053 0.25872534]";28.02$\pm$3.06;"[0.284522   0.29059181 0.30349014 0.29893778 0.29742033 0.30273141
 0.26631259 0.21699545 0.31031866 0.2306525 ]";32.14$\pm$1.15;"[0.31866464 0.3323217  0.32094082 0.30197269 0.32701062 0.32776935
 0.32701062 0.33990895 0.31562974 0.30273141]";24.58$\pm$7.06;"[0.03793627 0.29135053 0.25037936 0.26251897 0.28072838 0.26024279
 0.2693475  0.28300455 0.2754173  0.24658574]";28.45$\pm$2.45;"[0.27693475 0.31183612 0.27769347 0.2784522  0.28983308 0.31107739
 0.26479514 0.31866464 0.284522   0.23141123]";32.88$\pm$0.99;"[0.32473445 0.34294385 0.33687405 0.32245827 0.31638847 0.34370258
 0.3262519  0.33687405 0.32018209 0.31714719]"
Hits@50;36.67$\pm$0.99;"[0.36874052 0.36570561 0.36874052 0.36039454 0.36191199 0.37632777
 0.37936267 0.38088012 0.35735964 0.34749621]";36.24$\pm$1.19;"[0.38694992 0.35128983 0.37632777 0.35280728 0.37177542 0.35584219
 0.36798179 0.35280728 0.35811836 0.35053111]";35.7$\pm$1.06;"[0.35128983 0.35887709 0.36494689 0.35053111 0.35432473 0.37405159
 0.35887709 0.37025797 0.35128983 0.3353566 ]";62.69$\pm$2.55;"[0.62822458 0.66236722 0.66388467 0.64188164 0.62974203 0.63581184
 0.59256449 0.59635812 0.62898331 0.58877086]";53.47$\pm$5.73;"[0.53034901 0.63732929 0.63884674 0.51441578 0.47723824 0.56449165
 0.48103187 0.51593323 0.5030349  0.48406677]";60.2$\pm$2.33;"[0.58421851 0.6016692  0.607739   0.62063733 0.65250379 0.60622155
 0.59180577 0.60091047 0.5569044  0.59711684]";30.73$\pm$1.15;"[0.30197269 0.28907436 0.30197269 0.30349014 0.31714719 0.3292868
 0.30576631 0.31183612 0.31866464 0.29362671]";31.99$\pm$2.37;"[0.31790592 0.32473445 0.32776935 0.34749621 0.32094082 0.34218513
 0.30955994 0.27389985 0.34901366 0.28528073]";35.78$\pm$0.91;"[0.36570561 0.37101669 0.36267071 0.34294385 0.35128983 0.36191199
 0.35963581 0.36418816 0.35660091 0.34218513]";28.02$\pm$6.4;"[0.09104704 0.31487102 0.28983308 0.28603945 0.30804249 0.30804249
 0.29969651 0.31487102 0.30652504 0.28300455]";32.69$\pm$2.14;"[0.32169954 0.35887709 0.32169954 0.33080425 0.32473445 0.35584219
 0.29590288 0.35053111 0.31259484 0.29666161]";37.0$\pm$1.33;"[0.35811836 0.38163885 0.39453718 0.36418816 0.35963581 0.38239757
 0.36115326 0.37632777 0.37405159 0.34825493]"
Hits@100;39.65$\pm$1.24;"[0.40212443 0.39301973 0.40895296 0.40212443 0.3861912  0.40288316
 0.40819423 0.40971168 0.37708649 0.37481032]";41.75$\pm$1.77;"[0.45447648 0.38467375 0.41881639 0.40515933 0.43019727 0.40971168
 0.42412747 0.42185129 0.42261002 0.40288316]";38.99$\pm$1.06;"[0.39377845 0.39150228 0.39681335 0.392261   0.38239757 0.40591806
 0.39377845 0.39301973 0.3861912  0.36342944]";74.48$\pm$2.96;"[0.73520486 0.79362671 0.79362671 0.73444613 0.75948407 0.74810319
 0.72078907 0.72078907 0.74582701 0.69575114]";65.55$\pm$4.62;"[0.62518968 0.74279211 0.74127466 0.65477997 0.61911988 0.64567527
 0.6198786  0.64112291 0.65933232 0.60546282]";68.28$\pm$1.23;"[0.67298938 0.69195751 0.68664643 0.68057663 0.70789074 0.68361153
 0.67754173 0.69271624 0.67223065 0.6616085 ]";34.23$\pm$1.57;"[0.33459788 0.32549317 0.33308042 0.33990895 0.35204856 0.37481032
 0.33308042 0.34901366 0.35963581 0.32094082]";36.69$\pm$2.31;"[0.37860395 0.35963581 0.37481032 0.3952959  0.35887709 0.39908953
 0.34977238 0.33687405 0.38846737 0.32776935]";39.88$\pm$0.98;"[0.41198786 0.40819423 0.40743551 0.3831563  0.39681335 0.40591806
 0.392261   0.40136571 0.3983308  0.38239757]";31.88$\pm$5.76;"[0.14946889 0.35584219 0.32245827 0.31411229 0.33763278 0.34218513
 0.3383915  0.34825493 0.34597876 0.33383915]";37.31$\pm$2.16;"[0.37329287 0.40667678 0.37329287 0.37481032 0.36646434 0.40515933
 0.34597876 0.38998483 0.35660091 0.33915023]";40.31$\pm$1.49;"[0.38088012 0.41350531 0.41729894 0.40591806 0.38998483 0.42109256
 0.39605463 0.40971168 0.41805766 0.37860395]"
ROCAUC;66.19$\pm$1.4;"[0.67626232 0.67487554 0.67777027 0.6516685  0.65347724 0.66205262
 0.67149783 0.66282689 0.65908748 0.62944614]";73.14$\pm$3.79;"[0.759689   0.65009435 0.67285295 0.74700885 0.7618866  0.73604619
 0.776406   0.74846586 0.73264581 0.72891083]";63.51$\pm$1.22;"[0.6558933  0.63591949 0.63732641 0.63914896 0.63342484 0.63766145
 0.651406   0.62777096 0.61730314 0.6154624 ]";91.04$\pm$1.33;"[0.91873349 0.92485395 0.93062499 0.89755078 0.91265736 0.91421597
 0.91246163 0.89812126 0.9122062  0.88298475]";89.5$\pm$1.14;"[0.89688531 0.89927691 0.90501829 0.90095814 0.8646061  0.90391187
 0.88895957 0.89744025 0.90299089 0.88992265]";88.07$\pm$0.94;"[0.8906359  0.88772534 0.87694315 0.86636302 0.88940225 0.89372578
 0.86612297 0.88356214 0.87909017 0.87327214]";65.44$\pm$1.2;"[0.64524582 0.65144227 0.64640636 0.65407248 0.67172061 0.669637
 0.64103887 0.66599966 0.66278346 0.63529777]";69.61$\pm$2.87;"[0.72169114 0.65480875 0.6722675  0.74336115 0.70657823 0.71593392
 0.69404084 0.66874443 0.72167973 0.66167585]";67.72$\pm$0.85;"[0.67496851 0.67984093 0.68394369 0.66389101 0.6810884  0.66899887
 0.66760807 0.69455491 0.68098451 0.67658152]";61.2$\pm$3.27;"[0.53053207 0.65540399 0.63093279 0.59161349 0.59727745 0.63812485
 0.61941174 0.60557249 0.62722908 0.62387199]";67.32$\pm$1.42;"[0.68651576 0.67554648 0.65248192 0.67491152 0.67624188 0.68789534
 0.67816402 0.69289757 0.65262017 0.65487841]";65.05$\pm$1.62;"[0.62151234 0.66708594 0.66605982 0.66368952 0.6410262  0.67149323
 0.63848464 0.65986481 0.63960719 0.63636764]"
AP;73.93$\pm$0.99;"[0.74781911 0.74540171 0.74972623 0.7330026  0.73645533 0.73824127
 0.74715227 0.74523906 0.73540938 0.71485957]";77.48$\pm$2.12;"[0.79716741 0.73353116 0.75135432 0.78368201 0.79652736 0.7675642
 0.80295007 0.78339951 0.77265005 0.75869779]";72.42$\pm$0.95;"[0.7367531  0.72579598 0.72872432 0.72447501 0.72311492 0.72717279
 0.73482191 0.72449298 0.71443952 0.70177132]";91.76$\pm$0.96;"[0.92395971 0.93077252 0.93159501 0.91119818 0.91989842 0.91798319
 0.91593998 0.91039035 0.91635072 0.8975981 ]";89.87$\pm$1.11;"[0.90164975 0.91274452 0.91513493 0.90162147 0.87425498 0.8997927
 0.89197858 0.89998312 0.90106993 0.88874666]";89.88$\pm$0.7;"[0.90590963 0.9030646  0.89494922 0.89151832 0.90652643 0.90653211
 0.890958   0.90475511 0.89582511 0.88767721]";72.15$\pm$1.03;"[0.71632322 0.71658663 0.71361675 0.71809619 0.73359803 0.73581246
 0.71356661 0.73135805 0.73220726 0.70402017]";74.79$\pm$2.07;"[0.76381488 0.72943034 0.73751374 0.77947831 0.75291563 0.76671315
 0.74408458 0.72146424 0.76847794 0.71550436]";74.9$\pm$0.59;"[0.75123848 0.7528939  0.75256733 0.74020109 0.75222672 0.74429619
 0.74475291 0.75967709 0.75170769 0.74070919]";68.98$\pm$4.47;"[0.55959985 0.7279899  0.70409127 0.68652352 0.693046   0.71396616
 0.70081252 0.70294438 0.70847601 0.70045452]";73.99$\pm$1.15;"[0.74466177 0.75149152 0.73003548 0.73865131 0.74050653 0.75416208
 0.73447161 0.75743678 0.72577145 0.72161012]";73.78$\pm$1.08;"[0.72110367 0.74874917 0.74868873 0.74359129 0.73121507 0.75127826
 0.73248706 0.74639566 0.73353677 0.72131877]"
pretrain_time;86.96$\pm$9.34;"[95.56562114 95.33586717 69.76403546 94.14959264 85.40352893 79.80609965
 72.2062757  92.99727821 89.13992691 95.25591969]";91.32$\pm$4.77;"[93.26427054 82.00663137 93.18864965 81.71416593 94.31558776 92.95303226
 94.29829979 94.14901376 94.55452776 92.79267859]";63.74$\pm$16.09;"[76.56797695 63.83624387 50.51798797 49.72899508 46.43239355 77.16704273
 47.35217452 78.70232081 52.44157147 94.63650846]";1190.19$\pm$354.7;"[ 973.92634177 1310.59537435  844.30032754 1661.5922451   942.44539428
 1410.54311132  759.78288507 1625.85506511  756.33849406 1616.5482862 ]";1313.93$\pm$290.63;"[1046.8727107  1584.25472116 1721.25172758 1085.32116389 1678.52660012
 1036.89299536 1045.95087266 1052.99954557 1665.93404031 1221.31400728]";1004.94$\pm$219.68;"[ 811.97841263  788.29398918 1183.02308846 1270.46254301  807.08656621
 1079.95015264 1422.52213907  965.034338    730.58431053  990.48128366]";44.33$\pm$11.88;"[33.5828352  48.41228986 50.50477481 66.33488345 55.53900576 30.23709059
 31.76746511 54.46291351 40.76441383 31.66523433]";43.53$\pm$11.6;"[64.50731468 38.73164225 44.56243348 48.90042973 57.56361794 31.51677227
 34.50068617 29.91860461 53.60026097 31.54419303]";48.89$\pm$13.69;"[34.47315335 73.33735943 38.37072873 39.87952757 33.94839644 69.31243515
 40.03582025 61.13256955 47.17697453 51.2368803 ]";1122.36$\pm$229.89;"[ 778.24733138 1109.03348565 1257.71530104 1086.47326136 1671.09058642
 1001.58854342  912.33062863 1201.81077647 1210.83844829  994.46868014]";1110.54$\pm$337.8;"[1250.81553102  796.67595696 1557.15087986 1655.61495662  709.45927501
 1528.91985774  962.36184382  953.54629111  885.84646893  805.00751591]";1013.2$\pm$187.03;"[ 834.41680169  911.9149375   981.22034669  840.49183893 1020.26437855
  915.84737778  932.78443623 1003.53769088 1486.22269368 1205.24949837]"
