metrics;baseline_mean;baseline;bgrl_random_mean;bgrl_random;bgrl_sbm2_mean;bgrl_sbm2;lbgrl_random_mean;lbgrl_random;lbgrl_sbm2_mean;lbgrl_sbm2
Hits@10;65.44$\pm$4.41;"[0.5958589  0.63343558 0.70705521 0.73619632 0.59355828 0.62806748
 0.63266871 0.68251534 0.66027607 0.67484663]";58.81$\pm$4.55;"[0.56288344 0.58665644 0.64340491 0.65644172 0.55368098 0.49693252
 0.60122699 0.62960123 0.59202454 0.55828221]";21.8$\pm$5.26;"[0.32745399 0.18251534 0.23236196 0.25306748 0.1595092  0.17638037
 0.18788344 0.25306748 0.2553681  0.15260736]";55.14$\pm$3.89;"[0.58052147 0.51840491 0.56365031 0.6142638  0.48389571 0.49693252
 0.54907975 0.54907975 0.57668712 0.58128834]";26.2$\pm$6.29;"[0.30291411 0.31211656 0.21242331 0.35736196 0.23773006 0.25306748
 0.25613497 0.28374233 0.29064417 0.1142638 ]"
Hits@20;76.99$\pm$3.96;"[0.74769939 0.68558282 0.80214724 0.79601227 0.76917178 0.71395706
 0.81134969 0.79677914 0.77990798 0.79677914]";69.97$\pm$2.99;"[0.67638037 0.67407975 0.71472393 0.72392638 0.69631902 0.64723926
 0.72469325 0.71932515 0.74846626 0.67177914]";32.82$\pm$8.55;"[0.45398773 0.25613497 0.35122699 0.42638037 0.22852761 0.28527607
 0.31211656 0.41641104 0.36733129 0.18481595]";65.12$\pm$2.2;"[0.6702454  0.61042945 0.66180982 0.68788344 0.63496933 0.625
 0.65337423 0.66334356 0.66411043 0.64110429]";37.19$\pm$5.22;"[0.39493865 0.41641104 0.33435583 0.46242331 0.35122699 0.35736196
 0.37039877 0.39263804 0.38496933 0.25383436]"
Hits@50;89.88$\pm$1.25;"[0.8857362  0.88650307 0.90490798 0.91794479 0.89723926 0.89110429
 0.88343558 0.89493865 0.90644172 0.9202454 ]";83.62$\pm$1.68;"[0.82131902 0.82822086 0.85046012 0.8642638  0.83205521 0.80368098
 0.83819018 0.82745399 0.85506135 0.84125767]";57.85$\pm$5.52;"[0.62730061 0.57668712 0.61579755 0.64877301 0.50383436 0.55214724
 0.55368098 0.62883436 0.60659509 0.4708589 ]";77.8$\pm$1.93;"[0.75996933 0.77837423 0.76840491 0.80828221 0.76150307 0.76303681
 0.81211656 0.7952454  0.77607362 0.75690184]";56.56$\pm$5.15;"[0.55751534 0.61042945 0.59279141 0.66717791 0.52070552 0.52607362
 0.57361963 0.59355828 0.53911043 0.47469325]"
Hits@100;94.85$\pm$0.54;"[0.94861963 0.94631902 0.94555215 0.95398773 0.94325153 0.94325153
 0.94248466 0.95092025 0.95015337 0.96088957]";90.96$\pm$1.28;"[0.9041411  0.9095092  0.92177914 0.93404908 0.90490798 0.88266871
 0.90337423 0.91334356 0.91641104 0.90567485]";71.73$\pm$3.95;"[0.74386503 0.68481595 0.75920245 0.75076687 0.70628834 0.69325153
 0.69708589 0.77070552 0.73159509 0.63496933]";87.01$\pm$1.33;"[0.85429448 0.875      0.86196319 0.90184049 0.86042945 0.86119632
 0.87806748 0.875      0.875      0.85812883]";71.03$\pm$3.85;"[0.70782209 0.73159509 0.74693252 0.75766871 0.67791411 0.71702454
 0.70782209 0.73849693 0.70092025 0.61656442]"
ROCAUC;97.61$\pm$0.29;"[0.97625063 0.97144522 0.97695093 0.97873007 0.97748664 0.97846346
 0.97004082 0.97794156 0.9749834  0.97844868]";96.85$\pm$0.36;"[0.96590377 0.96812486 0.96868649 0.97489336 0.96822878 0.96264284
 0.96330672 0.97220063 0.97101604 0.96955015]";92.69$\pm$0.78;"[0.92895984 0.92342344 0.93229833 0.9377416  0.92075704 0.92404444
 0.92681648 0.93613824 0.92960087 0.90942557]";96.15$\pm$0.32;"[0.96061366 0.96113069 0.95878009 0.96956999 0.95890195 0.96229854
 0.95737656 0.96313128 0.96211904 0.9608931 ]";91.17$\pm$0.96;"[0.9105638  0.91803123 0.91478673 0.93073735 0.90076298 0.91345744
 0.91379379 0.91197415 0.9109529  0.8921209 ]"
AP;97.96$\pm$0.22;"[0.9794556  0.97535154 0.98025444 0.98274306 0.97993768 0.97910631
 0.97651848 0.98165125 0.97870292 0.98178225]";97.11$\pm$0.34;"[0.96955392 0.9699349  0.97282485 0.97725628 0.96943871 0.9641537
 0.96895438 0.9734691  0.97432468 0.97118798]";91.73$\pm$1.21;"[0.92509149 0.91199528 0.92130566 0.9339847  0.90686082 0.91017931
 0.91680451 0.93133264 0.92418005 0.89131618]";96.38$\pm$0.31;"[0.96337482 0.96211718 0.96225823 0.97238464 0.96001379 0.96340529
 0.96235128 0.96518895 0.96447441 0.96274754]";91.08$\pm$1.18;"[0.9123557  0.92072625 0.91611777 0.92739824 0.90056128 0.91123678
 0.91439937 0.91321692 0.91007651 0.88159248]"
pretrain_time;nan$\pm$nan;[];0.14$\pm$0.0;"[0.14015698 0.13859367 0.1387074  0.13864899 0.13846636 0.13833523
 0.13892412 0.13881445 0.14502287 0.14445901]";2.97$\pm$0.69;"[2.5360198  1.98333836 3.7694478  2.69195867 3.9843719  2.86320329
 2.71719933 3.66002321 1.98382592 3.51925707]";0.17$\pm$0.0;"[0.17642903 0.16720653 0.16703343 0.17384505 0.1741817  0.17436886
 0.16645694 0.16595221 0.16623211 0.16585088]";2.73$\pm$0.5;"[2.41929221 2.65855694 3.6426146  2.00627828 3.0769639  2.80185032
 1.99208117 2.53820753 2.87978363 3.24396324]"
