metrics;baseline_mean;baseline;grace_random_mean;grace_random;grace_deg_mean;grace_deg;grace_pr_mean;grace_pr;grace_evc_mean;grace_evc;grace_scom_mean;grace_scom;grace_random+scom_mean;grace_random+scom;grace_random+deg_mean;grace_random+deg;grace_deg+scom_mean;grace_deg+scom;bgrl_random_mean;bgrl_random;bgrl_deg_mean;bgrl_deg;bgrl_pr_mean;bgrl_pr;bgrl_evc_mean;bgrl_evc;bgrl_scom_mean;bgrl_scom;bgrl_random+scom_mean;bgrl_random+scom;bgrl_random+deg_mean;bgrl_random+deg;bgrl_deg+scom_mean;bgrl_deg+scom
Hits@10;21.16$\pm$4.51;"[0.1863873  0.20402251 0.25890158 0.15867484 0.14402083 0.28946926
 0.26734128 0.1849177  0.20347665 0.21859254]";20.51$\pm$2.06;"[0.20343467 0.24676688 0.20381256 0.20893517 0.20456836 0.21787874
 0.18605139 0.2250168  0.17395868 0.18076083]";16.62$\pm$5.19;"[0.1533003  0.16119416 0.14347497 0.19692644 0.13629493 0.27523514
 0.09682566 0.12814914 0.13259993 0.23757138]";19.41$\pm$4.39;"[0.18302822 0.2238831  0.26666947 0.16115217 0.16236984 0.20078939
 0.20826335 0.17803158 0.10795264 0.24895029]";21.72$\pm$4.57;"[0.21376386 0.21918038 0.24403762 0.17601612 0.16501512 0.2882516
 0.27271582 0.16245381 0.16711454 0.2632264 ]";18.78$\pm$5.69;"[0.23992274 0.20528216 0.2282919  0.16942392 0.15439201 0.26767719
 0.07104468 0.16379745 0.13574908 0.2422741 ]";21.21$\pm$3.74;"[0.20482029 0.24353376 0.23043332 0.17421061 0.1849177  0.28724387
 0.2224135  0.17043164 0.16430131 0.23828519]";17.83$\pm$3.91;"[0.15388814 0.22862781 0.17248908 0.16194995 0.17173329 0.2544088
 0.16933994 0.15292241 0.11135371 0.20654182]";16.74$\pm$3.68;"[0.15783507 0.12957676 0.18458179 0.16224387 0.20112529 0.19381928
 0.2305173  0.13453141 0.09934498 0.18059288]";16.03$\pm$4.09;"[0.18865469 0.14003191 0.191174   0.09384447 0.17693987 0.15695331
 0.22031407 0.16803829 0.08490091 0.18244038]";20.33$\pm$2.01;"[0.19860598 0.18260833 0.21187437 0.16161404 0.19575076 0.24025865
 0.2128821  0.21930635 0.20511421 0.2047783 ]";15.32$\pm$5.36;"[0.15031911 0.16703057 0.1312563  0.05357743 0.15518979 0.14884951
 0.24475143 0.17093551 0.08666443 0.22358918]";16.1$\pm$3.78;"[0.11504871 0.20116728 0.14402083 0.14028384 0.16975983 0.21048875
 0.21313403 0.16157205 0.09313067 0.16098421]";13.59$\pm$4.2;"[0.10497145 0.10799463 0.14124958 0.09266879 0.17874538 0.12676352
 0.23270071 0.11488075 0.09653174 0.16283171]";14.92$\pm$2.07;"[0.15233456 0.13373362 0.13264192 0.11891166 0.17983708 0.15905274
 0.18605139 0.15502183 0.12877897 0.14607827]";19.2$\pm$3.11;"[0.1900823  0.23496809 0.22627645 0.1603124  0.21246221 0.1467081
 0.20683574 0.19352536 0.14011589 0.20834733]";16.19$\pm$5.0;"[0.15581962 0.25083977 0.10681895 0.19680047 0.08401915 0.14040981
 0.22342123 0.18995633 0.12214478 0.14901747]"
Hits@20;33.16$\pm$3.45;"[0.31978502 0.2841787  0.35933826 0.29308028 0.27851025 0.36072388
 0.34145113 0.37445415 0.33284347 0.3720608 ]";32.45$\pm$3.77;"[0.31902922 0.34002351 0.35211622 0.39675008 0.32667115 0.36181559
 0.28178535 0.30714646 0.26566174 0.29379409]";26.81$\pm$5.86;"[0.32268223 0.27846826 0.21128653 0.33557272 0.21863453 0.35539133
 0.15884279 0.2437437  0.25999328 0.29660732]";30.88$\pm$3.4;"[0.3400655  0.30974975 0.36290729 0.31294088 0.2691048  0.31722372
 0.3396876  0.28472455 0.24210615 0.30941384]";31.12$\pm$3.07;"[0.31058952 0.33322136 0.3187353  0.3176436  0.25927948 0.35933826
 0.32616728 0.29866476 0.25646624 0.33204568]";29.25$\pm$4.98;"[0.33784011 0.30840611 0.33993954 0.28140746 0.27183406 0.37029728
 0.20620591 0.28577427 0.21540141 0.30832214]";29.68$\pm$3.4;"[0.29203057 0.29614545 0.28023178 0.22980349 0.29774101 0.35841451
 0.34426436 0.29538965 0.27116224 0.30282163]";26.92$\pm$4.01;"[0.25407289 0.31092543 0.26524185 0.25869164 0.23060128 0.34611186
 0.2753611  0.25537454 0.19545684 0.29988243]";25.85$\pm$3.63;"[0.25348505 0.28241518 0.29967249 0.24995801 0.26620759 0.28153342
 0.29177864 0.2459691  0.16409137 0.2503779 ]";27.07$\pm$5.09;"[0.25764192 0.22774605 0.23265872 0.23278468 0.29740511 0.29837084
 0.39905946 0.24748069 0.22451293 0.28963722]";30.06$\pm$2.65;"[0.32515956 0.34497817 0.30324152 0.27128821 0.26268055 0.33443903
 0.272044   0.28913336 0.29652335 0.30609674]";25.86$\pm$4.89;"[0.27582298 0.23946087 0.19827007 0.1771918  0.24416359 0.31365469
 0.32087672 0.30765032 0.21263016 0.29580954]";26.01$\pm$3.77;"[0.21993618 0.31151327 0.21632516 0.2691048  0.30151999 0.29219852
 0.29161068 0.26226067 0.1992778  0.23773933]";25.39$\pm$5.11;"[0.29135875 0.20595398 0.23505207 0.18978838 0.29753107 0.20687773
 0.33909976 0.2481525  0.20607995 0.31915519]";24.22$\pm$2.29;"[0.26142089 0.26196675 0.21477158 0.21884447 0.25239335 0.26637555
 0.27452133 0.23513604 0.23030736 0.2066258 ]";29.0$\pm$4.2;"[0.25604636 0.28233121 0.31831542 0.28959523 0.31491434 0.2235472
 0.31567014 0.36496473 0.22703225 0.30756634]";25.9$\pm$6.48;"[0.25520658 0.3724387  0.18042492 0.31592207 0.14834565 0.21095062
 0.32121263 0.29022506 0.24202217 0.25302318]"
Hits@50;50.45$\pm$2.87;"[0.48223883 0.44793416 0.52788042 0.54022506 0.47887974 0.51503191
 0.49617904 0.54547363 0.49613705 0.5150739 ]";49.77$\pm$3.72;"[0.5025613  0.50260329 0.4867736  0.52237991 0.51767719 0.53119751
 0.48832718 0.54442392 0.4036782  0.47766208]";44.13$\pm$3.48;"[0.4577175  0.44113201 0.40539973 0.48118912 0.41245381 0.49714478
 0.37777125 0.46901243 0.42777964 0.44323144]";48.98$\pm$3.16;"[0.48534599 0.50885959 0.49231609 0.52431139 0.44650655 0.51150487
 0.46792073 0.52099429 0.42626806 0.51364629]";48.42$\pm$1.87;"[0.50915351 0.50890158 0.46981021 0.49697682 0.48055929 0.50520658
 0.46989419 0.47657037 0.45192308 0.47300134]";47.81$\pm$4.4;"[0.5191048  0.49013268 0.43613537 0.52725059 0.46804669 0.51473799
 0.43059288 0.54144273 0.41312563 0.44020826]";48.59$\pm$2.83;"[0.477956   0.50167954 0.45263688 0.50676016 0.48618576 0.51381424
 0.47060799 0.53636211 0.43588344 0.47678032]";43.01$\pm$3.29;"[0.44062815 0.44797615 0.43789889 0.43777293 0.40535774 0.49433154
 0.39376889 0.46179039 0.38322976 0.39813571]";43.23$\pm$3.24;"[0.42828351 0.45091535 0.42672993 0.38482533 0.45175512 0.44289553
 0.44764024 0.49844642 0.3886043  0.40279644]";46.35$\pm$3.91;"[0.48135707 0.42723379 0.46758482 0.44276957 0.47153174 0.54030904
 0.5113789  0.4422657  0.39737991 0.45347665]";47.78$\pm$2.91;"[0.51074908 0.50860766 0.47854384 0.45385455 0.43294424 0.5077259
 0.44428116 0.50151159 0.44604468 0.49395364]";45.63$\pm$4.02;"[0.50940544 0.4095566  0.41048035 0.43319617 0.42429459 0.49286194
 0.47946758 0.52229594 0.42051562 0.46107659]";43.71$\pm$2.5;"[0.4452049  0.44033423 0.38671481 0.45020155 0.4650655  0.44004031
 0.430131   0.47270742 0.40044508 0.43966241]";44.4$\pm$4.1;"[0.50759993 0.4003611  0.38889822 0.45540813 0.46771078 0.39654014
 0.48765536 0.44016627 0.40959859 0.48618576]";42.51$\pm$2.58;"[0.42576419 0.39108163 0.39120759 0.43651327 0.43815082 0.48186093
 0.43651327 0.40506382 0.43357407 0.41085825]";46.24$\pm$4.32;"[0.47472288 0.46519147 0.46926436 0.49764864 0.45754955 0.39750588
 0.45305677 0.55450118 0.39578435 0.4588092 ]";43.01$\pm$8.21;"[0.39821968 0.536782   0.35266208 0.52897212 0.26553577 0.37596574
 0.46418374 0.51603964 0.44881592 0.41341955]"
Hits@100;66.32$\pm$2.03;"[0.67416863 0.62281659 0.65913671 0.67735976 0.64112361 0.68504367
 0.64679207 0.69293752 0.66719852 0.66539301]";65.58$\pm$2.29;"[0.68323816 0.64473463 0.63213806 0.67261505 0.64570037 0.67101948
 0.65829694 0.68659725 0.60828855 0.65523178]";59.1$\pm$2.89;"[0.61966745 0.60341787 0.57222036 0.62877897 0.55462714 0.58880584
 0.57276621 0.6404518  0.55811219 0.5713386 ]";64.56$\pm$1.82;"[0.65502183 0.64242526 0.61899563 0.67962714 0.64175344 0.65447598
 0.63726067 0.6614041  0.6150907  0.65015116]";64.28$\pm$2.42;"[0.67836748 0.65216661 0.62227074 0.6944911  0.64091367 0.63545516
 0.63054249 0.62571381 0.61412496 0.6338176 ]";63.58$\pm$2.72;"[0.68470776 0.62642761 0.61567854 0.65880081 0.62802318 0.64414679
 0.61026201 0.67387471 0.59783339 0.61865972]";64.54$\pm$1.58;"[0.66560296 0.64893349 0.63012261 0.65208263 0.65964058 0.65384615
 0.63549714 0.66383944 0.62487403 0.61958347]";57.94$\pm$2.44;"[0.56755962 0.60522338 0.57746893 0.58028216 0.56306685 0.62588176
 0.56970104 0.60253611 0.53560632 0.56709775]";57.21$\pm$2.39;"[0.58515284 0.5852788  0.57511757 0.54862277 0.59161908 0.56277293
 0.56407457 0.62252267 0.54354216 0.54194659]";61.07$\pm$3.77;"[0.60996809 0.5613873  0.60614713 0.58582466 0.62197682 0.69129997
 0.65468593 0.61122775 0.56016963 0.60455156]";62.0$\pm$3.14;"[0.64553242 0.62340443 0.63041653 0.58385119 0.56646792 0.65023514
 0.59073732 0.6687521  0.60077259 0.63957004]";62.06$\pm$3.26;"[0.65909473 0.56768559 0.58742022 0.62827511 0.60904434 0.6448606
 0.61748404 0.68260833 0.5963218  0.61357911]";58.21$\pm$2.29;"[0.59178703 0.60728082 0.55412328 0.60333389 0.57247229 0.5742778
 0.5547951  0.6216829  0.55429123 0.5871263 ]";60.74$\pm$4.68;"[0.67232113 0.55597078 0.54593551 0.63537118 0.63642089 0.55105811
 0.66879409 0.60938025 0.56365469 0.6352872 ]";59.7$\pm$2.68;"[0.6099261  0.55622271 0.57381592 0.6367568  0.61223547 0.62395029
 0.60942224 0.5705828  0.61378905 0.56319281]";60.4$\pm$4.84;"[0.63402754 0.60728082 0.61143769 0.64326503 0.61781995 0.50634028
 0.59602788 0.68663923 0.53833557 0.59842123]";56.9$\pm$7.76;"[0.53615217 0.66144609 0.48811723 0.66316762 0.41501512 0.51007726
 0.58238159 0.64973127 0.60392173 0.58019819]"
ROCAUC;98.94$\pm$0.04;"[0.9891886  0.9887927  0.98924084 0.98992643 0.98988861 0.99036431
 0.98935534 0.98915127 0.98930238 0.98915579]";98.9$\pm$0.04;"[0.98878069 0.98884433 0.98892187 0.98955692 0.98942815 0.98951108
 0.9888543  0.98853195 0.98855612 0.98889362]";98.89$\pm$0.05;"[0.98875166 0.98905225 0.98795161 0.98955908 0.98863683 0.9896196
 0.98866432 0.98915358 0.98840284 0.98896995]";98.92$\pm$0.04;"[0.9891674  0.98923843 0.98873658 0.98982899 0.98958994 0.98967657
 0.98906126 0.98877355 0.98874362 0.98942185]";98.93$\pm$0.04;"[0.98946486 0.98924785 0.98916878 0.9899959  0.98986885 0.98973397
 0.9892842  0.98845674 0.98904102 0.98910883]";98.87$\pm$0.04;"[0.98918606 0.98848987 0.98823377 0.98927749 0.98883734 0.98910638
 0.98845305 0.98844252 0.98840231 0.98870321]";98.87$\pm$0.04;"[0.98855253 0.98869063 0.98827426 0.98898905 0.98911662 0.98932187
 0.98842231 0.98815324 0.98838483 0.98874847]";98.73$\pm$0.06;"[0.9874457  0.98695143 0.98700256 0.98783426 0.98726348 0.98864105
 0.98671674 0.98706548 0.98651677 0.9872236 ]";98.7$\pm$0.02;"[0.98690051 0.986946   0.98687643 0.98694943 0.9876144  0.98688337
 0.98735645 0.98680524 0.98693578 0.98722918]";98.19$\pm$0.2;"[0.98076388 0.97968797 0.98128218 0.98109152 0.98422806 0.98473636
 0.98561531 0.98066909 0.98129975 0.98009401]";98.87$\pm$0.04;"[0.98889147 0.98879312 0.98861892 0.98823018 0.98853052 0.98953094
 0.98803092 0.98852296 0.98869268 0.9886867 ]";98.22$\pm$0.07;"[0.98202844 0.98144294 0.98126907 0.98173422 0.98284567 0.98326267
 0.9828946  0.98286031 0.98259775 0.98108404]";98.17$\pm$0.09;"[0.98061942 0.98300788 0.98048397 0.98183488 0.98250474 0.98142862
 0.98101777 0.98300552 0.98150579 0.98121681]";98.2$\pm$0.3;"[0.98368646 0.97721234 0.97812031 0.98269045 0.98502668 0.98032936
 0.9845322  0.98155908 0.98000049 0.98689973]";97.89$\pm$0.14;"[0.97933368 0.97711305 0.97811157 0.9792175  0.9792129  0.98000581
 0.97922664 0.97727654 0.98191665 0.97785055]";98.77$\pm$0.16;"[0.98811045 0.98810963 0.98823477 0.98905636 0.98900664 0.98309659
 0.98779259 0.98846808 0.98730128 0.98798302]";98.63$\pm$0.26;"[0.98510833 0.98856099 0.9846202  0.98929366 0.97956425 0.986154
 0.98727615 0.98765661 0.98794323 0.98709694]"
AP;98.95$\pm$0.04;"[0.9894788  0.98877698 0.98949812 0.98984027 0.98934526 0.99032771
 0.98965802 0.9894493  0.98925398 0.98935072]";98.91$\pm$0.05;"[0.98929213 0.98917031 0.98898162 0.98984155 0.9893387  0.98972561
 0.98888397 0.98931007 0.98807246 0.98878068]";98.79$\pm$0.08;"[0.98830361 0.98820715 0.98674957 0.98888393 0.9870421  0.98907894
 0.98684701 0.98815354 0.98736627 0.98818202]";98.91$\pm$0.04;"[0.98923476 0.98930336 0.9888749  0.98967781 0.9890679  0.9893763
 0.98918261 0.98880107 0.98799723 0.98926181]";98.91$\pm$0.05;"[0.98955838 0.98923053 0.9889288  0.98978786 0.98910979 0.98963628
 0.98920653 0.98830906 0.98838918 0.98911082]";98.84$\pm$0.07;"[0.98942723 0.98859408 0.98803005 0.98879616 0.98847514 0.9891475
 0.98693549 0.98879663 0.98741713 0.98842651]";98.88$\pm$0.04;"[0.98900546 0.98897123 0.98830907 0.98892771 0.98905427 0.98953102
 0.98846776 0.98861971 0.98799692 0.98887199]";98.65$\pm$0.07;"[0.98658483 0.98643179 0.98639671 0.9866406  0.98609638 0.98827574
 0.9859289  0.98657294 0.98535211 0.98646861]";98.63$\pm$0.04;"[0.98620999 0.98633825 0.98637784 0.98579117 0.98710531 0.9861024
 0.98694818 0.98648007 0.98555778 0.98636628]";98.38$\pm$0.18;"[0.98301482 0.98194193 0.98350249 0.98248353 0.98569487 0.98642086
 0.98735247 0.98293986 0.98246329 0.98264834]";98.84$\pm$0.05;"[0.9887659  0.98858274 0.98836558 0.98774407 0.98792552 0.98930202
 0.98756574 0.9887279  0.98818627 0.98864671]";98.4$\pm$0.08;"[0.98444352 0.98315813 0.98291199 0.98288327 0.98432272 0.98500093
 0.98497811 0.98513408 0.98365012 0.98354628]";98.3$\pm$0.1;"[0.98239498 0.984566   0.981728   0.98302523 0.98382454 0.98311157
 0.98248029 0.98459903 0.98226329 0.98209479]";98.34$\pm$0.27;"[0.98537228 0.97939829 0.98004373 0.98394818 0.98600191 0.98134161
 0.98643098 0.98302728 0.98119404 0.98761909]";98.14$\pm$0.12;"[0.98202389 0.97971133 0.98044786 0.98127699 0.98196396 0.98264661
 0.98199035 0.98008246 0.98351758 0.98047251]";98.74$\pm$0.22;"[0.98822757 0.98810811 0.98811573 0.98871479 0.98860087 0.98125988
 0.98756501 0.9889727  0.98629853 0.98777665]";98.56$\pm$0.36;"[0.98444444 0.98941912 0.98296122 0.98920494 0.9767108  0.98449937
 0.98708471 0.98801605 0.98717664 0.98631232]"
pretrain_time;nan$\pm$nan;[];91.38$\pm$4.34;"[90.94805145 92.40368843 84.9673636  91.66345215 89.80643964 84.70527434
 92.27867198 90.65847778 96.43305326 99.88883376]";252.28$\pm$0.22;"[251.93038845 251.99772978 252.38522434 252.47119498 252.0562849
 252.49321437 252.34347653 252.45480967 252.53349614 252.10917044]";91.76$\pm$3.93;"[92.45651293 92.45248842 91.57783508 89.91253829 99.95997143 84.84186006
 91.7150321  87.3705318  91.57454276 95.7488749 ]";97.88$\pm$3.86;"[101.13633466  98.85284925  91.90938115 103.03432441  97.7595675
  91.8952291  101.14901447  93.76506042 101.26411724  98.05377531]";97.2$\pm$10.27;"[ 93.86043191  92.99776196  87.68115568 121.45404315  90.94447303
  94.60792089  95.51996899 111.90462637  94.5159533   88.48576951]";98.05$\pm$6.99;"[112.71220255  97.15024567  91.97012043  95.62228274  99.72193646
  91.614465    91.80360365  98.08234525  92.86784005 108.98750305]";148.68$\pm$61.27;"[161.38319755 100.57626939 264.11749959 124.42541313 146.45491385
 264.63542557 122.67940831  90.87833142 108.38805461 103.29607201]";114.62$\pm$19.81;"[ 91.82062173 103.56311679 110.68396926 152.45650887 140.6017797
 100.94107556 137.15979457  97.26358891 103.52634454 108.1709497 ]";72.9$\pm$10.12;"[67.30332708 80.84315753 66.64275146 66.65091872 75.0089221  74.27516007
 66.61212921 65.43916607 66.6228447  99.55178833]";176.05$\pm$6.52;"[177.48637366 177.31995225 177.25121975 156.71469736 177.7276144
 178.58395481 179.77265406 179.52312708 176.83294678 179.33411264]";71.78$\pm$10.74;"[ 67.87054849  67.30722785  66.47633553  67.42419195  67.72800326
  64.77502608  67.18154287  78.78095055  68.13303232 102.15074754]";67.63$\pm$0.6;"[67.84831333 68.24923015 68.59513092 66.89288378 68.34788537 67.75435162
 67.01615787 66.96375036 67.50498152 67.09831142]";86.87$\pm$24.96;"[ 81.63181257 122.78463268  69.67031264  80.23094535  80.98534346
  67.54622459  67.69917321 145.88943243  69.76072884  82.45979977]";78.09$\pm$7.17;"[73.81101441 90.9779377  71.00054622 73.5248816  73.91317677 72.50514507
 72.01347089 78.42544961 87.09196734 87.64399481]";101.25$\pm$33.89;"[ 88.94903922 143.27840495  77.55877924  84.4639082   80.90577769
  80.24500632 187.35646462  94.72736454  91.72835088  83.24749994]";102.46$\pm$23.32;"[ 92.73701477 151.99425101  77.76936054  83.5337379   78.45783806
 138.06964207  94.13456011 101.90764475 105.18139458 100.82247901]"
