metrics;lgrace_random_mean;lgrace_random;lgrace_deg_mean;lgrace_deg;lgrace_raa_mean;lgrace_raa;lgrace_sbm+random_mean;lgrace_sbm+random;lgrace_sbm+deg_mean;lgrace_sbm+deg;lgrace_sbm+raa_mean;lgrace_sbm+raa;lbgrl_random_mean;lbgrl_random;lbgrl_deg_mean;lbgrl_deg;lbgrl_raa_mean;lbgrl_raa;lbgrl_sbm+random_mean;lbgrl_sbm+random;lbgrl_sbm+deg_mean;lbgrl_sbm+deg;lbgrl_sbm+raa_mean;lbgrl_sbm+raa
Hits@10;17.31$\pm$3.52;"[0.13780919 0.1590106  0.21908127 0.19434629 0.2155477  0.14487633
 0.17314488 0.20848057 0.17314488 0.10600707]";16.75$\pm$2.09;"[0.14134276 0.14487633 0.19434629 0.13780919 0.16607774 0.19081272
 0.17314488 0.19787986 0.16961131 0.1590106 ]";20.11$\pm$2.29;"[0.17667845 0.1590106  0.21908127 0.17667845 0.19081272 0.22261484
 0.22261484 0.22968198 0.20141343 0.21201413]";6.5$\pm$1.98;"[0.09187279 0.04946996 0.06007067 0.07067138 0.05300353 0.06360424
 0.06360424 0.1024735  0.06713781 0.02826855]";6.54$\pm$2.49;"[0.09187279 0.06713781 0.05300353 0.0565371  0.06007067 0.08833922
 0.10600707 0.01060071 0.06360424 0.0565371 ]";11.13$\pm$3.1;"[0.08480565 0.14134276 0.09893993 0.08833922 0.12367491 0.0565371
 0.13780919 0.14840989 0.14840989 0.08480565]";11.7$\pm$3.34;"[0.12014134 0.12720848 0.10954064 0.10600707 0.13074205 0.09540636
 0.16961131 0.16607774 0.09540636 0.04946996]";14.77$\pm$3.98;"[0.13427562 0.12720848 0.23674912 0.13780919 0.16961131 0.07067138
 0.16961131 0.15194346 0.13074205 0.14840989]";15.55$\pm$2.88;"[0.11660777 0.18374558 0.19434629 0.1590106  0.1590106  0.15547703
 0.13780919 0.18374558 0.16607774 0.09893993]";14.17$\pm$3.32;"[0.15194346 0.14840989 0.12367491 0.10954064 0.20141343 0.15547703
 0.13780919 0.1130742  0.18727915 0.08833922]";10.88$\pm$6.15;"[0.13427562 0.24028269 0.07067138 0.04240283 0.16961131 0.09540636
 0.1590106  0.06360424 0.06360424 0.04946996]";18.98$\pm$3.22;"[0.17667845 0.19787986 0.17314488 0.12367491 0.17314488 0.19081272
 0.18021201 0.25088339 0.21908127 0.21201413]"
Hits@20;22.19$\pm$3.51;"[0.19081272 0.2155477  0.26855124 0.23321555 0.26855124 0.17667845
 0.19787986 0.26855124 0.22261484 0.17667845]";23.22$\pm$2.6;"[0.204947   0.18021201 0.27208481 0.22968198 0.24028269 0.25441696
 0.25088339 0.25088339 0.21201413 0.22614841]";26.78$\pm$2.57;"[0.25088339 0.22614841 0.2614841  0.24734982 0.23674912 0.27561837
 0.30388693 0.29681979 0.28975265 0.28975265]";10.42$\pm$2.56;"[0.1130742  0.08833922 0.10600707 0.14840989 0.1130742  0.08127208
 0.08833922 0.13780919 0.10954064 0.0565371 ]";12.86$\pm$3.07;"[0.14134276 0.12720848 0.09893993 0.12720848 0.14134276 0.15547703
 0.16961131 0.05300353 0.13427562 0.13780919]";16.04$\pm$4.37;"[0.14134276 0.22968198 0.16961131 0.13074205 0.16254417 0.08833922
 0.19081272 0.16961131 0.21908127 0.1024735 ]";14.24$\pm$3.56;"[0.13780919 0.18374558 0.13074205 0.12720848 0.14840989 0.14134276
 0.17667845 0.19081272 0.12720848 0.06007067]";22.44$\pm$5.88;"[0.2155477  0.16607774 0.35335689 0.2155477  0.25088339 0.12367491
 0.22614841 0.27561837 0.19434629 0.22261484]";20.57$\pm$2.96;"[0.14840989 0.22261484 0.26855124 0.22261484 0.20141343 0.18727915
 0.20141343 0.2155477  0.204947   0.18374558]";21.59$\pm$4.7;"[0.28621908 0.204947   0.14487633 0.204947   0.29328622 0.22614841
 0.18374558 0.16961131 0.25795053 0.18727915]";17.1$\pm$6.59;"[0.18374558 0.2614841  0.1024735  0.06713781 0.25441696 0.15547703
 0.26501767 0.16254417 0.12720848 0.13074205]";27.03$\pm$2.29;"[0.25795053 0.25088339 0.26855124 0.23674912 0.28268551 0.27561837
 0.28268551 0.32508834 0.25441696 0.26855124]"
Hits@50;32.19$\pm$2.64;"[0.30742049 0.29328622 0.32155477 0.3639576  0.3639576  0.29681979
 0.32862191 0.33568905 0.32508834 0.28268551]";37.6$\pm$4.6;"[0.40282686 0.28268551 0.42756184 0.34628975 0.35689046 0.40282686
 0.34982332 0.45229682 0.35335689 0.38515901]";38.48$\pm$4.51;"[0.42402827 0.29681979 0.33922261 0.3639576  0.33922261 0.38515901
 0.4204947  0.42402827 0.43109541 0.42402827]";24.35$\pm$3.65;"[0.27915194 0.2614841  0.25441696 0.28975265 0.24381625 0.19081272
 0.22968198 0.27561837 0.24028269 0.16961131]";24.06$\pm$3.84;"[0.29328622 0.27208481 0.24028269 0.24734982 0.22968198 0.24734982
 0.23321555 0.14487633 0.22261484 0.27561837]";29.15$\pm$5.25;"[0.29328622 0.39929329 0.28268551 0.27915194 0.26501767 0.204947
 0.29681979 0.27208481 0.36749117 0.25441696]";26.25$\pm$5.64;"[0.32508834 0.28268551 0.33922261 0.26501767 0.26855124 0.17667845
 0.2614841  0.32508834 0.18727915 0.19434629]";43.11$\pm$8.41;"[0.50530035 0.2614841  0.55477032 0.43462898 0.46996466 0.43462898
 0.31095406 0.44522968 0.39929329 0.49469965]";38.3$\pm$6.45;"[0.34275618 0.27208481 0.52650177 0.37102473 0.37809187 0.37809187
 0.35335689 0.34628975 0.42756184 0.43462898]";35.55$\pm$2.94;"[0.40636042 0.34982332 0.34628975 0.34275618 0.38869258 0.33568905
 0.38515901 0.32508834 0.36749117 0.30742049]";32.05$\pm$7.02;"[0.31448763 0.34275618 0.20141343 0.22261484 0.43462898 0.28621908
 0.39222615 0.38515901 0.33922261 0.28621908]";37.53$\pm$2.77;"[0.39222615 0.39222615 0.40282686 0.32862191 0.39222615 0.35689046
 0.3745583  0.41696113 0.36042403 0.33568905]"
Hits@100;47.95$\pm$3.4;"[0.51943463 0.42402827 0.4770318  0.54416961 0.50176678 0.46996466
 0.44876325 0.48409894 0.44522968 0.48056537]";55.97$\pm$5.5;"[0.60070671 0.44522968 0.57243816 0.57597173 0.55830389 0.5795053
 0.49116608 0.53710247 0.58303887 0.65371025]";55.3$\pm$5.65;"[0.5795053  0.43462898 0.49469965 0.51590106 0.55123675 0.53710247
 0.63250883 0.58657244 0.61484099 0.58303887]";40.46$\pm$3.48;"[0.40282686 0.45936396 0.39222615 0.45936396 0.40636042 0.3745583
 0.43109541 0.38515901 0.39222615 0.34275618]";41.17$\pm$4.4;"[0.45583039 0.4770318  0.36749117 0.42402827 0.39575972 0.44169611
 0.39222615 0.3180212  0.43816254 0.40636042]";45.37$\pm$3.81;"[0.43816254 0.5335689  0.42756184 0.46289753 0.46996466 0.40282686
 0.43816254 0.40636042 0.49469965 0.46289753]";50.85$\pm$6.43;"[0.61130742 0.45229682 0.58303887 0.47349823 0.5229682  0.4664311
 0.38162544 0.55477032 0.50530035 0.5335689 ]";59.4$\pm$9.71;"[0.63957597 0.37809187 0.6819788  0.63957597 0.62897527 0.6360424
 0.43109541 0.65724382 0.60777385 0.63957597]";57.6$\pm$6.79;"[0.59363958 0.41342756 0.67491166 0.62190813 0.58303887 0.5795053
 0.52650177 0.53710247 0.62897527 0.60070671]";51.55$\pm$3.65;"[0.57243816 0.45583039 0.50530035 0.51590106 0.5795053  0.47349823
 0.5229682  0.50530035 0.52650177 0.49823322]";50.28$\pm$5.36;"[0.5795053  0.50176678 0.43462898 0.42402827 0.59363958 0.49116608
 0.52650177 0.5335689  0.48056537 0.46289753]";52.12$\pm$3.7;"[0.57597173 0.50176678 0.53710247 0.49823322 0.58303887 0.48056537
 0.5335689  0.51590106 0.52650177 0.45936396]"
ROCAUC;59.6$\pm$2.31;"[0.62250746 0.5721385  0.60742424 0.63720361 0.61720086 0.58679719
 0.56553334 0.59543758 0.5709648  0.5848556 ]";65.5$\pm$4.2;"[0.67853263 0.54543071 0.66612144 0.65432207 0.65658205 0.6918678
 0.61927356 0.67647242 0.66413615 0.69724931]";64.75$\pm$3.09;"[0.65810536 0.58707188 0.61134488 0.63046111 0.64208568 0.64103685
 0.69819825 0.66329958 0.68005594 0.6635056 ]";52.39$\pm$2.25;"[0.51357864 0.54814019 0.53314438 0.5654834  0.52068324 0.48843162
 0.53464271 0.52380477 0.52073318 0.4900236 ]";53.66$\pm$3.43;"[0.56492152 0.55689296 0.51180562 0.54685412 0.55367154 0.56097591
 0.542022   0.44276992 0.53885053 0.54702269]";56.35$\pm$2.74;"[0.55719262 0.61436652 0.53072207 0.5627864  0.56145039 0.55394623
 0.54981333 0.52711359 0.61019616 0.56762477]";58.68$\pm$3.7;"[0.62664036 0.54486883 0.63551799 0.58915706 0.60201776 0.5596399
 0.5188353  0.63193447 0.56811797 0.59138583]";65.86$\pm$7.19;"[0.70052067 0.50468853 0.73551923 0.68800959 0.6884466  0.67868247
 0.5370775  0.69738041 0.65433455 0.7014384 ]";63.61$\pm$3.91;"[0.63466893 0.5506499  0.70469103 0.64643085 0.6502516  0.6286756
 0.60274195 0.61727578 0.66132677 0.66424228]";60.83$\pm$2.53;"[0.64318446 0.56445954 0.59671116 0.63048608 0.63764062 0.57406136
 0.61776274 0.60586348 0.62199553 0.59049932]";60.74$\pm$3.19;"[0.62939979 0.60631298 0.55885328 0.56161271 0.66741375 0.59842176
 0.62801383 0.6326337  0.60590094 0.58526764]";61.64$\pm$1.69;"[0.62772665 0.60468978 0.63001161 0.60736181 0.65646968 0.59321505
 0.6129431  0.61300553 0.61400442 0.60474597]"
AP;63.87$\pm$2.12;"[0.63301792 0.62688791 0.65404047 0.67645245 0.65333461 0.62292848
 0.62025135 0.66264115 0.63467076 0.6031229 ]";67.26$\pm$2.67;"[0.6771277  0.6018318  0.69194794 0.6696106  0.66708235 0.69393466
 0.65752266 0.69897377 0.68698276 0.68133622]";68.23$\pm$2.48;"[0.68740538 0.63029331 0.66797687 0.66522995 0.66630302 0.6869425
 0.71627825 0.70862073 0.71021326 0.68396806]";54.47$\pm$2.29;"[0.54429722 0.556281   0.55156963 0.58193024 0.5501417  0.52377719
 0.54386979 0.56308165 0.5412316  0.49113497]";55.59$\pm$3.34;"[0.58171794 0.58513533 0.54149644 0.55894594 0.5638563  0.57950248
 0.56593892 0.46339521 0.55330245 0.56610817]";59.62$\pm$2.83;"[0.58106632 0.65389552 0.57596123 0.58474846 0.59573498 0.55539389
 0.59769312 0.59558581 0.64111262 0.58042627]";60.83$\pm$3.03;"[0.62649235 0.60238721 0.64498676 0.60964778 0.62597724 0.58239374
 0.58603448 0.66251372 0.58284821 0.55940627]";67.71$\pm$4.54;"[0.69380818 0.58142711 0.75198223 0.69004763 0.69039887 0.65963864
 0.62333717 0.7126854  0.66533442 0.70255366]";66.46$\pm$2.8;"[0.64446127 0.61356013 0.72585079 0.66825188 0.66534874 0.66227364
 0.64431787 0.66856586 0.69002397 0.66317629]";63.96$\pm$2.28;"[0.6689979  0.62062873 0.61819877 0.64551692 0.68107171 0.62230404
 0.6420787  0.62158431 0.66131996 0.61416238]";61.48$\pm$4.38;"[0.64772478 0.6606989  0.55091922 0.54429583 0.67380776 0.60802118
 0.65740382 0.6264397  0.59815047 0.58097646]";66.46$\pm$1.52;"[0.66216834 0.66335948 0.68363311 0.64056024 0.68118245 0.65606996
 0.6595871  0.68757113 0.66870561 0.64340731]"
pretrain_time;33.38$\pm$12.5;"[21.12783313 29.5821774  31.90002799 24.66875958 23.76684999 23.19521451
 30.49069619 36.03417015 60.91412854 52.10053134]";40.91$\pm$12.84;"[29.55332494 53.76916075 57.12399387 30.01270056 50.18769813 21.37352562
 26.2204268  52.44240236 35.98261571 52.44327927]";23.78$\pm$3.62;"[19.88548374 21.08382988 21.94331694 23.73754382 22.79936504 23.61721778
 21.53356957 23.60413909 33.42217875 26.19653177]";234.13$\pm$76.99;"[260.39916468 274.16237926 131.91805243 365.52413988 202.30788469
 357.40470839 224.34232926 157.51732135 215.78119469 151.91037941]";292.79$\pm$98.06;"[366.28774571 383.63869476 121.78747892 369.17671466 290.85597301
 270.98862672 409.69947481 125.49729729 243.56561446 346.36941433]";194.23$\pm$73.12;"[205.02008486 141.37039876 149.19131041 296.11966729 270.5375123
 127.33384585 329.7395587  149.27717972 157.94080639 115.79370499]";14.24$\pm$5.31;"[12.19001746 10.53008485 12.79182339 19.66374063 11.83238935 11.6784358
 28.37880993 11.18141007 11.21150255 12.96236897]";16.67$\pm$7.56;"[22.14367652 13.61875272 25.20836568 23.61250997  9.63763261  9.63636851
 12.27242064  9.65712166 10.06551051 30.80756426]";16.06$\pm$5.56;"[15.98531151 16.43761253 12.98015857 25.9703691   9.69440579 11.98545074
 12.91258383  9.5785346  24.50021052 20.59771395]";175.89$\pm$29.58;"[162.64331651 177.01423311 187.9814992  219.79185247 178.67735195
 136.78733516 130.41385055 157.86719966 226.28094769 181.48050833]";226.74$\pm$89.28;"[271.70760322 154.2578578  115.31310701 142.35583067 325.51322079
 332.52419329 323.17744946 317.71569443 151.04025412 133.78272462]";230.21$\pm$73.43;"[320.80287409 151.22308445 313.14626241 183.71996188 277.6865685
 348.75250363 148.22228622 161.35233212 216.69388914 180.45622039]"
