metrics;grace_rjc_mean;grace_rjc;grace_raa_mean;grace_raa;grace_rra_mean;grace_rra;grace_raa+scom_mean;grace_raa+scom;grace_raa+deg_mean;grace_raa+deg;grace_sbm+raa_mean;grace_sbm+raa;bgrl_rjc_mean;bgrl_rjc;bgrl_raa_mean;bgrl_raa;bgrl_rra_mean;bgrl_rra;bgrl_raa+scom_mean;bgrl_raa+scom;bgrl_raa+deg_mean;bgrl_raa+deg;bgrl_sbm+raa_mean;bgrl_sbm+raa
Hits@10;10.34$\pm$1.24;"[0.10847458 0.10169492 0.11186441 0.1220339  0.11864407 0.10169492
 0.10508475 0.0779661  0.09152542 0.09491525]";10.31$\pm$1.37;"[0.10847458 0.09830508 0.10847458 0.10169492 0.12542373 0.11864407
 0.11186441 0.0779661  0.09152542 0.08813559]";10.68$\pm$0.9;"[0.10847458 0.09830508 0.09491525 0.11186441 0.11525424 0.11186441
 0.1220339  0.09152542 0.10508475 0.10847458]";10.41$\pm$1.22;"[0.12542373 0.10508475 0.10508475 0.10847458 0.10508475 0.10508475
 0.11864407 0.08813559 0.08135593 0.09830508]";10.54$\pm$1.35;"[0.11864407 0.09830508 0.09491525 0.11864407 0.10508475 0.12542373
 0.11864407 0.08135593 0.09491525 0.09830508]";22.24$\pm$2.67;"[0.24067797 0.18983051 0.21016949 0.23050847 0.22033898 0.2
 0.26440678 0.26779661 0.18983051 0.21016949]";10.58$\pm$2.02;"[0.1220339  0.1220339  0.11525424 0.09830508 0.07457627 0.14237288
 0.10508475 0.08474576 0.11186441 0.08135593]";9.19$\pm$1.22;"[0.07457627 0.10169492 0.08135593 0.09152542 0.0779661  0.09830508
 0.10847458 0.11186441 0.08813559 0.08474576]";8.78$\pm$1.67;"[0.08813559 0.07457627 0.08813559 0.11864407 0.06779661 0.0779661
 0.08813559 0.06779661 0.11525424 0.09152542]";9.9$\pm$2.06;"[0.09830508 0.10847458 0.12881356 0.06440678 0.07457627 0.10847458
 0.10508475 0.07118644 0.11186441 0.11864407]";10.64$\pm$1.81;"[0.12542373 0.10847458 0.09491525 0.10847458 0.11525424 0.11525424
 0.12542373 0.06101695 0.09491525 0.11525424]";15.9$\pm$3.1;"[0.16271186 0.11525424 0.16271186 0.23389831 0.15254237 0.13898305
 0.18305085 0.16610169 0.13220339 0.14237288]"
Hits@20;11.42$\pm$1.5;"[0.1220339  0.10169492 0.1220339  0.13220339 0.14237288 0.11186441
 0.11186441 0.08813559 0.10508475 0.10508475]";11.83$\pm$1.55;"[0.1220339  0.10508475 0.11186441 0.11186441 0.14915254 0.13559322
 0.13220339 0.09830508 0.11525424 0.10169492]";12.58$\pm$1.38;"[0.12881356 0.11186441 0.10508475 0.11186441 0.14576271 0.13898305
 0.14237288 0.11186441 0.13220339 0.12881356]";12.68$\pm$1.33;"[0.12881356 0.12542373 0.13559322 0.12542373 0.12542373 0.1220339
 0.15254237 0.11186441 0.10169492 0.13898305]";12.27$\pm$1.35;"[0.13898305 0.11186441 0.11186441 0.12881356 0.11186441 0.13898305
 0.13898305 0.10169492 0.13220339 0.11186441]";25.73$\pm$2.18;"[0.25762712 0.23728814 0.24745763 0.2779661  0.24745763 0.27118644
 0.28135593 0.29152542 0.21694915 0.2440678 ]";13.12$\pm$2.16;"[0.12881356 0.14576271 0.14915254 0.12542373 0.12881356 0.17288136
 0.13220339 0.08474576 0.11864407 0.12542373]";11.12$\pm$1.45;"[0.08813559 0.11186441 0.09491525 0.12881356 0.10847458 0.12542373
 0.13559322 0.11525424 0.10169492 0.10169492]";11.76$\pm$2.45;"[0.10508475 0.10169492 0.09830508 0.17288136 0.09152542 0.13559322
 0.1220339  0.09491525 0.14237288 0.11186441]";13.32$\pm$2.17;"[0.17627119 0.14915254 0.13559322 0.10508475 0.10169492 0.13559322
 0.14576271 0.10847458 0.13898305 0.13559322]";12.58$\pm$1.44;"[0.15254237 0.1220339  0.13559322 0.11525424 0.12542373 0.12542373
 0.13559322 0.09491525 0.11864407 0.13220339]";18.1$\pm$2.86;"[0.16610169 0.15254237 0.18305085 0.24745763 0.17966102 0.16271186
 0.20677966 0.2        0.16271186 0.14915254]"
Hits@50;15.76$\pm$2.06;"[0.17288136 0.13559322 0.16271186 0.17627119 0.18305085 0.16271186
 0.17966102 0.14237288 0.11864407 0.14237288]";16.51$\pm$2.51;"[0.18983051 0.12881356 0.14915254 0.14576271 0.2        0.19661017
 0.18644068 0.13898305 0.16949153 0.14576271]";17.05$\pm$2.75;"[0.19322034 0.14237288 0.14576271 0.14576271 0.22033898 0.20677966
 0.17288136 0.13559322 0.16949153 0.17288136]";17.19$\pm$1.79;"[0.19322034 0.17966102 0.17966102 0.1559322  0.19322034 0.16271186
 0.19322034 0.14237288 0.14915254 0.16949153]";17.8$\pm$3.0;"[0.19661017 0.15254237 0.16610169 0.17288136 0.14915254 0.18644068
 0.22711864 0.14237288 0.23050847 0.1559322 ]";33.76$\pm$3.07;"[0.38305085 0.31864407 0.33898305 0.33220339 0.31525424 0.36271186
 0.38305085 0.34915254 0.30847458 0.28474576]";19.39$\pm$2.19;"[0.18305085 0.20677966 0.18305085 0.20677966 0.18644068 0.24067797
 0.21016949 0.1559322  0.18644068 0.17966102]";17.32$\pm$1.84;"[0.15254237 0.18305085 0.15254237 0.19661017 0.17966102 0.17966102
 0.20338983 0.15254237 0.15254237 0.17966102]";17.46$\pm$3.44;"[0.14237288 0.16271186 0.14915254 0.23728814 0.15932203 0.23050847
 0.17966102 0.14237288 0.2        0.14237288]";20.47$\pm$3.03;"[0.27118644 0.22711864 0.21694915 0.17288136 0.17288136 0.18644068
 0.2        0.16949153 0.22711864 0.20338983]";18.14$\pm$3.21;"[0.24745763 0.14915254 0.21694915 0.13559322 0.16271186 0.18983051
 0.19661017 0.1559322  0.18983051 0.16949153]";23.93$\pm$2.14;"[0.23728814 0.22372881 0.26101695 0.2779661  0.24067797 0.21694915
 0.25762712 0.25084746 0.22033898 0.20677966]"
Hits@100;24.37$\pm$3.48;"[0.30169492 0.22711864 0.25423729 0.25423729 0.26779661 0.22711864
 0.27457627 0.21355932 0.16949153 0.24745763]";26.41$\pm$3.15;"[0.26440678 0.23728814 0.25084746 0.23728814 0.33559322 0.2779661
 0.29491525 0.22033898 0.25423729 0.26779661]";27.32$\pm$4.54;"[0.28813559 0.22711864 0.25084746 0.23050847 0.34576271 0.34576271
 0.29152542 0.21694915 0.23728814 0.29830508]";27.02$\pm$1.83;"[0.28813559 0.2779661  0.26779661 0.25423729 0.28474576 0.28474576
 0.24067797 0.23728814 0.28474576 0.28135593]";27.63$\pm$2.85;"[0.28813559 0.23728814 0.27118644 0.27457627 0.22711864 0.28135593
 0.26779661 0.27457627 0.31525424 0.32542373]";45.53$\pm$3.24;"[0.51864407 0.43389831 0.4440678  0.4440678  0.46440678 0.47457627
 0.4779661  0.46101695 0.44745763 0.38644068]";30.47$\pm$3.83;"[0.26101695 0.27457627 0.26440678 0.32542373 0.36949153 0.33559322
 0.34576271 0.25084746 0.30847458 0.31186441]";26.95$\pm$2.37;"[0.2779661  0.27457627 0.2440678  0.29830508 0.26101695 0.29830508
 0.27118644 0.23728814 0.23389831 0.29830508]";27.49$\pm$2.48;"[0.28135593 0.2440678  0.28135593 0.30508475 0.27118644 0.3220339
 0.26779661 0.23389831 0.28135593 0.26101695]";31.86$\pm$3.66;"[0.41355932 0.29491525 0.29830508 0.33559322 0.29152542 0.2779661
 0.33220339 0.30847458 0.33220339 0.30169492]";28.71$\pm$5.11;"[0.40338983 0.23728814 0.30508475 0.2        0.25423729 0.28135593
 0.30847458 0.28135593 0.31186441 0.28813559]";33.36$\pm$3.13;"[0.34576271 0.32881356 0.32881356 0.39661017 0.32542373 0.33898305
 0.35932203 0.34237288 0.28474576 0.28474576]"
ROCAUC;40.67$\pm$2.12;"[0.43586326 0.39498995 0.41925883 0.40373456 0.42022407 0.42038495
 0.41985636 0.38300488 0.35967825 0.41007756]";42.31$\pm$2.29;"[0.42170641 0.40085033 0.39081873 0.41999425 0.47008331 0.44974433
 0.4388624  0.40062051 0.42168342 0.41694915]";43.0$\pm$3.07;"[0.44992818 0.40490664 0.42753232 0.4090204  0.46723355 0.47748348
 0.43362252 0.37275496 0.40641195 0.45127262]";43.68$\pm$1.51;"[0.44715886 0.44157426 0.43626544 0.43512784 0.46372881 0.43600115
 0.43490951 0.40065498 0.42855501 0.44405631]";41.49$\pm$3.18;"[0.43186441 0.39654122 0.42571675 0.38376329 0.36233266 0.44233841
 0.40934214 0.38237288 0.46735995 0.44753232]";57.33$\pm$2.67;"[0.61033036 0.55106004 0.56080437 0.55543809 0.57160586 0.60440103
 0.61259408 0.57806377 0.56087331 0.52752657]";43.74$\pm$2.79;"[0.40717035 0.41859236 0.42356794 0.44515944 0.48028727 0.46962367
 0.46216604 0.38817581 0.42650962 0.45277794]";41.76$\pm$2.33;"[0.41937374 0.4049526  0.39585177 0.43779374 0.44066648 0.43107153
 0.43956334 0.3794312  0.38436082 0.44256248]";42.54$\pm$2.05;"[0.43543809 0.42846309 0.40074691 0.44706693 0.43370296 0.45813272
 0.42896869 0.38364838 0.41482333 0.42321172]";45.74$\pm$3.3;"[0.5446366  0.44606722 0.44210284 0.45293881 0.42518816 0.44022982
 0.45555875 0.42694628 0.48313703 0.45702959]";42.33$\pm$4.23;"[0.52136742 0.36791727 0.41314565 0.36860672 0.41593795 0.42232692
 0.45144499 0.40494111 0.45228383 0.4148578 ]";46.55$\pm$2.4;"[0.46645217 0.46043091 0.4697156  0.51584028 0.46508475 0.45205401
 0.4956162  0.46271761 0.42910658 0.43755243]"
AP;50.41$\pm$1.73;"[0.52542502 0.49299046 0.51758953 0.51363125 0.52254513 0.50197479
 0.51727165 0.48236898 0.47127524 0.49638734]";51.37$\pm$1.99;"[0.51791116 0.49328211 0.49695972 0.51080879 0.5551324  0.53122367
 0.53354825 0.49138877 0.51062087 0.49611713]";51.8$\pm$2.09;"[0.52905724 0.49326409 0.50985015 0.50404766 0.54953745 0.54741192
 0.53292894 0.48419999 0.50659804 0.52285104]";52.01$\pm$1.18;"[0.52722861 0.51739285 0.52378061 0.52036094 0.53733468 0.51179897
 0.5344634  0.49692897 0.50621614 0.52526403]";51.99$\pm$1.72;"[0.51653453 0.51309095 0.51327188 0.51777816 0.50068108 0.53566545
 0.54537704 0.4881465  0.54318778 0.52552485]";65.26$\pm$1.76;"[0.6737062  0.63627154 0.64676762 0.64926347 0.65086475 0.66187365
 0.68357366 0.66510844 0.63490097 0.62400774]";52.61$\pm$1.94;"[0.51688985 0.52267245 0.5226823  0.53787594 0.53390766 0.55218742
 0.54972552 0.47919393 0.52267705 0.52354167]";50.71$\pm$1.3;"[0.50082766 0.50992191 0.49252854 0.52578687 0.51232516 0.51208627
 0.5259386  0.48855972 0.49025424 0.51317279]";51.05$\pm$1.8;"[0.50936918 0.50482976 0.49388756 0.54557654 0.50406086 0.53045391
 0.5201507  0.4788435  0.51821634 0.49971589]";53.51$\pm$2.41;"[0.59148795 0.53861637 0.53268182 0.52088352 0.50590778 0.52041499
 0.54758457 0.50671722 0.55405128 0.53221412]";51.99$\pm$2.89;"[0.58806404 0.49089434 0.52055923 0.4862817  0.51307605 0.51809759
 0.54596005 0.49057635 0.5306264  0.51458147]";56.89$\pm$2.36;"[0.56837119 0.55443598 0.57366387 0.61915245 0.56935976 0.54371123
 0.59844011 0.57462669 0.54419268 0.54300684]"
pretrain_time;16.13$\pm$6.93;"[ 9.15177393 21.62244987 19.63366032  8.89802647 19.25826812 26.30875611
  9.83712673  9.27687693 26.50444341 10.78075671]";16.37$\pm$7.74;"[ 9.17196107  8.91124773 26.05032778 26.56643224  8.95830703 10.11232948
 24.20862269 25.53821254 15.09432411  9.10083342]";15.97$\pm$7.64;"[ 8.97793293 26.45166755  8.9249413  26.46503305  8.90639043  8.91586351
 11.39278197 26.56580138 20.51433015 12.59240818]";22.61$\pm$10.6;"[34.89982319 12.43950415 11.6540215  34.65256691 11.71418071 13.15492249
 30.3214407  11.60470533 30.80920196 34.81649828]";13.34$\pm$4.65;"[22.36357355 10.93035173 10.98423624 11.05717492 11.17703724 10.96310306
 11.16988254 10.93554735 22.88587904 10.92605257]";413.33$\pm$146.56;"[652.34988046 446.78083825 310.50222707 355.17650604 382.66006136
 617.82252574 582.43070602 254.77136612 231.34621263 299.44803882]";9.06$\pm$0.12;"[8.96145964 8.98213911 9.0597434  8.88989115 9.01610327 8.93247271
 9.11137986 9.11699533 9.32953787 9.16458607]";9.33$\pm$0.59;"[ 9.15894032  9.0358212   9.11935663  9.0507226   9.59817266  9.03201437
  9.05267787  9.06524396 11.02200603  9.20553136]";9.31$\pm$0.67;"[ 9.04732919  8.94722152  9.05599284  8.93542385  9.47392201  9.04901028
  9.04346275  9.05257845 11.27664685  9.22221541]";11.67$\pm$0.13;"[11.58478832 11.58842826 11.63632345 11.55802083 11.64859462 11.53369617
 11.66983366 11.60349059 11.86825562 11.95916486]";11.13$\pm$0.17;"[10.89020586 11.28602171 10.91669583 11.39261508 11.19336295 11.08728075
 11.39756227 11.03241038 11.16005611 10.98991919]";235.77$\pm$37.58;"[219.74547696 215.17199826 225.48617435 214.79465985 217.12312031
 213.01954985 209.42272854 222.39016867 304.60875463 315.8993144 ]"
