metrics;grace_rjc_mean;grace_rjc;grace_raa_mean;grace_raa;grace_rra_mean;grace_rra;grace_raa+scom_mean;grace_raa+scom;grace_raa+deg_mean;grace_raa+deg;grace_sbm+raa_mean;grace_sbm+raa;bgrl_rjc_mean;bgrl_rjc;bgrl_raa_mean;bgrl_raa;bgrl_rra_mean;bgrl_rra;bgrl_raa+scom_mean;bgrl_raa+scom;bgrl_raa+deg_mean;bgrl_raa+deg;bgrl_sbm+raa_mean;bgrl_sbm+raa
Hits@10;54.06$\pm$4.36;"[0.48341232 0.5450237  0.57440758 0.62085308 0.53744076 0.51184834
 0.47109005 0.52890995 0.58862559 0.54407583]";55.51$\pm$5.77;"[0.50616114 0.56113744 0.52511848 0.63791469 0.58862559 0.54312796
 0.43507109 0.63127962 0.58862559 0.53364929]";55.13$\pm$5.71;"[0.49952607 0.54407583 0.55165877 0.62180095 0.58199052 0.54691943
 0.41232227 0.56113744 0.58293839 0.61042654]";54.66$\pm$6.78;"[0.44075829 0.5450237  0.54028436 0.64549763 0.53459716 0.54123223
 0.42180095 0.60189573 0.61990521 0.57535545]";45.75$\pm$5.43;"[0.41516588 0.46729858 0.49383886 0.51658768 0.42274882 0.46919431
 0.43127962 0.56682464 0.37061611 0.42180095]";55.16$\pm$5.98;"[0.492891   0.49952607 0.57535545 0.58483412 0.53554502 0.61137441
 0.42085308 0.58104265 0.60473934 0.60947867]";56.7$\pm$4.54;"[0.54407583 0.57725118 0.57725118 0.61611374 0.63127962 0.57251185
 0.49099526 0.48909953 0.6056872  0.56587678]";55.28$\pm$3.58;"[0.48530806 0.50616114 0.5971564  0.56492891 0.56018957 0.56682464
 0.53364929 0.5478673  0.61042654 0.55545024]";55.16$\pm$4.9;"[0.46635071 0.50805687 0.61800948 0.54028436 0.59526066 0.54218009
 0.50331754 0.54407583 0.62559242 0.57251185]";55.09$\pm$3.17;"[0.50805687 0.53080569 0.58672986 0.57440758 0.57630332 0.56208531
 0.4985782  0.5535545  0.59336493 0.52511848]";58.7$\pm$5.7;"[0.51279621 0.57440758 0.64739336 0.67867299 0.53080569 0.6056872
 0.49194313 0.6028436  0.63033175 0.59526066]";56.65$\pm$5.27;"[0.49952607 0.52890995 0.63507109 0.57725118 0.61327014 0.58767773
 0.47677725 0.55545024 0.6436019  0.5478673 ]"
Hits@20;65.37$\pm$3.13;"[0.63886256 0.6521327  0.68151659 0.70521327 0.67393365 0.6028436
 0.60189573 0.6464455  0.67109005 0.66350711]";66.27$\pm$2.76;"[0.65402844 0.66919431 0.67298578 0.6985782  0.66919431 0.65687204
 0.59052133 0.68625592 0.67582938 0.65402844]";66.54$\pm$2.89;"[0.63033175 0.66066351 0.7042654  0.68246445 0.66824645 0.6521327
 0.61611374 0.65971564 0.71658768 0.66350711]";64.81$\pm$3.11;"[0.63791469 0.61800948 0.66066351 0.70616114 0.66445498 0.61706161
 0.59620853 0.6464455  0.68246445 0.65118483]";59.69$\pm$3.47;"[0.54597156 0.6028436  0.5971564  0.64170616 0.6056872  0.58578199
 0.59810427 0.66635071 0.55924171 0.56587678]";66.06$\pm$3.15;"[0.62654028 0.61327014 0.66729858 0.67582938 0.67014218 0.65402844
 0.61516588 0.67488152 0.70900474 0.69952607]";64.56$\pm$2.86;"[0.61516588 0.64170616 0.67582938 0.65876777 0.68056872 0.62559242
 0.60758294 0.60758294 0.68341232 0.65971564]";64.19$\pm$1.74;"[0.61137441 0.65687204 0.64834123 0.65023697 0.62843602 0.65876777
 0.61232227 0.65118483 0.65971564 0.64170616]";64.75$\pm$2.02;"[0.61706161 0.64454976 0.68246445 0.66066351 0.65308057 0.6464455
 0.63412322 0.62180095 0.67582938 0.63886256]";63.07$\pm$1.81;"[0.59146919 0.61516588 0.66066351 0.64265403 0.64739336 0.63317536
 0.62748815 0.62085308 0.63033175 0.63791469]";69.68$\pm$1.72;"[0.68815166 0.68625592 0.72417062 0.71090047 0.70236967 0.68815166
 0.66066351 0.71279621 0.70616114 0.68815166]";66.15$\pm$2.44;"[0.62559242 0.65971564 0.69763033 0.67014218 0.68436019 0.67109005
 0.64170616 0.62748815 0.69099526 0.6464455 ]"
Hits@50;74.45$\pm$2.23;"[0.72701422 0.71563981 0.74123223 0.75734597 0.78578199 0.70805687
 0.7478673  0.73933649 0.75924171 0.76398104]";76.1$\pm$1.72;"[0.73364929 0.74312796 0.76303318 0.78862559 0.76682464 0.74312796
 0.77061611 0.77061611 0.78199052 0.74881517]";75.59$\pm$1.92;"[0.73270142 0.73554502 0.77630332 0.76777251 0.76113744 0.73838863
 0.74976303 0.73649289 0.79052133 0.77061611]";74.75$\pm$1.77;"[0.7563981  0.71279621 0.74407583 0.77630332 0.76966825 0.72701422
 0.74976303 0.74028436 0.75260664 0.74597156]";76.43$\pm$1.64;"[0.74881517 0.7563981  0.74218009 0.77725118 0.76966825 0.73649289
 0.78767773 0.77819905 0.77630332 0.76966825]";76.09$\pm$2.31;"[0.75829384 0.72322275 0.7563981  0.7535545  0.78767773 0.7507109
 0.73933649 0.74976303 0.8        0.79052133]";73.0$\pm$1.49;"[0.7014218  0.72132701 0.74028436 0.71943128 0.73933649 0.72606635
 0.73364929 0.71943128 0.74218009 0.75734597]";71.72$\pm$1.14;"[0.7042654  0.71469194 0.73649289 0.71563981 0.72322275 0.71184834
 0.6985782  0.70900474 0.72890995 0.72890995]";72.25$\pm$1.29;"[0.71184834 0.71469194 0.7478673  0.71090047 0.72796209 0.71848341
 0.71374408 0.70995261 0.72606635 0.74312796]";70.89$\pm$1.24;"[0.70331754 0.69099526 0.71469194 0.71753555 0.73459716 0.692891
 0.70521327 0.70236967 0.71943128 0.70805687]";78.12$\pm$1.45;"[0.77061611 0.76682464 0.78483412 0.77819905 0.77630332 0.78388626
 0.76113744 0.77819905 0.81232227 0.8       ]";74.66$\pm$1.37;"[0.73459716 0.74123223 0.7563981  0.75450237 0.76208531 0.73554502
 0.75829384 0.72417062 0.76587678 0.73364929]"
Hits@100;80.5$\pm$1.88;"[0.79526066 0.76777251 0.79526066 0.82938389 0.83127962 0.79052133
 0.82464455 0.80379147 0.8        0.81232227]";81.91$\pm$1.62;"[0.80379147 0.80379147 0.83507109 0.82938389 0.81706161 0.78862559
 0.83507109 0.82180095 0.84265403 0.81327014]";81.26$\pm$2.05;"[0.78672986 0.77725118 0.82654028 0.83222749 0.82748815 0.79905213
 0.81706161 0.79336493 0.83791469 0.82843602]";80.6$\pm$1.45;"[0.80758294 0.78293839 0.79620853 0.83601896 0.81706161 0.79526066
 0.79905213 0.7971564  0.81990521 0.80853081]";84.45$\pm$1.64;"[0.82559242 0.82085308 0.83127962 0.85308057 0.85592417 0.82464455
 0.86540284 0.8492891  0.86635071 0.85308057]";81.5$\pm$1.62;"[0.81421801 0.77819905 0.81421801 0.82274882 0.83317536 0.81421801
 0.80379147 0.80379147 0.83412322 0.83127962]";77.75$\pm$1.39;"[0.75545024 0.76587678 0.78672986 0.77535545 0.78578199 0.77819905
 0.76587678 0.76587678 0.79336493 0.8028436 ]";76.25$\pm$1.28;"[0.74123223 0.75734597 0.78104265 0.76398104 0.76872038 0.7450237
 0.76682464 0.7507109  0.77251185 0.77725118]";76.34$\pm$1.23;"[0.76303318 0.7535545  0.77914692 0.75829384 0.77156398 0.75260664
 0.75545024 0.74407583 0.77156398 0.78483412]";75.59$\pm$1.16;"[0.74123223 0.73933649 0.76777251 0.76113744 0.77251185 0.73838863
 0.7563981  0.75545024 0.76398104 0.76303318]";82.99$\pm$1.45;"[0.81990521 0.80473934 0.83127962 0.82369668 0.84739336 0.82274882
 0.82938389 0.81895735 0.85402844 0.8464455 ]";80.05$\pm$1.37;"[0.79241706 0.78862559 0.80853081 0.79526066 0.81137441 0.7943128
 0.81421801 0.77156398 0.81232227 0.81611374]"
ROCAUC;91.28$\pm$1.04;"[0.9069849  0.88821365 0.9149471  0.91867119 0.92521552 0.90723389
 0.91737382 0.90616204 0.92197901 0.92119674]";91.56$\pm$0.81;"[0.90495517 0.9025251  0.92015364 0.92137553 0.92316794 0.90774241
 0.91546057 0.91252667 0.9292373  0.91847173]";91.51$\pm$1.05;"[0.90082646 0.89558006 0.91871971 0.92004762 0.92483278 0.91255093
 0.91540172 0.9079805  0.93079849 0.92470025]";91.08$\pm$0.86;"[0.90758833 0.88844905 0.91061477 0.91888233 0.91410166 0.90946205
 0.91508052 0.90698142 0.91990072 0.91724624]";93.79$\pm$0.51;"[0.92860239 0.93018755 0.93664967 0.94034366 0.94232205 0.93513668
 0.93785944 0.94250623 0.94529619 0.94033557]";90.78$\pm$1.25;"[0.89825535 0.88281395 0.90809281 0.91306574 0.91520721 0.90862514
 0.89541834 0.90671458 0.92886049 0.92070843]";89.16$\pm$0.83;"[0.87998957 0.88153546 0.9009025  0.88834752 0.89785944 0.88504751
 0.89113362 0.88599537 0.90407655 0.90120707]";88.31$\pm$0.91;"[0.87139042 0.87056445 0.88967903 0.88258844 0.89185059 0.87643045
 0.88848139 0.87281328 0.89156272 0.89564026]";88.43$\pm$0.84;"[0.88136101 0.866764   0.88785337 0.88275466 0.89353069 0.87935132
 0.88793873 0.87586712 0.8952166  0.8919575 ]";87.46$\pm$1.1;"[0.86362222 0.85513084 0.88316345 0.87544035 0.8880133  0.86393657
 0.87488691 0.86808877 0.88784769 0.88568361]";91.72$\pm$0.93;"[0.90858566 0.90347027 0.92254352 0.92123358 0.92583859 0.91160935
 0.91302307 0.90711889 0.93313129 0.9256917 ]";90.26$\pm$0.76;"[0.89963398 0.88920015 0.90996518 0.90336336 0.90578558 0.8970661
 0.91025718 0.89121628 0.91027905 0.90957795]"
AP;93.1$\pm$0.7;"[0.92522177 0.91630239 0.93194949 0.93782946 0.94006838 0.92498483
 0.93224378 0.92753086 0.93733091 0.93607446]";93.44$\pm$0.6;"[0.92705816 0.92859948 0.93768428 0.94101527 0.94010741 0.92618809
 0.93012612 0.93558035 0.9441011  0.93330658]";93.36$\pm$0.72;"[0.92403684 0.92239918 0.93806933 0.93937921 0.94024614 0.93059159
 0.92844907 0.93001245 0.94536681 0.93708096]";93.06$\pm$0.59;"[0.92795792 0.91744519 0.93043698 0.93946706 0.9337686  0.92932125
 0.92673554 0.92970248 0.93794782 0.93317984]";94.24$\pm$0.46;"[0.93611072 0.93902834 0.93829042 0.94588034 0.94669209 0.94077659
 0.94520773 0.95112687 0.94334475 0.93746274]";93.03$\pm$0.9;"[0.92490068 0.91305914 0.93226576 0.93450855 0.93652034 0.93029879
 0.91858719 0.92970316 0.94544516 0.9378273 ]";91.96$\pm$0.62;"[0.90990938 0.91429421 0.92699169 0.91890087 0.92491366 0.9157169
 0.91524852 0.91518774 0.92906872 0.92549357]";91.36$\pm$0.65;"[0.90370058 0.90604645 0.92170139 0.91445091 0.91976106 0.90969798
 0.91199101 0.90697419 0.92070743 0.92059494]";91.46$\pm$0.6;"[0.91016513 0.90498784 0.92071945 0.91448777 0.92168831 0.91221977
 0.91166495 0.90717369 0.92323031 0.91921323]";90.87$\pm$0.75;"[0.8994528  0.8970352  0.91686177 0.91091762 0.91818702 0.90196308
 0.90612563 0.90465827 0.91633833 0.91562862]";93.8$\pm$0.64;"[0.92986813 0.93005831 0.94193144 0.94227145 0.9431617  0.93513276
 0.93259124 0.93228381 0.9487586  0.94420984]";92.78$\pm$0.53;"[0.9236506  0.92041185 0.93450867 0.92949985 0.9306574  0.92461307
 0.92926087 0.91935315 0.93523482 0.93102094]"
pretrain_time;15.64$\pm$2.82;"[15.62112427 23.96799445 14.37556171 14.22872066 14.11632895 13.98782086
 14.77129531 15.06357384 15.06566119 15.16102052]";15.9$\pm$3.86;"[27.44364429 14.66577935 14.51185155 14.41170287 14.78575134 14.91357255
 13.84354091 15.01613665 14.58866835 14.86089754]";15.07$\pm$1.45;"[18.93637991 13.67776346 14.59178066 13.94717002 14.56757951 14.86209154
 13.79514933 15.24358511 15.2533834  15.79760265]";15.89$\pm$0.29;"[16.3830049  15.63825798 16.37356925 15.79602432 15.94526243 16.06698346
 15.60598326 15.60802388 15.8861177  15.61581135]";23.73$\pm$5.49;"[20.17536211 28.67933202 32.87993193 15.91026998 25.21810532 29.83962321
 22.72461987 19.92709351 25.93609405 16.0463109 ]";454.8$\pm$163.8;"[440.98068428 764.99264789 646.53215575 318.76263213 370.69289422
 340.7736218  675.86917043 321.66244125 352.40926814 315.30900383]";12.22$\pm$0.53;"[12.77086759 12.59002185 11.46344805 12.38931799 13.02742052 11.91750312
 12.66608715 11.8928082  11.39481997 12.05183864]";12.4$\pm$0.43;"[12.83188033 12.30875754 11.88857818 12.3069315  12.81960177 12.18143153
 12.68124533 12.38736129 13.03212762 11.56271935]";12.16$\pm$0.26;"[12.50501204 12.17649388 11.85651183 12.29658198 12.29772377 12.10778689
 12.2943244  12.42515779 11.57591176 12.08926821]";14.05$\pm$0.48;"[15.02405071 13.82999253 13.83362293 14.32628584 14.18150473 13.82493281
 14.60325408 13.3633914  13.45481491 14.09623289]";19.75$\pm$3.05;"[16.75675607 24.52194929 19.75746584 22.68741727 23.2647357  15.4055593
 18.63762331 20.39515924 15.41257286 20.63778901]";364.4$\pm$26.6;"[383.80734181 367.82179356 348.31480241 352.90281272 424.63942766
 359.57090259 352.48611569 385.84725881 345.09898949 323.55829144]"
