metrics;baseline_mean;baseline;bgrl_random_mean;bgrl_random;bgrl_sbm2_mean;bgrl_sbm2;lbgrl_random_mean;lbgrl_random;lbgrl_sbm2_mean;lbgrl_sbm2
Hits@10;13.6$\pm$2.38;"[0.13938754 0.12935586 0.12565998 0.187434   0.1061246  0.13674762
 0.15205913 0.15892291 0.10718057 0.11668427]";6.4$\pm$0.93;"[0.06124604 0.06652587 0.05279831 0.05121436 0.0781415  0.07391763
 0.07074974 0.0718057  0.06230201 0.05174234]";9.1$\pm$1.68;"[0.07708553 0.10401267 0.1061246  0.05174234 0.1061246  0.09450898
 0.10823654 0.09450898 0.08817318 0.07919747]";9.26$\pm$1.81;"[0.06388596 0.09714889 0.09450898 0.08289335 0.13463569 0.10876452
 0.09292503 0.08658923 0.08711721 0.07708553]";9.51$\pm$2.06;"[0.0876452  0.0844773  0.12565998 0.05068638 0.09926082 0.10084477
 0.12143611 0.09714889 0.10665259 0.07761352]"
Hits@20;18.43$\pm$2.27;"[0.16789863 0.19007392 0.16367476 0.21488912 0.22280887 0.20116156
 0.17951426 0.187434   0.14625132 0.16948258]";8.68$\pm$0.84;"[0.0876452  0.09503696 0.07233369 0.07972545 0.09081309 0.09873284
 0.0813094  0.09662091 0.08817318 0.07761352]";14.13$\pm$1.51;"[0.13674762 0.14836325 0.15100317 0.13833157 0.15681098 0.17001056
 0.12935586 0.13093981 0.13833157 0.11351637]";13.19$\pm$1.49;"[0.10876452 0.14044351 0.13305174 0.1156283  0.15681098 0.14941922
 0.14149947 0.13463569 0.12143611 0.11721225]";14.32$\pm$1.45;"[0.14308342 0.15522703 0.15681098 0.13674762 0.13305174 0.16842661
 0.15417107 0.12407603 0.13885956 0.12143611]"
Hits@50;25.55$\pm$1.71;"[0.23706441 0.25448786 0.24604013 0.27983105 0.28563886 0.2655755
 0.24815206 0.26451954 0.23072862 0.24287223]";14.28$\pm$0.88;"[0.14149947 0.14097149 0.14889124 0.13833157 0.15364308 0.15522703
 0.13621964 0.13516367 0.15153115 0.12671595]";23.33$\pm$1.86;"[0.22439282 0.23548046 0.23600845 0.2375924  0.22386484 0.28035903
 0.2249208  0.20221753 0.23336853 0.23495248]";22.71$\pm$1.99;"[0.19324182 0.22122492 0.21383316 0.23284055 0.25184794 0.25026399
 0.25871172 0.20855333 0.22228089 0.21858501]";23.72$\pm$1.63;"[0.21805702 0.23389652 0.22597677 0.25131996 0.24392819 0.2655755
 0.25131996 0.20749736 0.23389652 0.2407603 ]"
Hits@100;31.06$\pm$1.46;"[0.29461457 0.30728617 0.2967265  0.32576558 0.34635692 0.31467793
 0.30253432 0.30834213 0.30200634 0.30781415]";20.98$\pm$0.78;"[0.21383316 0.21488912 0.21752904 0.1969377  0.21594509 0.21066526
 0.21911299 0.20591341 0.20696938 0.19588173]";31.48$\pm$1.22;"[0.32682154 0.31203801 0.31151003 0.30464625 0.30200634 0.33579725
 0.31731785 0.29303062 0.32523759 0.31942978]";30.21$\pm$1.42;"[0.2750792  0.29355861 0.29461457 0.31045407 0.31309398 0.32259768
 0.32206969 0.2967265  0.30147835 0.29091869]";32.63$\pm$1.08;"[0.32893347 0.32893347 0.30147835 0.34635692 0.32576558 0.33368532
 0.32629356 0.31731785 0.32629356 0.32787751]"
ROCAUC;67.26$\pm$0.96;"[0.66019074 0.68608854 0.66410713 0.67097844 0.68972267 0.67158113
 0.67269036 0.68070501 0.66829545 0.66130358]";65.64$\pm$0.6;"[0.66634451 0.66011798 0.65686869 0.65283132 0.66183435 0.66323389
 0.65065759 0.64634722 0.65272678 0.65271423]";72.62$\pm$0.61;"[0.73052818 0.73439997 0.72429246 0.71917487 0.72732335 0.72439421
 0.72454817 0.71394118 0.73442589 0.7284957 ]";69.51$\pm$0.76;"[0.68475227 0.70186433 0.68222693 0.69026125 0.69817765 0.70431413
 0.70099617 0.69137603 0.70410742 0.69273809]";73.91$\pm$0.68;"[0.73192508 0.74377766 0.73564173 0.73413472 0.75014259 0.74385906
 0.74295869 0.7263269  0.73754306 0.74443862]"
AP;72.41$\pm$0.93;"[0.71019419 0.73287864 0.71325647 0.73128049 0.73998125 0.72477794
 0.72430727 0.73117152 0.71701899 0.71614205]";68.16$\pm$0.55;"[0.68724515 0.68583088 0.6800968  0.67773028 0.68939511 0.68917768
 0.67924679 0.67484779 0.67818257 0.67439174]";75.35$\pm$0.57;"[0.75730803 0.75991406 0.75162686 0.74485001 0.75586276 0.75893321
 0.75442186 0.74154525 0.75744481 0.75325966]";73.16$\pm$0.78;"[0.71678657 0.73797126 0.72353701 0.72793997 0.74107975 0.73824113
 0.73958634 0.72876583 0.73673189 0.72579706]";76.11$\pm$0.67;"[0.75296186 0.76602943 0.7572089  0.75743298 0.7705172  0.76852519
 0.76717007 0.74975141 0.7578091  0.76314478]"
pretrain_time;nan$\pm$nan;[];0.12$\pm$0.0;"[0.11882877 0.11983132 0.11815095 0.11807799 0.11796927 0.11479449
 0.11883235 0.11896014 0.11870861 0.11886597]";30.57$\pm$0.84;"[32.19844198 30.63300228 30.90063739 30.61492085 30.61080718 31.21775627
 28.79657674 29.86816382 30.70918226 30.17995763]";0.14$\pm$0.02;"[0.16761231 0.16777134 0.13109899 0.13072753 0.13091063 0.13106441
 0.13099051 0.1310842  0.16797328 0.1310339 ]";30.36$\pm$0.67;"[31.02368951 30.2089951  30.87114549 30.4860909  30.14222479 31.1311307
 28.67529678 30.01754761 30.70774341 30.30401397]"
