metrics;baseline_mean;baseline;grace_random_mean;grace_random;grace_deg_mean;grace_deg;grace_pr_mean;grace_pr;grace_evc_mean;grace_evc;grace_scom_mean;grace_scom;grace_random+scom_mean;grace_random+scom;grace_random+deg_mean;grace_random+deg;grace_deg+scom_mean;grace_deg+scom;bgrl_random_mean;bgrl_random;bgrl_deg_mean;bgrl_deg;bgrl_pr_mean;bgrl_pr;bgrl_evc_mean;bgrl_evc;bgrl_scom_mean;bgrl_scom;bgrl_random+scom_mean;bgrl_random+scom;bgrl_random+deg_mean;bgrl_random+deg;bgrl_deg+scom_mean;bgrl_deg+scom;csgcl_random_mean;csgcl_random;csgcl_deg_mean;csgcl_deg;csgcl_pr_mean;csgcl_pr;csgcl_evc_mean;csgcl_evc;csgcl_scom_mean;csgcl_scom;csgcl_random+scom_mean;csgcl_random+scom;csgcl_random+deg_mean;csgcl_random+deg;csgcl_deg+scom_mean;csgcl_deg+scom
Hits@10;10.75$\pm$1.68;"[0.12881356 0.13220339 0.10508475 0.1220339  0.08813559 0.10169492
 0.11525424 0.08813559 0.08135593 0.11186441]";10.98$\pm$1.46;"[0.12881356 0.10508475 0.12542373 0.12542373 0.09830508 0.11525424
 0.1220339  0.09152542 0.08813559 0.09830508]";11.42$\pm$1.37;"[0.11525424 0.11864407 0.10847458 0.12881356 0.10847458 0.11864407
 0.12881356 0.09152542 0.09152542 0.13220339]";10.31$\pm$1.11;"[0.11186441 0.09491525 0.09152542 0.11525424 0.11186441 0.1220339
 0.10508475 0.09491525 0.08813559 0.09491525]";10.51$\pm$1.52;"[0.10847458 0.10169492 0.10847458 0.14237288 0.10847458 0.08474576
 0.09491525 0.10169492 0.08813559 0.11186441]";10.75$\pm$0.98;"[0.10847458 0.10847458 0.10847458 0.11525424 0.10847458 0.11864407
 0.1220339  0.10169492 0.09491525 0.08813559]";10.34$\pm$1.22;"[0.10508475 0.09491525 0.11864407 0.1220339  0.10508475 0.09830508
 0.11186441 0.08474576 0.08474576 0.10847458]";11.29$\pm$1.04;"[0.10847458 0.11186441 0.11525424 0.12542373 0.10847458 0.10847458
 0.13559322 0.09491525 0.11186441 0.10847458]";10.88$\pm$1.43;"[0.11186441 0.10847458 0.10847458 0.12881356 0.10508475 0.12542373
 0.11525424 0.0779661  0.09152542 0.11525424]";11.53$\pm$1.77;"[0.14237288 0.13220339 0.10169492 0.10169492 0.12542373 0.09830508
 0.12542373 0.08474576 0.10847458 0.13220339]";10.75$\pm$1.8;"[0.0779661  0.08474576 0.10169492 0.1220339  0.11186441 0.11186441
 0.13559322 0.09830508 0.09830508 0.13220339]";8.47$\pm$1.67;"[0.10508475 0.0779661  0.11864407 0.09491525 0.0779661  0.0779661
 0.06779661 0.07457627 0.09152542 0.06101695]";9.97$\pm$2.13;"[0.09491525 0.07457627 0.07457627 0.10508475 0.09152542 0.10847458
 0.13220339 0.0779661  0.09830508 0.13898305]";9.86$\pm$1.76;"[0.08135593 0.09830508 0.08813559 0.13220339 0.09491525 0.08474576
 0.12881356 0.0779661  0.09830508 0.10169492]";12.0$\pm$2.14;"[0.11864407 0.1220339  0.11186441 0.15254237 0.14237288 0.09152542
 0.13898305 0.0779661  0.1220339  0.1220339 ]";10.51$\pm$1.83;"[0.10508475 0.08474576 0.11186441 0.10508475 0.11525424 0.08474576
 0.14576271 0.08474576 0.09491525 0.11864407]";9.63$\pm$1.86;"[0.08135593 0.09152542 0.10508475 0.13559322 0.09830508 0.09152542
 0.11864407 0.06779661 0.08135593 0.09152542]";10.14$\pm$1.08;"[0.09830508 0.09491525 0.10169492 0.1220339  0.10508475 0.11186441
 0.09830508 0.08135593 0.09152542 0.10847458]";10.64$\pm$1.3;"[0.10169492 0.11525424 0.10508475 0.12542373 0.11186441 0.08474576
 0.10508475 0.08813559 0.10169492 0.12542373]";10.68$\pm$1.09;"[0.11186441 0.09830508 0.09491525 0.10847458 0.12881356 0.10847458
 0.11864407 0.09830508 0.09152542 0.10847458]";10.75$\pm$1.48;"[0.11864407 0.09830508 0.09830508 0.11864407 0.1220339  0.12881356
 0.09830508 0.08813559 0.08474576 0.11864407]";10.68$\pm$1.58;"[0.11186441 0.10169492 0.11186441 0.10847458 0.11525424 0.09491525
 0.14576271 0.08474576 0.09830508 0.09491525]";10.0$\pm$1.42;"[0.10847458 0.10169492 0.10508475 0.10847458 0.11525424 0.08135593
 0.10847458 0.0779661  0.0779661  0.11525424]";10.58$\pm$1.44;"[0.10508475 0.10169492 0.09830508 0.13559322 0.09830508 0.11864407
 0.11525424 0.08813559 0.08474576 0.11186441]";10.17$\pm$1.58;"[0.10847458 0.10169492 0.10508475 0.11525424 0.10508475 0.08474576
 0.13559322 0.08813559 0.0779661  0.09491525]"
Hits@20;14.64$\pm$2.25;"[0.16271186 0.17627119 0.15932203 0.16610169 0.11525424 0.13898305
 0.16610169 0.10508475 0.14237288 0.13220339]";13.32$\pm$1.73;"[0.16271186 0.11525424 0.14237288 0.13898305 0.13220339 0.13898305
 0.1559322  0.1220339  0.10508475 0.11864407]";13.49$\pm$1.96;"[0.13559322 0.12881356 0.11525424 0.13559322 0.15932203 0.13559322
 0.1559322  0.11186441 0.10508475 0.16610169]";12.31$\pm$1.55;"[0.12542373 0.11864407 0.10169492 0.14237288 0.15254237 0.13559322
 0.1220339  0.10508475 0.11186441 0.11525424]";12.64$\pm$2.07;"[0.1220339  0.10847458 0.10847458 0.15254237 0.1220339  0.12542373
 0.14237288 0.11186441 0.10169492 0.16949153]";12.31$\pm$1.06;"[0.1220339  0.12542373 0.1220339  0.11864407 0.12542373 0.13220339
 0.14576271 0.11864407 0.10169492 0.11864407]";12.14$\pm$1.58;"[0.11864407 0.10169492 0.13559322 0.13559322 0.14576271 0.11864407
 0.13898305 0.10847458 0.09830508 0.11186441]";13.19$\pm$1.07;"[0.14237288 0.11864407 0.13220339 0.13898305 0.12542373 0.13898305
 0.14915254 0.11186441 0.12881356 0.13220339]";12.88$\pm$1.7;"[0.14237288 0.13898305 0.12881356 0.13559322 0.1220339  0.14576271
 0.15254237 0.09491525 0.10847458 0.11864407]";15.29$\pm$3.03;"[0.16949153 0.18983051 0.1220339  0.14915254 0.19322034 0.1220339
 0.16949153 0.09830508 0.13898305 0.17627119]";14.0$\pm$2.84;"[0.10508475 0.1220339  0.11864407 0.13559322 0.13559322 0.17288136
 0.19661017 0.13220339 0.11186441 0.16949153]";11.15$\pm$2.11;"[0.12881356 0.11864407 0.12881356 0.14237288 0.08813559 0.10847458
 0.08135593 0.09491525 0.13559322 0.08813559]";13.59$\pm$2.93;"[0.11864407 0.10847458 0.10508475 0.15254237 0.14576271 0.12881356
 0.16271186 0.10847458 0.12542373 0.20338983]";13.69$\pm$1.76;"[0.10847458 0.13898305 0.13898305 0.17627119 0.13220339 0.12881356
 0.15254237 0.11864407 0.13220339 0.14237288]";16.1$\pm$3.42;"[0.16271186 0.15254237 0.14237288 0.21355932 0.21694915 0.12881356
 0.16610169 0.10169492 0.14237288 0.18305085]";12.71$\pm$2.34;"[0.16271186 0.09491525 0.13220339 0.11186441 0.1220339  0.10508475
 0.17288136 0.11864407 0.11525424 0.13559322]";11.69$\pm$1.77;"[0.13898305 0.09491525 0.12881356 0.14237288 0.11525424 0.10169492
 0.13220339 0.10169492 0.1220339  0.09152542]";12.61$\pm$1.43;"[0.13559322 0.10508475 0.11525424 0.12542373 0.11525424 0.12542373
 0.14915254 0.11186441 0.12881356 0.14915254]";13.19$\pm$1.96;"[0.13559322 0.14237288 0.11864407 0.12542373 0.1559322  0.1220339
 0.11864407 0.10169492 0.12542373 0.17288136]";12.95$\pm$1.87;"[0.12881356 0.11186441 0.11864407 0.13559322 0.17627119 0.14576271
 0.12542373 0.11864407 0.10847458 0.12542373]";14.03$\pm$3.14;"[0.16949153 0.10169492 0.10508475 0.13898305 0.1559322  0.18305085
 0.15254237 0.10847458 0.10508475 0.18305085]";12.98$\pm$1.71;"[0.13898305 0.10508475 0.12542373 0.1220339  0.1559322  0.13220339
 0.16271186 0.11864407 0.11864407 0.11864407]";11.73$\pm$1.7;"[0.1220339  0.11186441 0.11525424 0.1220339  0.12881356 0.08813559
 0.14915254 0.09491525 0.10847458 0.13220339]";12.41$\pm$1.57;"[0.11186441 0.12542373 0.13559322 0.14237288 0.1220339  0.15254237
 0.12542373 0.09830508 0.10508475 0.1220339 ]";12.51$\pm$1.92;"[0.13220339 0.15254237 0.11864407 0.1220339  0.11525424 0.12542373
 0.16271186 0.10508475 0.09491525 0.1220339 ]"
Hits@50;23.02$\pm$2.9;"[0.23728814 0.24067797 0.23389831 0.22711864 0.18644068 0.21355932
 0.21016949 0.2        0.26101695 0.29152542]";18.34$\pm$2.03;"[0.22372881 0.16949153 0.18305085 0.18983051 0.16610169 0.20677966
 0.17966102 0.19322034 0.17288136 0.14915254]";21.05$\pm$3.22;"[0.23050847 0.20677966 0.17288136 0.18983051 0.21355932 0.22372881
 0.23389831 0.17966102 0.17288136 0.28135593]";17.12$\pm$1.93;"[0.16949153 0.12881356 0.16949153 0.16271186 0.20677966 0.18983051
 0.15932203 0.17288136 0.17966102 0.17288136]";21.63$\pm$5.49;"[0.25762712 0.14237288 0.13898305 0.19322034 0.20677966 0.25762712
 0.29152542 0.20677966 0.16949153 0.29830508]";18.85$\pm$3.06;"[0.16610169 0.20677966 0.1559322  0.15932203 0.2440678  0.18644068
 0.23728814 0.17288136 0.15932203 0.19661017]";16.95$\pm$2.03;"[0.19661017 0.15254237 0.18983051 0.14915254 0.19661017 0.15932203
 0.19322034 0.14915254 0.15254237 0.1559322 ]";18.27$\pm$2.03;"[0.20677966 0.16271186 0.17627119 0.18644068 0.18644068 0.22372881
 0.17288136 0.14915254 0.17288136 0.18983051]";17.59$\pm$2.47;"[0.20338983 0.18305085 0.17627119 0.1559322  0.17288136 0.19322034
 0.19661017 0.11864407 0.15932203 0.2       ]";23.73$\pm$2.21;"[0.2440678  0.26779661 0.22033898 0.25084746 0.25423729 0.22711864
 0.25423729 0.20677966 0.19661017 0.25084746]";22.85$\pm$3.54;"[0.23728814 0.21016949 0.20338983 0.25084746 0.20338983 0.26440678
 0.27118644 0.18305085 0.17966102 0.28135593]";17.86$\pm$2.27;"[0.18305085 0.18983051 0.17966102 0.22711864 0.17966102 0.1559322
 0.16949153 0.14576271 0.2        0.1559322 ]";22.1$\pm$6.04;"[0.20338983 0.13898305 0.17627119 0.22033898 0.24067797 0.21694915
 0.27118644 0.19322034 0.17966102 0.36949153]";20.51$\pm$3.5;"[0.18305085 0.21016949 0.22033898 0.26440678 0.24745763 0.1559322
 0.22372881 0.16610169 0.16271186 0.21694915]";24.95$\pm$3.63;"[0.24745763 0.23728814 0.21355932 0.27457627 0.31864407 0.19322034
 0.27118644 0.20677966 0.25423729 0.2779661 ]";18.78$\pm$4.59;"[0.28813559 0.14576271 0.21355932 0.14576271 0.14576271 0.14915254
 0.23728814 0.17288136 0.21016949 0.16949153]";17.12$\pm$3.17;"[0.23728814 0.13220339 0.2        0.17966102 0.1559322  0.13220339
 0.19322034 0.15932203 0.17966102 0.14237288]";18.47$\pm$2.91;"[0.20338983 0.1559322  0.15254237 0.17966102 0.14915254 0.17627119
 0.22372881 0.19322034 0.17288136 0.24067797]";19.9$\pm$4.79;"[0.19322034 0.20338983 0.15932203 0.17288136 0.23050847 0.24745763
 0.19661017 0.12881356 0.1559322  0.30169492]";18.07$\pm$1.56;"[0.19322034 0.16949153 0.18644068 0.16610169 0.18983051 0.2
 0.20338983 0.17966102 0.1559322  0.16271186]";23.39$\pm$7.61;"[0.31864407 0.13559322 0.14915254 0.16610169 0.2779661  0.26779661
 0.35254237 0.21355932 0.15254237 0.30508475]";18.61$\pm$3.45;"[0.18644068 0.16610169 0.17627119 0.15932203 0.25423729 0.21355932
 0.23389831 0.14237288 0.1559322  0.17288136]";16.58$\pm$1.87;"[0.16949153 0.13559322 0.14237288 0.16271186 0.17627119 0.16271186
 0.19322034 0.14576271 0.18644068 0.18305085]";18.03$\pm$2.27;"[0.21355932 0.17627119 0.17966102 0.17288136 0.16949153 0.18644068
 0.18305085 0.12542373 0.18983051 0.20677966]";17.19$\pm$2.12;"[0.17288136 0.2        0.15254237 0.16610169 0.16271186 0.19322034
 0.21016949 0.14237288 0.16610169 0.15254237]"
Hits@100;38.78$\pm$3.36;"[0.40677966 0.34576271 0.37966102 0.37288136 0.33898305 0.37966102
 0.40677966 0.36949153 0.42372881 0.45423729]";27.12$\pm$3.32;"[0.31864407 0.25084746 0.27457627 0.2440678  0.2440678  0.3220339
 0.25762712 0.2779661  0.30508475 0.21694915]";32.37$\pm$5.53;"[0.31525424 0.3559322  0.2440678  0.29491525 0.34237288 0.35932203
 0.30847458 0.26101695 0.30508475 0.45084746]";25.36$\pm$3.11;"[0.29491525 0.18305085 0.25084746 0.23728814 0.29830508 0.25084746
 0.24745763 0.27118644 0.26440678 0.23728814]";34.98$\pm$10.47;"[0.35254237 0.23389831 0.22033898 0.2779661  0.35932203 0.39661017
 0.48813559 0.40677966 0.22711864 0.53559322]";29.83$\pm$6.19;"[0.25423729 0.32542373 0.21355932 0.25423729 0.37288136 0.38983051
 0.37627119 0.24745763 0.23728814 0.31186441]";25.73$\pm$2.91;"[0.29491525 0.21016949 0.26779661 0.22372881 0.30508475 0.27457627
 0.26779661 0.2440678  0.25423729 0.23050847]";27.53$\pm$1.42;"[0.28474576 0.24745763 0.2779661  0.28474576 0.28135593 0.28813559
 0.26779661 0.25084746 0.28813559 0.28135593]";27.36$\pm$3.17;"[0.31864407 0.27118644 0.26101695 0.28474576 0.28474576 0.23728814
 0.25762712 0.21016949 0.30508475 0.30508475]";34.81$\pm$2.19;"[0.34237288 0.35254237 0.34576271 0.36610169 0.33559322 0.36610169
 0.37966102 0.3559322  0.29491525 0.34237288]";38.2$\pm$6.85;"[0.36949153 0.41355932 0.28813559 0.41694915 0.36271186 0.49152542
 0.46440678 0.31186441 0.28135593 0.42033898]";28.78$\pm$3.25;"[0.32542373 0.28813559 0.25762712 0.3559322  0.26101695 0.25084746
 0.26779661 0.26440678 0.30847458 0.29830508]";37.56$\pm$9.88;"[0.41355932 0.22033898 0.28474576 0.35254237 0.44067797 0.37627119
 0.48135593 0.34915254 0.27118644 0.56610169]";32.34$\pm$5.07;"[0.27457627 0.36271186 0.29830508 0.38983051 0.38305085 0.31525424
 0.36949153 0.26101695 0.24067797 0.33898305]";35.97$\pm$1.93;"[0.3559322  0.36949153 0.35254237 0.37627119 0.39661017 0.32881356
 0.35932203 0.33220339 0.35254237 0.37288136]";29.39$\pm$6.35;"[0.37288136 0.21694915 0.34237288 0.23728814 0.26440678 0.22033898
 0.40338983 0.31525424 0.32542373 0.24067797]";25.56$\pm$4.88;"[0.33559322 0.23050847 0.31186441 0.21694915 0.27457627 0.17627119
 0.27457627 0.26440678 0.28135593 0.18983051]";30.03$\pm$3.27;"[0.34915254 0.2440678  0.25762712 0.28135593 0.28813559 0.31525424
 0.33559322 0.29152542 0.30508475 0.33559322]";31.76$\pm$6.56;"[0.28474576 0.36271186 0.23728814 0.30508475 0.33898305 0.38983051
 0.34915254 0.24745763 0.22711864 0.43389831]";26.78$\pm$2.88;"[0.30847458 0.21694915 0.2779661  0.24067797 0.30169492 0.26779661
 0.30169492 0.24067797 0.25423729 0.26779661]";35.59$\pm$10.48;"[0.42711864 0.22372881 0.21694915 0.25084746 0.4        0.39322034
 0.48813559 0.37966102 0.26101695 0.51864407]";31.08$\pm$6.53;"[0.33220339 0.31525424 0.26779661 0.26101695 0.4        0.41694915
 0.36271186 0.23050847 0.21355932 0.30847458]";26.14$\pm$2.5;"[0.26779661 0.22033898 0.24067797 0.26101695 0.27457627 0.26440678
 0.27457627 0.22372881 0.28135593 0.30508475]";27.08$\pm$3.08;"[0.30847458 0.27457627 0.28474576 0.27118644 0.24745763 0.25762712
 0.2779661  0.21016949 0.25084746 0.32542373]";26.07$\pm$2.44;"[0.27457627 0.28135593 0.25423729 0.24745763 0.23728814 0.29152542
 0.28474576 0.20677966 0.27118644 0.25762712]"
ROCAUC;53.34$\pm$2.52;"[0.51742603 0.49238725 0.53216892 0.5285033  0.51887389 0.51119793
 0.56017811 0.53083597 0.57774777 0.56465384]";43.18$\pm$2.55;"[0.45530595 0.41565068 0.43939098 0.42750934 0.41057167 0.49014651
 0.43563344 0.41527147 0.4347946  0.39384085]";47.49$\pm$4.77;"[0.44934214 0.50477449 0.41938523 0.46665901 0.48526286 0.53029589
 0.46542947 0.41221488 0.44176961 0.57373169]";40.68$\pm$2.21;"[0.43793163 0.35880494 0.41114622 0.39626544 0.42746337 0.40525136
 0.38579718 0.42190175 0.42459063 0.39896581]";49.25$\pm$7.52;"[0.50176386 0.42788854 0.39350761 0.41059466 0.49232979 0.54118931
 0.58261419 0.55418558 0.40839989 0.61236426]";46.54$\pm$5.69;"[0.4149842  0.52259695 0.42230394 0.43862109 0.51189888 0.53998276
 0.53863832 0.40122953 0.38442976 0.47925309]";42.72$\pm$1.8;"[0.45011204 0.41647802 0.429842   0.40448147 0.44757254 0.44348176
 0.44830796 0.40134444 0.41531744 0.41486929]";42.94$\pm$2.27;"[0.45492675 0.42916403 0.425395   0.44388394 0.43857512 0.40996265
 0.44437231 0.37173226 0.43055444 0.44526286]";42.96$\pm$2.04;"[0.45717897 0.46417696 0.42328067 0.41092789 0.42487791 0.42714737
 0.41883367 0.39141626 0.43462223 0.44389543]";48.56$\pm$2.36;"[0.46070669 0.48758403 0.46943982 0.506027   0.5122551  0.51262281
 0.49881069 0.46354496 0.44257397 0.50274059]";52.09$\pm$6.96;"[0.50129273 0.57542086 0.42517667 0.57480034 0.50325768 0.62074117
 0.58808388 0.45697213 0.40704395 0.55603562]";41.75$\pm$3.38;"[0.4832979  0.38757828 0.43264579 0.4379661  0.38453318 0.37582304
 0.38036196 0.43155415 0.45051422 0.4109164 ]";49.74$\pm$9.49;"[0.5497156  0.33354783 0.41415685 0.44424016 0.56876185 0.53683424
 0.60781959 0.4976501  0.38506176 0.63597817]";45.74$\pm$5.23;"[0.42902614 0.48026429 0.41454754 0.5311692  0.51541511 0.46207412
 0.51667912 0.38756679 0.37413387 0.46331514]";49.06$\pm$2.4;"[0.48638897 0.48008044 0.48226372 0.51867854 0.52640046 0.46965814
 0.50341856 0.44449296 0.47926458 0.51546107]";45.03$\pm$5.07;"[0.50923298 0.39464522 0.48752657 0.40278081 0.42048837 0.40125251
 0.55587475 0.45123815 0.46045389 0.41997127]";40.49$\pm$3.58;"[0.45222637 0.38596955 0.44014938 0.36045964 0.42896869 0.35864407
 0.43153117 0.4250158  0.41619075 0.34961218]";45.02$\pm$2.0;"[0.46345878 0.41824763 0.42962367 0.44478024 0.4439414  0.46607297
 0.47397874 0.43208273 0.44564206 0.4839414 ]";47.77$\pm$5.35;"[0.46700373 0.52472278 0.41648951 0.48900316 0.48070669 0.53833956
 0.48284976 0.39952887 0.41047975 0.56737719]";41.9$\pm$2.41;"[0.45529446 0.3705372  0.4506636  0.40966389 0.42748635 0.42131571
 0.43350761 0.39534616 0.42058029 0.40551566]";49.97$\pm$7.42;"[0.56079288 0.41154841 0.40068946 0.41636311 0.54089055 0.54241885
 0.58053433 0.53366274 0.41669635 0.59293881]";47.36$\pm$5.2;"[0.45837403 0.49904051 0.45343292 0.43490951 0.5034875  0.55253088
 0.55586326 0.40149382 0.4019075  0.47488653]";42.94$\pm$3.44;"[0.43048549 0.396185   0.405079   0.43669061 0.43966676 0.42659006
 0.47249641 0.35672508 0.45309968 0.47738006]";42.51$\pm$3.51;"[0.45781097 0.43889112 0.43824188 0.4096524  0.38607297 0.37791439
 0.46652111 0.37831658 0.41810974 0.47940247]";41.69$\pm$2.57;"[0.45985636 0.42709566 0.41002011 0.38737144 0.39937949 0.45416834
 0.41726515 0.37950014 0.43505889 0.39937374]"
AP;57.66$\pm$1.55;"[0.57753812 0.57104001 0.58373664 0.58202082 0.55585404 0.56057174
 0.59508434 0.551953   0.58921589 0.59874499]";52.37$\pm$1.75;"[0.54837719 0.512501   0.53170338 0.52655087 0.50978336 0.55068514
 0.53440833 0.51478252 0.51795176 0.49038656]";54.96$\pm$2.94;"[0.54589495 0.55406304 0.51367569 0.54772807 0.55934959 0.57136168
 0.55967938 0.50783963 0.52250845 0.6140358 ]";50.84$\pm$1.48;"[0.52758388 0.47898374 0.50231257 0.5079165  0.53554882 0.51219208
 0.50425451 0.50757813 0.51090823 0.49638738]";55.34$\pm$4.33;"[0.56608802 0.50770241 0.48914839 0.53098896 0.55721066 0.56685765
 0.60979851 0.57297435 0.50405315 0.62873832]";53.75$\pm$3.18;"[0.5130663  0.56416658 0.50724937 0.52052755 0.57215518 0.56927537
 0.58832223 0.50723263 0.49406208 0.5385032 ]";51.64$\pm$1.54;"[0.52905857 0.50260583 0.5302377  0.51057648 0.53859029 0.51507428
 0.53790618 0.49680865 0.50100334 0.5017558 ]";52.7$\pm$1.5;"[0.53748732 0.51686642 0.52079598 0.53930593 0.53523316 0.53935891
 0.54149931 0.48963648 0.52250311 0.52690531]";52.24$\pm$1.46;"[0.5398721  0.53272916 0.51756623 0.52473015 0.52693371 0.52379936
 0.53064701 0.48256099 0.51881357 0.52607636]";55.98$\pm$1.79;"[0.55967965 0.57701978 0.54551653 0.56798419 0.58185318 0.55608757
 0.57617123 0.52759985 0.53365106 0.57225198]";57.01$\pm$4.33;"[0.55207788 0.5853597  0.51928093 0.60714855 0.55614332 0.62610495
 0.6310088  0.52118784 0.5063052  0.59676661]";50.75$\pm$2.2;"[0.54502083 0.50255711 0.52225804 0.52908148 0.49103231 0.48387531
 0.48645573 0.49240999 0.53553852 0.48660132]";55.85$\pm$5.77;"[0.57809406 0.46687025 0.50181072 0.53973214 0.59216561 0.57463962
 0.62988903 0.54019624 0.50005305 0.6618096 ]";53.57$\pm$3.2;"[0.5158681  0.55124449 0.52283257 0.58368581 0.56780546 0.522094
 0.57327224 0.48839014 0.48863955 0.54326756]";56.72$\pm$2.55;"[0.57050325 0.56103708 0.55818328 0.59510462 0.60670277 0.53473838
 0.58281402 0.51699088 0.56508025 0.58089116]";53.14$\pm$3.64;"[0.57859159 0.49035347 0.55454838 0.50711294 0.51267372 0.49331868
 0.60790921 0.51840007 0.53779579 0.51330914]";50.39$\pm$2.3;"[0.53675307 0.48582694 0.53061444 0.50240236 0.51008672 0.47211753
 0.53179371 0.49462949 0.50674133 0.46840698]";52.99$\pm$1.66;"[0.54455069 0.50123356 0.51381879 0.53282633 0.52443857 0.53333155
 0.55525795 0.51431921 0.52633481 0.5524182 ]";54.45$\pm$3.35;"[0.53500764 0.5629677  0.50783015 0.55070243 0.56271391 0.57335581
 0.54971404 0.49223526 0.50361618 0.60638081]";51.66$\pm$1.45;"[0.53239572 0.49197381 0.52523007 0.51197803 0.53535018 0.5207724
 0.53444664 0.50040811 0.50525014 0.50812426]";56.23$\pm$4.95;"[0.60951179 0.49738814 0.49472122 0.52290976 0.59887054 0.59475882
 0.61900191 0.56181469 0.50555874 0.61853139]";54.02$\pm$3.27;"[0.53117759 0.54300358 0.52831213 0.52154498 0.57404915 0.57560595
 0.60379536 0.49672943 0.50014145 0.52798028]";51.36$\pm$2.2;"[0.51390615 0.49401049 0.49821557 0.51687154 0.52814759 0.49858575
 0.54787658 0.47302788 0.52220285 0.54331314]";51.92$\pm$1.81;"[0.5399958  0.52066583 0.52439375 0.51798827 0.50718606 0.51293377
 0.54249388 0.47943203 0.50776614 0.53877805]";51.33$\pm$1.83;"[0.52719481 0.53852574 0.501884   0.50284062 0.50536056 0.52557747
 0.54276633 0.48413986 0.51060715 0.49458899]"
pretrain_time;nan$\pm$nan;[];14.82$\pm$6.62;"[ 9.19053674 16.56427169 16.10597062 26.72381353  9.09046984 25.96875381
 17.18017936  9.00421381  9.36438251  9.0070715 ]";11.96$\pm$5.08;"[19.18293381  9.31482625  9.51867461  9.13585234  9.13302112 24.35589552
  9.15057993  9.27422714 11.3361249   9.15406561]";18.92$\pm$6.93;"[18.85741329 27.14730811 27.15661573  9.15522718  9.14037538 23.64703202
 19.11773467 27.15748715 11.38030171 16.40973139]";12.89$\pm$3.53;"[ 9.47673106 18.35237932 14.78147459 18.49130559  9.44506574  9.10102749
 15.0749836  11.62075138  9.023386   13.57684708]";19.75$\pm$8.08;"[13.76296163 12.51790285 29.03901172 14.27080417  9.80108309 28.96374488
 28.80596232  9.8135345  28.65874219 21.91447568]";20.31$\pm$9.44;"[17.39213824 14.94406104 11.42394733 12.03412628 11.44374919 33.7800343
 33.75884914 33.67503619 23.13715672 11.46381807]";14.24$\pm$6.64;"[32.00731158 10.6640842  20.5390563  10.80170012 10.70314837 10.70715642
 11.02368665 10.72158194 14.57958031 10.67178035]";13.46$\pm$3.59;"[15.5229454  11.52505946 11.6337738  11.52621889 11.63948536 11.53892565
 11.75436544 23.39364648 14.63621759 11.4530828 ]";8.96$\pm$0.09;"[9.01513171 8.89903641 8.90892148 8.88126588 8.95318866 8.8625176
 9.05748677 8.88184047 9.1535933  8.99036789]";10.16$\pm$2.27;"[ 9.03025889 10.39581847  8.99022412 10.3076632   9.35055733  9.33303905
  9.35829163  9.00695014 16.81352639  8.99862552]";9.04$\pm$0.05;"[9.10336733 8.98792958 9.00620627 8.99206233 8.97959971 9.08375096
 9.0952704  9.01916766 9.10865426 9.00743985]";9.26$\pm$0.25;"[9.27475357 8.98645616 9.00341582 9.00432658 9.27432084 9.25911903
 9.35840869 9.80493307 9.10117364 9.52525783]";10.27$\pm$1.11;"[ 9.75701857  9.75694656  9.77288985  9.81040502 10.01117134 13.5659759
  9.92569423  9.8379209  10.15696883 10.06958985]";11.88$\pm$0.61;"[11.68033481 11.77945566 11.76849031 11.59332323 11.70853424 11.59400368
 13.66387558 11.60682034 11.94044065 11.44305468]";11.82$\pm$2.33;"[10.82380986 11.25572133 10.85995054 10.93675447 11.03846645 11.1655159
 11.39046979 10.89257669 18.77956295 11.03262758]";11.94$\pm$0.22;"[11.69250226 12.47818708 11.74071884 11.94559646 11.80671883 11.89735126
 12.04681015 11.69326377 11.97247744 12.09053826]";22.75$\pm$7.26;"[ 9.97016454 27.11110687 16.95434213 27.34658694  9.24035168 27.43133569
 27.33547592 27.41484451 27.3521502  27.33673334]";16.13$\pm$8.37;"[27.39455485  9.85565853 27.82439899  9.36056924  9.23864579  9.32979393
  9.24090099 27.35797858 22.34560418  9.37002778]";19.07$\pm$7.4;"[27.54963422 27.52503467 22.26937461 13.11516953  9.27395463 25.37043524
 27.62682557  9.54005313 11.80111313 16.61200428]";15.64$\pm$5.2;"[10.42050123 20.23808241 24.57052875 14.25342846 14.501477   14.55769181
 10.22005701 11.1944108  24.36378241 12.04264259]";20.35$\pm$7.45;"[29.60865307 23.05552959 23.07058644 12.75547552 10.00945497 29.12572289
 29.56454802  9.98097777 15.74306583 20.58883834]";28.83$\pm$7.93;"[18.52610779 33.71503878 22.01338124 34.89509106 11.80298376 34.95531797
 31.49043846 30.72173285 35.05974483 35.07557583]";14.66$\pm$6.53;"[31.61379242 11.14406538 11.1407516  11.11740422 11.25799489 11.1672976
 11.70156097 22.2248981  14.05508542 11.17284894]";19.18$\pm$10.75;"[35.7428031  12.05716872 12.1685605  12.44466734 11.97846866 11.99297237
 12.22302771 35.56791973 35.48467422 12.09605527]"
