metrics;lgrace_random_mean;lgrace_random;lgrace_deg_mean;lgrace_deg;lgrace_raa_mean;lgrace_raa;lgrace_sbm+random_mean;lgrace_sbm+random;lgrace_sbm+deg_mean;lgrace_sbm+deg;lgrace_sbm+raa_mean;lgrace_sbm+raa;lbgrl_random_mean;lbgrl_random;lbgrl_deg_mean;lbgrl_deg;lbgrl_raa_mean;lbgrl_raa;lbgrl_sbm+random_mean;lbgrl_sbm+random;lbgrl_sbm+deg_mean;lbgrl_sbm+deg;lbgrl_sbm+raa_mean;lbgrl_sbm+raa
Hits@10;44.6$\pm$4.0;"[0.44075829 0.4549763  0.43981043 0.53649289 0.46919431 0.43127962
 0.39336493 0.44739336 0.46255924 0.38388626]";42.97$\pm$3.38;"[0.44454976 0.40853081 0.42464455 0.48720379 0.4464455  0.42180095
 0.3507109  0.43601896 0.45687204 0.41990521]";45.43$\pm$6.14;"[0.44075829 0.3943128  0.5014218  0.53459716 0.51374408 0.42180095
 0.34881517 0.54028436 0.41327014 0.43412322]";11.33$\pm$2.03;"[0.11184834 0.08909953 0.10047393 0.10995261 0.0957346  0.12701422
 0.09383886 0.1507109  0.14597156 0.10805687]";7.56$\pm$1.26;"[0.07867299 0.07298578 0.07867299 0.08530806 0.09004739 0.05781991
 0.06540284 0.08151659 0.05308057 0.092891  ]";17.28$\pm$2.77;"[0.22369668 0.16872038 0.21611374 0.16777251 0.14881517 0.14123223
 0.16113744 0.19146919 0.16966825 0.13933649]";49.09$\pm$2.69;"[0.4957346  0.48341232 0.46919431 0.52417062 0.50331754 0.52796209
 0.43507109 0.51374408 0.47203791 0.48436019]";23.91$\pm$7.3;"[0.24075829 0.2492891  0.17251185 0.13080569 0.32037915 0.28056872
 0.20473934 0.38483412 0.16018957 0.2464455 ]";46.59$\pm$5.01;"[0.47772512 0.43696682 0.52132701 0.53270142 0.41990521 0.49194313
 0.3507109  0.46350711 0.47772512 0.48625592]";26.03$\pm$4.16;"[0.29383886 0.24075829 0.21611374 0.23696682 0.32511848 0.2957346
 0.20094787 0.21706161 0.26729858 0.30900474]";16.25$\pm$2.63;"[0.15545024 0.17156398 0.22748815 0.12322275 0.14312796 0.16398104
 0.14218009 0.17630332 0.16303318 0.15829384]";32.3$\pm$2.53;"[0.35450237 0.29478673 0.30047393 0.32037915 0.34028436 0.29383886
 0.2957346  0.36777251 0.32511848 0.33744076]"
Hits@20;53.55$\pm$3.12;"[0.52227488 0.52890995 0.55924171 0.58672986 0.54407583 0.54407583
 0.46540284 0.56208531 0.52985782 0.51279621]";50.2$\pm$3.75;"[0.54407583 0.45308057 0.52227488 0.54597156 0.52890995 0.5014218
 0.42843602 0.49668246 0.52606635 0.47298578]";54.89$\pm$2.69;"[0.53649289 0.54218009 0.56398104 0.57345972 0.59336493 0.54407583
 0.51184834 0.57440758 0.50236967 0.54691943]";15.68$\pm$2.32;"[0.15924171 0.13080569 0.16303318 0.18483412 0.12701422 0.16492891
 0.13459716 0.17725118 0.1943128  0.13175355]";12.15$\pm$1.76;"[0.11658768 0.11658768 0.12890995 0.11184834 0.13744076 0.0957346
 0.13175355 0.13080569 0.092891   0.15260664]";23.94$\pm$3.15;"[0.28625592 0.22085308 0.27488152 0.22559242 0.20379147 0.19052133
 0.25592417 0.27677725 0.24454976 0.21516588]";54.63$\pm$1.72;"[0.57251185 0.52890995 0.52511848 0.57819905 0.5535545  0.54407583
 0.52890995 0.55165877 0.54312796 0.53649289]";32.29$\pm$7.2;"[0.30616114 0.31848341 0.26445498 0.24075829 0.39620853 0.33459716
 0.27298578 0.5014218  0.28815166 0.30616114]";55.35$\pm$2.14;"[0.56966825 0.56966825 0.56492891 0.58388626 0.52511848 0.54218009
 0.51943128 0.53080569 0.57345972 0.55545024]";32.88$\pm$3.52;"[0.36303318 0.3014218  0.28151659 0.31848341 0.35260664 0.36208531
 0.28341232 0.3014218  0.33554502 0.38862559]";22.05$\pm$2.74;"[0.21327014 0.21042654 0.27867299 0.19336493 0.19146919 0.22180095
 0.22464455 0.26255924 0.19905213 0.20947867]";39.46$\pm$2.63;"[0.41611374 0.35924171 0.3943128  0.41232227 0.34976303 0.42369668
 0.37251185 0.42180095 0.37819905 0.41800948]"
Hits@50;62.73$\pm$1.9;"[0.64834123 0.61800948 0.63127962 0.6436019  0.6492891  0.60947867
 0.60189573 0.64549763 0.59526066 0.63033175]";61.56$\pm$1.48;"[0.63412322 0.60379147 0.61990521 0.63696682 0.63127962 0.60094787
 0.58957346 0.6056872  0.61706161 0.61706161]";63.12$\pm$1.4;"[0.62274882 0.62843602 0.62843602 0.63696682 0.65971564 0.62464455
 0.61516588 0.65402844 0.62085308 0.62085308]";24.44$\pm$2.96;"[0.25023697 0.21990521 0.2985782  0.26445498 0.21800948 0.2436019
 0.2028436  0.27582938 0.25971564 0.21042654]";21.1$\pm$2.01;"[0.22843602 0.22748815 0.23601896 0.18199052 0.23033175 0.19336493
 0.20094787 0.21042654 0.17819905 0.22274882]";35.52$\pm$3.54;"[0.39810427 0.35545024 0.4        0.34976303 0.33175355 0.27867299
 0.38957346 0.36682464 0.3563981  0.32511848]";60.29$\pm$1.3;"[0.61895735 0.60473934 0.5943128  0.62274882 0.60947867 0.57535545
 0.59146919 0.60379147 0.60094787 0.60758294]";43.91$\pm$6.3;"[0.43412322 0.46161137 0.36777251 0.38104265 0.5042654  0.41327014
 0.41611374 0.58862559 0.38578199 0.43886256]";62.92$\pm$1.09;"[0.63222749 0.63981043 0.63696682 0.6436019  0.62843602 0.63696682
 0.60758294 0.61421801 0.63033175 0.62180095]";43.93$\pm$1.55;"[0.44549763 0.46729858 0.42748815 0.43601896 0.44265403 0.44454976
 0.41516588 0.41516588 0.4464455  0.45308057]";31.81$\pm$2.81;"[0.31374408 0.34691943 0.36398104 0.29478673 0.28815166 0.33364929
 0.31658768 0.35165877 0.28151659 0.29004739]";50.23$\pm$1.87;"[0.51658768 0.48815166 0.50805687 0.50047393 0.49383886 0.54218009
 0.46635071 0.50995261 0.49478673 0.50236967]"
Hits@100;67.1$\pm$1.55;"[0.67677725 0.66255924 0.68341232 0.68246445 0.68625592 0.64454976
 0.67677725 0.66824645 0.64265403 0.68625592]";67.73$\pm$1.23;"[0.69478673 0.66161137 0.66635071 0.692891   0.69004739 0.65876777
 0.67393365 0.68151659 0.67109005 0.68246445]";67.7$\pm$1.09;"[0.67488152 0.68530806 0.66255924 0.68909953 0.69668246 0.66445498
 0.67772512 0.68341232 0.66729858 0.66824645]";34.73$\pm$2.65;"[0.33744076 0.32417062 0.4        0.34123223 0.35545024 0.36018957
 0.30900474 0.37440758 0.3563981  0.31469194]";30.87$\pm$1.55;"[0.33459716 0.33175355 0.31469194 0.28720379 0.32227488 0.30047393
 0.3014218  0.3042654  0.29194313 0.2985782 ]";45.98$\pm$3.6;"[0.50236967 0.47393365 0.50616114 0.48246445 0.44454976 0.38104265
 0.47582938 0.45687204 0.4549763  0.41990521]";65.1$\pm$1.34;"[0.65971564 0.65592417 0.65118483 0.66824645 0.66350711 0.61895735
 0.6436019  0.64454976 0.64454976 0.65971564]";54.07$\pm$4.44;"[0.52511848 0.54407583 0.49004739 0.51658768 0.59336493 0.51563981
 0.53080569 0.6492891  0.50995261 0.53175355]";68.02$\pm$1.26;"[0.69004739 0.68056872 0.6957346  0.68056872 0.66540284 0.70236967
 0.67109005 0.65971564 0.68246445 0.67393365]";53.2$\pm$1.44;"[0.54691943 0.53459716 0.52701422 0.53364929 0.56113744 0.52227488
 0.50900474 0.51658768 0.52796209 0.54123223]";42.87$\pm$3.53;"[0.4464455  0.46824645 0.47582938 0.41516588 0.37535545 0.44454976
 0.42180095 0.46445498 0.37345972 0.40189573]";58.24$\pm$1.94;"[0.58862559 0.5971564  0.59052133 0.59620853 0.58483412 0.6056872
 0.53649289 0.58104265 0.55829384 0.58483412]"
ROCAUC;80.5$\pm$1.2;"[0.80681853 0.79200737 0.82378743 0.81086229 0.80619034 0.7887927
 0.81992183 0.80223715 0.78674515 0.81293951]";83.88$\pm$0.87;"[0.83973129 0.82338043 0.8337562  0.85064936 0.84973518 0.83035242
 0.84130545 0.83987467 0.83056243 0.8483035 ]";82.24$\pm$0.93;"[0.82504294 0.82047034 0.81172391 0.84247119 0.82772175 0.81113722
 0.81336987 0.82332742 0.81780444 0.83091754]";69.05$\pm$1.57;"[0.69744238 0.67944925 0.71621302 0.70234541 0.69851261 0.67682936
 0.65618742 0.69746322 0.69162747 0.68918039]";67.25$\pm$1.59;"[0.6737412  0.68887761 0.67811999 0.64923968 0.68703668 0.64875811
 0.66801195 0.66360324 0.66744067 0.70062532]";74.45$\pm$1.61;"[0.76277867 0.75886166 0.75418252 0.76059118 0.73378316 0.71115024
 0.75182408 0.74080906 0.74672788 0.72439792]";84.65$\pm$0.9;"[0.84692483 0.84930258 0.85157297 0.84837178 0.85652434 0.83497226
 0.84073853 0.84906628 0.82829573 0.85948564]";78.86$\pm$3.06;"[0.78821551 0.7849033  0.74871274 0.77564206 0.81640484 0.76464949
 0.78272411 0.86354125 0.76496938 0.79648795]";86.5$\pm$0.7;"[0.86174177 0.86215404 0.88139799 0.86992386 0.86065542 0.8708852
 0.86302554 0.85423508 0.86224089 0.86340019]";78.05$\pm$1.06;"[0.79603407 0.79577997 0.78319984 0.78902451 0.78667415 0.76930168
 0.76622987 0.77743806 0.76948299 0.77215337]";73.55$\pm$1.75;"[0.75406441 0.75469644 0.75111161 0.73845511 0.71646729 0.74454482
 0.70472182 0.74993733 0.71592939 0.72552997]";79.66$\pm$1.24;"[0.80147306 0.7992444  0.81847128 0.80309697 0.79718335 0.79492644
 0.76930168 0.79258867 0.78441685 0.80519845]"
AP;86.1$\pm$0.64;"[0.86198965 0.85534634 0.87168167 0.86819199 0.86470696 0.85167525
 0.8637134  0.85986099 0.85077378 0.86221857]";87.64$\pm$0.62;"[0.88129679 0.86774147 0.87371535 0.88672884 0.88400577 0.86664932
 0.87418535 0.87903317 0.87402275 0.87687307]";86.97$\pm$0.67;"[0.87161217 0.8691615  0.86701217 0.88337595 0.8772526  0.86242783
 0.86000893 0.87388606 0.86425861 0.86757998]";71.88$\pm$1.62;"[0.72303628 0.70271419 0.74266317 0.73083645 0.72142095 0.71491604
 0.68292257 0.73201581 0.72760946 0.71036189]";69.2$\pm$1.44;"[0.69638874 0.7079184  0.69798063 0.67272335 0.70696267 0.66955774
 0.69064187 0.6905912  0.67566134 0.71162727]";77.93$\pm$1.75;"[0.80008716 0.78841068 0.79769078 0.79012819 0.77198705 0.7416088
 0.78705247 0.77937069 0.78100692 0.75570687]";87.99$\pm$0.59;"[0.8815576  0.88293081 0.88128527 0.88394076 0.88640237 0.87182359
 0.87232107 0.88231691 0.86977832 0.88684958]";82.0$\pm$2.67;"[0.82036653 0.82034586 0.7879011  0.8006219  0.84660717 0.81102335
 0.80932152 0.88620986 0.79887515 0.81910545]";89.24$\pm$0.66;"[0.89165492 0.89247027 0.90506393 0.89900328 0.88688911 0.89757305
 0.88224296 0.88376752 0.8930149  0.89192608]";81.84$\pm$0.76;"[0.82950899 0.82466504 0.81783196 0.82068081 0.82741668 0.8170448
 0.80233639 0.81301515 0.8124168  0.81927266]";76.57$\pm$1.65;"[0.77767771 0.77891178 0.78942073 0.76118904 0.74428778 0.77879821
 0.74690739 0.78175789 0.74610611 0.75169533]";83.81$\pm$1.02;"[0.8448849  0.83621736 0.85291099 0.84288655 0.83842357 0.8419712
 0.81398594 0.83856366 0.82729285 0.84423175]"
pretrain_time;66.28$\pm$14.87;"[71.76431799 89.03708029 46.14755058 59.81379986 55.3632102  79.10846138
 48.39141607 67.85024667 88.89715242 56.42770219]";88.31$\pm$6.94;"[91.02399755 90.59640813 90.69266081 90.43217206 90.61329222 67.49077106
 90.68242812 90.56551957 90.58969474 90.38246059]";181.48$\pm$39.89;"[147.02111626 213.09045267 209.15303874 217.79763031 211.70739889
 155.82134938 220.37882566 118.46066046 117.55704427 203.76913261]";338.16$\pm$98.24;"[298.56632423 324.18447256 304.29238534 307.5973897  315.07488322
 631.40351295 311.1378417  307.5908978  293.40908217 288.35188365]";303.43$\pm$9.31;"[301.64424753 312.99888229 301.16866446 298.22901607 308.77321529
 320.07730103 310.15604019 302.18829751 290.51526642 288.55615401]";499.42$\pm$237.57;"[894.56968641 315.3876853  703.89393497 293.53407907 304.86044502
 512.29491305 492.0080061  902.38328862 289.29960227 285.95171165]";25.99$\pm$4.12;"[23.0750761  28.40218234 22.67094874 28.66049576 29.52405262 34.28672051
 24.20225334 26.87414908 19.62668037 22.5490768 ]";17.52$\pm$8.52;"[14.71400094 14.68026066 14.67798281 14.6753757  14.68678308 14.68189454
 14.70390153 43.07145953 14.64278769 14.68543005]";43.52$\pm$4.53;"[39.71737623 53.36537886 43.75348687 42.9407413  38.6136992  40.11739779
 43.38330054 49.83740973 44.20224261 39.31355882]";419.31$\pm$170.33;"[384.62237716 325.20012975 311.10074162 299.85421944 388.0121417
 314.90275311 310.60664868 755.50508881 754.51732874 348.74202967]";305.12$\pm$9.92;"[302.98078203 317.47719598 305.05206728 296.93904519 309.31310534
 319.34397292 315.48295689 303.68590617 290.12395644 290.79709435]";452.06$\pm$158.05;"[680.89751816 316.3032043  311.50104856 481.57282019 590.15310121
 323.75465131 755.49354005 387.12112236 341.2486515  332.58820891]"
