metrics;baseline_mean;baseline;grace_random_mean;grace_random;grace_deg_mean;grace_deg;grace_pr_mean;grace_pr;grace_evc_mean;grace_evc;grace_scom_mean;grace_scom;grace_random+scom_mean;grace_random+scom;grace_random+deg_mean;grace_random+deg;grace_deg+scom_mean;grace_deg+scom;bgrl_random_mean;bgrl_random;bgrl_deg_mean;bgrl_deg;bgrl_pr_mean;bgrl_pr;bgrl_evc_mean;bgrl_evc;bgrl_scom_mean;bgrl_scom;bgrl_random+scom_mean;bgrl_random+scom;bgrl_random+deg_mean;bgrl_random+deg;bgrl_deg+scom_mean;bgrl_deg+scom
Hits@10;1.13$\pm$2.27;"[0.05940373 0.         0.         0.         0.         0.
 0.         0.         0.05372976 0.        ]";0.44$\pm$1.33;"[0.00000000e+00 2.03367770e-05 4.06735541e-05 0.00000000e+00
 0.00000000e+00 4.43138371e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.03367770e-05]";0.0$\pm$0.0;"[0.00000000e+00 8.13471081e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.03367770e-05
 0.00000000e+00 1.42357439e-04]";0.37$\pm$0.93;"[8.13471081e-05 8.13471081e-05 0.00000000e+00 5.12486781e-03
 0.00000000e+00 0.00000000e+00 3.12169527e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00]";2.88$\pm$3.35;"[0.         0.         0.0882006  0.06284064 0.06206784 0.01370699
 0.         0.06139673 0.         0.        ]";0.0$\pm$0.01;"[1.42357439e-04 0.00000000e+00 8.13471081e-05 2.03367770e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.03367770e-05]";0.0$\pm$0.0;"[0.         0.         0.00010168 0.         0.         0.
 0.         0.         0.         0.        ]";0.0$\pm$0.0;"[2.03367770e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.03367770e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.01683885e-04]";0.0$\pm$0.0;"[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0336777e-05 0.0000000e+00]";5.86$\pm$3.29;"[0.         0.09977223 0.06519971 0.04236151 0.07003986 0.06857561
 0.01750997 0.03233548 0.10371756 0.08610591]";6.69$\pm$4.12;"[0.0619865  0.08515009 0.13729358 0.         0.05913935 0.
 0.09786057 0.07878467 0.10115513 0.04758806]";7.21$\pm$3.0;"[0.07099569 0.11002196 0.         0.09145449 0.0655251  0.0541365
 0.10263971 0.09381355 0.07504271 0.05777678]";7.53$\pm$3.49;"[1.28874156e-01 1.04327666e-01 2.03367770e-05 9.90807777e-02
 8.27300089e-02 5.30383145e-02 8.74481412e-02 3.83348247e-02
 7.13820874e-02 8.79768974e-02]";5.95$\pm$4.51;"[5.82648662e-02 1.21308875e-01 4.06735541e-05 3.52639714e-02
 9.58879037e-02 0.00000000e+00 1.06239323e-01 9.64369967e-02
 0.00000000e+00 8.12657610e-02]";8.09$\pm$3.55;"[0.08822094 0.06351175 0.1238103  0.10320914 0.04748637 0.06942976
 0.12155292 0.         0.09415928 0.09747417]";4.57$\pm$3.58;"[0.068901   0.00919222 0.07894737 0.         0.01273082 0.06914504
 0.08622793 0.         0.09377288 0.03809078]";8.78$\pm$2.93;"[0.09145449 0.12021069 0.06546409 0.11116082 0.09755552 0.08881071
 0.09302042 0.08561783 0.11278777 0.01212072]"
Hits@20;1.67$\pm$3.33;"[0.0830554  0.         0.         0.         0.         0.
 0.         0.         0.08352314 0.        ]";0.64$\pm$1.92;"[0.00000000e+00 8.13471081e-05 1.22020662e-04 0.00000000e+00
 0.00000000e+00 6.40811844e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 4.06735541e-05]";0.01$\pm$0.01;"[0.00000000e+00 1.42357439e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.10103311e-05
 0.00000000e+00 3.66061986e-04]";0.73$\pm$2.01;"[8.13471081e-05 1.62694216e-04 0.00000000e+00 5.71463434e-03
 4.06735541e-05 0.00000000e+00 6.74774262e-02 2.03367770e-05
 0.00000000e+00 0.00000000e+00]";5.68$\pm$5.15;"[0.02767835 0.         0.14180835 0.12250874 0.09887741 0.02440413
 0.00185065 0.09977223 0.         0.05124868]";0.01$\pm$0.01;"[3.66061986e-04 0.00000000e+00 1.42357439e-04 2.23704547e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 4.06735541e-05
 0.00000000e+00 4.06735541e-05]";1.05$\pm$3.13;"[0.00000000e+00 0.00000000e+00 2.64378101e-04 4.06735541e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.04266656e-01
 4.06735541e-05 0.00000000e+00]";0.0$\pm$0.0;"[2.03367770e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.06735541e-05 0.00000000e+00 0.00000000e+00 2.03367770e-05
 0.00000000e+00 1.01683885e-04]";1.17$\pm$2.72;"[4.88082649e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.67631986e-02 0.00000000e+00 8.96851867e-02
 8.13471081e-05 0.00000000e+00]";10.2$\pm$4.7;"[0.         0.16293826 0.1295046  0.05737005 0.12246807 0.11309282
 0.05865126 0.09814529 0.13599203 0.14215407]";11.71$\pm$4.53;"[0.16090458 0.1366428  0.18715936 0.03058651 0.13487351 0.05460425
 0.13117221 0.11278777 0.13684617 0.08527211]";12.27$\pm$4.55;"[0.14341495 0.15756935 0.         0.13721223 0.13159928 0.09446433
 0.1708696  0.12863011 0.14620109 0.11738388]";12.07$\pm$4.46;"[1.71317010e-01 1.55352640e-01 2.03367770e-05 1.38290084e-01
 1.07601887e-01 1.39184902e-01 1.26718458e-01 1.01480517e-01
 1.29443586e-01 1.37740991e-01]";9.03$\pm$6.45;"[7.76458147e-02 1.62368828e-01 4.06735541e-05 8.72447734e-02
 1.30074026e-01 0.00000000e+00 1.47380623e-01 1.44533474e-01
 0.00000000e+00 1.53990076e-01]";13.1$\pm$2.36;"[0.14437078 0.108273   0.16000976 0.15582039 0.08999024 0.12002766
 0.15228179 0.09938583 0.14132026 0.13885951]";8.94$\pm$5.8;"[0.10587326 0.01144961 0.15567803 0.10693077 0.01350362 0.11504515
 0.16017246 0.         0.1448792  0.08039128]";13.06$\pm$4.51;"[0.15089889 0.15730497 0.096437   0.18600016 0.13292117 0.14048646
 0.13080615 0.13601236 0.16261287 0.01293419]"
Hits@50;2.93$\pm$5.88;"[0.15612544 0.         0.         0.         0.         0.
 0.         0.         0.13694786 0.        ]";1.4$\pm$3.91;"[7.89066949e-03 8.94818189e-04 2.23704547e-04 1.01683885e-04
 0.00000000e+00 1.31151875e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.01683885e-04]";0.18$\pm$0.51;"[0.01716424 0.00016269 0.         0.         0.00014236 0.
 0.         0.00012202 0.         0.0006101 ]";1.47$\pm$4.13;"[8.13471081e-05 1.62694216e-04 0.00000000e+00 6.10103311e-03
 4.27072318e-04 0.00000000e+00 1.38412104e-01 2.03367770e-05
 0.00000000e+00 1.42357439e-03]";10.97$\pm$8.14;"[0.11758724 0.         0.22821931 0.18370211 0.18953876 0.05684129
 0.01250712 0.16061986 0.         0.14750264]";0.32$\pm$0.83;"[3.43691532e-03 2.78613845e-02 1.42357439e-04 2.23704547e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 8.13471081e-05
 0.00000000e+00 6.10103311e-05]";1.79$\pm$5.3;"[0.00000000e+00 0.00000000e+00 4.27072318e-04 1.01683885e-04
 0.00000000e+00 0.00000000e+00 1.78963638e-03 1.76929960e-01
 1.01683885e-04 0.00000000e+00]";0.0$\pm$0.0;"[4.06735541e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.06735541e-05 0.00000000e+00 0.00000000e+00 4.06735541e-05
 1.22020662e-04 1.01683885e-04]";2.36$\pm$4.95;"[0.00148458 0.         0.         0.         0.         0.08085903
 0.         0.15340031 0.00016269 0.        ]";18.71$\pm$7.7;"[0.         0.25636541 0.25357927 0.09775889 0.23141219 0.21264134
 0.16958838 0.18469861 0.22945986 0.23564224]";21.22$\pm$5.95;"[0.24833238 0.22630765 0.29624583 0.10798829 0.24778329 0.11866509
 0.24019767 0.228321   0.2529285  0.15561702]";22.47$\pm$5.24;"[0.2570772  0.24379728 0.11738388 0.20731311 0.20275767 0.16590743
 0.29728301 0.27468885 0.2720654  0.20859432]";20.88$\pm$7.76;"[2.96042463e-01 2.62669812e-01 2.03367770e-05 2.28565037e-01
 2.43939640e-01 2.48962824e-01 1.79411047e-01 1.72659237e-01
 2.31371512e-01 2.24111283e-01]";16.13$\pm$9.73;"[1.22732449e-01 2.62690149e-01 6.10103311e-05 1.47055235e-01
 2.53843651e-01 1.09269503e-01 2.18884731e-01 2.29215814e-01
 0.00000000e+00 2.68750508e-01]";22.93$\pm$3.07;"[0.22675506 0.23065973 0.26525258 0.21028227 0.17908566 0.21314976
 0.27092654 0.19149109 0.27163833 0.23360856]";15.43$\pm$10.14;"[0.21935248 0.01254779 0.26885219 0.1966363  0.01421541 0.21990157
 0.24017734 0.         0.24263809 0.12854877]";22.43$\pm$7.75;"[0.27389571 0.27778004 0.18976247 0.28083055 0.23897747 0.27580737
 0.19814122 0.21916945 0.27446514 0.01382901]"
Hits@100;4.21$\pm$8.49;"[0.23336452 0.         0.         0.         0.         0.
 0.         0.         0.18811519 0.        ]";2.21$\pm$6.22;"[9.29390710e-03 2.33872936e-03 2.44041324e-04 1.01683885e-04
 0.00000000e+00 2.08472301e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.23704547e-04]";0.39$\pm$1.12;"[0.03741967 0.00016269 0.         0.         0.00048808 0.
 0.00058977 0.00018303 0.         0.0006101 ]";2.21$\pm$6.35;"[1.62694216e-04 1.62694216e-04 0.00000000e+00 6.26372732e-03
 6.50776865e-04 0.00000000e+00 2.12397299e-01 2.03367770e-05
 0.00000000e+00 1.52525828e-03]";16.13$\pm$11.43;"[0.20955015 0.         0.31068494 0.26389002 0.26893354 0.0862076
 0.02597006 0.23192061 0.         0.21579354]";1.13$\pm$3.2;"[5.16554137e-03 1.07235825e-01 1.42357439e-04 2.23704547e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 8.13471081e-05
 0.00000000e+00 6.10103311e-05]";2.54$\pm$7.44;"[0.00000000e+00 0.00000000e+00 4.27072318e-04 2.23704547e-04
 1.42357439e-04 0.00000000e+00 4.33173351e-03 2.48535752e-01
 1.01683885e-04 0.00000000e+00]";0.01$\pm$0.01;"[8.13471081e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.06735541e-05 0.00000000e+00 0.00000000e+00 2.64378101e-04
 2.03367770e-04 1.01683885e-04]";6.39$\pm$8.15;"[0.00170829 0.         0.         0.1245831  0.12454242 0.1718661
 0.         0.21613927 0.00028471 0.        ]";27.47$\pm$11.05;"[0.         0.36976328 0.33153014 0.14353697 0.3527414  0.3244326
 0.27625478 0.26942162 0.34975189 0.32921175]";31.64$\pm$7.72;"[0.38654112 0.34796225 0.4206459  0.22134548 0.34812495 0.17692996
 0.33779387 0.35036199 0.35802896 0.21613927]";33.43$\pm$7.59;"[0.37913853 0.39766534 0.15994875 0.33336045 0.31863662 0.25817538
 0.4214797  0.39058814 0.38833076 0.29585943]";30.05$\pm$10.89;"[3.94818189e-01 3.79789311e-01 2.03367770e-05 3.39380135e-01
 3.41576507e-01 3.52212641e-01 2.47844302e-01 2.79976409e-01
 3.64068982e-01 3.05336370e-01]";23.77$\pm$13.94;"[1.87606768e-01 3.85788660e-01 6.10103311e-05 2.29886928e-01
 3.49934922e-01 1.69954446e-01 3.25815505e-01 3.66387375e-01
 0.00000000e+00 3.61730253e-01]";33.26$\pm$2.86;"[0.32858131 0.33260799 0.34912145 0.32372082 0.28910762 0.31499634
 0.38294151 0.2905312  0.36443504 0.34967054]";22.93$\pm$15.41;"[0.33571952 0.01344261 0.38906288 0.27824778 0.01441877 0.33030993
 0.37995201 0.         0.36447572 0.18707801]";32.01$\pm$10.93;"[0.38723257 0.41047751 0.32032457 0.3830432  0.31991784 0.37425771
 0.26881152 0.3482063  0.37446108 0.01425608]"
ROCAUC;59.2$\pm$18.41;"[0.96803764 0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.9521699  0.5       ]";87.96$\pm$4.69;"[0.90764182 0.88324975 0.86982308 0.88257389 0.81906883 0.95599117
 0.84791043 0.8039841  0.94924918 0.87602291]";86.15$\pm$5.29;"[0.90791851 0.89491071 0.81473747 0.82105928 0.89237152 0.76607133
 0.90493656 0.91486569 0.79553176 0.90284536]";85.53$\pm$5.93;"[0.76081801 0.90321757 0.8322325  0.87210576 0.83772485 0.8693841
 0.96537711 0.90012992 0.7633301  0.84830373]";90.45$\pm$8.86;"[0.96478246 0.78000395 0.97827651 0.9718573  0.97524599 0.88842198
 0.82672643 0.96344229 0.72954431 0.96715012]";86.08$\pm$5.2;"[0.8702631  0.86926568 0.91844749 0.90422895 0.8106671  0.85316223
 0.88863102 0.88220565 0.72889184 0.881745  ]";85.6$\pm$6.94;"[0.90183481 0.78087201 0.84797034 0.89977416 0.74084949 0.86872755
 0.87358389 0.97041103 0.91183457 0.76364983]";86.71$\pm$3.0;"[0.86222186 0.8888603  0.84219905 0.87839161 0.88932519 0.80473485
 0.84366791 0.90835186 0.85501059 0.89814663]";86.4$\pm$6.45;"[0.89312757 0.8062209  0.76135684 0.86675485 0.87805171 0.96565552
 0.78968781 0.95746656 0.89323545 0.82823327]";92.22$\pm$14.37;"[0.50069382 0.98390927 0.98287424 0.88063592 0.98486192 0.98324005
 0.96435976 0.97528706 0.98387256 0.98272625]";97.91$\pm$1.16;"[0.98519326 0.98606432 0.98632908 0.98319424 0.98551229 0.95073724
 0.98091339 0.98586933 0.98468113 0.96269669]";97.65$\pm$2.16;"[0.98564586 0.98626949 0.9123164  0.98086598 0.9847511  0.97544236
 0.98649573 0.98573462 0.98495102 0.98246507]";93.52$\pm$13.99;"[0.98497486 0.98634994 0.51587739 0.97913647 0.98516271 0.98409349
 0.9693616  0.98166722 0.98535192 0.98018961]";87.46$\pm$18.88;"[0.89365719 0.98516165 0.50037704 0.97209342 0.98534225 0.95522043
 0.98220055 0.98550042 0.50106834 0.98504179]";98.33$\pm$0.09;"[0.98358346 0.98356176 0.98130888 0.98313877 0.9830625  0.98267068
 0.98346327 0.98402123 0.98484655 0.98373942]";88.17$\pm$18.43;"[0.98388299 0.5190589  0.98371975 0.9778901  0.50978746 0.98372744
 0.98059374 0.9637789  0.98467691 0.93015209]";93.63$\pm$13.88;"[0.98602487 0.98572395 0.98394994 0.98455496 0.98087059 0.98476338
 0.97042823 0.98116102 0.98552836 0.51996196]"
AP;59.14$\pm$18.27;"[0.96593679 0.50002542 0.50002034 0.50003559 0.50002542 0.50003051
 0.50003051 0.50002542 0.94749783 0.50003559]";82.57$\pm$6.8;"[0.85331976 0.83224659 0.79816779 0.81583554 0.75263391 0.9572511
 0.78653469 0.72322108 0.92445097 0.81345279]";79.72$\pm$6.59;"[0.85996974 0.83391845 0.72943195 0.76255305 0.82943269 0.68519295
 0.86181712 0.86097657 0.7052976  0.84309783]";79.21$\pm$7.84;"[0.67858634 0.8457128  0.76142701 0.81261451 0.7570517  0.8045691
 0.960978   0.83862177 0.681942   0.77954886]";87.63$\pm$12.21;"[0.96029408 0.69709248 0.9759302  0.96909673 0.97256474 0.86646197
 0.74968612 0.95958524 0.64927318 0.96279878]";80.2$\pm$5.52;"[0.80022591 0.82374554 0.86777438 0.84909193 0.74713388 0.78218282
 0.85109705 0.8151992  0.67015454 0.8134595 ]";79.07$\pm$9.14;"[0.84277869 0.68719511 0.7700993  0.84261758 0.66010353 0.80147358
 0.80298254 0.9667587  0.86006578 0.67332742]";80.74$\pm$3.42;"[0.80172256 0.85800876 0.7639451  0.81509971 0.82230526 0.75838185
 0.76631538 0.85191873 0.8007224  0.83548951]";81.06$\pm$9.08;"[0.8332016  0.72615002 0.68507034 0.82228155 0.83638328 0.96029355
 0.70777076 0.95584873 0.83049272 0.74872632]";92.15$\pm$14.32;"[0.50039289 0.98281136 0.9808285  0.88448043 0.98281159 0.98100968
 0.96842614 0.9717181  0.98203625 0.98080257]";97.65$\pm$1.28;"[0.98389237 0.98431292 0.98521988 0.9789731  0.98345303 0.94507609
 0.97875489 0.9837841  0.98301004 0.95900093]";97.49$\pm$2.11;"[0.98392954 0.98493544 0.91255831 0.97906565 0.98247284 0.97255997
 0.9852524  0.9843122  0.98342805 0.9802332 ]";93.27$\pm$14.16;"[0.98407647 0.98487129 0.50830092 0.97824722 0.98331673 0.98224501
 0.96604113 0.97876517 0.98360577 0.97798336]";87.32$\pm$18.81;"[0.89745774 0.98399113 0.50027667 0.96803197 0.98332492 0.95033975
 0.98006929 0.98400466 0.50060116 0.98356373]";98.14$\pm$0.1;"[0.98172396 0.9815022  0.97977008 0.9811566  0.98017609 0.98049267
 0.98215212 0.98124788 0.98341546 0.98207341]";87.83$\pm$18.41;"[0.98154774 0.51424397 0.98253014 0.97500342 0.50911761 0.98147236
 0.97994574 0.94840814 0.98317937 0.92708081]";93.43$\pm$13.99;"[0.98470489 0.98476645 0.98178725 0.98331848 0.97886596 0.98315473
 0.96753439 0.97981749 0.98415446 0.51490752]"
pretrain_time;nan$\pm$nan;[];333.4$\pm$89.24;"[221.68564343 469.73693871 227.08806205 448.13812137 227.15370011
 333.79902196 330.25419664 376.71471572 277.64087296 421.78865433]";273.44$\pm$87.84;"[226.66551685 216.36746812 269.68282843 197.65452099 258.09576035
 202.87961268 206.3256464  400.00479794 282.95356321 473.74956059]";274.78$\pm$75.21;"[233.45063972 214.72355247 245.04901052 249.9630754  281.10269642
 190.83341122 197.57249069 400.08565998 411.08743954 323.98195267]";248.92$\pm$89.64;"[207.45677304 471.10686421 351.08133435 189.14228773 207.92705202
 187.57637072 210.95812702 193.77213717 284.8757627  185.31623125]";253.6$\pm$44.56;"[237.80531764 251.51877117 351.40824056 216.47699499 285.45146775
 234.33713818 230.78559518 194.44908357 304.94295311 228.8451767 ]";266.06$\pm$52.84;"[279.28578973 279.17714143 204.11847329 391.21353674 270.625561
 211.36780071 232.20312572 311.15142465 258.02821994 223.41701889]";373.78$\pm$103.06;"[422.44195747 265.05602288 495.41525841 390.00673556 503.6604321
 281.70253277 217.20083499 308.71922445 519.63730288 333.95399642]";247.09$\pm$64.13;"[207.34462643 253.74930072 314.62133098 208.76902103 210.77762604
 212.60515094 227.62368798 212.67016149 414.18386149 208.58846045]";106.97$\pm$24.75;"[ 84.93596292 109.17212653 102.2347281   88.36243653 120.1654954
 112.7858758   92.97292089  88.45259809  97.13517523 173.48693967]";95.93$\pm$6.06;"[ 93.40355539  96.86310363  91.60625005  96.83334041 100.32388234
  86.91242099 104.53749633 105.04259777  96.8856492   86.90868402]";97.08$\pm$14.99;"[ 92.22991157  88.00728226  88.11254215  86.54692745 101.09362292
  91.78493381  98.6866138   95.08343434  89.30672789 139.94992137]";95.64$\pm$10.47;"[ 92.09445238  89.67643261  85.56657362  88.52639985  94.48808455
  97.40328789  88.02426004 121.62306356  91.50915217 107.49244523]";115.45$\pm$31.22;"[ 86.29153824 157.36626482  86.82625151  90.37452555 140.13767099
 116.15179873 107.11675906 101.10470772  89.42753267 179.70358968]";121.35$\pm$23.3;"[104.07594275 132.98438001 181.40150237 103.36426973 103.43272042
 119.70548368 135.17215252 112.0162406   99.8112123  121.52539611]";113.69$\pm$31.67;"[111.87938523  86.89002633  96.32308626 100.48447561  90.44647241
 172.73940539 110.69517756 177.57202339  97.01286387  92.82247043]";98.4$\pm$4.67;"[ 96.21500087  97.33450294 100.97359633  98.52499843 105.88835073
  95.48047757  94.53463745 104.23176169 101.50911617  89.33137345]"
