metrics;louvain_prob_pred_mean;louvain_prob_pred;grace_sbm_mean;grace_sbm;grace_sbm+random_mean;grace_sbm+random;grace_sbm+deg_mean;grace_sbm+deg;grace_sbm+scom_mean;grace_sbm+scom;grace_sbm2_mean;grace_sbm2;bgrl_sbm_mean;bgrl_sbm;bgrl_sbm+random_mean;bgrl_sbm+random;bgrl_sbm+deg_mean;bgrl_sbm+deg;bgrl_sbm+scom_mean;bgrl_sbm+scom;bgrl_sbm2_mean;bgrl_sbm2
Hits@10;78.59$\pm$1.63;"[0.77372263 0.79744526 0.80291971 0.74817518 0.77554745 0.79562044
 0.77737226 0.80291971 0.7919708  0.79379562]";86.37$\pm$2.25;"[0.89051095 0.87956204 0.84854015 0.86678832 0.87408759 0.8959854
 0.84671533 0.82481752 0.83576642 0.87408759]";89.29$\pm$1.34;"[0.90510949 0.88138686 0.89233577 0.8850365  0.90693431 0.92153285
 0.87956204 0.87773723 0.89051095 0.88868613]";88.59$\pm$1.33;"[0.92153285 0.88868613 0.8850365  0.87773723 0.87956204 0.87956204
 0.89233577 0.87043796 0.88686131 0.87773723]";89.56$\pm$1.04;"[0.89416058 0.90145985 0.89233577 0.88138686 0.91240876 0.91240876
 0.89233577 0.87956204 0.8959854  0.89416058]";84.47$\pm$2.19;"[0.85036496 0.86313869 0.82664234 0.86313869 0.83211679 0.87591241
 0.85036496 0.79744526 0.85766423 0.83029197]";86.15$\pm$2.07;"[0.85948905 0.88321168 0.85766423 0.82846715 0.88321168 0.89416058
 0.83941606 0.83759124 0.87226277 0.85948905]";87.39$\pm$1.33;"[0.87408759 0.88868613 0.87226277 0.86131387 0.87956204 0.89416058
 0.84489051 0.87043796 0.88321168 0.87043796]";86.55$\pm$1.85;"[0.8850365  0.8850365  0.86131387 0.83029197 0.87043796 0.89416058
 0.85218978 0.84671533 0.86861314 0.86131387]";88.14$\pm$2.13;"[0.89781022 0.90145985 0.87773723 0.83759124 0.90145985 0.90145985
 0.8540146  0.87591241 0.8959854  0.87043796]";89.31$\pm$1.5;"[0.89233577 0.88868613 0.89051095 0.8850365  0.90510949 0.92335766
 0.88321168 0.86313869 0.89781022 0.90145985]"
Hits@20;79.23$\pm$1.53;"[0.77919708 0.79927007 0.80656934 0.75547445 0.78284672 0.79744526
 0.7919708  0.81021898 0.79927007 0.80109489]";89.23$\pm$1.14;"[0.90875912 0.89963504 0.87591241 0.89051095 0.90328467 0.90145985
 0.88868613 0.87043796 0.89416058 0.89051095]";90.91$\pm$1.03;"[0.92518248 0.91423358 0.8959854  0.90875912 0.91423358 0.92518248
 0.90693431 0.89781022 0.90693431 0.8959854 ]";90.46$\pm$1.1;"[0.9270073  0.91058394 0.89416058 0.89416058 0.90510949 0.90328467
 0.90328467 0.91788321 0.90145985 0.88868613]";91.11$\pm$1.34;"[0.91788321 0.91423358 0.8959854  0.89963504 0.92518248 0.93430657
 0.90145985 0.89416058 0.92518248 0.90328467]";88.07$\pm$1.55;"[0.87591241 0.89051095 0.86678832 0.88686131 0.86313869 0.91605839
 0.89233577 0.87408759 0.87773723 0.86313869]";87.28$\pm$2.21;"[0.87773723 0.89781022 0.8649635  0.83211679 0.89051095 0.90328467
 0.84489051 0.85583942 0.88686131 0.87408759]";88.41$\pm$1.2;"[0.89416058 0.89963504 0.8850365  0.86861314 0.89051095 0.89781022
 0.86313869 0.87408759 0.89051095 0.87773723]";87.26$\pm$1.77;"[0.88868613 0.89051095 0.8649635  0.83759124 0.88138686 0.89781022
 0.85948905 0.85583942 0.88138686 0.86861314]";88.81$\pm$1.95;"[0.89963504 0.90693431 0.87956204 0.84671533 0.90875912 0.90693431
 0.86861314 0.88138686 0.90328467 0.87956204]";90.97$\pm$1.03;"[0.91423358 0.91605839 0.90145985 0.89233577 0.92335766 0.9270073
 0.89963504 0.90328467 0.90875912 0.91058394]"
Hits@50;80.62$\pm$1.44;"[0.7919708  0.81934307 0.81934307 0.77554745 0.79744526 0.80656934
 0.79927007 0.82116788 0.81021898 0.82116788]";91.42$\pm$1.03;"[0.92883212 0.92153285 0.90328467 0.91058394 0.92883212 0.92153285
 0.91423358 0.8959854  0.91058394 0.90693431]";92.43$\pm$0.97;"[0.93613139 0.9379562  0.90510949 0.91788321 0.92883212 0.9270073
 0.92335766 0.91788321 0.93248175 0.91605839]";92.23$\pm$0.88;"[0.93613139 0.9270073  0.91423358 0.91788321 0.92518248 0.92153285
 0.92335766 0.93248175 0.92153285 0.90328467]";92.43$\pm$1.34;"[0.92883212 0.93613139 0.90875912 0.90693431 0.93978102 0.94525547
 0.91605839 0.91240876 0.93430657 0.91423358]";90.91$\pm$0.98;"[0.91240876 0.91970803 0.89233577 0.90693431 0.90875912 0.9270073
 0.91605839 0.89963504 0.90875912 0.89963504]";88.52$\pm$2.02;"[0.8959854  0.91240876 0.87773723 0.84489051 0.90145985 0.90693431
 0.8649635  0.86861314 0.8959854  0.88321168]";89.36$\pm$1.35;"[0.90693431 0.90328467 0.89416058 0.88321168 0.90510949 0.90875912
 0.8649635  0.88138686 0.90145985 0.88686131]";88.39$\pm$1.72;"[0.90145985 0.90328467 0.87408759 0.84671533 0.89051095 0.90145985
 0.86861314 0.87591241 0.8959854  0.88138686]";89.62$\pm$1.57;"[0.90693431 0.91058394 0.88868613 0.87226277 0.91605839 0.91058394
 0.87408759 0.8850365  0.91058394 0.88686131]";92.19$\pm$1.38;"[0.9270073  0.93065693 0.90875912 0.89781022 0.94160584 0.93248175
 0.91423358 0.90693431 0.9379562  0.92153285]"
Hits@100;82.68$\pm$1.43;"[0.82116788 0.83394161 0.83759124 0.79562044 0.81386861 0.82664234
 0.82116788 0.84854015 0.82846715 0.84124088]";92.9$\pm$0.86;"[0.93978102 0.94160584 0.92518248 0.92153285 0.93978102 0.93248175
 0.92518248 0.91970803 0.92883212 0.91605839]";93.59$\pm$1.0;"[0.94708029 0.95620438 0.91970803 0.92883212 0.9379562  0.9379562
 0.93613139 0.92883212 0.93978102 0.9270073 ]";94.18$\pm$0.6;"[0.94890511 0.94890511 0.9379562  0.93430657 0.94708029 0.9379562
 0.93978102 0.94890511 0.93248175 0.94160584]";93.3$\pm$1.24;"[0.93978102 0.94890511 0.91788321 0.9270073  0.94343066 0.95437956
 0.92153285 0.92335766 0.93430657 0.91970803]";92.57$\pm$0.83;"[0.9270073  0.93978102 0.91240876 0.92153285 0.93430657 0.93430657
 0.92518248 0.91423358 0.9270073  0.92153285]";89.65$\pm$1.81;"[0.90875912 0.91605839 0.89051095 0.8649635  0.90693431 0.91058394
 0.87773723 0.87408759 0.91970803 0.8959854 ]";90.47$\pm$1.16;"[0.91788321 0.90693431 0.8959854  0.90510949 0.91423358 0.91240876
 0.8850365  0.88686131 0.91970803 0.90328467]";89.54$\pm$1.51;"[0.90510949 0.91058394 0.89051095 0.86131387 0.90145985 0.91423358
 0.87773723 0.89416058 0.90328467 0.8959854 ]";90.58$\pm$1.35;"[0.91788321 0.91970803 0.8959854  0.8850365  0.91970803 0.91788321
 0.8959854  0.89416058 0.91970803 0.89233577]";93.03$\pm$1.54;"[0.93978102 0.93248175 0.92335766 0.90875912 0.9580292  0.9379562
 0.91605839 0.91058394 0.94890511 0.9270073 ]"
ROCAUC;89.34$\pm$0.89;"[0.89321155 0.90044422 0.89526613 0.87492674 0.88133691 0.89239238
 0.89073406 0.90533926 0.89786683 0.90265531]";94.98$\pm$0.81;"[0.95892496 0.95898823 0.94116295 0.95092972 0.95209854 0.95333895
 0.9449025  0.94954779 0.95610781 0.93152605]";95.44$\pm$0.8;"[0.96074977 0.96560818 0.94293782 0.95633425 0.95571488 0.96495385
 0.94697873 0.94314428 0.95867521 0.94927473]";96.19$\pm$0.5;"[0.9626312  0.97043995 0.95945109 0.95725332 0.9679325  0.9651603
 0.95376019 0.96288428 0.95626931 0.96317731]";95.34$\pm$0.74;"[0.95124607 0.96506207 0.94424983 0.956251   0.95955099 0.96291258
 0.94350059 0.94595477 0.95730327 0.94836233]";94.61$\pm$0.71;"[0.94499907 0.95418642 0.93487599 0.94249827 0.95103628 0.96028191
 0.94564508 0.93862886 0.94567505 0.94278464]";92.76$\pm$1.24;"[0.93316439 0.93915499 0.92538894 0.91316466 0.93192898 0.93952961
 0.91076376 0.90745711 0.94519887 0.93053373]";93.16$\pm$0.88;"[0.93550202 0.93270153 0.92659105 0.93085007 0.9357218  0.94326249
 0.91370744 0.9201609  0.94242834 0.93537049]";93.26$\pm$1.37;"[0.93962784 0.94823579 0.93448306 0.9079233  0.94370371 0.94395513
 0.90725731 0.92723374 0.93837911 0.93528891]";93.43$\pm$1.04;"[0.94476264 0.94555517 0.92414686 0.926641   0.94463943 0.94254322
 0.91673105 0.92504595 0.94357718 0.92985441]";94.98$\pm$0.94;"[0.9531608  0.94771964 0.94627444 0.93662422 0.96868507 0.95570655
 0.93743174 0.94420321 0.96002384 0.94819916]"
AP;92.92$\pm$0.58;"[0.92762681 0.93346305 0.93318993 0.91669266 0.92155251 0.92939414
 0.92782312 0.93645282 0.93053906 0.93489035]";96.49$\pm$0.44;"[0.9686469  0.96989395 0.96189892 0.96770519 0.96782676 0.9634115
 0.96162143 0.96251367 0.97006837 0.95564728]";96.93$\pm$0.59;"[0.97399649 0.97728346 0.96459982 0.97133887 0.97230315 0.97351314
 0.95814941 0.96191933 0.9734233  0.96624439]";97.17$\pm$0.33;"[0.97366687 0.97669375 0.9718782  0.9705551  0.97635822 0.97270095
 0.96922675 0.96611203 0.96783396 0.97242456]";96.9$\pm$0.55;"[0.97040039 0.97649343 0.96576858 0.97088067 0.97476263 0.96882008
 0.95600844 0.9658435  0.97369181 0.9677014 ]";96.12$\pm$0.67;"[0.96031527 0.96999385 0.95266762 0.96355111 0.96567102 0.9707027
 0.950323   0.95420699 0.9649377  0.95935486]";95.55$\pm$0.75;"[0.95707147 0.9630392  0.95448139 0.9449629  0.9597262  0.96325364
 0.94608341 0.94399776 0.96518476 0.95700099]";95.77$\pm$0.59;"[0.9613924  0.96057561 0.95636322 0.95768574 0.9617934  0.96404663
 0.94422046 0.95155825 0.96403873 0.95505977]";95.73$\pm$0.81;"[0.96231211 0.96686488 0.95761101 0.94202676 0.96318626 0.96463957
 0.94346867 0.95382989 0.96117877 0.9577484 ]";95.91$\pm$0.55;"[0.96101779 0.96592892 0.95532897 0.95360949 0.96677955 0.9629506
 0.95046389 0.95440941 0.9644373  0.95624066]";96.69$\pm$0.74;"[0.96762931 0.96873655 0.96697621 0.96139591 0.97937366 0.97266568
 0.95093984 0.96395836 0.97378102 0.96335296]"
pretrain_time;nan$\pm$nan;[];367.37$\pm$14.88;"[356.07675648 358.82213688 363.38994312 368.17888284 354.55894995
 387.9396596  392.03493476 384.00593066 344.682019   364.0022552 ]";432.26$\pm$90.92;"[382.43445206 369.03926802 380.48503709 412.99615169 426.09299469
 487.23410201 687.32355595 402.75234985 380.9682641  393.31303406]";707.86$\pm$279.61;"[ 429.12922692 1018.81475353  443.62172174  911.20188332 1023.43352652
  976.27330279  375.31265545  453.43707252  450.87225771  996.46845198]";514.6$\pm$207.85;"[977.29249907 469.42737126 354.37027121 372.89155173 405.82019782
 467.47834182 843.34066367 534.58147264 354.43570161 366.37805557]";1066.1$\pm$482.28;"[ 839.13235044 1972.38662195  710.26168227  734.05335093  773.18129873
 1174.79779863 2022.36849046  787.01187348  757.09136081  890.67386007]";446.31$\pm$48.48;"[344.2996273  435.37704277 465.9031558  534.80977678 457.472996
 419.80228853 452.79336619 443.41368032 497.91421604 411.32365084]";486.09$\pm$40.68;"[497.00058675 519.63497758 467.73311019 537.27368355 485.69393921
 528.81982088 456.63093114 514.42657924 457.12720013 396.59023452]";695.25$\pm$194.12;"[ 669.67401695 1018.36569095  512.05493259 1053.82194209  847.51700974
  542.35415959  527.2369144   542.35680532  623.23413348  615.89211702]";511.84$\pm$97.65;"[528.80343771 525.7059164  499.36901212 751.94042253 534.21943736
 379.86269379 440.06649947 553.57900429 503.39485335 401.46072197]";985.4$\pm$183.52;"[ 918.39384151  869.94271231  913.83286619 1262.56228542  939.8145721
 1356.49670839 1118.11804795  861.06534052  791.71721244  822.10599804]"
