metrics;lgrace_random_mean;lgrace_random;lgrace_deg_mean;lgrace_deg;lgrace_raa_mean;lgrace_raa;lgrace_sbm+random_mean;lgrace_sbm+random;lgrace_sbm+deg_mean;lgrace_sbm+deg;lgrace_sbm+raa_mean;lgrace_sbm+raa;lbgrl_random_mean;lbgrl_random;lbgrl_deg_mean;lbgrl_deg;lbgrl_raa_mean;lbgrl_raa;lbgrl_sbm+random_mean;lbgrl_sbm+random;lbgrl_sbm+deg_mean;lbgrl_sbm+deg;lbgrl_sbm+raa_mean;lbgrl_sbm+raa
Hits@10;85.82$\pm$4.32;"[0.85005513 0.8952591  0.81642778 0.9123484  0.88257993 0.83627343
 0.81697905 0.89360529 0.90187431 0.77673649]";81.98$\pm$4.95;"[0.71609702 0.82965821 0.81422271 0.89140022 0.86108049 0.83131202
 0.81477398 0.81036384 0.87155458 0.75799338]";84.92$\pm$3.25;"[0.85887541 0.85887541 0.76791621 0.87265711 0.88974642 0.87100331
 0.83186329 0.83627343 0.86990077 0.83517089]";82.36$\pm$5.49;"[0.88588754 0.88257993 0.76736494 0.82028666 0.80154355 0.80540243
 0.70396913 0.88368247 0.84895259 0.8368247 ]";77.28$\pm$4.15;"[0.83517089 0.83020948 0.78335171 0.7954796  0.78996692 0.73484013
 0.77949283 0.73098126 0.70066152 0.74751929]";80.63$\pm$9.96;"[0.88533627 0.88478501 0.83241455 0.85281147 0.85446527 0.8384785
 0.53803749 0.82249173 0.71940463 0.83461963]";89.57$\pm$2.1;"[0.92006615 0.90959206 0.88699008 0.90628445 0.85611907 0.9123484
 0.86108049 0.89360529 0.91565601 0.8952591 ]";75.95$\pm$13.14;"[0.81587652 0.86383682 0.7783903  0.81863286 0.82194046 0.72546858
 0.65380375 0.8109151  0.89084895 0.41510474]";86.48$\pm$2.56;"[0.89911797 0.9123484  0.81918412 0.87100331 0.85667034 0.85060639
 0.86714443 0.87596472 0.85336273 0.84288864]";86.43$\pm$3.78;"[0.90738699 0.89084895 0.82359427 0.82800441 0.89140022 0.88643881
 0.78610805 0.85942668 0.86824697 0.90187431]";79.23$\pm$5.32;"[0.81808159 0.73980154 0.77783903 0.8384785  0.72767365 0.79603087
 0.7629548  0.72822492 0.90077178 0.83296582]";86.51$\pm$2.52;"[0.84068357 0.88423374 0.8246968  0.82194046 0.88643881 0.88092613
 0.8814774  0.88423374 0.88754135 0.85887541]"
Hits@20;91.49$\pm$1.43;"[0.91565601 0.93109151 0.8985667  0.93164278 0.90628445 0.91730981
 0.89746417 0.93329658 0.92337376 0.89415656]";89.67$\pm$2.45;"[0.85115766 0.90793826 0.87320838 0.92337376 0.92282249 0.89250276
 0.8831312  0.91565601 0.92392503 0.87320838]";91.1$\pm$1.76;"[0.91675854 0.93384785 0.88533627 0.92502756 0.91675854 0.9123484
 0.88478501 0.93054024 0.91730981 0.88754135]";89.13$\pm$2.44;"[0.91786108 0.91730981 0.84674752 0.90187431 0.90077178 0.89084895
 0.84950386 0.91510474 0.88423374 0.88919515]";87.39$\pm$1.98;"[0.88754135 0.88037486 0.88643881 0.86108049 0.86273429 0.88699008
 0.85115766 0.89746417 0.89195149 0.83296582]";88.03$\pm$4.04;"[0.91730981 0.91896362 0.86990077 0.89966924 0.90793826 0.88202867
 0.77232635 0.8969129  0.87155458 0.86659316]";92.92$\pm$0.46;"[0.93219405 0.93495039 0.93054024 0.93109151 0.92282249 0.92337376
 0.92557883 0.93660419 0.92998897 0.9244763 ]";85.0$\pm$6.64;"[0.86438809 0.91565601 0.8952591  0.86052922 0.86328556 0.82579934
 0.79162073 0.87651599 0.92227122 0.68467475]";91.46$\pm$1.67;"[0.92227122 0.93274531 0.88257993 0.92943771 0.89801544 0.90242558
 0.91124587 0.93825799 0.92337376 0.90518192]";91.1$\pm$1.95;"[0.92668137 0.92557883 0.85832415 0.90848953 0.90959206 0.91896362
 0.89966924 0.92337376 0.91510474 0.9244763 ]";88.32$\pm$3.1;"[0.91179713 0.90132304 0.84729879 0.89746417 0.85611907 0.90132304
 0.81918412 0.89305402 0.9244763  0.87982359]";91.21$\pm$1.46;"[0.92282249 0.92171996 0.89029768 0.88974642 0.91289967 0.90848953
 0.90793826 0.93550165 0.92888644 0.90242558]"
Hits@50;94.01$\pm$0.34;"[0.93550165 0.94542448 0.9399118  0.94266814 0.9399118  0.94046307
 0.93439912 0.94487321 0.9399118  0.93770673]";94.0$\pm$0.41;"[0.93054024 0.9399118  0.93936053 0.94542448 0.94211687 0.9399118
 0.93605292 0.94487321 0.93936053 0.94266814]";93.81$\pm$0.47;"[0.93274531 0.94266814 0.93439912 0.93936053 0.94542448 0.93715546
 0.93164278 0.94542448 0.93715546 0.93495039]";92.99$\pm$0.83;"[0.93825799 0.93550165 0.91124587 0.93605292 0.93495039 0.93329658
 0.91786108 0.93384785 0.92833517 0.92943771]";92.68$\pm$0.58;"[0.91841235 0.92998897 0.93329658 0.92668137 0.9261301  0.92888644
 0.92502756 0.93605292 0.9277839  0.91565601]";93.13$\pm$0.83;"[0.93274531 0.94432194 0.9244763  0.93660419 0.93880926 0.9277839
 0.91565601 0.93825799 0.92227122 0.93219405]";94.22$\pm$0.32;"[0.93880926 0.94101433 0.94652701 0.9415656  0.94652701 0.94432194
 0.93715546 0.94597574 0.9399118  0.9399118 ]";91.03$\pm$2.83;"[0.92006615 0.93439912 0.93439912 0.91896362 0.92006615 0.89029768
 0.86879824 0.93164278 0.93274531 0.85115766]";94.08$\pm$0.37;"[0.93825799 0.94762955 0.93550165 0.94046307 0.9432194  0.93936053
 0.93715546 0.94652701 0.94101433 0.93936053]";93.73$\pm$0.51;"[0.93825799 0.94211687 0.92557883 0.93164278 0.9399118  0.94211687
 0.93329658 0.94101433 0.93936053 0.93936053]";92.81$\pm$1.43;"[0.93715546 0.93384785 0.92833517 0.93495039 0.92888644 0.9277839
 0.89029768 0.93219405 0.94707828 0.92006615]";94.09$\pm$0.63;"[0.93936053 0.94266814 0.93660419 0.9415656  0.94983462 0.93605292
 0.92943771 0.94707828 0.94983462 0.93660419]"
Hits@100;94.51$\pm$0.29;"[0.94046307 0.94928335 0.94377067 0.94707828 0.94652701 0.94487321
 0.9415656  0.94983462 0.94432194 0.94377067]";94.56$\pm$0.33;"[0.94046307 0.94873208 0.94597574 0.94818082 0.95038589 0.94432194
 0.94211687 0.94873208 0.9415656  0.94542448]";94.51$\pm$0.3;"[0.94266814 0.94983462 0.94432194 0.94542448 0.94928335 0.94542448
 0.9399118  0.94762955 0.9415656  0.94542448]";94.12$\pm$0.45;"[0.94266814 0.94652701 0.93219405 0.94211687 0.94266814 0.94597574
 0.93329658 0.94266814 0.94266814 0.9415656 ]";94.13$\pm$0.42;"[0.93274531 0.93880926 0.94101433 0.94597574 0.9432194  0.94707828
 0.93936053 0.94542448 0.93715546 0.94266814]";94.33$\pm$0.61;"[0.9399118  0.95259096 0.93439912 0.94818082 0.94983462 0.9415656
 0.93605292 0.94928335 0.93715546 0.94432194]";94.55$\pm$0.36;"[0.94211687 0.94652701 0.94928335 0.94377067 0.95314223 0.94652701
 0.94101433 0.94707828 0.94211687 0.9432194 ]";93.09$\pm$1.48;"[0.93439912 0.94046307 0.94432194 0.93715546 0.9415656  0.92557883
 0.90518192 0.9415656  0.93770673 0.90077178]";94.56$\pm$0.4;"[0.94432194 0.95148842 0.94377067 0.9415656  0.95148842 0.94707828
 0.9399118  0.94983462 0.94211687 0.94432194]";95.25$\pm$0.5;"[0.95038589 0.9553473  0.94101433 0.9536935  0.95975744 0.95424476
 0.94707828 0.95644983 0.95203969 0.95479603]";94.93$\pm$1.09;"[0.95589857 0.94928335 0.95148842 0.95424476 0.95644983 0.95148842
 0.91951488 0.95148842 0.96030871 0.9432194 ]";95.61$\pm$0.48;"[0.95479603 0.95479603 0.95479603 0.9553473  0.96030871 0.96085998
 0.94377067 0.96141125 0.95589857 0.95865491]"
ROCAUC;97.12$\pm$0.34;"[0.97198988 0.97252291 0.96593398 0.97649818 0.97362215 0.97192258
 0.96731109 0.97270905 0.96602644 0.9736452 ]";97.31$\pm$0.31;"[0.96954169 0.97447165 0.9712859  0.97423385 0.98005721 0.97321698
 0.96870871 0.97542525 0.97261062 0.9715553 ]";97.06$\pm$0.33;"[0.97051993 0.97486139 0.96670299 0.97064696 0.97231589 0.97441211
 0.96701388 0.97135079 0.96491706 0.97374305]";96.69$\pm$0.26;"[0.96314072 0.97078584 0.96645714 0.96690387 0.96870832 0.96852345
 0.96392401 0.96590181 0.96421718 0.97053634]";97.09$\pm$0.28;"[0.96986898 0.97437987 0.96855828 0.97549638 0.97135307 0.97220506
 0.97089479 0.97113323 0.96461618 0.9708451 ]";96.91$\pm$0.33;"[0.96829039 0.97293347 0.96785901 0.97187136 0.97122734 0.96702457
 0.96202572 0.96866591 0.96727653 0.97344129]";97.96$\pm$0.64;"[0.98040568 0.98166229 0.96711416 0.98185587 0.98421118 0.98554784
 0.98010847 0.98537179 0.96757255 0.98224212]";97.36$\pm$0.64;"[0.97860752 0.98331913 0.97113319 0.97587641 0.98221378 0.97057573
 0.96869868 0.97527139 0.96848555 0.96143343]";97.95$\pm$0.68;"[0.98316171 0.98702545 0.96757669 0.9801735  0.98444409 0.9842764
 0.97965931 0.98484485 0.96620868 0.97808664]";97.93$\pm$0.2;"[0.97768246 0.98119398 0.97543226 0.97918812 0.98083409 0.98098658
 0.9780403  0.9809206  0.97743452 0.98142282]";98.07$\pm$0.28;"[0.98359507 0.98125203 0.9756143  0.98224243 0.98092683 0.98313175
 0.9749556  0.98218444 0.98078335 0.98200204]";98.08$\pm$0.2;"[0.97869535 0.98249648 0.97870918 0.97974957 0.98089566 0.9821107
 0.97717693 0.98223446 0.98178108 0.98389714]"
AP;98.06$\pm$0.2;"[0.98086435 0.98198359 0.97765597 0.98392049 0.98235363 0.97944395
 0.97763445 0.98224279 0.97857041 0.98105661]";98.06$\pm$0.28;"[0.97518049 0.98182665 0.98012326 0.98236258 0.98555511 0.9809261
 0.97858226 0.98274867 0.98124032 0.97715169]";98.01$\pm$0.18;"[0.97994183 0.98218758 0.97775582 0.98018081 0.9823857  0.98127158
 0.97857164 0.97902535 0.97723948 0.98205773]";97.75$\pm$0.33;"[0.97762599 0.98055803 0.97563697 0.97909849 0.98000919 0.9797169
 0.9690547  0.9769432  0.97635072 0.98015972]";97.77$\pm$0.34;"[0.97937607 0.98095672 0.9791656  0.98241312 0.97810563 0.97658927
 0.9760077  0.97768156 0.96902301 0.97771752]";97.8$\pm$0.41;"[0.9792158  0.98245441 0.97838815 0.98137235 0.98174915 0.9757801
 0.96874232 0.97759422 0.97339114 0.98156411]";98.54$\pm$0.31;"[0.98546803 0.9867831  0.9792786  0.98659818 0.98755111 0.98840051
 0.98525015 0.98784269 0.97991039 0.9870443 ]";97.85$\pm$0.68;"[0.98242151 0.9864739  0.98059928 0.97972758 0.98578404 0.97551822
 0.97394329 0.98144    0.97782255 0.9617396 ]";98.45$\pm$0.39;"[0.98746526 0.98985963 0.97849078 0.98505298 0.98776184 0.98464566
 0.98315418 0.98757212 0.97704084 0.983464  ]";98.47$\pm$0.19;"[0.98496485 0.98596214 0.98080844 0.98477471 0.98526897 0.98592021
 0.98159999 0.98617873 0.98435019 0.98697685]";98.44$\pm$0.27;"[0.98554855 0.98206123 0.97988669 0.98654639 0.98568713 0.98688395
 0.97973194 0.98430583 0.98746754 0.9860714 ]";98.56$\pm$0.19;"[0.98470497 0.98545074 0.98258725 0.98552217 0.98661386 0.98723247
 0.98206461 0.98697465 0.98674997 0.98811867]"
pretrain_time;86.42$\pm$28.22;"[ 67.5281148   72.61397386 136.898597   122.01000094  65.24219728
  66.09546757  67.07294273  69.98831129 128.49093223  68.30464792]";177.99$\pm$39.18;"[198.78986406 194.60912442  93.42162728 194.70709181 196.28784418
 198.84570503 197.46835804 199.2773788  106.40799928 200.03855968]";242.75$\pm$45.01;"[248.36150956 264.76316023 246.29912758 206.35052967 213.24573517
 209.44374633 196.58106995 289.72319412 346.47644925 206.24363232]";625.18$\pm$106.25;"[753.83263922 412.37781882 648.09863567 738.7757473  586.43349457
 709.81341219 682.35892677 529.86193562 681.16171432 509.11203766]";730.55$\pm$63.12;"[630.64222431 846.58154988 725.75960279 740.71045828 744.89831471
 758.28014851 726.56085014 739.037081   776.80396032 616.22455549]";697.84$\pm$52.0;"[617.61284971 579.4173069  701.37107205 718.09042788 720.12944174
 741.03939986 722.64501429 715.08686328 749.04473639 713.93728685]";18.0$\pm$1.75;"[16.54701138 17.94523525 19.82489872 18.14207983 16.52697349 16.51794887
 18.39533877 15.51445699 21.68677425 18.86955237]";17.44$\pm$3.54;"[16.28959608 25.2583735  17.17373991 16.20408869 23.385607   16.16346264
 14.87202883 14.796736   15.54963374 14.72395086]";22.69$\pm$1.11;"[22.02878881 21.97042584 24.7739532  22.06031799 23.31070328 22.04637265
 21.92310596 22.00289416 24.78896618 22.00377607]";458.21$\pm$83.76;"[423.02132845 366.52907777 436.57568717 494.76978445 374.35505629
 491.33309007 349.91946888 601.03439045 593.84831357 450.74449658]";669.26$\pm$112.17;"[732.80809855 787.2430253  464.41118574 696.0239656  696.32855535
 708.34044623 684.0668354  792.26443863 451.3762002  679.72563529]";476.13$\pm$42.81;"[536.18070292 517.87606382 429.14900041 431.25327158 449.60596967
 422.76877213 494.47547913 476.69473505 543.8492415  459.4226346 ]"
