metrics;baseline_mean;baseline;grace_random_mean;grace_random;grace_deg_mean;grace_deg;grace_pr_mean;grace_pr;grace_evc_mean;grace_evc;grace_scom_mean;grace_scom;grace_random+scom_mean;grace_random+scom;grace_random+deg_mean;grace_random+deg;grace_deg+scom_mean;grace_deg+scom;bgrl_random_mean;bgrl_random;bgrl_deg_mean;bgrl_deg;bgrl_pr_mean;bgrl_pr;bgrl_evc_mean;bgrl_evc;bgrl_scom_mean;bgrl_scom;bgrl_random+scom_mean;bgrl_random+scom;bgrl_random+deg_mean;bgrl_random+deg;bgrl_deg+scom_mean;bgrl_deg+scom;csgcl_random_mean;csgcl_random;csgcl_deg_mean;csgcl_deg;csgcl_pr_mean;csgcl_pr;csgcl_evc_mean;csgcl_evc;csgcl_scom_mean;csgcl_scom;csgcl_random+scom_mean;csgcl_random+scom;csgcl_random+deg_mean;csgcl_random+deg;csgcl_deg+scom_mean;csgcl_deg+scom
Hits@10;16.4$\pm$1.77;"[0.14134276 0.15547703 0.20141343 0.17314488 0.14840989 0.14840989
 0.15194346 0.16607774 0.16961131 0.18374558]";20.46$\pm$1.2;"[0.18021201 0.20848057 0.22614841 0.2155477  0.204947   0.19081272
 0.20848057 0.20141343 0.20141343 0.20848057]";19.86$\pm$3.56;"[0.17667845 0.18021201 0.22968198 0.22261484 0.16607774 0.15547703
 0.20141343 0.27915194 0.204947   0.16961131]";19.75$\pm$1.92;"[0.16961131 0.18374558 0.20848057 0.21201413 0.19434629 0.22968198
 0.18021201 0.20848057 0.2155477  0.17314488]";18.09$\pm$1.83;"[0.17667845 0.1590106  0.20141343 0.16254417 0.19081272 0.14487633
 0.19787986 0.19434629 0.18727915 0.19434629]";19.82$\pm$1.54;"[0.17667845 0.19434629 0.21908127 0.18374558 0.204947   0.19081272
 0.19434629 0.20141343 0.22968198 0.18727915]";20.6$\pm$1.35;"[0.2155477  0.2155477  0.21908127 0.19787986 0.204947   0.19081272
 0.22261484 0.21201413 0.204947   0.17667845]";20.42$\pm$2.5;"[0.22261484 0.18374558 0.22614841 0.2155477  0.19081272 0.17667845
 0.21201413 0.24028269 0.21908127 0.15547703]";20.95$\pm$2.2;"[0.23674912 0.20141343 0.20141343 0.18727915 0.204947   0.18021201
 0.21908127 0.25088339 0.22614841 0.18727915]";14.03$\pm$3.36;"[0.12014134 0.14134276 0.14487633 0.16607774 0.14487633 0.13074205
 0.18021201 0.16254417 0.1590106  0.05300353]";16.75$\pm$2.97;"[0.16961131 0.10954064 0.19081272 0.18727915 0.15547703 0.18727915
 0.13780919 0.20848057 0.19081272 0.13780919]";12.33$\pm$0.97;"[0.1130742  0.12367491 0.13074205 0.12014134 0.13427562 0.12367491
 0.13780919 0.12367491 0.12367491 0.1024735 ]";16.61$\pm$2.18;"[0.14134276 0.14487633 0.18374558 0.15547703 0.21201413 0.1590106
 0.13780919 0.17667845 0.16961131 0.18021201]";12.9$\pm$2.63;"[0.12367491 0.12014134 0.14840989 0.14487633 0.14840989 0.15547703
 0.12014134 0.14487633 0.12367491 0.06007067]";14.42$\pm$1.93;"[0.15547703 0.12720848 0.14487633 0.13427562 0.16254417 0.12720848
 0.16607774 0.16961131 0.14840989 0.10600707]";17.46$\pm$2.58;"[0.15547703 0.15194346 0.20141343 0.21201413 0.18727915 0.16254417
 0.15194346 0.19787986 0.19434629 0.13074205]";16.36$\pm$2.51;"[0.14840989 0.15547703 0.19081272 0.19081272 0.17314488 0.16254417
 0.13074205 0.13427562 0.20848057 0.14134276]";19.36$\pm$2.08;"[0.14134276 0.18727915 0.20141343 0.18374558 0.19787986 0.20141343
 0.19434629 0.22261484 0.2155477  0.19081272]";17.95$\pm$1.83;"[0.18021201 0.16254417 0.204947   0.17314488 0.17314488 0.17667845
 0.18374558 0.21908127 0.16607774 0.15547703]";17.63$\pm$2.1;"[0.16961131 0.18727915 0.2155477  0.18374558 0.17667845 0.16607774
 0.14487633 0.19081272 0.18727915 0.14134276]";18.06$\pm$3.87;"[0.1590106  0.15547703 0.20141343 0.15194346 0.20848057 0.10600707
 0.21908127 0.24734982 0.16607774 0.19081272]";18.2$\pm$2.77;"[0.17667845 0.18727915 0.19434629 0.16961131 0.19081272 0.15547703
 0.204947   0.23674912 0.17667845 0.12720848]";20.39$\pm$2.04;"[0.17667845 0.20141343 0.21908127 0.17314488 0.21201413 0.19787986
 0.22261484 0.24381625 0.19081272 0.20141343]";20.35$\pm$2.52;"[0.17667845 0.2155477  0.23321555 0.19434629 0.20141343 0.16254417
 0.22614841 0.24028269 0.21201413 0.17314488]";20.53$\pm$2.95;"[0.20141343 0.18374558 0.26501767 0.20848057 0.22614841 0.14134276
 0.19787986 0.21201413 0.20848057 0.20848057]"
Hits@20;23.64$\pm$1.54;"[0.22261484 0.24028269 0.24734982 0.22261484 0.23674912 0.2614841
 0.23321555 0.204947   0.24734982 0.24734982]";25.27$\pm$2.58;"[0.204947   0.23321555 0.28621908 0.27915194 0.23674912 0.24028269
 0.23674912 0.26501767 0.25441696 0.28975265]";26.57$\pm$6.03;"[0.24381625 0.22261484 0.34982332 0.24028269 0.2155477  0.2155477
 0.24734982 0.40989399 0.25795053 0.25441696]";26.4$\pm$3.35;"[0.20141343 0.25088339 0.25441696 0.28268551 0.26501767 0.29328622
 0.22968198 0.26855124 0.2614841  0.33215548]";25.97$\pm$4.91;"[0.2155477  0.2155477  0.32155477 0.21908127 0.30035336 0.18021201
 0.24381625 0.31095406 0.26855124 0.32155477]";24.63$\pm$1.91;"[0.22614841 0.2155477  0.27561837 0.25088339 0.2614841  0.23321555
 0.25441696 0.22968198 0.27208481 0.24381625]";25.97$\pm$1.92;"[0.24734982 0.2614841  0.25795053 0.25441696 0.24734982 0.25088339
 0.24381625 0.31448763 0.2614841  0.25795053]";25.69$\pm$2.94;"[0.24028269 0.24028269 0.28975265 0.24381625 0.21908127 0.21201413
 0.30035336 0.29328622 0.26855124 0.2614841 ]";27.56$\pm$3.27;"[0.30035336 0.22968198 0.29328622 0.26855124 0.26501767 0.24381625
 0.26855124 0.32155477 0.32862191 0.23674912]";17.35$\pm$3.12;"[0.15194346 0.19787986 0.21201413 0.19081272 0.17314488 0.1590106
 0.19081272 0.17314488 0.19081272 0.09540636]";23.0$\pm$4.81;"[0.24381625 0.16607774 0.29681979 0.27208481 0.204947   0.20848057
 0.17314488 0.29681979 0.2614841  0.17667845]";15.94$\pm$1.23;"[0.14134276 0.16607774 0.14487633 0.16254417 0.17314488 0.15547703
 0.18374558 0.15194346 0.15194346 0.16254417]";22.51$\pm$4.61;"[0.16607774 0.22614841 0.32155477 0.24381625 0.26855124 0.17667845
 0.16607774 0.23674912 0.21201413 0.23321555]";16.89$\pm$2.62;"[0.15194346 0.14487633 0.21201413 0.204947   0.16607774 0.16961131
 0.15547703 0.19787986 0.1590106  0.12720848]";18.76$\pm$2.43;"[0.20848057 0.16607774 0.20141343 0.20848057 0.18374558 0.16961131
 0.18374558 0.21908127 0.20141343 0.13427562]";23.22$\pm$2.39;"[0.22968198 0.19081272 0.23674912 0.2614841  0.24734982 0.23674912
 0.21908127 0.25441696 0.25441696 0.19081272]";20.57$\pm$2.77;"[0.204947   0.17314488 0.22968198 0.23674912 0.24028269 0.18374558
 0.16607774 0.17314488 0.22968198 0.21908127]";24.06$\pm$2.47;"[0.19434629 0.23321555 0.23674912 0.26855124 0.21908127 0.23674912
 0.25088339 0.28268551 0.2614841  0.22261484]";25.87$\pm$2.12;"[0.28975265 0.23674912 0.26855124 0.23674912 0.25441696 0.25441696
 0.22614841 0.29328622 0.27208481 0.25441696]";22.76$\pm$1.88;"[0.204947   0.24028269 0.23674912 0.24381625 0.19434629 0.204947
 0.21908127 0.24028269 0.24734982 0.24381625]";26.01$\pm$4.98;"[0.20848057 0.24381625 0.25795053 0.25441696 0.29681979 0.19434629
 0.25795053 0.33922261 0.204947   0.34275618]";23.32$\pm$2.53;"[0.2155477  0.21201413 0.24028269 0.22614841 0.22261484 0.21908127
 0.21908127 0.27208481 0.28975265 0.2155477 ]";26.18$\pm$2.09;"[0.25088339 0.25795053 0.23674912 0.28268551 0.27915194 0.22261484
 0.27208481 0.28621908 0.28268551 0.24734982]";25.94$\pm$2.06;"[0.24028269 0.23674912 0.27208481 0.28621908 0.23674912 0.24028269
 0.25088339 0.29681979 0.26855124 0.26501767]";25.9$\pm$3.31;"[0.29681979 0.20848057 0.30742049 0.25441696 0.27915194 0.204947
 0.26501767 0.28268551 0.23321555 0.25795053]"
Hits@50;36.71$\pm$3.26;"[0.32862191 0.37809187 0.42402827 0.33922261 0.32508834 0.40989399
 0.35689046 0.3745583  0.39222615 0.34275618]";37.42$\pm$2.96;"[0.33215548 0.39575972 0.34628975 0.38515901 0.34275618 0.3745583
 0.3745583  0.38162544 0.36749117 0.44169611]";43.46$\pm$7.72;"[0.46289753 0.29328622 0.50176678 0.40636042 0.39575972 0.44169611
 0.32155477 0.49823322 0.47349823 0.55123675]";39.65$\pm$4.48;"[0.32862191 0.37809187 0.42402827 0.40989399 0.38162544 0.45583039
 0.33215548 0.40282686 0.37809187 0.47349823]";42.08$\pm$7.26;"[0.27561837 0.3639576  0.49116608 0.38869258 0.43816254 0.41342756
 0.35689046 0.51236749 0.51236749 0.45583039]";36.22$\pm$3.33;"[0.35335689 0.32508834 0.38515901 0.39575972 0.38869258 0.34275618
 0.29681979 0.34275618 0.39222615 0.39929329]";34.88$\pm$1.91;"[0.3180212  0.33922261 0.36042403 0.35335689 0.33568905 0.35335689
 0.34275618 0.38515901 0.37102473 0.32862191]";38.37$\pm$3.28;"[0.4204947  0.33568905 0.43816254 0.36042403 0.35689046 0.34982332
 0.38162544 0.41342756 0.40989399 0.37102473]";38.94$\pm$5.06;"[0.38515901 0.30035336 0.43109541 0.3745583  0.39575972 0.34275618
 0.33922261 0.46996466 0.45583039 0.39929329]";27.31$\pm$3.89;"[0.26501767 0.32862191 0.28975265 0.28621908 0.24734982 0.22614841
 0.32508834 0.27561837 0.28975265 0.19787986]";38.94$\pm$9.26;"[0.46996466 0.20848057 0.51943463 0.44522968 0.4204947  0.39575972
 0.24028269 0.41696113 0.42402827 0.35335689]";23.39$\pm$2.68;"[0.25088339 0.26855124 0.18374558 0.19787986 0.24734982 0.22614841
 0.25795053 0.23674912 0.21201413 0.25795053]";38.27$\pm$8.41;"[0.27915194 0.3180212  0.49469965 0.38869258 0.43816254 0.38162544
 0.22614841 0.4204947  0.37809187 0.50176678]";28.13$\pm$2.69;"[0.26855124 0.24381625 0.27561837 0.32155477 0.26501767 0.30742049
 0.26501767 0.27915194 0.32862191 0.25795053]";28.37$\pm$2.86;"[0.30742049 0.30035336 0.29681979 0.3180212  0.24028269 0.24734982
 0.27915194 0.28621908 0.3180212  0.24381625]";34.88$\pm$3.01;"[0.33568905 0.28621908 0.37102473 0.38869258 0.39575972 0.34275618
 0.32508834 0.34628975 0.34275618 0.35335689]";32.08$\pm$3.74;"[0.31095406 0.25088339 0.34628975 0.35335689 0.36749117 0.35689046
 0.28975265 0.27208481 0.3180212  0.34275618]";34.73$\pm$2.9;"[0.31448763 0.35335689 0.32155477 0.39575972 0.31448763 0.33568905
 0.3639576  0.3745583  0.38162544 0.3180212 ]";43.36$\pm$7.14;"[0.4770318  0.34982332 0.41342756 0.40636042 0.46996466 0.38869258
 0.29681979 0.51943463 0.52650177 0.48763251]";35.19$\pm$4.83;"[0.28975265 0.3745583  0.30388693 0.35335689 0.33568905 0.37102473
 0.30035336 0.36749117 0.35689046 0.4664311 ]";42.26$\pm$6.19;"[0.29328622 0.40636042 0.4664311  0.43462898 0.46289753 0.41696113
 0.32862191 0.49823322 0.44522968 0.47349823]";34.1$\pm$2.38;"[0.34628975 0.31448763 0.34982332 0.3180212  0.3639576  0.33922261
 0.30035336 0.36749117 0.37809187 0.33215548]";35.9$\pm$2.9;"[0.36042403 0.34275618 0.30035336 0.39222615 0.37102473 0.32862191
 0.37102473 0.39929329 0.34275618 0.38162544]";37.03$\pm$3.94;"[0.38515901 0.31095406 0.38515901 0.40636042 0.31448763 0.32155477
 0.35335689 0.41342756 0.40636042 0.40636042]";38.02$\pm$3.79;"[0.44169611 0.33215548 0.41342756 0.37809187 0.37102473 0.33922261
 0.35335689 0.44169611 0.34982332 0.38162544]"
Hits@100;55.09$\pm$2.31;"[0.55123675 0.56890459 0.58303887 0.54063604 0.56183746 0.58657244
 0.5335689  0.5335689  0.54063604 0.50883392]";51.84$\pm$3.9;"[0.48409894 0.57243816 0.48056537 0.5229682  0.44522968 0.49823322
 0.54063604 0.54770318 0.5229682  0.56890459]";61.59$\pm$9.64;"[0.68551237 0.39929329 0.69611307 0.57243816 0.61484099 0.68551237
 0.49823322 0.65371025 0.6254417  0.72791519]";56.71$\pm$6.92;"[0.48409894 0.5229682  0.61837456 0.54416961 0.55123675 0.65724382
 0.47349823 0.58303887 0.53710247 0.69964664]";59.15$\pm$8.87;"[0.4204947  0.52650177 0.62897527 0.57243816 0.61484099 0.66784452
 0.46289753 0.66784452 0.68551237 0.66784452]";51.48$\pm$4.92;"[0.51590106 0.49116608 0.49823322 0.51943463 0.55830389 0.57597173
 0.39222615 0.49823322 0.54416961 0.55477032]";50.11$\pm$2.39;"[0.47349823 0.49116608 0.45936396 0.49469965 0.50530035 0.53710247
 0.48763251 0.5335689  0.50530035 0.5229682 ]";54.49$\pm$5.37;"[0.6360424  0.46996466 0.61130742 0.49116608 0.50530035 0.50176678
 0.53710247 0.59717314 0.57597173 0.5229682 ]";54.77$\pm$5.11;"[0.60777385 0.4770318  0.56890459 0.5335689  0.59010601 0.46289753
 0.50883392 0.62190813 0.57243816 0.5335689 ]";40.21$\pm$3.37;"[0.39222615 0.43109541 0.38869258 0.45583039 0.38869258 0.34982332
 0.42756184 0.38869258 0.44169611 0.35689046]";58.34$\pm$11.86;"[0.6819788  0.3180212  0.68904594 0.5795053  0.63250883 0.68551237
 0.40282686 0.59363958 0.61484099 0.6360424 ]";36.25$\pm$4.74;"[0.42402827 0.44876325 0.30388693 0.32862191 0.37102473 0.31095406
 0.38869258 0.38869258 0.31448763 0.34628975]";58.06$\pm$10.85;"[0.38515901 0.56183746 0.70671378 0.61484099 0.65017668 0.56537102
 0.40282686 0.5795053  0.60070671 0.7385159 ]";40.71$\pm$3.81;"[0.40989399 0.34628975 0.43462898 0.45229682 0.37102473 0.44876325
 0.37809187 0.45936396 0.39929329 0.37102473]";40.71$\pm$3.31;"[0.44876325 0.42402827 0.39575972 0.4204947  0.3639576  0.37102473
 0.43109541 0.44522968 0.4204947  0.34982332]";51.8$\pm$4.39;"[0.51236749 0.42402827 0.5229682  0.56890459 0.56537102 0.56183746
 0.4664311  0.50883392 0.50530035 0.54416961]";47.53$\pm$3.86;"[0.47349823 0.39929329 0.50883392 0.50176678 0.49823322 0.50883392
 0.41342756 0.4664311  0.4664311  0.51590106]";49.96$\pm$4.15;"[0.48056537 0.51590106 0.41696113 0.56890459 0.4664311  0.45936396
 0.51943463 0.5335689  0.51236749 0.5229682 ]";62.01$\pm$7.63;"[0.68904594 0.49469965 0.59363958 0.60070671 0.70318021 0.57597173
 0.49469965 0.68551237 0.68904594 0.67491166]";50.49$\pm$5.52;"[0.4204947  0.4664311  0.54416961 0.52650177 0.51236749 0.55123675
 0.42402827 0.51236749 0.48409894 0.60777385]";59.93$\pm$10.46;"[0.37102473 0.59010601 0.67491166 0.6360424  0.60070671 0.68551237
 0.43462898 0.64310954 0.65371025 0.70318021]";50.46$\pm$4.19;"[0.56537102 0.48409894 0.51236749 0.50530035 0.51943463 0.4664311
 0.45936396 0.48056537 0.59010601 0.46289753]";50.35$\pm$3.58;"[0.51943463 0.44876325 0.46996466 0.54063604 0.5335689  0.46996466
 0.48763251 0.5335689  0.47349823 0.55830389]";50.92$\pm$5.99;"[0.5229682  0.45936396 0.5229682  0.53003534 0.35689046 0.5335689
 0.49823322 0.58303887 0.56537102 0.51943463]";53.57$\pm$3.64;"[0.56183746 0.4664311  0.57243816 0.53710247 0.51236749 0.5229682
 0.50883392 0.59363958 0.56890459 0.51236749]"
ROCAUC;64.32$\pm$1.25;"[0.64296595 0.64510732 0.66605901 0.64277242 0.64513229 0.64348412
 0.62074692 0.65188728 0.65023287 0.62336276]";62.79$\pm$2.3;"[0.59492565 0.65016419 0.62590368 0.63413203 0.59834684 0.60955937
 0.6364919  0.66319969 0.60985903 0.65661327]";68.43$\pm$6.66;"[0.72966325 0.53590381 0.7479554  0.64779807 0.67434979 0.71527925
 0.60752413 0.72369489 0.69826693 0.76268901]";65.6$\pm$4.3;"[0.61239371 0.61355492 0.68378928 0.66115197 0.67263919 0.70673875
 0.58472449 0.67347576 0.62590368 0.72549913]";66.5$\pm$5.73;"[0.54722871 0.66381775 0.70028343 0.63530572 0.67246438 0.69176791
 0.58050419 0.7155477  0.72468129 0.71827592]";62.73$\pm$3.11;"[0.62334403 0.58785851 0.63706626 0.64533207 0.65264893 0.64463285
 0.55605639 0.62168338 0.63913896 0.6656657 ]";61.95$\pm$0.75;"[0.61605214 0.60955937 0.60496448 0.62559153 0.6178876  0.6165391
 0.62996167 0.6240932  0.62579131 0.62454894]";64.3$\pm$2.49;"[0.68247824 0.60636292 0.67055401 0.61627689 0.62150857 0.62576633
 0.63332043 0.66854375 0.66059009 0.64446428]";63.72$\pm$3.22;"[0.66683315 0.59026833 0.66152655 0.63404463 0.65686299 0.58576084
 0.60731187 0.68542496 0.65583913 0.62768295]";52.04$\pm$2.67;"[0.51179313 0.53921263 0.51930977 0.55492015 0.51259224 0.48544744
 0.53885053 0.52049595 0.55339685 0.46772341]";65.33$\pm$8.35;"[0.71770156 0.45958871 0.7329471  0.66639613 0.68015583 0.71107143
 0.52946097 0.66667083 0.6807177  0.68865262]";48.23$\pm$2.62;"[0.48472325 0.52887413 0.43859956 0.47525877 0.50302788 0.45870219
 0.51646293 0.48579705 0.46608148 0.46567569]";65.45$\pm$8.07;"[0.51171821 0.64689283 0.74020153 0.68019328 0.70491578 0.67059147
 0.4983331  0.67373797 0.66940529 0.74901048]";52.62$\pm$3.33;"[0.54493126 0.46985229 0.54258388 0.57803194 0.49034199 0.56088851
 0.48442358 0.54520596 0.5256652  0.519778  ]";53.27$\pm$2.82;"[0.56425976 0.54531833 0.51265467 0.5642223  0.50284059 0.50165441
 0.53855086 0.56248673 0.55063742 0.48441734]";61.98$\pm$3.71;"[0.6292999  0.52385471 0.64292225 0.6505138  0.64051243 0.62962454
 0.5781568  0.63007404 0.62906267 0.64352783]";59.14$\pm$3.5;"[0.59229108 0.52136998 0.62110902 0.62511706 0.62641561 0.61988538
 0.54219681 0.57332468 0.58056662 0.61158836]";61.5$\pm$1.75;"[0.59753524 0.62973692 0.59302776 0.64852851 0.59321505 0.60014484
 0.62404325 0.62472999 0.61636429 0.62277591]";68.49$\pm$5.13;"[0.71751427 0.57774476 0.7001336  0.66534106 0.71755172 0.6826031
 0.60432769 0.72446903 0.72822735 0.73077451]";61.22$\pm$3.95;"[0.53685275 0.58577333 0.62891283 0.63543058 0.61863677 0.63671665
 0.56890459 0.62720224 0.59742287 0.68625529]";67.11$\pm$6.32;"[0.52369239 0.66761353 0.70186917 0.69308519 0.68729164 0.70713831
 0.58207744 0.70573986 0.69713694 0.74505862]";61.57$\pm$2.98;"[0.63882681 0.58652249 0.62617838 0.60761153 0.61529049 0.58628526
 0.57453583 0.61681379 0.6844011  0.62084056]";61.96$\pm$2.59;"[0.62610346 0.57703305 0.59080523 0.64167364 0.62629075 0.59408908
 0.62040979 0.65558316 0.60693728 0.65692542]";62.75$\pm$2.4;"[0.64986453 0.60944699 0.63714118 0.60915981 0.58236462 0.62072195
 0.6119567  0.6675074  0.63770306 0.64934635]";62.94$\pm$2.38;"[0.663824   0.58854524 0.65378516 0.61355492 0.62340646 0.62148984
 0.61506574 0.66672077 0.63328297 0.6141605 ]"
AP;66.62$\pm$1.44;"[0.64447384 0.67591992 0.69268709 0.65507066 0.65524545 0.67475824
 0.66009232 0.67363722 0.6789684  0.65069188]";67.16$\pm$1.87;"[0.63651073 0.69389299 0.67399688 0.68122512 0.64883301 0.65730191
 0.67419972 0.69952053 0.66719014 0.68364557]";70.25$\pm$4.52;"[0.71623813 0.61345319 0.76228406 0.67802585 0.67567594 0.71483591
 0.65399517 0.75843823 0.70835673 0.74381085]";68.79$\pm$2.9;"[0.64315252 0.66824016 0.70924474 0.69459003 0.69206182 0.72696336
 0.63964672 0.70852473 0.67595917 0.72047664]";68.53$\pm$3.95;"[0.60463685 0.66461989 0.72092443 0.66504663 0.69058807 0.68053084
 0.6449344  0.72783483 0.73034807 0.72363833]";66.61$\pm$1.79;"[0.65040505 0.64794275 0.6835377  0.67662598 0.68530424 0.67280759
 0.62565244 0.67198316 0.67547307 0.67118192]";66.35$\pm$1.12;"[0.65088174 0.66271766 0.66282477 0.66504783 0.66219556 0.66437817
 0.66624854 0.68807958 0.66975903 0.64264835]";67.95$\pm$2.45;"[0.70205977 0.65183185 0.71052161 0.65959847 0.6542724  0.66323745
 0.68327616 0.71524826 0.70206533 0.6533344 ]";67.88$\pm$2.67;"[0.68966322 0.6396862  0.69399205 0.67267104 0.68430477 0.64377779
 0.65878172 0.72888297 0.70900839 0.66676182]";58.79$\pm$3.18;"[0.56874726 0.60818911 0.60216353 0.60854897 0.57950945 0.56677008
 0.61857323 0.59967924 0.6181452  0.50906933]";67.66$\pm$5.98;"[0.70706396 0.53889091 0.74754481 0.69617586 0.68794399 0.71242001
 0.59249431 0.70764835 0.70724442 0.66874577]";56.04$\pm$1.79;"[0.55114403 0.59167457 0.53786645 0.54969377 0.57579673 0.5534029
 0.58618681 0.56852081 0.54935163 0.54059625]";67.39$\pm$5.44;"[0.57233247 0.66360382 0.74653818 0.68430869 0.70726706 0.67594563
 0.57679441 0.69872465 0.69106388 0.72237868]";58.72$\pm$2.67;"[0.57713104 0.5485258  0.60715199 0.61978067 0.57339438 0.61981356
 0.56564793 0.61735723 0.59357405 0.54995964]";59.78$\pm$2.37;"[0.61015913 0.60221119 0.5970423  0.61688657 0.58050389 0.58124071
 0.60598269 0.62736021 0.61535693 0.5408482 ]";65.49$\pm$2.77;"[0.64681753 0.59058    0.67792161 0.68456618 0.67856607 0.66115099
 0.62744436 0.67205679 0.66914222 0.64112224]";63.41$\pm$2.77;"[0.61873241 0.5800577  0.66292126 0.66574512 0.6611965  0.65211099
 0.59903659 0.62056979 0.64789444 0.63248376]";65.84$\pm$1.8;"[0.62525299 0.66709157 0.64443477 0.6841598  0.64242456 0.65426389
 0.67084843 0.67995505 0.67077285 0.64524823]";70.08$\pm$3.43;"[0.71790365 0.63956784 0.71477894 0.68311078 0.72006876 0.68525013
 0.64835501 0.74644119 0.74157662 0.71107807]";65.52$\pm$2.42;"[0.60350614 0.65126959 0.66872165 0.66990546 0.65075936 0.67050144
 0.62183723 0.67323633 0.65358052 0.68828996]";69.09$\pm$4.22;"[0.59087681 0.69000811 0.69946447 0.69554289 0.70111645 0.69328385
 0.64663213 0.74218713 0.70612982 0.74332244]";65.67$\pm$2.19;"[0.65968724 0.64513778 0.66812988 0.64449703 0.65727426 0.6369713
 0.635146   0.68187336 0.70512157 0.63365403]";66.58$\pm$1.73;"[0.65767359 0.64573774 0.64768721 0.68399342 0.67853456 0.64748312
 0.66461893 0.70199845 0.65976416 0.6704391 ]";66.81$\pm$2.55;"[0.66695479 0.65253076 0.68871168 0.67549982 0.61066323 0.65591418
 0.66104193 0.71232013 0.6865122  0.67125263]";67.51$\pm$2.19;"[0.69807904 0.64318007 0.7082976  0.66633701 0.67568342 0.65326621
 0.6604832  0.70863456 0.6774239  0.65951942]"
pretrain_time;nan$\pm$nan;[];11.71$\pm$2.95;"[ 9.6751976   9.01992345 11.40541196 19.45813966 11.68697596 11.57218647
  9.37765741 13.80587101  9.27972412 11.84661698]";15.48$\pm$6.27;"[26.45590949 12.63637996 14.95004416 15.39734006  9.87229633 10.85595202
  9.68180609  9.38288736 26.86127782 18.72321844]";16.11$\pm$7.07;"[ 9.81494546 11.64554834 26.51837325 26.48738241  9.17072988 10.26414657
 13.45366669 10.9673171  16.29215598 26.52814245]";14.87$\pm$4.45;"[14.51845241 12.58356643 26.51884151 16.09544611 15.81360507 12.47698212
  9.12351727 16.08654499 14.4812839  11.04459786]";21.03$\pm$7.92;"[28.81869125 28.8070085  17.78318262 28.67676687 17.03806853 28.7158761
 10.36311078 10.45912838 11.60436201 27.99528694]";17.13$\pm$6.4;"[13.81136131 11.97987366 21.27121139 13.44892788 15.38543272 30.50876713
 11.65846539 26.90522742 12.20009828 14.11205602]";13.13$\pm$2.23;"[12.56292701 11.20867705 11.0590055  13.11194539 11.84909296 13.31958771
 17.25212216 12.70018435 10.91526318 17.32107115]";13.08$\pm$1.96;"[13.58277965 11.64187169 11.97607732 11.87268138 13.11340642 18.57732201
 12.78704929 11.78592873 12.00777006 13.50085759]";12.87$\pm$4.95;"[11.29208612  9.44714975  9.41420984  9.41279793 16.82707763 26.38157988
 11.17887545 10.91617417 11.63217902 12.18224382]";16.98$\pm$4.6;"[20.55811834 21.27015901 17.95155168 16.20072246 14.22583985 26.57046461
 15.11996555 10.25942874 11.52192831 16.16817307]";12.72$\pm$5.8;"[ 9.47142863  9.73650408  9.99833179  9.46126962  9.38224387 12.40079284
 21.0094471   9.18612766  9.73434138 26.77767301]";16.35$\pm$4.3;"[12.33080125 21.91760421 26.84010506 13.93948293 15.44286466 15.86535597
 14.65617299 13.57049942 13.19139266 15.77678919]";13.77$\pm$4.17;"[23.02849174 10.4490521  10.0615139  10.54748225 14.65327907 14.83645535
 17.33029127  9.93864846 10.03193903 16.83284855]";17.58$\pm$5.68;"[11.81895113 12.19566321 17.87828612 12.30605602 26.23785567 28.92547727
 15.00992227 17.443928   13.70872951 20.31947875]";14.96$\pm$5.94;"[30.72673011 13.32987905 12.05350542 11.83488798 12.04390693 11.95858073
 13.99680638 11.09481668 11.50151682 21.09458756]";14.72$\pm$2.75;"[16.49052262 20.31671715 12.84520936 13.68276954 12.53762889 12.88113761
 18.04791665 12.08424306 11.95354056 16.35289192]";16.27$\pm$7.29;"[27.20501018  9.27548456 24.30121112 24.01274586 10.16879439 12.23890615
  9.64470577 24.85834074  9.84225011 11.18891358]";16.73$\pm$6.21;"[23.11726308  9.27423191 27.28894401 12.96522284 10.93898821 12.88722134
  9.54434299 17.87670374 19.11124182 24.25764561]";13.82$\pm$4.84;"[18.96046972 12.17616701  9.67919421  9.60577941 25.79780579 10.51368713
 15.0535326  13.28662992 10.22540975 12.92408228]";14.9$\pm$4.1;"[20.38883376 16.72436142 17.0228169  17.78811097 10.07013607 19.22187781
  9.35437346 17.68000317  9.91815853 10.84408259]";19.19$\pm$8.66;"[29.77848792 10.66927028 29.82092142 10.93999624 17.97874165 29.77031422
 10.65606403 10.65903616 28.55191326 13.0369215 ]";15.1$\pm$3.04;"[12.63308978 12.40963674 15.78581166 22.4263351  15.33030295 18.38593698
 13.1247046  13.34858012 12.41929293 15.147717  ]";15.64$\pm$7.54;"[11.52023935 28.23637033 11.96778774 12.40127611 32.8796587  12.73537636
 11.43671274 12.18137455 11.74499774 11.32074642]";13.62$\pm$2.52;"[12.77442384 11.88667154 13.85854816 12.20324802 12.79765749 12.10006285
 20.79860115 12.24728036 14.60616565 12.97627831]"
