metrics;baseline_mean;baseline;grace_random_mean;grace_random;grace_deg_mean;grace_deg;grace_pr_mean;grace_pr;grace_evc_mean;grace_evc;grace_scom_mean;grace_scom;grace_random+scom_mean;grace_random+scom;grace_random+deg_mean;grace_random+deg;grace_deg+scom_mean;grace_deg+scom;bgrl_random_mean;bgrl_random;bgrl_deg_mean;bgrl_deg;bgrl_pr_mean;bgrl_pr;bgrl_evc_mean;bgrl_evc;bgrl_scom_mean;bgrl_scom;bgrl_random+scom_mean;bgrl_random+scom;bgrl_random+deg_mean;bgrl_random+deg;bgrl_deg+scom_mean;bgrl_deg+scom;csgcl_random_mean;csgcl_random;csgcl_deg_mean;csgcl_deg;csgcl_pr_mean;csgcl_pr;csgcl_evc_mean;csgcl_evc;csgcl_scom_mean;csgcl_scom;csgcl_random+scom_mean;csgcl_random+scom;csgcl_random+deg_mean;csgcl_random+deg;csgcl_deg+scom_mean;csgcl_deg+scom
Hits@10;52.47$\pm$3.65;"[0.55545024 0.50900474 0.51753555 0.59336493 0.52322275 0.53838863
 0.45308057 0.51184834 0.5535545  0.49194313]";57.17$\pm$5.03;"[0.51943128 0.57725118 0.57725118 0.65118483 0.56018957 0.54881517
 0.46919431 0.56966825 0.62180095 0.62180095]";41.29$\pm$8.0;"[0.33933649 0.50616114 0.39905213 0.40947867 0.43222749 0.39526066
 0.41800948 0.57535545 0.26445498 0.38957346]";38.62$\pm$6.95;"[0.35924171 0.41800948 0.37630332 0.45023697 0.507109   0.36492891
 0.35450237 0.46161137 0.28056872 0.28909953]";39.18$\pm$5.41;"[0.38009479 0.38199052 0.42180095 0.38672986 0.43696682 0.37061611
 0.42748815 0.4521327  0.2492891  0.41137441]";55.3$\pm$4.12;"[0.54123223 0.54028436 0.5507109  0.63412322 0.51469194 0.52890995
 0.48151659 0.55545024 0.59241706 0.59052133]";54.71$\pm$5.96;"[0.50236967 0.54123223 0.5507109  0.62274882 0.53744076 0.5478673
 0.39905213 0.59620853 0.57630332 0.5971564 ]";42.25$\pm$6.65;"[0.3450237  0.46824645 0.36492891 0.42369668 0.43222749 0.51469194
 0.45781991 0.52132701 0.31469194 0.38199052]";42.25$\pm$6.57;"[0.42274882 0.49383886 0.29004739 0.44834123 0.46540284 0.46729858
 0.37061611 0.50900474 0.34691943 0.41042654]";56.64$\pm$4.7;"[0.48909953 0.56492891 0.63127962 0.60853081 0.60758294 0.55829384
 0.53649289 0.53364929 0.62369668 0.51090047]";60.55$\pm$2.85;"[0.56682464 0.58009479 0.63127962 0.61706161 0.56398104 0.62085308
 0.58767773 0.63033175 0.65308057 0.60379147]";58.56$\pm$4.49;"[0.50331754 0.58767773 0.61611374 0.61895735 0.57345972 0.60853081
 0.50900474 0.61990521 0.64454976 0.57440758]";60.59$\pm$3.47;"[0.58104265 0.60189573 0.60473934 0.67962085 0.61042654 0.60473934
 0.53744076 0.63222749 0.61990521 0.58672986]";57.26$\pm$4.84;"[0.49668246 0.61895735 0.58388626 0.63317536 0.5971564  0.54597156
 0.48246445 0.57156398 0.61990521 0.57630332]";56.11$\pm$5.03;"[0.45687204 0.56872038 0.56208531 0.61990521 0.55734597 0.57819905
 0.51753555 0.54028436 0.6521327  0.55829384]";59.94$\pm$4.99;"[0.5563981  0.58767773 0.63033175 0.63412322 0.59526066 0.54976303
 0.4985782  0.65308057 0.66824645 0.62085308]";58.73$\pm$5.4;"[0.56492891 0.56777251 0.51090047 0.63981043 0.58862559 0.60094787
 0.51848341 0.63317536 0.69478673 0.5535545 ]";56.04$\pm$7.43;"[0.54597156 0.58767773 0.57061611 0.61516588 0.6028436  0.5478673
 0.3478673  0.59810427 0.58104265 0.60663507]";43.86$\pm$5.27;"[0.4436019  0.42464455 0.4549763  0.53744076 0.43981043 0.40094787
 0.44549763 0.50805687 0.34881517 0.38199052]";42.91$\pm$4.6;"[0.4549763  0.46540284 0.40947867 0.44170616 0.39052133 0.49668246
 0.3971564  0.48815166 0.34312796 0.40379147]";40.81$\pm$6.87;"[0.32132701 0.44549763 0.37061611 0.49099526 0.38957346 0.42085308
 0.44739336 0.52985782 0.3042654  0.36018957]";57.6$\pm$4.64;"[0.51279621 0.52701422 0.58483412 0.65971564 0.6        0.5478673
 0.52511848 0.59241706 0.57251185 0.63791469]";55.95$\pm$6.37;"[0.48909953 0.4985782  0.53649289 0.6464455  0.52985782 0.53270142
 0.47298578 0.63127962 0.63127962 0.62654028]";49.41$\pm$5.39;"[0.46066351 0.42938389 0.55734597 0.54976303 0.48815166 0.56018957
 0.43127962 0.55545024 0.48056872 0.42843602]";48.01$\pm$4.53;"[0.48436019 0.50900474 0.45402844 0.45687204 0.4985782  0.52322275
 0.39336493 0.56682464 0.44834123 0.46635071]"
Hits@20;61.48$\pm$2.88;"[0.62464455 0.55734597 0.62654028 0.65971564 0.62748815 0.61800948
 0.57535545 0.6        0.64265403 0.61611374]";66.7$\pm$2.83;"[0.65592417 0.6492891  0.67393365 0.73175355 0.68720379 0.61800948
 0.6521327  0.6549763  0.68056872 0.66635071]";54.14$\pm$5.76;"[0.48056872 0.56208531 0.5507109  0.49952607 0.54691943 0.55734597
 0.60947867 0.65687204 0.46540284 0.48530806]";53.7$\pm$4.41;"[0.49004739 0.53933649 0.55165877 0.51943128 0.58104265 0.5507109
 0.54312796 0.61895735 0.4492891  0.52606635]";53.33$\pm$4.7;"[0.50995261 0.45023697 0.55734597 0.49194313 0.54691943 0.52417062
 0.59336493 0.62274882 0.51943128 0.51658768]";66.33$\pm$3.98;"[0.6549763  0.65118483 0.69194313 0.72985782 0.66161137 0.5943128
 0.61706161 0.64265403 0.71753555 0.67203791]";66.39$\pm$2.51;"[0.63601896 0.61421801 0.68246445 0.67393365 0.70900474 0.65687204
 0.64834123 0.67298578 0.67677725 0.66824645]";59.93$\pm$4.64;"[0.53080569 0.65023697 0.59620853 0.66066351 0.54218009 0.65876777
 0.59336493 0.63317536 0.56208531 0.56587678]";59.45$\pm$5.58;"[0.52227488 0.61232227 0.47962085 0.65592417 0.60853081 0.65781991
 0.61421801 0.64739336 0.56018957 0.58672986]";65.92$\pm$2.07;"[0.62748815 0.67582938 0.67962085 0.66255924 0.66540284 0.6436019
 0.62938389 0.64739336 0.69383886 0.66729858]";68.39$\pm$2.1;"[0.65402844 0.68151659 0.69099526 0.71090047 0.67582938 0.67488152
 0.66729858 0.68341232 0.72985782 0.67014218]";68.64$\pm$1.61;"[0.66161137 0.67393365 0.70047393 0.7014218  0.67109005 0.69383886
 0.67014218 0.67962085 0.70805687 0.7042654 ]";68.58$\pm$2.88;"[0.66350711 0.65971564 0.70047393 0.74123223 0.69952607 0.64454976
 0.65402844 0.69099526 0.71563981 0.68815166]";66.73$\pm$2.01;"[0.64454976 0.65023697 0.68625592 0.65971564 0.68341232 0.6521327
 0.64170616 0.66350711 0.69952607 0.69194313]";65.3$\pm$3.37;"[0.57345972 0.66350711 0.6521327  0.68151659 0.66350711 0.63222749
 0.65023697 0.63033175 0.69763033 0.68530806]";69.69$\pm$2.47;"[0.68625592 0.66635071 0.707109   0.71943128 0.69099526 0.65876777
 0.67203791 0.72322275 0.73554502 0.70900474]";68.71$\pm$2.76;"[0.67014218 0.65308057 0.68720379 0.72417062 0.68720379 0.66255924
 0.66445498 0.68530806 0.7478673  0.68909953]";67.57$\pm$2.37;"[0.64075829 0.66445498 0.69194313 0.70521327 0.69668246 0.63696682
 0.66350711 0.66445498 0.7014218  0.69194313]";59.18$\pm$4.75;"[0.56682464 0.61327014 0.65971564 0.65971564 0.58199052 0.51279621
 0.53459716 0.63791469 0.57440758 0.57630332]";57.65$\pm$2.99;"[0.5943128  0.57630332 0.57630332 0.59810427 0.54312796 0.56492891
 0.61706161 0.62180095 0.53649289 0.53649289]";56.18$\pm$4.74;"[0.48151659 0.58578199 0.5535545  0.60853081 0.57630332 0.59905213
 0.61327014 0.59905213 0.49952607 0.5014218 ]";66.77$\pm$2.86;"[0.63222749 0.62559242 0.67867299 0.71658768 0.69668246 0.63601896
 0.65308057 0.67772512 0.67014218 0.69004739]";66.75$\pm$1.79;"[0.65308057 0.66635071 0.66635071 0.71279621 0.67014218 0.64739336
 0.64549763 0.67203791 0.67298578 0.66824645]";64.03$\pm$3.25;"[0.62559242 0.6464455  0.6492891  0.7014218  0.65971564 0.65308057
 0.57819905 0.66161137 0.62369668 0.60379147]";63.26$\pm$2.97;"[0.6056872  0.62464455 0.63317536 0.692891   0.60853081 0.6464455
 0.61137441 0.67962085 0.61800948 0.6056872 ]"
Hits@50;71.55$\pm$1.75;"[0.7014218  0.69194313 0.73649289 0.74597156 0.71943128 0.6957346
 0.69668246 0.72511848 0.72322275 0.71943128]";75.85$\pm$1.75;"[0.74218009 0.73175355 0.77630332 0.77630332 0.78483412 0.73364929
 0.76872038 0.75545024 0.7563981  0.75924171]";73.9$\pm$2.04;"[0.70805687 0.72701422 0.7450237  0.74597156 0.73459716 0.72796209
 0.73838863 0.79146919 0.74028436 0.73080569]";73.73$\pm$1.97;"[0.707109   0.72037915 0.73459716 0.75924171 0.74028436 0.75545024
 0.71943128 0.76303318 0.75734597 0.71563981]";73.55$\pm$2.85;"[0.7014218  0.6985782  0.72511848 0.73838863 0.77251185 0.75734597
 0.75734597 0.77819905 0.70047393 0.72511848]";76.3$\pm$2.02;"[0.74407583 0.72417062 0.77630332 0.77725118 0.79336493 0.7563981
 0.76492891 0.75165877 0.78862559 0.7535545 ]";75.37$\pm$1.78;"[0.73270142 0.71848341 0.76966825 0.76587678 0.77914692 0.74218009
 0.75829384 0.74976303 0.76966825 0.75165877]";77.02$\pm$1.56;"[0.74407583 0.76872038 0.77345972 0.80379147 0.76018957 0.77440758
 0.77535545 0.78483412 0.75734597 0.76018957]";76.62$\pm$1.79;"[0.73459716 0.76682464 0.7535545  0.76966825 0.76492891 0.7971564
 0.75545024 0.7943128  0.77061611 0.75450237]";73.58$\pm$1.44;"[0.72132701 0.72890995 0.7478673  0.75450237 0.7535545  0.71753555
 0.72037915 0.72322275 0.73838863 0.75260664]";77.49$\pm$1.21;"[0.76303318 0.75734597 0.77156398 0.79146919 0.77440758 0.76682464
 0.76492891 0.77725118 0.79526066 0.78672986]";77.46$\pm$1.43;"[0.76208531 0.75734597 0.77251185 0.80473934 0.77061611 0.76587678
 0.76777251 0.76587678 0.79241706 0.78672986]";77.0$\pm$1.73;"[0.74407583 0.75545024 0.78483412 0.79810427 0.77440758 0.74597156
 0.76018957 0.77251185 0.78862559 0.77630332]";73.79$\pm$1.91;"[0.70236967 0.72606635 0.75734597 0.73649289 0.76113744 0.71090047
 0.74123223 0.73554502 0.74881517 0.75924171]";73.31$\pm$1.8;"[0.70900474 0.72511848 0.74407583 0.74028436 0.74881517 0.70995261
 0.71469194 0.72606635 0.74691943 0.76587678]";77.88$\pm$1.69;"[0.76208531 0.76398104 0.79336493 0.7971564  0.78862559 0.7563981
 0.75260664 0.78483412 0.7943128  0.7943128 ]";77.49$\pm$1.84;"[0.75450237 0.75450237 0.79336493 0.80189573 0.77914692 0.7535545
 0.7563981  0.77156398 0.79810427 0.78578199]";75.86$\pm$2.17;"[0.74407583 0.74218009 0.77819905 0.76113744 0.80473934 0.72417062
 0.7535545  0.74123223 0.77061611 0.76587678]";76.68$\pm$1.78;"[0.72417062 0.77251185 0.77061611 0.78199052 0.77061611 0.78862559
 0.74597156 0.76492891 0.76966825 0.77914692]";77.33$\pm$1.32;"[0.75734597 0.78293839 0.77725118 0.77630332 0.75545024 0.78199052
 0.78767773 0.74881517 0.78009479 0.78483412]";75.61$\pm$1.32;"[0.73270142 0.7535545  0.75829384 0.77251185 0.7563981  0.76872038
 0.73744076 0.77156398 0.76398104 0.74597156]";75.8$\pm$2.6;"[0.73838863 0.72606635 0.78483412 0.80094787 0.79336493 0.72890995
 0.73933649 0.75260664 0.7450237  0.77061611]";75.91$\pm$1.66;"[0.7535545  0.7478673  0.75924171 0.79146919 0.78104265 0.73270142
 0.7535545  0.7563981  0.77061611 0.7450237 ]";78.21$\pm$2.16;"[0.75165877 0.75924171 0.78578199 0.82180095 0.81042654 0.77440758
 0.78767773 0.76966825 0.7971564  0.76303318]";76.77$\pm$1.72;"[0.73270142 0.75924171 0.78388626 0.79052133 0.75260664 0.76587678
 0.77345972 0.77914692 0.78483412 0.75450237]"
Hits@100;77.84$\pm$1.7;"[0.76303318 0.7535545  0.80189573 0.80189573 0.76587678 0.76018957
 0.79146919 0.77251185 0.78009479 0.79336493]";81.79$\pm$1.1;"[0.8056872  0.81421801 0.83127962 0.82180095 0.83222749 0.79526066
 0.81990521 0.81042654 0.82559242 0.82274882]";84.4$\pm$1.15;"[0.83981043 0.83791469 0.82938389 0.8549763  0.82654028 0.8464455
 0.84170616 0.85876777 0.86350711 0.84075829]";84.22$\pm$1.18;"[0.83601896 0.83127962 0.84075829 0.84739336 0.83222749 0.8492891
 0.81990521 0.8521327  0.86161137 0.85118483]";83.82$\pm$1.07;"[0.81421801 0.82464455 0.8549763  0.84170616 0.8464455  0.83886256
 0.84075829 0.83886256 0.84265403 0.83886256]";81.61$\pm$1.52;"[0.8028436  0.79146919 0.81990521 0.83601896 0.83886256 0.80094787
 0.81611374 0.80473934 0.83127962 0.81895735]";81.31$\pm$1.51;"[0.7971564  0.78293839 0.82180095 0.82654028 0.83033175 0.80189573
 0.81611374 0.81137441 0.83317536 0.80947867]";84.64$\pm$1.14;"[0.83033175 0.83033175 0.83696682 0.86255924 0.84549763 0.86161137
 0.84170616 0.8464455  0.8492891  0.85971564]";84.21$\pm$1.28;"[0.82180095 0.82654028 0.84075829 0.8492891  0.8521327  0.85592417
 0.82274882 0.84549763 0.8549763  0.85118483]";78.39$\pm$1.14;"[0.77535545 0.77725118 0.78957346 0.79620853 0.8028436  0.76777251
 0.77251185 0.77725118 0.78199052 0.79810427]";82.98$\pm$1.31;"[0.80947867 0.80853081 0.82748815 0.84170616 0.83601896 0.83507109
 0.82748815 0.82938389 0.8549763  0.82748815]";82.93$\pm$1.33;"[0.81800948 0.80473934 0.83033175 0.84265403 0.84454976 0.83886256
 0.81516588 0.83696682 0.84265403 0.81895735]";82.7$\pm$1.52;"[0.82085308 0.7943128  0.82938389 0.84265403 0.83317536 0.81232227
 0.82085308 0.83127962 0.85118483 0.83412322]";78.64$\pm$1.06;"[0.78104265 0.76398104 0.79620853 0.78199052 0.79052133 0.78672986
 0.78672986 0.78199052 0.78672986 0.80758294]";78.11$\pm$1.57;"[0.77440758 0.77725118 0.79052133 0.78104265 0.79052133 0.74881517
 0.76398104 0.78293839 0.7943128  0.80758294]";82.38$\pm$1.59;"[0.80758294 0.79526066 0.83317536 0.84739336 0.83317536 0.80947867
 0.81611374 0.81990521 0.84170616 0.83412322]";82.53$\pm$1.31;"[0.81611374 0.79620853 0.83317536 0.84170616 0.82559242 0.82180095
 0.81706161 0.82559242 0.84265403 0.83317536]";81.51$\pm$1.98;"[0.81137441 0.79146919 0.83222749 0.81327014 0.8492891  0.78293839
 0.80379147 0.80379147 0.83696682 0.82559242]";84.62$\pm$1.54;"[0.82274882 0.82938389 0.8464455  0.85592417 0.84834123 0.84739336
 0.82559242 0.8492891  0.87298578 0.86350711]";84.75$\pm$1.26;"[0.84549763 0.84739336 0.85402844 0.84170616 0.81706161 0.85687204
 0.8436019  0.8436019  0.86066351 0.86445498]";84.41$\pm$0.75;"[0.84265403 0.82464455 0.84454976 0.84265403 0.84170616 0.8492891
 0.84454976 0.85023697 0.85402844 0.8464455 ]";81.42$\pm$2.33;"[0.7971564  0.78104265 0.84739336 0.84549763 0.84265403 0.80473934
 0.7943128  0.79336493 0.80758294 0.82843602]";81.53$\pm$1.63;"[0.81800948 0.78862559 0.82274882 0.83696682 0.84170616 0.7943128
 0.81800948 0.81232227 0.81990521 0.8       ]";84.78$\pm$1.54;"[0.81800948 0.82843602 0.85971564 0.86255924 0.85971564 0.83886256
 0.84265403 0.85118483 0.87014218 0.8464455 ]";83.75$\pm$1.69;"[0.81990521 0.80094787 0.83222749 0.85023697 0.8464455  0.8464455
 0.82559242 0.85687204 0.85592417 0.84075829]"
ROCAUC;90.61$\pm$0.77;"[0.90007015 0.88759956 0.91215516 0.91177826 0.90529683 0.90693291
 0.91316817 0.90168774 0.90705325 0.91480155]";91.73$\pm$0.78;"[0.91408671 0.90863098 0.9248211  0.91871791 0.92124166 0.90548191
 0.91550729 0.91030929 0.9329874  0.92128928]";93.43$\pm$0.5;"[0.92926068 0.9312055  0.9306242  0.92760585 0.93269334 0.93707599
 0.93245255 0.94202466 0.94304613 0.93701849]";93.39$\pm$0.47;"[0.92983848 0.92986052 0.93396015 0.92961883 0.93369241 0.93192965
 0.92870241 0.9415943  0.94172954 0.93806788]";93.41$\pm$0.4;"[0.92892974 0.92817322 0.9384331  0.93053076 0.93961951 0.93186676
 0.93180746 0.93600683 0.93780498 0.93752701]";91.7$\pm$0.9;"[0.91259386 0.90066441 0.91759754 0.92165046 0.92715528 0.91042879
 0.91575886 0.90985557 0.93403329 0.92025651]";91.57$\pm$0.84;"[0.90561166 0.90083601 0.91476562 0.91880551 0.92483906 0.91150603
 0.92280317 0.9121071  0.93017707 0.91575571]";93.8$\pm$0.52;"[0.92770488 0.93063049 0.93801667 0.94137328 0.93691696 0.94575054
 0.93594214 0.94065093 0.9413959  0.94195189]";93.62$\pm$0.58;"[0.92776244 0.93235821 0.93418297 0.9345118  0.93684104 0.93860066
 0.92724961 0.94100402 0.94500301 0.94410638]";89.62$\pm$0.79;"[0.8846021  0.88299274 0.90207138 0.90247569 0.90463916 0.89459446
 0.89043103 0.89205903 0.90201264 0.90573078]";92.18$\pm$0.68;"[0.91456244 0.91112239 0.92944813 0.9224402  0.92458929 0.91789223
 0.91598751 0.92202152 0.9350612  0.92468723]";92.22$\pm$0.68;"[0.91769202 0.90888525 0.92884437 0.92441769 0.92786505 0.91921385
 0.91468026 0.92408167 0.93236238 0.9244105 ]";92.1$\pm$0.83;"[0.91738626 0.90825184 0.92565127 0.92541318 0.92647874 0.90804609
 0.91511781 0.92048337 0.93304496 0.93049213]";89.59$\pm$0.88;"[0.88972724 0.87464433 0.89908582 0.89952696 0.90046675 0.89145707
 0.89830956 0.89405719 0.90577623 0.90644774]";89.38$\pm$1.0;"[0.88245996 0.8817987  0.89772018 0.89862582 0.90115945 0.88037196
 0.88955055 0.89040498 0.90423842 0.91131825]";91.73$\pm$0.83;"[0.91322518 0.90097347 0.92491633 0.92395948 0.91929022 0.90833584
 0.91650951 0.91156173 0.92749085 0.92641046]";91.46$\pm$1.06;"[0.90624747 0.89466724 0.92509602 0.92397206 0.91395791 0.90662474
 0.91162463 0.90889064 0.93055208 0.92445812]";91.67$\pm$0.98;"[0.91069633 0.90593652 0.92629995 0.91300465 0.92716067 0.90161227
 0.91377148 0.91156713 0.93392627 0.92305474]";93.81$\pm$0.61;"[0.93326708 0.93037263 0.9412457  0.94164641 0.93512994 0.94006065
 0.92749579 0.94163294 0.94902111 0.94122953]";93.79$\pm$0.49;"[0.93457917 0.93317401 0.94142    0.93731587 0.92995665 0.93925114
 0.9348604  0.93755306 0.94671349 0.94425327]";93.59$\pm$0.4;"[0.93174366 0.92908246 0.93474271 0.93488466 0.93868736 0.93692505
 0.93212372 0.93952337 0.94277094 0.938841  ]";91.72$\pm$1.09;"[0.90765488 0.89852339 0.93030076 0.92713551 0.92925945 0.90852586
 0.91078188 0.90974417 0.92211481 0.92840502]";91.49$\pm$0.8;"[0.90904296 0.898111   0.91917342 0.91925968 0.92154444 0.90755464
 0.91146291 0.91660385 0.92740991 0.91921071]";93.88$\pm$0.71;"[0.92619315 0.9276027  0.94192583 0.94290335 0.94208935 0.94163833
 0.93348218 0.94048741 0.95067313 0.94071113]";93.52$\pm$0.62;"[0.92984253 0.9220916  0.93533029 0.93654231 0.93719728 0.93294041
 0.93056939 0.94257452 0.94344002 0.94098875]"
AP;92.5$\pm$0.52;"[0.92193073 0.91335577 0.93060641 0.9325525  0.92452711 0.9244839
 0.92322165 0.92276487 0.92631459 0.93007767]";93.49$\pm$0.57;"[0.93208595 0.93113391 0.93983758 0.93893415 0.93959647 0.92540219
 0.92876503 0.93189524 0.94490723 0.93605225]";93.78$\pm$0.5;"[0.93083267 0.94037365 0.93494922 0.93436584 0.93806132 0.94174116
 0.94097691 0.94861713 0.93543839 0.93229261]";93.66$\pm$0.48;"[0.93246287 0.93604766 0.93825432 0.93616905 0.94059504 0.93374095
 0.93498036 0.94839874 0.93564562 0.93009488]";93.7$\pm$0.42;"[0.93273541 0.93230491 0.94240188 0.93446784 0.94433514 0.93530597
 0.93988721 0.93974265 0.93160096 0.93737974]";93.5$\pm$0.65;"[0.93119391 0.92546089 0.93743053 0.94129727 0.94313361 0.93007012
 0.93009266 0.93075362 0.94668768 0.93369774]";93.34$\pm$0.62;"[0.9272007  0.9212697  0.93457595 0.93761307 0.94151069 0.92852667
 0.93189568 0.9343031  0.94299449 0.93388015]";94.26$\pm$0.49;"[0.93396529 0.94267695 0.93933592 0.94642407 0.94152912 0.95177728
 0.94236693 0.94837364 0.94113267 0.93856088]";94.14$\pm$0.46;"[0.93384667 0.94105068 0.93546811 0.94220378 0.94444616 0.9436308
 0.93569784 0.94846048 0.94498022 0.94415723]";92.26$\pm$0.62;"[0.91327378 0.91604682 0.92898081 0.92738935 0.92908696 0.92016443
 0.91447598 0.91977578 0.92790575 0.92906511]";93.98$\pm$0.49;"[0.93424228 0.93357321 0.94434199 0.9419264  0.94088293 0.9381555
 0.93326077 0.94066448 0.94977092 0.9408774 ]";94.02$\pm$0.45;"[0.93604785 0.93314837 0.94445559 0.94357579 0.94284015 0.93920227
 0.93334768 0.9409237  0.94752297 0.9412381 ]";93.93$\pm$0.6;"[0.93509503 0.93184418 0.94388456 0.94413202 0.94205665 0.93057751
 0.93281698 0.93968178 0.94900942 0.94371373]";92.3$\pm$0.61;"[0.91598291 0.91067093 0.92689009 0.92527869 0.92799732 0.91897731
 0.9220532  0.92159365 0.9299499  0.93023699]";92.1$\pm$0.75;"[0.91042107 0.91468881 0.92529517 0.92510945 0.92665563 0.91142557
 0.91454198 0.91976132 0.93011952 0.93235453]";93.8$\pm$0.59;"[0.93276345 0.92880272 0.94338201 0.94426392 0.94048111 0.93089835
 0.93375854 0.93672592 0.94603945 0.94302281]";93.64$\pm$0.69;"[0.93011492 0.9254004  0.94267148 0.9432725  0.93619151 0.93066364
 0.93149107 0.93393869 0.94845897 0.94139782]";93.44$\pm$0.75;"[0.93021548 0.93013846 0.94178646 0.93470339 0.94401029 0.91987157
 0.92760061 0.93269598 0.94519087 0.93729991]";94.26$\pm$0.47;"[0.93864571 0.93859664 0.9459285  0.94895562 0.94103136 0.94473795
 0.93503874 0.94951856 0.94565787 0.93828716]";94.22$\pm$0.35;"[0.94172594 0.94247022 0.94526759 0.94435344 0.93429865 0.94265576
 0.94198027 0.94506045 0.94626776 0.93781275]";93.99$\pm$0.35;"[0.93557028 0.9375141  0.93989881 0.94284058 0.94362169 0.93819663
 0.9399514  0.94709282 0.93833357 0.93559482]";93.48$\pm$0.82;"[0.92678969 0.92313113 0.94528619 0.94452797 0.94482001 0.92930374
 0.92867227 0.92740515 0.93709567 0.94072722]";93.4$\pm$0.6;"[0.92936487 0.9231169  0.93694336 0.93926929 0.93928046 0.92744073
 0.92899262 0.93706104 0.94252557 0.93555142]";94.55$\pm$0.57;"[0.93500061 0.93706955 0.94765968 0.95041191 0.94907738 0.94869629
 0.94090474 0.94748526 0.95332638 0.94504579]";94.21$\pm$0.47;"[0.93877964 0.93456165 0.94291936 0.94283779 0.94517214 0.94096564
 0.93873116 0.95186518 0.94643012 0.93827457]"
pretrain_time;nan$\pm$nan;[];15.32$\pm$0.91;"[15.52875853 14.8055892  15.21196127 14.37076783 15.04970336 16.88031268
 16.98622727 15.36914325 14.95548344 14.0202167 ]";21.66$\pm$3.54;"[22.4402144  23.51216388 25.58697772 22.9473598  26.12678003 21.25576615
 24.4255352  16.17218995 18.50193644 15.63421059]";22.33$\pm$3.48;"[22.7893784  22.50882792 25.86913586 22.92681837 26.10276914 21.29851437
 25.85942364 16.59529996 23.78707361 15.60300612]";19.98$\pm$3.15;"[16.26759362 18.35016298 22.66697264 16.84115958 24.65532875 21.65291166
 25.178231   18.86446381 18.70248365 16.62515569]";18.03$\pm$3.52;"[16.44604301 20.76812029 23.3084178  15.21954513 16.03568816 15.89693856
 25.3453958  15.75453424 16.50711703 15.04334521]";17.17$\pm$0.69;"[16.89639497 16.88668966 17.33900928 16.40672302 17.9554863  17.63274932
 18.30755472 17.12231612 17.33918834 15.79411006]";25.92$\pm$6.68;"[35.13820624 28.48976755 34.99946475 19.56223845 29.09777761 18.23660254
 28.58246708 18.84805918 29.83157587 16.42412019]";25.66$\pm$4.39;"[20.97861004 27.80321383 24.4548831  20.39965606 31.62369919 23.06349611
 33.78278995 21.53993535 28.76111627 24.24118924]";12.54$\pm$0.54;"[13.18151855 12.527004   12.50537157 12.51042986 13.27491975 11.6482923
 12.82504988 11.53241301 12.85524869 12.52276492]";16.83$\pm$1.69;"[18.42309427 13.344486   16.57113028 19.91306639 17.75286055 16.03542089
 17.35667443 15.18572426 16.84378862 16.82729745]";17.79$\pm$1.95;"[18.78715301 15.92448831 16.55150628 19.52600908 18.16119027 16.00221848
 19.71949315 15.19714618 21.5003047  16.55989265]";17.2$\pm$1.38;"[15.62514162 14.82026219 17.03513312 19.06937051 17.23601937 18.28951025
 19.49642372 17.19760561 16.98723722 16.24458313]";13.74$\pm$1.0;"[14.39643502 14.84888124 13.70310688 14.86777425 14.74710369 12.32963204
 13.94104004 12.33007884 12.32228279 13.94239712]";14.48$\pm$0.58;"[14.93268085 14.06826591 14.31899476 14.46357369 15.1087873  13.8076272
 15.30348706 13.42357445 14.33838177 15.0247817 ]";23.23$\pm$4.79;"[23.73546767 22.393893   26.06726623 24.34406471 23.95896792 17.88185835
 35.19722748 20.28277254 20.85226703 17.5446043 ]";19.51$\pm$2.93;"[20.80930662 22.92162633 19.1355381  16.48042631 25.97210145 18.73340607
 19.86151385 16.64710307 18.41251206 16.16301608]";16.01$\pm$0.84;"[15.56965518 15.87401485 15.44745374 15.30000734 16.86298466 16.90913677
 17.50538874 16.52437925 15.20740724 14.86363339]";19.98$\pm$3.79;"[16.97094536 19.05697489 27.72390795 17.95604634 26.5827837  21.11403894
 17.78318501 16.37264538 18.01457047 18.24493551]";21.24$\pm$4.02;"[20.14279389 18.83797598 25.08059144 17.76038504 26.29763937 25.87599397
 26.53589535 16.17911816 19.25204444 16.46528006]";18.54$\pm$1.76;"[17.26619768 17.67178559 22.94872689 17.91732717 19.60086107 18.32457209
 18.03393769 16.86366987 19.93439031 16.88132954]";20.68$\pm$6.27;"[20.15980768 20.19198513 16.04182005 18.46799636 17.15841699 17.58720779
 29.38986111 16.46249437 35.69787407 15.6917479 ]";17.46$\pm$0.78;"[18.02751875 17.21435332 16.73822165 16.55909586 17.4176507  16.82350039
 18.79947066 17.99468422 18.49018312 16.5649941 ]";26.93$\pm$5.58;"[31.64152908 21.6438005  37.00219941 21.36982155 29.6099546  18.82239103
 29.17039752 24.61592913 23.03345847 32.40602183]";27.89$\pm$5.93;"[21.92012596 32.2934494  37.64182067 23.89095497 25.25415325 22.33533812
 35.07448339 22.61232448 34.65869451 23.20730114]"
