metrics;grace_rjc_mean;grace_rjc;grace_raa_mean;grace_raa;grace_rra_mean;grace_rra;grace_raa+scom_mean;grace_raa+scom;grace_raa+deg_mean;grace_raa+deg;grace_sbm+raa_mean;grace_sbm+raa;bgrl_rjc_mean;bgrl_rjc;bgrl_raa_mean;bgrl_raa;bgrl_rra_mean;bgrl_rra;bgrl_raa+scom_mean;bgrl_raa+scom;bgrl_raa+deg_mean;bgrl_raa+deg;bgrl_sbm+raa_mean;bgrl_sbm+raa
Hits@10;65.49$\pm$1.78;"[0.67472527 0.63516484 0.67252747 0.67252747 0.65384615 0.66593407
 0.63516484 0.66703297 0.65054945 0.62197802]";64.88$\pm$4.81;"[0.70659341 0.58901099 0.66263736 0.69120879 0.68461538 0.63406593
 0.55274725 0.7032967  0.63296703 0.63076923]";66.07$\pm$3.54;"[0.68021978 0.65054945 0.68131868 0.71208791 0.69230769 0.67032967
 0.58131868 0.67142857 0.63296703 0.63406593]";63.49$\pm$3.34;"[0.68681319 0.5978022  0.65934066 0.64175824 0.63516484 0.64615385
 0.56263736 0.66593407 0.62967033 0.62417582]";61.2$\pm$5.15;"[0.58021978 0.57362637 0.66813187 0.65714286 0.62747253 0.57472527
 0.51538462 0.68571429 0.65274725 0.58461538]";55.76$\pm$3.73;"[0.63296703 0.5010989  0.54285714 0.59340659 0.55494505 0.54725275
 0.51538462 0.58461538 0.57252747 0.53076923]";65.7$\pm$2.03;"[0.68021978 0.63846154 0.65604396 0.6956044  0.63626374 0.64175824
 0.62747253 0.66813187 0.66593407 0.66043956]";63.2$\pm$1.57;"[0.64945055 0.62417582 0.63956044 0.65714286 0.62417582 0.63076923
 0.61318681 0.64725275 0.62967033 0.6043956 ]";62.98$\pm$2.36;"[0.65714286 0.62967033 0.64505495 0.66483516 0.63406593 0.63516484
 0.58461538 0.63406593 0.61648352 0.5967033 ]";63.2$\pm$2.97;"[0.69010989 0.63406593 0.63406593 0.63516484 0.5989011  0.64175824
 0.61758242 0.62307692 0.66593407 0.57912088]";64.13$\pm$5.04;"[0.75384615 0.60549451 0.63406593 0.62857143 0.62087912 0.70769231
 0.63296703 0.64835165 0.61428571 0.56703297]";67.57$\pm$2.78;"[0.71428571 0.68241758 0.69010989 0.71868132 0.65604396 0.67912088
 0.64945055 0.67032967 0.67582418 0.62087912]"
Hits@20;71.19$\pm$1.64;"[0.72967033 0.71978022 0.72747253 0.71208791 0.71208791 0.6956044
 0.69010989 0.73736264 0.70879121 0.68571429]";71.13$\pm$3.47;"[0.76043956 0.65164835 0.70989011 0.75604396 0.72637363 0.6978022
 0.65934066 0.73846154 0.71648352 0.6967033 ]";71.45$\pm$1.88;"[0.73406593 0.7010989  0.73186813 0.73186813 0.72197802 0.71868132
 0.67472527 0.71208791 0.69120879 0.72747253]";69.92$\pm$1.5;"[0.71868132 0.6967033  0.71098901 0.71758242 0.67362637 0.68461538
 0.70769231 0.70989011 0.68681319 0.68571429]";68.23$\pm$2.98;"[0.67032967 0.66703297 0.72967033 0.69230769 0.65934066 0.68131868
 0.63846154 0.71978022 0.71648352 0.64835165]";62.32$\pm$2.26;"[0.66593407 0.60769231 0.61428571 0.64395604 0.61428571 0.61208791
 0.60989011 0.65054945 0.62747253 0.58571429]";69.12$\pm$1.79;"[0.71758242 0.67472527 0.68461538 0.71428571 0.65714286 0.68131868
 0.68791209 0.6989011  0.70879121 0.68681319]";66.36$\pm$1.16;"[0.68241758 0.66153846 0.66043956 0.67582418 0.66593407 0.66813187
 0.66043956 0.67032967 0.65274725 0.63846154]";66.93$\pm$1.41;"[0.69010989 0.65494505 0.66923077 0.67692308 0.66263736 0.68131868
 0.65934066 0.66263736 0.69010989 0.64615385]";66.04$\pm$2.61;"[0.71208791 0.66153846 0.65714286 0.65714286 0.62967033 0.65824176
 0.67582418 0.64175824 0.69120879 0.61978022]";68.95$\pm$5.48;"[0.79230769 0.65604396 0.66263736 0.66483516 0.64395604 0.75714286
 0.75934066 0.68021978 0.65054945 0.62747253]";71.64$\pm$2.2;"[0.74395604 0.6967033  0.73076923 0.75274725 0.7032967  0.73626374
 0.70879121 0.70659341 0.7043956  0.68021978]"
Hits@50;78.19$\pm$1.31;"[0.79450549 0.79450549 0.8010989  0.77032967 0.78021978 0.75824176
 0.79010989 0.78681319 0.77472527 0.76813187]";79.25$\pm$1.41;"[0.81538462 0.78681319 0.8010989  0.81758242 0.79120879 0.77032967
 0.78131868 0.78351648 0.78901099 0.78901099]";78.74$\pm$1.42;"[0.8010989  0.78571429 0.80659341 0.79230769 0.78571429 0.77692308
 0.76483516 0.77582418 0.77472527 0.80989011]";77.46$\pm$0.77;"[0.76923077 0.77252747 0.78571429 0.77472527 0.76813187 0.76043956
 0.77582418 0.78571429 0.78241758 0.77142857]";78.11$\pm$2.67;"[0.81758242 0.77032967 0.7989011  0.78241758 0.74395604 0.82967033
 0.78351648 0.77692308 0.76153846 0.74615385]";68.7$\pm$1.85;"[0.71208791 0.66593407 0.67252747 0.71428571 0.67362637 0.67472527
 0.70769231 0.7010989  0.68131868 0.66703297]";73.46$\pm$1.47;"[0.76043956 0.72747253 0.72087912 0.75164835 0.7043956  0.73186813
 0.73736264 0.73406593 0.74065934 0.73736264]";71.08$\pm$1.22;"[0.72417582 0.70769231 0.69340659 0.71758242 0.7        0.71098901
 0.72527473 0.72417582 0.71428571 0.69010989]";72.05$\pm$1.01;"[0.73846154 0.71758242 0.71428571 0.71208791 0.71318681 0.71428571
 0.73516484 0.72197802 0.73076923 0.70769231]";70.81$\pm$2.06;"[0.75604396 0.71868132 0.7021978  0.7043956  0.68461538 0.7
 0.71648352 0.7010989  0.71978022 0.67802198]";73.84$\pm$5.96;"[0.82747253 0.69230769 0.71208791 0.69340659 0.6978022  0.83296703
 0.81648352 0.73846154 0.7032967  0.66923077]";76.37$\pm$1.23;"[0.78131868 0.75604396 0.76703297 0.78571429 0.76923077 0.75384615
 0.76923077 0.74725275 0.75714286 0.75054945]"
Hits@100;83.86$\pm$0.99;"[0.85164835 0.84615385 0.84725275 0.83076923 0.83076923 0.82967033
 0.84505495 0.85054945 0.82967033 0.82417582]";84.95$\pm$1.34;"[0.85164835 0.86153846 0.86703297 0.86703297 0.82857143 0.82747253
 0.84065934 0.84945055 0.84725275 0.85384615]";84.54$\pm$1.14;"[0.84505495 0.83186813 0.86373626 0.84725275 0.84615385 0.83846154
 0.83406593 0.84615385 0.83406593 0.86703297]";83.77$\pm$0.89;"[0.83626374 0.83516484 0.85494505 0.83186813 0.82857143 0.82527473
 0.84285714 0.84285714 0.84835165 0.83076923]";83.77$\pm$2.88;"[0.88351648 0.83296703 0.83736264 0.83296703 0.8        0.88791209
 0.84615385 0.83186813 0.83186813 0.79230769]";74.35$\pm$1.63;"[0.76043956 0.73516484 0.74065934 0.75384615 0.71758242 0.73736264
 0.76923077 0.76043956 0.73956044 0.72087912]";77.98$\pm$1.35;"[0.7956044  0.77032967 0.76483516 0.7967033  0.75274725 0.78461538
 0.77582418 0.77912088 0.79340659 0.78461538]";75.97$\pm$1.4;"[0.78571429 0.75494505 0.74725275 0.76813187 0.73406593 0.76813187
 0.77362637 0.75164835 0.75384615 0.75934066]";76.22$\pm$1.07;"[0.77802198 0.76923077 0.75494505 0.76813187 0.73626374 0.76043956
 0.76373626 0.76703297 0.76703297 0.75714286]";75.64$\pm$1.56;"[0.79450549 0.76923077 0.74615385 0.75604396 0.74175824 0.74285714
 0.75714286 0.75164835 0.76373626 0.74065934]";77.95$\pm$5.91;"[0.85604396 0.72527473 0.73956044 0.74395604 0.73736264 0.88351648
 0.86153846 0.77032967 0.75494505 0.72197802]";79.99$\pm$1.25;"[0.82087912 0.7978022  0.79450549 0.81978022 0.81098901 0.78571429
 0.8021978  0.78791209 0.78681319 0.79230769]"
ROCAUC;93.64$\pm$0.43;"[0.94345007 0.94010627 0.94120214 0.9336149  0.9294898  0.93635914
 0.93895061 0.93395604 0.93635199 0.93069496]";94.02$\pm$0.41;"[0.94164231 0.94280401 0.94603779 0.94101618 0.93320191 0.93755404
 0.93650767 0.94502174 0.943001   0.93504468]";93.75$\pm$0.31;"[0.94023427 0.93838184 0.93845912 0.93481947 0.93376947 0.93877913
 0.93277865 0.94165137 0.93452049 0.94133559]";93.29$\pm$0.3;"[0.93450187 0.93580667 0.93677752 0.9334235  0.92664835 0.93181741
 0.93099143 0.93251238 0.93592645 0.93012257]";93.64$\pm$0.93;"[0.94562613 0.93399831 0.93797979 0.93449523 0.92328342 0.95230105
 0.9457807  0.93623113 0.93384833 0.92039126]";88.26$\pm$1.0;"[0.88801836 0.87447168 0.8792327  0.89318078 0.86722377 0.88639657
 0.89928571 0.88760295 0.88252941 0.86766816]";89.76$\pm$0.54;"[0.90637121 0.89055851 0.90229935 0.90156865 0.88776537 0.90171356
 0.89640019 0.89636517 0.89850155 0.89441311]";88.82$\pm$0.8;"[0.9022618  0.88844826 0.89151706 0.88692911 0.86982128 0.88950127
 0.89441493 0.89114539 0.88468308 0.88342712]";88.85$\pm$0.6;"[0.89755102 0.88578795 0.89185435 0.89233426 0.874459   0.89132834
 0.8900314  0.8913223  0.8872351  0.88306666]";88.36$\pm$0.7;"[0.89994445 0.88772431 0.88073599 0.87901944 0.87719599 0.88454172
 0.88729743 0.88254196 0.88483662 0.87258   ]";89.45$\pm$3.14;"[0.94087429 0.87328704 0.87599826 0.8701431  0.8729145  0.94737713
 0.9372298  0.88672624 0.87346438 0.86743751]";90.37$\pm$0.57;"[0.9112414  0.89913356 0.90863163 0.90594675 0.91073844 0.90260234
 0.90724671 0.89757396 0.900489   0.89349595]"
AP;94.78$\pm$0.34;"[0.95382866 0.95010067 0.95049463 0.94764466 0.94121368 0.94617516
 0.94837945 0.94831771 0.94838372 0.94319436]";95.1$\pm$0.36;"[0.95360874 0.95081506 0.95571318 0.95480887 0.94603443 0.94809916
 0.94640649 0.95446091 0.95295289 0.94676734]";94.92$\pm$0.3;"[0.95224754 0.94904029 0.9524239  0.9499874  0.94427864 0.95108489
 0.94387429 0.95212651 0.94677278 0.95055438]";94.58$\pm$0.27;"[0.94798898 0.94667836 0.95060463 0.94721738 0.941572   0.9448945
 0.94361955 0.94613006 0.94766986 0.94175142]";94.66$\pm$0.62;"[0.95108144 0.94459399 0.95076995 0.94755759 0.93783864 0.95560533
 0.95014881 0.94872385 0.94613686 0.93349742]";90.96$\pm$0.77;"[0.9170799  0.90157296 0.90751917 0.91857463 0.89913097 0.91032109
 0.92026342 0.91447405 0.90948055 0.89782604]";92.41$\pm$0.46;"[0.93155572 0.91912232 0.92637198 0.92917433 0.91575062 0.92623292
 0.92243356 0.92377845 0.92632487 0.92023867]";91.68$\pm$0.58;"[0.92799382 0.91624051 0.91780129 0.91848621 0.90547526 0.91806985
 0.92063982 0.91929012 0.91447632 0.90967856]";91.74$\pm$0.47;"[0.92466096 0.91579651 0.91918783 0.92127792 0.90808258 0.91913914
 0.91810258 0.91935477 0.9179504  0.91044903]";91.41$\pm$0.65;"[0.92881824 0.9168657  0.91308937 0.91266752 0.90781571 0.91379443
 0.9165242  0.91331819 0.91590393 0.9020996 ]";92.23$\pm$2.24;"[0.95613587 0.90691105 0.91058532 0.90634766 0.90632612 0.95977844
 0.95102494 0.91891589 0.90819898 0.89869298]";93.02$\pm$0.44;"[0.93710092 0.92707313 0.93338505 0.93401456 0.93396379 0.92913847
 0.93166285 0.92571457 0.92784498 0.92210725]"
pretrain_time;24.63$\pm$1.74;"[21.46496964 24.18505907 26.75199246 24.1396482  24.81895328 22.55523181
 27.42641997 24.84115434 26.22681737 23.85522056]";23.89$\pm$1.3;"[21.18069386 24.60857773 24.83311939 24.19352484 25.92852712 23.03835535
 24.91013622 23.82248402 22.44111538 23.98068237]";24.83$\pm$1.6;"[22.41391015 24.97173429 28.13599062 24.77695322 24.2505877  23.97134972
 25.55372882 24.41067386 23.00911808 26.76071644]";25.36$\pm$1.78;"[25.69869041 25.42500591 27.23561454 23.02250838 22.72348213 25.29736948
 28.78905821 26.55605173 24.9337399  23.87160134]";25.12$\pm$2.4;"[29.50765085 24.58964539 26.07305002 22.04819703 21.65006495 26.88067055
 28.01559782 25.08183217 23.83668399 23.5357995 ]";1407.51$\pm$106.27;"[1298.33625388 1456.13468051 1657.53868484 1273.27009225 1430.94989967
 1278.64536953 1431.44300461 1426.15515733 1411.92095852 1410.72906733]";17.36$\pm$0.33;"[17.66695023 17.79960752 17.21717978 17.38096404 17.23095322 17.02481699
 17.53749228 16.99139333 17.89581585 16.89240575]";17.37$\pm$0.44;"[17.57342887 18.50188327 17.0877738  17.10950208 17.2419312  17.15724111
 17.43937874 16.86765099 17.5955205  17.10553861]";17.48$\pm$0.45;"[17.63934565 18.23545814 17.61200118 17.26300168 17.2496717  17.20573854
 17.44235587 16.80015469 18.26959777 17.12250733]";19.5$\pm$0.32;"[19.14952326 19.66578484 19.46179104 19.47516108 19.46805406 19.86257029
 19.58296371 18.97395182 20.13080883 19.24001694]";19.36$\pm$2.01;"[19.86643195 19.03899169 18.35116577 18.21547651 18.19657683 25.06283045
 19.80909562 18.07980299 18.96618152 18.05805135]";1258.98$\pm$76.82;"[1285.91532946 1383.12819958 1236.77333045 1205.41140342 1299.30935383
 1230.30505443 1182.71267748 1118.8037982  1283.72403789 1363.76589108]"
