metrics;a2grace_random_mean;a2grace_random;a2grace_deg_mean;a2grace_deg;a2grace_raa_mean;a2grace_raa;a2grace_sbm+random_mean;a2grace_sbm+random;a2grace_sbm+deg_mean;a2grace_sbm+deg;a2grace_sbm+raa_mean;a2grace_sbm+raa;a2bgrl_random_mean;a2bgrl_random;a2bgrl_deg_mean;a2bgrl_deg;a2bgrl_raa_mean;a2bgrl_raa;a2bgrl_sbm+random_mean;a2bgrl_sbm+random;a2bgrl_sbm+deg_mean;a2bgrl_sbm+deg;a2bgrl_sbm+raa_mean;a2bgrl_sbm+raa
Hits@10;20.04$\pm$1.88;"[0.18021201 0.18374558 0.22261484 0.20141343 0.19081272 0.18374558
 0.22968198 0.19787986 0.18374558 0.22968198]";18.37$\pm$3.21;"[0.14487633 0.20141343 0.2614841  0.19081272 0.16254417 0.15547703
 0.19434629 0.18727915 0.15194346 0.18727915]";20.07$\pm$1.57;"[0.16607774 0.19787986 0.19434629 0.19434629 0.204947   0.20848057
 0.19081272 0.204947   0.22614841 0.21908127]";54.98$\pm$7.4;"[0.58657244 0.57597173 0.48409894 0.48056537 0.46996466 0.56183746
 0.48056537 0.53003534 0.71731449 0.61130742]";40.88$\pm$9.88;"[0.30388693 0.62190813 0.46289753 0.30742049 0.32155477 0.38869258
 0.53710247 0.40989399 0.36749117 0.36749117]";51.2$\pm$5.13;"[0.48763251 0.5229682  0.44876325 0.39575972 0.57243816 0.55830389
 0.53710247 0.51590106 0.53710247 0.54416961]";13.46$\pm$1.96;"[0.12367491 0.12367491 0.14487633 0.13427562 0.16961131 0.13074205
 0.13074205 0.15194346 0.14487633 0.09187279]";14.42$\pm$2.44;"[0.1590106  0.1130742  0.12014134 0.13780919 0.15194346 0.13074205
 0.18374558 0.16607774 0.16961131 0.10954064]";12.93$\pm$1.96;"[0.14134276 0.1024735  0.13427562 0.1024735  0.14487633 0.13780919
 0.13780919 0.13427562 0.1590106  0.09893993]";16.43$\pm$4.59;"[0.15547703 0.22968198 0.17314488 0.17314488 0.06360424 0.18727915
 0.13427562 0.22614841 0.16961131 0.13074205]";18.09$\pm$2.54;"[0.19787986 0.13074205 0.17667845 0.21201413 0.18727915 0.204947
 0.19434629 0.19434629 0.16961131 0.14134276]";12.01$\pm$2.2;"[0.12367491 0.10600707 0.16254417 0.09893993 0.14840989 0.12367491
 0.11660777 0.11660777 0.12367491 0.08127208]"
Hits@20;25.58$\pm$2.07;"[0.22614841 0.26501767 0.25088339 0.2614841  0.27915194 0.22614841
 0.25441696 0.26501767 0.23674912 0.29328622]";26.01$\pm$5.46;"[0.20141343 0.26855124 0.37102473 0.24028269 0.26501767 0.18727915
 0.2155477  0.28268551 0.23674912 0.33215548]";24.95$\pm$2.32;"[0.22261484 0.24734982 0.24381625 0.22614841 0.22968198 0.2614841
 0.23321555 0.25441696 0.30035336 0.27561837]";67.67$\pm$4.61;"[0.6819788  0.64664311 0.59010601 0.69964664 0.66431095 0.69257951
 0.71731449 0.61837456 0.75618375 0.69964664]";55.27$\pm$6.17;"[0.5335689  0.66077739 0.53003534 0.50883392 0.46289753 0.51590106
 0.65371025 0.5335689  0.60424028 0.5229682 ]";61.52$\pm$3.65;"[0.59010601 0.60424028 0.54770318 0.60070671 0.65371025 0.60424028
 0.6360424  0.58657244 0.65724382 0.67137809]";17.56$\pm$1.72;"[0.17314488 0.15194346 0.19081272 0.18727915 0.19787986 0.16961131
 0.17314488 0.19787986 0.16961131 0.14487633]";19.26$\pm$3.02;"[0.19434629 0.16254417 0.19081272 0.19434629 0.22261484 0.16607774
 0.23321555 0.20848057 0.22261484 0.13074205]";17.0$\pm$2.82;"[0.17314488 0.14487633 0.1590106  0.15194346 0.18374558 0.16254417
 0.17314488 0.18727915 0.23674912 0.12720848]";21.84$\pm$4.11;"[0.204947   0.2614841  0.22968198 0.23674912 0.10954064 0.23321555
 0.2155477  0.26501767 0.21908127 0.20848057]";24.31$\pm$2.45;"[0.28975265 0.22261484 0.21201413 0.25441696 0.24028269 0.23321555
 0.26501767 0.23321555 0.26855124 0.21201413]";16.54$\pm$2.56;"[0.17314488 0.13427562 0.20141343 0.19081272 0.19787986 0.16254417
 0.16254417 0.1590106  0.15547703 0.11660777]"
Hits@50;36.04$\pm$2.05;"[0.35335689 0.37809187 0.33215548 0.35689046 0.3745583  0.33215548
 0.36749117 0.34628975 0.40282686 0.36042403]";42.97$\pm$6.99;"[0.51590106 0.33922261 0.49116608 0.39222615 0.45936396 0.33922261
 0.32508834 0.49116608 0.45229682 0.49116608]";33.57$\pm$3.04;"[0.3180212  0.29681979 0.31448763 0.32508834 0.33215548 0.34982332
 0.30742049 0.33568905 0.37809187 0.39929329]";76.64$\pm$4.48;"[0.77031802 0.72791519 0.68904594 0.78798587 0.73498233 0.795053
 0.79858657 0.71378092 0.82332155 0.82332155]";71.27$\pm$4.59;"[0.73498233 0.72084806 0.65724382 0.71024735 0.66431095 0.65017668
 0.76678445 0.67844523 0.76678445 0.77738516]";71.87$\pm$3.12;"[0.71731449 0.68904594 0.6819788  0.74558304 0.69964664 0.69611307
 0.74558304 0.68551237 0.75618375 0.77031802]";26.93$\pm$3.2;"[0.25441696 0.23674912 0.31095406 0.24734982 0.29681979 0.26855124
 0.24734982 0.3180212  0.29328622 0.21908127]";29.61$\pm$4.0;"[0.31095406 0.27915194 0.25088339 0.27208481 0.32155477 0.32155477
 0.34982332 0.29681979 0.34275618 0.2155477 ]";26.15$\pm$3.69;"[0.27561837 0.20141343 0.25441696 0.21908127 0.31448763 0.24734982
 0.25088339 0.30742049 0.30742049 0.23674912]";32.76$\pm$4.86;"[0.30388693 0.37102473 0.3639576  0.34275618 0.19787986 0.33568905
 0.36749117 0.35335689 0.30742049 0.33215548]";36.68$\pm$3.77;"[0.38515901 0.34275618 0.32155477 0.38869258 0.38515901 0.34275618
 0.44169611 0.34628975 0.39929329 0.31448763]";26.25$\pm$2.84;"[0.28975265 0.24734982 0.25441696 0.29328622 0.28975265 0.26501767
 0.25795053 0.2614841  0.27561837 0.19081272]"
Hits@100;50.25$\pm$3.12;"[0.49116608 0.5335689  0.4770318  0.51236749 0.48763251 0.44169611
 0.5229682  0.49823322 0.49823322 0.56183746]";59.51$\pm$8.59;"[0.75265018 0.46996466 0.59010601 0.5229682  0.5795053  0.64664311
 0.46289753 0.65724382 0.61484099 0.65371025]";45.87$\pm$2.75;"[0.4204947  0.41696113 0.44169611 0.44876325 0.45936396 0.45583039
 0.48763251 0.49469965 0.45936396 0.50176678]";84.28$\pm$3.55;"[0.83745583 0.80565371 0.77385159 0.87632509 0.82332155 0.86572438
 0.8409894  0.83392226 0.90459364 0.86572438]";82.69$\pm$3.33;"[0.82685512 0.81625442 0.77738516 0.85159011 0.77385159 0.80212014
 0.85159011 0.82685512 0.87279152 0.86925795]";79.15$\pm$2.98;"[0.79151943 0.73144876 0.76678445 0.80212014 0.77738516 0.79151943
 0.78798587 0.79151943 0.84452297 0.83038869]";41.45$\pm$2.97;"[0.40636042 0.38869258 0.44876325 0.41696113 0.42402827 0.35335689
 0.44876325 0.44169611 0.43109541 0.38515901]";44.7$\pm$3.73;"[0.39929329 0.40989399 0.42402827 0.44876325 0.48763251 0.4770318
 0.49116608 0.47349823 0.47349823 0.38515901]";41.7$\pm$4.28;"[0.4204947  0.35335689 0.39929329 0.40636042 0.51590106 0.38162544
 0.40989399 0.4664311  0.39929329 0.41696113]";48.9$\pm$3.71;"[0.46289753 0.53710247 0.51590106 0.50176678 0.40636042 0.49116608
 0.53710247 0.48409894 0.46289753 0.49116608]";51.17$\pm$2.5;"[0.54770318 0.49116608 0.48409894 0.53003534 0.53710247 0.49469965
 0.54770318 0.50883392 0.49116608 0.48409894]";39.61$\pm$2.59;"[0.41696113 0.38515901 0.43109541 0.41342756 0.3745583  0.43109541
 0.36749117 0.39575972 0.39575972 0.34982332]"
ROCAUC;61.11$\pm$2.44;"[0.5817528  0.62727715 0.59511294 0.62087178 0.59674862 0.57225087
 0.6248049  0.63479379 0.60208019 0.65515239]";67.41$\pm$5.24;"[0.73650564 0.58321367 0.68343967 0.64052492 0.68987002 0.68787224
 0.58548615 0.71139607 0.68331481 0.7396896 ]";58.13$\pm$2.69;"[0.54262133 0.54077339 0.57387407 0.58032938 0.59099252 0.60357852
 0.56885465 0.62147111 0.56957884 0.62065327]";85.58$\pm$2.14;"[0.85156513 0.83309818 0.8197755  0.86927044 0.83932875 0.86594913
 0.85715891 0.84750715 0.89599071 0.87824171]";83.25$\pm$2.13;"[0.83969084 0.83477132 0.80391814 0.82784777 0.80188291 0.8047672
 0.85730874 0.83941615 0.85767084 0.85741488]";82.45$\pm$1.79;"[0.81634182 0.78708687 0.80660265 0.82877798 0.82042478 0.83027632
 0.82678021 0.82947721 0.85528599 0.84416711]";54.18$\pm$1.91;"[0.52677646 0.53381863 0.56177503 0.5394124  0.55708649 0.52367991
 0.5378891  0.57476058 0.55458303 0.50824083]";55.93$\pm$1.91;"[0.55112437 0.54398232 0.53659054 0.54415713 0.57833161 0.58347588
 0.56900448 0.56708162 0.58709685 0.53230156]";53.68$\pm$2.4;"[0.54998814 0.50845934 0.53363134 0.52409195 0.58945673 0.5288991
 0.52761303 0.56243679 0.53871318 0.50456992]";59.14$\pm$2.87;"[0.56333579 0.62365618 0.61218145 0.60742424 0.52725093 0.59426388
 0.6236437  0.58798337 0.57157662 0.60307283]";60.86$\pm$1.85;"[0.64257264 0.58969397 0.59521283 0.63806515 0.60987152 0.60817341
 0.61156963 0.61397945 0.58589819 0.59126097]";51.17$\pm$1.88;"[0.51407809 0.51317909 0.53601618 0.50904619 0.53798899 0.51580117
 0.4910537  0.5072357  0.52196931 0.47104471]"
AP;66.13$\pm$1.45;"[0.63522049 0.67090772 0.65318321 0.66568389 0.66045325 0.63792971
 0.67511839 0.68057775 0.66084049 0.67348733]";69.29$\pm$3.16;"[0.70447999 0.6516874  0.72052025 0.66979825 0.70461637 0.67994244
 0.63667303 0.73294274 0.69399145 0.73480275]";64.35$\pm$1.74;"[0.60982135 0.62760987 0.64104836 0.63576831 0.64505465 0.65764759
 0.63102939 0.67235908 0.65815269 0.65612178]";87.82$\pm$1.69;"[0.87881803 0.87509478 0.8509169  0.87920989 0.85638262 0.87514483
 0.87870892 0.87900372 0.91551003 0.89287252]";83.52$\pm$2.76;"[0.83477676 0.87052061 0.81391851 0.80903645 0.80239827 0.79506601
 0.87441489 0.85502091 0.85982313 0.83728002]";85.37$\pm$1.13;"[0.84438779 0.83842054 0.84314629 0.8427866  0.85516665 0.85770865
 0.85848222 0.86333505 0.87774912 0.8562707 ]";59.57$\pm$2.15;"[0.57879573 0.57917701 0.62170505 0.593972   0.60828034 0.59107496
 0.5916715  0.62981603 0.60916743 0.55296789]";61.16$\pm$2.53;"[0.59602438 0.59511183 0.59671141 0.59949396 0.62955018 0.6251081
 0.63707032 0.63280147 0.64520397 0.55904106]";58.98$\pm$2.5;"[0.59629345 0.55967779 0.59278274 0.57175943 0.63008709 0.58527241
 0.58329893 0.6239576  0.60720668 0.54727326]";63.54$\pm$3.69;"[0.60709632 0.67035306 0.66171932 0.65541633 0.54149275 0.64735927
 0.65881844 0.66123237 0.6331392  0.61694493]";65.81$\pm$1.77;"[0.67206176 0.63839463 0.64004548 0.68094896 0.65738238 0.66657615
 0.67298538 0.66996025 0.6596298  0.622722  ]";57.79$\pm$2.3;"[0.57470043 0.57241936 0.60657498 0.5810785  0.60444535 0.58751023
 0.57099981 0.58047467 0.5828392  0.51821599]"
pretrain_time;32.62$\pm$11.67;"[43.61947918 21.85155559 32.12342954 54.05449533 23.2454977  36.21670961
 18.05719948 27.58675909 47.36042476 22.11206889]";27.55$\pm$10.81;"[22.45486045 20.73434019 51.62819791 25.83630037 29.85048914 19.13490558
 44.23137093 20.40450978 23.09610868 18.1054914 ]";38.05$\pm$13.77;"[53.894032   19.16224456 53.12488174 52.01079559 42.00539231 26.65755773
 24.95416999 44.83234549 46.5555563  17.29349637]";243.75$\pm$88.5;"[157.55317211 408.49258232 201.96176338 163.58585691 179.34509516
 192.9419682  161.33156276 304.90665579 300.95413184 366.39854026]";295.8$\pm$81.96;"[168.96561623 211.76165652 338.23818398 411.65877318 380.0597508
 301.92595172 177.87603402 334.33992124 264.54671693 368.59740996]";248.82$\pm$65.37;"[214.76605034 321.55740142 148.70726085 276.65375257 372.30727744
 189.37707353 285.29267311 240.64852643 177.14089203 261.7014389 ]";33.75$\pm$16.13;"[25.94862676 18.7875073  18.93606949 21.96560669 42.48695564 22.27118182
 63.79697204 53.01028562 19.77085829 50.51105261]";22.46$\pm$2.95;"[24.34865856 28.59848404 19.58215165 20.65952015 20.89740658 20.43938541
 19.02681351 25.25906801 24.86885858 20.8710711 ]";20.2$\pm$1.21;"[21.89733005 20.86684275 19.55943012 21.90471053 19.4014535  21.5842135
 19.27411151 18.15537071 19.71314669 19.689991  ]";246.0$\pm$66.6;"[259.81852078 202.61354136 218.71678782 321.37429047 201.87550473
 146.80784106 302.34314036 365.31621814 272.37455416 168.75684071]";196.33$\pm$40.88;"[265.74239826 184.16423821 164.84450507 146.380512   180.91480207
 178.10132575 266.22455502 233.28508401 182.83276772 160.85895443]";196.2$\pm$64.6;"[164.90382099 184.72230387 144.48985219 150.91605186 196.4407506
 161.29223013 251.62719059 367.87172508 150.56388354 189.16288567]"
